# _root_ Two old friends , George Bush and Deng Xiaoping , are trying to limit further damage to U.S.-China ties .
#goldHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
#predictedHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
(7,1),(1,4),(1,9),-0.144717 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,4),(1,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,4),(1,12),-0.144874 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,4),(1,21),-0.140933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,5),(1,6),0.109145 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,5),(1,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,5),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,5),(1,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,5),(1,12),-0.144703 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,5),(1,21),-0.135933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,6),(1,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,6),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,6),(1,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,6),(1,12),-0.144703 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,6),(1,21),-0.135933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,7),(1,9),0.199508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,7),(1,10),0.176978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,7),(1,12),0.0689218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,1),(1,7),(1,21),-0.148106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,1),(1,9),(1,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,9),(1,12),-0.144703 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,9),(1,21),-0.135933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,10),(1,12),-0.144874 # DEPENDENCYPART_GRANDSIBL
(7,1),(1,10),(1,21),-0.140933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,12),(1,21),-0.112944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,1),(1,1),(1,-1),-0.0868158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,2),(2,2),(2,3),0.0725456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,4),0.0944281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,5),0.0725456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,7),-0.146407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,21),-0.182323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,2),(2,3),(2,4),0.109349 # DEPENDENCYPART_GRANDSIBL
(7,2),(2,3),(2,5),0.108468 # DEPENDENCYPART_GRANDSIBL
(7,2),(2,3),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,2),(2,3),(2,21),-0.178484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,2),(2,4),(2,5),0.108801 # DEPENDENCYPART_GRANDSIBL
(7,2),(2,4),(2,7),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,2),(2,4),(2,21),-0.146936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,2),(2,5),(2,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,2),(2,5),(2,21),-0.178484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,2),(2,7),(2,21),-0.151415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,2),(2,2),(2,1),0.0128674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,2),(2,2),(2,-1),0.0185907 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,2),(2,1),(2,-1),0.0130151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,3),(3,4),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,5),0.0431246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,6),0.0407579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,7),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,8),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,9),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,10),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,11),-0.150917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,12),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,13),-0.146686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,14),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,15),-0.145489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,19),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,21),-0.0199364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,3),(3,4),(3,5),0.112996 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,6),0.112991 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,7),-0.149799 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,8),-0.157847 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,9),-0.157847 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,10),-0.144766 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,11),-0.147721 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,12),-0.147591 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,13),-0.144739 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,14),-0.147591 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,15),-0.145546 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,19),-0.157847 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,4),(3,21),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,5),(3,6),0.179911 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,7),-0.144704 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,8),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,9),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,10),-0.152579 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,11),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,12),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,14),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,15),-0.145969 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,19),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,5),(3,21),-0.159888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,6),(3,7),-0.144704 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,8),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,9),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,10),-0.152579 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,11),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,12),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,14),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,15),-0.145969 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,19),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,6),(3,21),-0.159889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,7),(3,8),0.318985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,9),0.194353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,10),0.176148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,11),0.0624878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,12),0.0689117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,13),-0.0112338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,14),0.0217395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,15),-0.217078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,19),-0.0099884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,20),-0.0692176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,7),(3,21),-0.174786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,3),(3,8),(3,9),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,8),(3,10),-0.152579 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,8),(3,11),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,8),(3,12),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,8),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,8),(3,14),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,8),(3,15),-0.145969 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,8),(3,19),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,8),(3,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,8),(3,21),-0.159892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,9),(3,10),-0.152579 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,9),(3,11),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,9),(3,12),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,9),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,9),(3,14),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,9),(3,15),-0.145969 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,9),(3,19),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,9),(3,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,9),(3,21),-0.159888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,10),(3,11),-0.147721 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,10),(3,12),-0.147591 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,10),(3,13),-0.144739 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,10),(3,14),-0.147591 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,10),(3,15),-0.145546 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,10),(3,19),-0.157847 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,10),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,10),(3,21),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,11),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,11),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,11),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,11),(3,15),-0.144895 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,11),(3,19),-0.145741 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,11),(3,20),-0.144761 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,11),(3,21),-0.174985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,12),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,12),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,12),(3,15),-0.144895 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,12),(3,19),-0.145741 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,12),(3,20),-0.144761 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,12),(3,21),-0.1699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,13),(3,14),-0.144745 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,13),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,13),(3,19),-0.144707 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,13),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,13),(3,21),-0.180814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,14),(3,15),-0.144895 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,14),(3,19),-0.145741 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,14),(3,20),-0.144761 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,14),(3,21),-0.169898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,15),(3,19),-0.145292 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,15),(3,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,15),(3,21),-0.184375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,19),(3,20),-0.144707 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,19),(3,21),-0.159898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,20),(3,21),-0.14706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,3),(3,2),0.0143885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,1),-0.0244583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,3),(3,3),(3,-1),0.181958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,3),(3,2),(3,1),-0.00544319 # DEPENDENCYPART_GRANDSIBL
(7,3),(3,2),(3,-1),0.0399103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,3),(3,1),(3,-1),0.010065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,4),(4,4),(4,21),-0.0464494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,4),(4,4),(4,-1),0.0694301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,5),(5,6),0.0407302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,7),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,9),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,10),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,11),-0.150917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,21),-0.0196463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,6),(5,7),-0.144704 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,9),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,10),-0.152579 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,11),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,6),(5,21),-0.159917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,7),(5,9),0.194353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,10),0.176148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,11),0.0624878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,7),(5,21),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,9),(5,10),-0.152579 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,11),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,9),(5,21),-0.159916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,10),(5,11),-0.147721 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,10),(5,21),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,11),(5,21),-0.174975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,5),(5,4),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,3),-0.0378366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,2),0.0143885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,1),-0.0244583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,5),(5,5),(5,-1),0.180593 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,5),(5,4),(5,3),0.0398748 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,4),(5,2),-0.0418464 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,4),(5,1),0.0329234 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,4),(5,-1),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,3),(5,2),-0.0319298 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,3),(5,1),-0.0272022 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,3),(5,-1),0.00176381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,2),(5,1),-0.00544319 # DEPENDENCYPART_GRANDSIBL
(7,5),(5,2),(5,-1),0.0399103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,5),(5,1),(5,-1),0.010065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,7),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,8),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,9),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,10),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,11),-0.150917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,21),-0.0184969 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,7),(6,8),0.318985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,9),0.194353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,10),0.176148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,11),0.0624878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,7),(6,21),-0.174789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,8),(6,9),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,10),-0.152579 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,11),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,8),(6,21),-0.158381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,9),(6,10),-0.152579 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,11),-0.144804 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,9),(6,21),-0.158377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,10),(6,11),-0.147721 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,10),(6,21),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,11),(6,21),-0.174975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,5),-0.0363928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,4),-0.0396528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,3),-0.0346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,2),0.0143885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,-1),0.178526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,5),(6,4),0.0157414 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,3),-0.00571994 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,2),-0.0319298 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,-1),0.00292271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,4),(6,3),0.0398748 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,2),-0.0418464 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,-1),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,3),(6,2),-0.0319298 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,3),(6,-1),0.00511027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,2),(6,-1),0.0399103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,9),-0.0368804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,11),-0.105827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,21),0.182342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,9),(8,11),-0.0179563 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,21),0.00256293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,11),(8,21),-0.0170877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,-1),-0.0169669 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,9),(9,10),-0.039619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,11),-0.105827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,12),-0.0956376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,14),-0.0956382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,16),-0.0376795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,20),-0.023758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,21),0.180862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,10),(9,11),-0.0125268 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,12),-0.0118966 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,14),-0.0118964 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,16),0.0398748 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,21),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,11),(9,12),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,14),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,16),-0.0331186 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,20),-0.0202559 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,21),-0.0170877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,12),(9,14),-0.0228352 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,16),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,20),-0.0202515 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,21),-0.0062185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,14),(9,16),-0.0331184 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,20),-0.0202515 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,21),-0.0062182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,16),(9,20),-0.00760908 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,21),0.00176382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,20),(9,21),-0.0266097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,8),0.0411851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,7),0.128058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,6),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,5),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,4),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,3),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,2),-0.145489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,-1),-0.0192466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,8),(9,7),0.0932836 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,6),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,5),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,4),-0.152579 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,3),-0.151088 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,2),-0.145969 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,-1),-0.159892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,7),(9,6),0.175296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,5),0.239563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,4),0.368101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
