# _root_ `` We are still only half way through the turnaround of this company , and there are many more things to do , '' President Kume says .
#goldHeads=27,3,15,3,7,7,8,3,10,8,10,13,11,15,27,17,15,19,20,17,22,20,27,27,26,27,0,27,
#predictedHeads=27,3,15,3,7,7,3,3,10,8,10,13,11,15,27,17,15,19,20,17,22,20,27,27,26,27,0,27,
(18,13),(13,11),(13,6),-0.0420895 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,11),(13,3),-0.0437517 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,11),(13,-1),-0.0401522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,10),(13,9),-0.0231499 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,10),(13,6),-0.0298849 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,10),(13,3),-0.0430494 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,10),(13,-1),-0.077382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,9),(13,6),-0.0420061 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,9),(13,3),-0.0421404 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,9),(13,-1),-0.0870561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,6),(13,3),-0.0358249 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,6),(13,-1),-0.00245878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,3),(13,-1),-0.00280146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,18),-0.125016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,19),-0.126725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,20),-0.126845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,21),-0.129814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,22),-0.125516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,24),-0.124996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,27),-0.125516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,29),-0.202748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,18),(17,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,21),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,22),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,27),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,29),-0.14905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,19),(17,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,21),-0.124887 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,29),-0.133608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,20),(17,21),-0.124896 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,22),-0.124889 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,23),-0.124892 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,27),-0.124889 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,29),-0.170592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,21),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,29),-0.0309596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,22),(17,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,22),(17,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,22),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,22),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,22),(17,29),-0.136774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,23),(17,24),-0.124905 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,23),(17,27),-0.125465 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,23),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,23),(17,29),-0.119013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,24),(17,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,24),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,24),(17,29),-0.127047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,27),(17,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,27),(17,29),-0.136774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,28),(17,29),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,16),-0.0429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,15),-0.0287987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,14),-0.0444798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,13),-0.0710423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,12),-0.0398552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,11),-0.0538684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,10),-0.0702327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,8),-0.0537016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,7),-0.0705618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,6),-0.0547061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,5),-0.038896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,4),-0.0347564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,3),-0.0588816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,1),-0.0454202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,-1),0.0759883 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,16),(17,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,6),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,-1),-0.0434231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,15),(17,14),0.182839 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,13),0.220025 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,12),0.0904396 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,11),0.161568 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,10),0.213699 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,8),0.178668 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,7),0.181695 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,6),0.146807 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,5),0.116032 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,4),0.100232 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,3),0.108322 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,1),0.0701148 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,-1),-0.0455127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,14),(17,13),-0.0425185 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,11),-0.0450022 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,10),-0.0425185 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,8),-0.0450017 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,7),-0.0425185 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,6),-0.0421433 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,5),-0.0427534 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,4),-0.0427534 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,3),-0.0460963 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,1),-0.042031 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,14),(17,-1),-0.0230953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,13),(17,12),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,11),-0.0470362 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,10),-0.0438031 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,8),-0.0462623 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,7),-0.0438031 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,6),-0.0420585 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,5),-0.0442099 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,4),-0.0441674 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,3),-0.0274541 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,13),(17,-1),-0.0639615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,12),(17,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,10),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,7),-0.0429154 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,6),-0.0420056 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,3),-0.0420513 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,1),-0.0423221 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,12),(17,-1),-0.0378759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,11),(17,10),-0.0425545 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,8),-0.0431346 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,7),-0.0425545 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,6),-0.0420223 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,5),-0.039418 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,4),-0.039418 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,3),-0.042618 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,1),-0.0421741 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,11),(17,-1),-0.0790036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,10),(17,8),-0.04621 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,10),(17,7),-0.0438031 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,10),(17,6),-0.0420585 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,10),(17,5),-0.0442099 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,10),(17,4),-0.0441674 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,10),(17,3),-0.0274541 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,10),(17,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,10),(17,-1),-0.0632041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,8),(17,7),-0.0425545 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,8),(17,6),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,8),(17,5),-0.0394192 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,8),(17,4),-0.0394192 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,8),(17,3),-0.042618 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,8),(17,1),-0.0421741 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,8),(17,-1),-0.0781746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,7),(17,6),-0.0420585 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,7),(17,5),-0.0442099 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,7),(17,4),-0.0441674 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,7),(17,3),-0.0274541 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,7),(17,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,7),(17,-1),-0.0635332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,6),(17,5),-0.0420257 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,6),(17,4),-0.0420257 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,6),(17,3),-0.0372027 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,6),(17,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,6),(17,-1),-0.0660879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,5),(17,4),-0.0428477 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,5),(17,3),-0.0441743 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,5),(17,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,5),(17,-1),-0.0465542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,4),(17,3),-0.0441935 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,4),(17,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,4),(17,-1),-0.0450163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,3),(17,1),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,3),(17,-1),-0.0234348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,1),(17,-1),-0.0425638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,22),-0.0565687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,29),0.127716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,22),(19,29),-0.05794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,18),0.0819154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,-1),-0.0175533 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,18),(19,-1),-0.151133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,21),-0.0599621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,22),-0.0266641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),-0.0366428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,24),-0.0472429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,25),-0.0585439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,26),-0.0583935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,27),-0.0262738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,28),-0.0433719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,29),-0.0822036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,21),(20,22),-0.0420095 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,23),-0.0420253 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,25),-0.0425925 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,26),-0.0425925 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,27),-0.0420095 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,29),-0.0547351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,22),(20,23),-0.043416 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,24),-0.0420993 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,25),-0.0380216 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,26),-0.0380216 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,27),-0.0422976 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,28),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,29),-0.00307847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,23),(20,24),-0.0420034 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,25),-0.0413582 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,26),-0.0412514 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,27),-0.0256141 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,29),-0.046019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,24),(20,25),-0.0424549 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,26),-0.0424549 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,27),-0.0420017 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,24),(20,29),-0.0433693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,25),(20,26),-0.0360146 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,25),(20,27),-0.0430494 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,25),(20,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,25),(20,29),-0.07753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,26),(20,27),-0.0430494 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,26),(20,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,26),(20,29),-0.0773757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,27),(20,28),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,27),(20,29),-0.00272188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,28),(20,29),-0.0434817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,19),0.12345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,18),0.120218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,15),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),-0.174455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,18),0.117889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,19),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,12),-0.12528 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,-1),-0.115907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,18),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,15),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,-1),-0.145449 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,16),(20,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,16),(20,-1),-0.125287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,15),(20,12),0.00755379 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,-1),-0.132128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,12),(20,-1),-0.121084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,22),-0.0307663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,25),-0.0536476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,26),-0.0536476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,29),-0.0660935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,22),(21,25),-0.0420848 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,26),-0.0420848 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,29),-0.0331012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,25),(21,26),-0.0437165 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,25),(21,29),-0.0426488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,26),(21,29),-0.0426488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.121376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,-1),-0.0975598 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,20),(21,-1),-0.123067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,22),(22,23),-0.0444798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,24),-0.043067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,25),-0.0693667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,26),-0.0693499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,27),-0.0593053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,22),(22,22),(22,29),0.0773897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,22),(22,23),(22,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,25),-0.0425551 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,26),-0.0425185 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,27),-0.0460963 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,23),(22,29),-0.0230953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,24),(22,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,24),(22,29),-0.0420383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,25),(22,26),-0.0438031 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,27),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,28),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,25),(22,29),-0.0660023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,26),(22,27),-0.0303672 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,26),(22,28),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(18,22),(22,26),(22,29),-0.0659607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,22),(22,27),(22,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
