# _root_ Terms for the venture , which would be jointly owned by both companies , were n't disclosed .
#goldHeads=15,1,4,2,4,7,4,7,10,8,10,13,11,4,0,15,15,15,
#predictedHeads=15,1,4,2,4,7,4,7,10,8,10,13,11,4,0,15,15,15,
(8,7),(7,10),(7,14),-0.124887 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,15),-0.124915 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,19),-0.194554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,11),(7,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,15),-0.124888 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,19),-0.0487086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,14),(7,15),-0.131732 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,19),-0.128988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,15),(7,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,15),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,15),(7,19),-0.195933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,16),(7,18),-0.1249 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,19),-0.149828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,18),(7,19),-0.124522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,6),-0.0531604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,5),-0.0877201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,4),0.00956772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,2),-0.0774594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,1),0.00889447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),-0.110582 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,6),(7,5),-0.0462335 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,4),-0.0420006 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,2),-0.0420095 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,1),-0.0420006 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,-1),-0.0561424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,5),(7,4),-0.0364498 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,2),-0.02762 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,1),-0.0362635 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,-1),-0.0303004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,4),(7,2),-0.0265879 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,4),(7,1),-0.0439919 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,4),(7,-1),-0.105348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,2),(7,1),-0.0450537 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,2),(7,-1),-0.020528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,1),(7,-1),-0.105861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,10),-0.0657164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,11),-0.038316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,13),-0.00899517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,14),-0.0551797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,15),-0.0628169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,19),0.0521055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,10),(9,11),-0.0357459 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,13),-0.0316413 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,14),-0.0368172 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,15),-0.0419378 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,19),-0.0841945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,11),(9,13),-0.0456833 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,14),-0.0269068 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,15),-0.0647336 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,19),-0.0597435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,13),(9,14),-0.0653308 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,15),-0.0437287 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,13),(9,19),0.0614569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,14),(9,15),-0.0205324 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,19),-0.0786574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,15),(9,19),-0.0841401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,8),0.110602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,9),(9,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,1),-0.135104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,-1),-0.0833992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,8),(9,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,1),-0.125039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,-1),-0.159365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,5),(9,1),-0.128472 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,-1),-0.172563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,1),(9,-1),-0.103231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,11),-0.00087336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,12),-0.0391114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,13),-0.0166126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,14),-0.114383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,15),-0.119476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,16),-0.0445182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,17),-0.109424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,18),-0.0708021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,19),0.0537256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,11),(10,12),-0.039568 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,13),-0.00178832 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,14),0.0317104 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,15),-0.0634611 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,16),-0.0457796 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,17),-0.0605824 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,18),-0.0508143 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,19),0.0165519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,12),(10,13),-0.047081 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,14),-0.0460819 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,15),-0.0493253 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,16),-0.0430691 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,17),-0.0493253 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,18),-0.0425819 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,19),-0.0539019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,13),(10,14),-0.0815509 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,15),-0.0639365 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,16),-0.0554726 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,17),-0.0720661 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,18),-0.03802 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,19),-0.0747019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,14),(10,15),0.0584702 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,16),-0.0897474 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,17),0.0420198 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,19),0.0791524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,15),(10,16),-0.0467431 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,17),-0.0047259 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,18),-0.0281343 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,19),-0.0980149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,16),(10,17),-0.0401292 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,18),-0.0463114 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,19),-0.00729704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,17),(10,18),-0.0280362 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,19),-0.103206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,18),(10,19),-0.0573187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,9),0.0408181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,6),-0.0973621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,5),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,2),0.0387942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,1),-0.17934 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,-1),-0.196381 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,9),(10,6),-0.125351 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,5),-0.125169 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,2),-0.127576 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,1),-0.126476 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,-1),-0.0891327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,6),(10,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,-1),-0.15838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,5),(10,2),-0.177588 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,5),(10,1),-0.126167 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,5),(10,-1),-0.122377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,2),(10,1),-0.125474 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,2),(10,-1),-0.119124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,1),(10,-1),-0.135456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,12),-0.0158172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,13),0.0296755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,14),-0.0499713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,15),0.0417056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,16),-0.0367418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,18),-0.0473928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,19),-0.170013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,12),(11,13),-0.046901 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,14),-0.0451403 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,15),-0.0423648 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,16),-0.0428466 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,19),0.00518661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,13),(11,14),-0.055326 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,15),-0.0458102 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,16),-0.0325297 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,18),-0.042006 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,19),0.0369508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,14),(11,15),-0.0450237 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,16),-0.0256026 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,19),0.0325575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,15),(11,16),-0.0436735 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,18),-0.0420051 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,19),-0.0252876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,16),(11,18),-0.0420005 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,19),-0.039227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,18),(11,19),-0.0474405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,10),0.168474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,9),0.177921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,6),-0.105174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,-1),0.027885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,10),(11,9),0.117949 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,-1),-0.0613045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,9),(11,-1),-0.0871187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,6),(11,-1),0.0194718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,15),-0.0524471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,19),-0.0452087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,15),(12,19),-0.0475685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,-1),-0.250838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,13),(13,14),0.0445868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,15),-0.0222753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,16),-0.0519337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,17),-0.0209859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,19),0.0316888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,14),(13,15),-0.0433836 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,16),-0.116482 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,17),-0.0420304 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,14),(13,19),-0.0314211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,15),(13,16),-0.0383802 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,17),-0.0129086 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,19),-0.0850754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,16),(13,17),-0.0306924 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,19),-0.0677998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,17),(13,19),-0.0761372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,12),0.132016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,11),0.156398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,10),0.178179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,9),0.141654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,-1),-0.160596 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,12),(13,11),0.129266 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,10),0.120691 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,9),0.113773 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,-1),-0.1868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,11),(13,10),0.129789 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,9),0.132616 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,-1),-0.00667268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,10),(13,9),0.122359 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,10),(13,-1),-0.0729049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,9),(13,-1),-0.0534848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,19),0.00379375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,14),(14,11),0.121162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,-1),-0.0847363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,11),(14,-1),-0.123287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,16),-0.0327544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,17),-0.0895566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,18),-0.0708021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,19),0.0436412 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,16),(15,17),-0.0383892 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,18),-0.0463114 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,16),(15,19),-0.00405178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,17),(15,18),-0.0280371 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,17),(15,19),-0.0795393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,18),(15,19),-0.0580297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,15),(15,14),0.082722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,13),0.157865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,12),0.0871818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,11),-0.0338773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,10),0.124524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,9),0.0444006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,8),0.115559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,15),(15,7),-0.131031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,6),-0.0915902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,5),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,4),-0.180952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,2),0.0414798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,1),-0.181777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,15),(15,-1),-0.213449 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,14),(15,13),0.127522 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,12),0.115872 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,11),0.0771371 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,10),0.156139 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,9),0.13835 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,8),0.155537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,14),(15,7),-0.127031 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,6),-0.125198 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,5),-0.12504 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,4),-0.126165 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,2),-0.177643 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,1),-0.126165 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,14),(15,-1),-0.126945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,13),(15,12),0.16444 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,11),0.250625 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,10),0.116625 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,9),0.117548 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,8),0.115724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,13),(15,7),-0.12597 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,6),-0.127895 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,5),-0.127738 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,4),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,2),-0.187665 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,1),-0.128004 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,-1),-0.149792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,12),(15,11),0.129803 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,10),0.116522 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,9),0.121771 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,8),0.116269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,12),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,6),-0.125035 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,4),-0.12489 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,2),-0.125342 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,-1),-0.0966152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,11),(15,10),0.111756 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,9),0.176516 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,8),0.111649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,11),(15,7),-0.124922 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,6),-0.127533 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,5),-0.126426 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,4),-0.125478 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,2),-0.130658 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,1),-0.125478 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,-1),-0.0762776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,10),(15,9),0.128036 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,8),0.104267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,10),(15,7),-0.125089 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,6),-0.124944 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,5),-0.127367 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,4),-0.125469 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,2),-0.135061 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,1),-0.125469 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,-1),-0.115547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,9),(15,8),0.115837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,9),(15,7),-0.125038 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,9),(15,6),-0.125353 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,9),(15,5),-0.125169 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,9),(15,4),-0.126513 # DEPENDENCYPART_GRANDSIBL
