# _root_ `` The price of poker has gone up , '' crows Charles M. Neinas , the College Football Association 's executive director .
#goldHeads=11,3,6,3,4,11,6,7,11,11,0,14,14,11,14,19,19,19,22,19,22,14,11,
#predictedHeads=11,3,6,3,4,11,6,7,11,11,0,14,14,11,14,19,19,19,22,19,22,14,11,
(7,14),(14,14),(14,19),0.0017371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,20),-0.135398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,21),-0.00344062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,22),-0.000460066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,23),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,24),0.0527545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,15),(14,17),-0.0900153 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,18),-0.0900153 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,19),-0.0900358 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,20),-0.045272 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,21),-0.085567 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,22),-0.0770123 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,23),-0.042224 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,24),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,17),(14,18),-0.0438503 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,19),-0.0428523 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,20),-0.0389048 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,21),-0.0415244 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,22),-0.0431188 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,24),-0.0254272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,18),(14,19),-0.0429437 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,20),-0.0389048 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,21),-0.0416158 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,22),-0.0432102 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,24),-0.024236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,19),(14,20),-0.0389048 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,21),-0.0409663 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,22),-0.0425607 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,19),(14,24),-0.0252144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,20),(14,21),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,22),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,20),(14,24),-0.127283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,21),(14,22),-0.0424248 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,21),(14,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,21),(14,24),-0.0193173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,22),(14,23),-0.0396058 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,22),(14,24),-0.00903423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,23),(14,24),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,13),0.0376792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,12),0.0344504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,9),0.0389007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,3),-0.00712229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,-1),-0.160156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,13),(14,12),0.11633 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,9),0.160804 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,13),(14,-1),-0.110184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,12),(14,9),0.160799 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,-1),-0.111999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,9),(14,3),-0.14225 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,9),(14,-1),-0.124228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,3),(14,-1),-0.105131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,15),(15,24),0.0156392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,15),(15,-1),-0.0722396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,22),(22,22),(22,23),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,24),0.0473307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,22),(22,23),(22,24),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,22),(22,21),0.0340573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,20),0.102987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,19),0.0333821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,18),0.0341266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,17),0.0355284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,16),0.113075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,15),0.0387613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,14),0.034101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,13),0.0341957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,12),0.030967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,5),-0.00686999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,3),-0.00712401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,22),(22,22),(22,-1),-0.169144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,22),(22,21),(22,20),0.122047 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,19),0.117701 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,18),0.117701 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,17),0.117701 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,16),0.0415561 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,15),0.158292 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,14),0.117701 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,13),0.114017 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,12),0.118936 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,5),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,21),(22,-1),-0.114373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,20),(22,19),0.117819 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,18),0.117819 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,17),0.117819 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,16),0.12179 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,15),0.130774 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,14),0.117819 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,13),0.117819 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,12),0.117819 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,20),(22,-1),-0.1564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,19),(22,18),0.116664 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,17),0.116664 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,16),0.0409881 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,15),0.161067 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,14),0.116664 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,13),0.11298 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,12),0.117899 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,5),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,19),(22,-1),-0.114816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,18),(22,17),0.116693 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,18),(22,16),0.0409881 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,18),(22,15),0.161066 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,18),(22,14),0.116693 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,18),(22,13),0.11301 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,18),(22,12),0.117928 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,18),(22,5),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,18),(22,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,18),(22,-1),-0.114069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,17),(22,16),0.0409881 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,17),(22,15),0.161067 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,17),(22,14),0.116666 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,17),(22,13),0.112983 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,17),(22,12),0.117901 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,17),(22,5),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,17),(22,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,17),(22,-1),-0.112641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,16),(22,15),0.113165 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,16),(22,14),0.144755 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,16),(22,13),0.144755 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,16),(22,12),0.144755 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,16),(22,5),-0.129648 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,16),(22,3),-0.129648 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,16),(22,-1),-0.206612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,15),(22,14),0.200875 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,15),(22,13),0.200871 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,15),(22,12),0.200875 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,15),(22,5),-0.14225 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,15),(22,3),-0.14225 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,15),(22,-1),-0.123267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,14),(22,13),0.112983 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,14),(22,12),0.117901 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,14),(22,5),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,14),(22,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,14),(22,-1),-0.114069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,13),(22,12),0.114541 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,13),(22,5),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,13),(22,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,13),(22,-1),-0.114302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,12),(22,5),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,12),(22,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,12),(22,-1),-0.116117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,5),(22,3),-0.10657 # DEPENDENCYPART_GRANDSIBL
(7,22),(22,5),(22,-1),-0.114069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,22),(22,3),(22,-1),-0.109249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,23),(23,23),(23,24),-0.043514 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,23),(23,23),(23,22),0.0808893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,23),(23,23),(23,-1),-0.00967441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,23),(23,22),(23,-1),-0.159122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,4),0.156179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,5),0.119773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,6),0.123925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,7),0.124172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,8),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,3),(3,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,11),-0.126274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,14),-0.125437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,22),-0.125437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,24),-0.186854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,4),(3,5),0.118677 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,6),0.109249 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,7),0.109791 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,4),(3,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,15),-0.124895 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,24),-0.0898757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,5),(3,6),0.119499 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,7),0.119549 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,5),(3,9),-0.12584 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,11),-0.124891 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,15),-0.12584 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,24),-0.084133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,6),(3,7),0.117841 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,6),(3,9),-0.124898 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,14),-0.124896 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,15),-0.124898 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,22),-0.124896 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,24),-0.121649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,7),(3,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,7),(3,9),-0.124898 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,14),-0.124896 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,15),-0.124898 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,22),-0.124896 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,24),-0.121116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,8),(3,9),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,14),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,15),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,22),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,24),-0.140774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,9),(3,10),-0.126784 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,11),-0.126146 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,14),-0.127173 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,22),-0.127173 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,24),-0.125441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,10),(3,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,24),-0.129216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,11),(3,14),-0.124896 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,15),-0.124898 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,22),-0.124896 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,24),-0.12111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,14),(3,15),-0.12584 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,14),(3,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,14),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,14),(3,24),-0.084133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,15),(3,22),-0.127173 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,15),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,15),(3,24),-0.125441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,22),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,22),(3,24),-0.084133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,23),(3,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,2),-0.0452585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,1),-0.0352004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,-1),-0.0288431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,2),(3,1),-0.0432195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,2),(3,-1),-0.0952264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,1),(3,-1),-0.0476216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,5),0.0945124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,6),0.131272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,7),0.131272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,8),-0.124886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,4),(4,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,11),-0.124988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,14),-0.126173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,24),0.0687668 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,5),(4,6),0.119159 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,7),0.119159 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,5),(4,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,24),-0.152558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,6),(4,7),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,6),(4,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,24),-0.112655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,7),(4,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,7),(4,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,24),-0.112654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,8),(4,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,24),-0.161115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,9),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,24),-0.12043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,10),(4,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,24),-0.125121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,11),(4,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,11),(4,24),-0.112654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,14),(4,24),-0.152558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,3),-0.032758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,2),-0.0552561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,1),-0.0432241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,-1),0.0194639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
