# _root_ `` We went to six companies over two days pitching the prospect , '' says Tim Parker , a Santa Fe exploration manager .
#goldHeads=3,3,15,3,6,4,3,9,7,3,12,10,3,3,0,17,15,17,23,23,23,23,17,15,
#predictedHeads=15,3,15,3,6,4,3,9,7,3,12,10,15,15,0,17,15,17,23,23,23,23,17,15,
(9,15),(15,8),(15,-1),-0.196044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,7),(15,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,7),(15,5),-0.144745 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,7),(15,3),-0.144847 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,7),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,7),(15,-1),-0.230254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,6),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,6),(15,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,6),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,6),(15,-1),-0.0692705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,5),(15,3),-0.144715 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,5),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,5),(15,-1),-0.19569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,3),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,3),(15,-1),-0.157266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,1),(15,-1),-0.120349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,18),0.133542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,20),-0.132512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,21),-0.133051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,22),-0.132598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,23),-0.132775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,24),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,25),0.137796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,18),(17,20),0.134758 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,21),0.134758 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,22),0.134763 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,23),0.134749 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,24),-0.0242318 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,25),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,20),(17,21),-0.000451695 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,22),-0.00142071 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,23),-0.00142128 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,24),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,25),0.0285624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,21),(17,22),-0.000521602 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,23),-0.000522173 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,24),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,25),0.0240737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,22),(17,23),-0.00148739 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,24),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,25),0.0245285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,23),(17,24),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,23),(17,25),0.0244908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,24),(17,25),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,16),0.157601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,14),0.0897529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,13),0.182041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,12),0.157601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,11),0.100884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,-1),-0.0219522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,16),(17,14),0.105873 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,13),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,12),0.0911044 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,11),0.128849 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,-1),-0.175616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,14),(17,13),0.1074 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,12),0.107045 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,11),0.109008 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,-1),-0.156988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,13),(17,12),0.118216 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,11),0.108664 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,-1),-0.0334443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,12),(17,11),0.128849 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,-1),-0.175616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,11),(17,-1),-0.165574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,25),-0.0464722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,18),(18,-1),-0.186975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,23),(23,23),(23,24),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,25),0.134444 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,23),(23,24),(23,25),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,23),(23,22),0.159839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,21),0.159416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,20),0.16416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,19),0.113274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,18),0.182041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,17),0.159334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,16),0.159334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,13),0.182041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,12),0.159334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,11),0.101566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,23),(23,-1),-0.027976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,23),(23,22),(23,21),0.0911453 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,20),0.0912256 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,19),0.165231 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,18),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,17),0.0913844 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,16),0.0913848 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,13),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,12),0.0913848 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,11),0.129346 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,22),(23,-1),-0.174955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,21),(23,20),0.0903489 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,21),(23,19),0.165231 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,21),(23,18),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,21),(23,17),0.0905077 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,21),(23,16),0.0905081 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,21),(23,13),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,21),(23,12),0.0905081 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,21),(23,11),0.129346 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,21),(23,-1),-0.17474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,20),(23,19),0.165231 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,20),(23,18),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,20),(23,17),0.0902198 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,20),(23,16),0.0902203 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,20),(23,13),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,20),(23,12),0.0902203 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,20),(23,11),0.129346 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,20),(23,-1),-0.169621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,19),(23,18),0.10746 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,17),0.122033 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,16),0.122033 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,13),0.10746 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,12),0.122033 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,11),0.108035 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,-1),-0.0925005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,18),(23,17),0.118195 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,16),0.118195 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,13),0.108616 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,12),0.118195 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,11),0.108664 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,-1),-0.0334443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,17),(23,16),0.0906673 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,13),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,12),0.0906673 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,11),0.129346 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,-1),-0.174742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,16),(23,13),0.116649 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,12),0.0906673 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,11),0.129346 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,-1),-0.174742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,13),(23,12),0.118195 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,11),0.108664 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,-1),-0.0334443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,12),(23,11),0.129346 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,12),(23,-1),-0.174742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,11),(23,-1),-0.162889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,4),0.195401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,5),0.0992578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,6),0.155751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,7),-0.028214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,8),0.102109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,9),0.154525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,10),-0.135038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,12),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,13),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,14),-0.145087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,15),-0.135276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,18),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,23),-0.190315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,25),-0.241515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,4),(3,5),0.11862 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,6),0.202647 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,7),0.0478954 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,8),0.120013 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,9),0.190318 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,10),-0.135682 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,12),-0.121778 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,13),-0.144916 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,15),-0.135682 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,18),-0.144916 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,23),-0.121778 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,4),(3,25),-0.220392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,5),(3,6),0.105848 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,7),0.122965 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,8),0.107641 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,9),0.105848 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,10),-0.14471 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,15),-0.14471 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,5),(3,25),-0.166384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,6),(3,7),0.225178 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,8),0.105902 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,9),0.0961476 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,10),-0.143839 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,12),-0.147956 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,13),-0.147788 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,14),-0.144855 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,15),-0.143839 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,18),-0.147788 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,23),-0.147956 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,6),(3,25),-0.157615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,7),(3,8),0.107775 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,9),0.105483 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,10),-0.14637 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,12),-0.145338 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,13),-0.146036 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,14),-0.145005 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,15),-0.14637 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,18),-0.146036 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,23),-0.145338 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,7),(3,25),-0.131204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,8),(3,9),0.105848 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,10),-0.14471 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,15),-0.14471 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,8),(3,25),-0.167855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,9),(3,10),-0.143839 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,12),-0.147956 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,13),-0.147806 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,14),-0.144855 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,15),-0.143839 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,18),-0.147806 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,23),-0.147956 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,9),(3,25),-0.164226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,10),(3,12),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,13),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,14),-0.144803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,15),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,18),-0.146214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,23),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,24),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,10),(3,25),-0.142286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,12),(3,13),-0.147788 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,12),(3,14),-0.144855 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,12),(3,15),-0.143839 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,12),(3,18),-0.147788 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,12),(3,23),-0.147956 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,12),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,12),(3,25),-0.162246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,13),(3,14),-0.145408 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,13),(3,15),-0.160226 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,13),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,13),(3,23),-0.146784 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,13),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,13),(3,25),-0.118072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,14),(3,15),-0.1464 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,14),(3,18),-0.144846 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,14),(3,23),-0.14471 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,14),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,14),(3,25),-0.137654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,15),(3,18),-0.146226 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,15),(3,23),-0.145197 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,15),(3,24),-0.144704 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,15),(3,25),-0.145252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,18),(3,23),-0.146784 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,18),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,18),(3,25),-0.118072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,23),(3,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,23),(3,25),-0.162438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,24),(3,25),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,2),-0.0228311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,1),-0.00540825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,-1),0.0827109 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,2),(3,1),-0.038241 # DEPENDENCYPART_GRANDSIBL
(10,3),(3,2),(3,-1),-0.113808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,1),(3,-1),-0.0761286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.171684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.132876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.0198961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.127957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,12),-0.0538673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,13),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,14),-0.1449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,15),-0.127978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,18),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,23),-0.0538673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,25),-0.192838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.105369 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.112417 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.143809 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,12),-0.145619 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,13),-0.148968 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,15),-0.143809 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,18),-0.148968 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,23),-0.145619 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,24),-0.144742 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,25),-0.0328888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.115497 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,12),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,23),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,25),-0.0936659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.145067 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,12),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,13),-0.158924 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,15),-0.145067 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,18),-0.158924 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,23),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,24),-0.144958 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,25),-0.117751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,12),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,13),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
