# _root_ The opening credits are being redone , Mr. Nelson said , `` to make Teddy 's situation clear to viewers who have not been with us since the beginning .
#goldHeads=3,3,4,0,4,5,10,9,10,6,10,6,14,6,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
#predictedHeads=3,3,4,0,4,5,10,9,10,4,10,10,14,10,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
(17,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,31),-0.159646 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,31),-0.124904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,20),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,20),(13,31),-0.159646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,23),(13,31),-0.119149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,11),-0.0428721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,-1),-0.227528 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,11),(13,-1),-0.0445284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,15),0.161518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,17),-0.176548 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,14),(14,18),-0.130884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,19),-0.15072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,20),-0.176548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,22),-0.171649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,23),-0.137048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,24),-0.170835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,25),-0.156083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,27),-0.154841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,31),0.0362363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,15),(14,17),-0.124895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,15),(14,18),-0.12492 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,19),-0.126828 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,20),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,22),-0.125375 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,23),-0.125333 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,24),-0.125221 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,25),-0.126379 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,27),-0.126388 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,30),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,31),-0.0333808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,17),(14,18),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,19),-0.126828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,20),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,22),-0.125375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,23),-0.125333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,24),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,25),-0.126379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,27),-0.126388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,30),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,31),-0.030469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,18),(14,19),-0.12489 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,20),-0.124907 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,22),-0.125065 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,23),-0.124996 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,24),-0.125064 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,25),-0.125435 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,27),-0.125435 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,31),-0.205175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,19),(14,20),-0.1262 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,22),-0.124914 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,24),-0.124914 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,31),-0.0734446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,20),(14,22),-0.125375 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,23),-0.125333 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,24),-0.125221 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,25),-0.126379 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,27),-0.126388 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,30),-0.124886 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,31),-0.0333745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,22),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,24),-0.124903 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,31),-0.14825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,23),(14,24),-0.124896 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,25),-0.125008 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,27),-0.124995 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,31),-0.212316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,24),(14,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,24),(14,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,24),(14,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,24),(14,31),-0.147427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,25),(14,27),-0.124895 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,25),(14,30),-0.124968 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,25),(14,31),-0.174128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,27),(14,30),-0.124968 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,27),(14,31),-0.174472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,30),(14,31),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,13),-0.0593988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,12),-0.0507973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,11),-0.073439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,10),-0.0467106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,9),-0.0250832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,7),-0.073439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,6),-0.0250832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,4),-0.0497889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,3),-0.0250893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,2),-0.0255594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,-1),0.0604573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,13),(14,12),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,11),-0.0532386 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,10),-0.0594081 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,9),-0.0634864 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,7),-0.0532386 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,6),-0.0634864 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,4),-0.0604534 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,3),-0.0634864 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,2),-0.0634864 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,-1),-0.0440691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,12),(14,11),-0.0442745 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,10),-0.0240228 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,9),-0.0333517 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,7),-0.0442745 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,6),-0.0333517 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,4),-0.0223569 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,3),-0.0333517 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,2),-0.0333517 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,-1),-0.0434946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,11),(14,10),-0.0765111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,9),-0.0356708 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,7),-0.0295576 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,6),-0.0356708 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,4),-0.0793765 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,3),-0.0356708 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,2),-0.0356708 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,-1),-0.0932918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,10),(14,9),-0.0470012 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,7),-0.0347865 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,6),-0.0470012 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,4),-0.0438552 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,3),-0.0470012 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,2),-0.0470012 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,-1),-0.0946262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,9),(14,7),-0.0671412 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,6),-0.0347158 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,4),-0.0511893 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,3),-0.0347158 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,2),-0.0347158 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,-1),-0.0600014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,7),(14,6),-0.0356708 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,4),-0.0793765 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,3),-0.0356708 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,2),-0.0356708 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,-1),-0.0932918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,6),(14,4),-0.0511893 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,3),-0.0347158 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,2),-0.0347158 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,-1),-0.0600014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,4),(14,3),-0.0470015 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,4),(14,2),-0.0470015 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,4),(14,-1),-0.0924195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,3),(14,2),-0.0347158 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,3),(14,-1),-0.0600075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,2),(14,-1),-0.0604776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,16),0.233749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,17),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,18),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,20),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,22),-0.155803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,24),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,31),0.0285959 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,16),(15,17),-0.124913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,16),(15,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,20),-0.124913 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,31),0.0752248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,17),(15,18),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,20),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,22),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,24),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,31),-0.143132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,18),(15,20),-0.124914 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,22),-0.124918 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,24),-0.124918 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,31),-0.157374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,20),(15,22),-0.125545 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,20),(15,24),-0.125545 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,20),(15,31),-0.143132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,22),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,22),(15,31),-0.175504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,24),(15,31),-0.173816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,14),0.0462359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,12),-0.0442243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,-1),0.102016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,14),(15,12),-0.0421734 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,-1),-0.0136842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,12),(15,-1),-0.0342136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,31),-0.0293407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,-1),0.0994195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,18),(18,19),0.00128318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,20),-0.0425859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,22),-0.0442297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,23),-0.064283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,24),-0.0469376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,25),0.0566516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,27),0.0554274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,29),-0.0425851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,30),-0.042021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,31),0.0217004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,19),(18,20),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,22),-0.0416798 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,23),-0.0477574 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,24),-0.0416793 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,25),-0.05317 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,27),-0.0531699 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,29),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,31),0.017669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,20),(18,22),-0.0453682 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,23),-0.0355596 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,24),-0.0453682 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,25),-0.0492026 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,27),-0.0483494 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,29),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,30),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,31),0.00439297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,22),(18,23),-0.0422869 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,24),-0.0422588 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,25),-0.0443843 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,27),-0.0443838 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,29),-0.042662 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,22),(18,31),-0.0392794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,23),(18,24),-0.0341446 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,23),(18,25),-0.0403325 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,23),(18,27),-0.03961 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,23),(18,29),-0.0439346 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,23),(18,30),-0.0419999 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,23),(18,31),-0.0273754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,24),(18,25),-0.0443843 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,24),(18,27),-0.0443838 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,24),(18,29),-0.042662 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,24),(18,30),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,24),(18,31),-0.0418578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,25),(18,27),-0.0434611 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,25),(18,29),-0.0442755 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,25),(18,30),-0.0420146 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,25),(18,31),0.0462263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,27),(18,29),-0.044267 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,27),(18,30),-0.0420146 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,27),(18,31),0.0458881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,29),(18,30),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,29),(18,31),0.00439297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,30),(18,31),-0.042022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,17),0.123632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,18),(18,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,15),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,13),-0.126031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,6),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,-1),-0.00404738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,17),(18,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,17),(18,-1),-0.121421 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,16),(18,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,16),(18,-1),-0.122751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,15),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,15),(18,-1),-0.121361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,13),(18,6),-0.124894 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,13),(18,-1),-0.163956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,6),(18,-1),-0.121361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,20),0.0265396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),-0.00610255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,23),-0.0459164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,25),-0.0555013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,29),0.0265396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,31),-0.227528 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,22),-0.0426532 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,23),-0.0474172 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,25),-0.0465687 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,29),-0.051106 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,31),0.034525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,22),(19,23),-0.0420003 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,29),-0.0446922 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,31),-0.0101887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,23),(19,25),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,23),(19,29),-0.042104 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,23),(19,31),-0.047818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,25),(19,29),-0.043785 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,25),(19,31),-0.0277015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,29),(19,31),0.034525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,18),0.120499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,-1),-0.0618625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,18),(19,-1),-0.122225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,22),0.0385282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,23),-0.0687855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,24),0.0435904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
