# _root_ Mr. Peters claims he reminded Mr. Ross that Robert Daly and Terry Semel , the top executives of the Warner Brothers studio , had `` repeatedly agreed that we had every right to accept '' an offer such as Sony 's .
#goldHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,11,17,17,11,17,22,22,22,18,11,5,24,24,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
#predictedHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,13,17,17,13,17,22,22,22,18,13,5,27,27,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
(17,24),(24,24),(24,21),0.147644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,20),0.14686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,19),0.0894658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,18),0.190186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,17),0.144218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,16),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,15),-0.145127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,14),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,13),-0.193515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,12),-0.193515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,11),-0.177586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,10),-0.193515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,9),-0.193515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,8),-0.172155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,7),-0.193515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,6),-0.193536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,5),-0.189868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,4),-0.144805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,3),-0.189868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,2),-0.193515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,1),-0.193536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,-1),-0.0259509 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,24),(24,23),(24,22),0.122343 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,21),0.122343 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,20),0.122343 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,19),0.109456 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,18),0.141631 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,17),0.122343 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,16),-0.144776 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,13),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,12),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,11),-0.145857 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,10),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,8),-0.145225 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,7),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,5),-0.145031 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,3),-0.145031 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,-1),-0.209413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,22),(24,21),0.0938859 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,20),0.0938848 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,19),0.108768 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,18),0.0818945 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,17),0.0938872 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,16),-0.144711 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,15),-0.145141 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,14),-0.144936 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,12),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,8),-0.146379 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,22),(24,-1),-0.0499687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,21),(24,20),0.0938835 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,19),0.108768 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,18),0.0818945 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,17),0.0938859 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,16),-0.144711 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,15),-0.145141 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,14),-0.144936 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,12),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,8),-0.146379 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,-1),-0.0474326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,20),(24,19),0.108768 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,18),0.0814725 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,17),0.0938861 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,16),-0.144711 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,15),-0.145141 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,14),-0.144936 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,13),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,12),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,8),-0.14638 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,-1),-0.0499811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,19),(24,18),0.104037 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,17),0.108574 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,14),-0.144738 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,13),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,12),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,10),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,9),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,8),-0.144715 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,7),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,6),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,5),-0.144811 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,3),-0.144811 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,2),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,1),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,19),(24,-1),-0.163856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,18),(24,17),0.0998877 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,16),-0.144734 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,15),-0.145129 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,13),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,12),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,11),-0.144714 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,10),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,9),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,8),-0.145504 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,7),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,6),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,5),-0.144987 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,3),-0.144987 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,2),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,18),(24,-1),-0.218664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,17),(24,16),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,15),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,14),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,13),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,12),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,10),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,9),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,8),-0.146379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,7),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,17),(24,-1),-0.0451258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,24),(24,16),(24,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,13),-0.144961 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,12),-0.144961 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,11),-0.144962 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,10),-0.144961 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,9),-0.144961 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,8),-0.144877 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,7),-0.144961 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,6),-0.144961 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,3),-0.144705 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,2),-0.144961 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,1),-0.144961 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,16),(24,-1),-0.225903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,15),(24,14),-0.144738 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,13),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,12),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,10),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,9),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,8),-0.144715 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,7),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,6),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,5),-0.144811 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,3),-0.144811 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,2),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,1),-0.144878 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,15),(24,-1),-0.163856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,14),(24,13),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,12),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,11),-0.145857 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,10),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,8),-0.145225 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,7),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,5),-0.145031 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,3),-0.145031 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,14),(24,-1),-0.209413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,13),(24,12),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,8),-0.146379 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,13),(24,-1),-0.0499507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,12),(24,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,10),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,8),-0.146379 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,12),(24,-1),-0.0499506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,11),(24,10),-0.0361751 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,9),7.86743e-05 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,8),-0.0636835 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,7),-0.00129303 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,6),-0.0263996 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,5),-0.0761972 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,4),-0.039324 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,3),-0.0829946 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,2),-0.0497414 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,1),-0.0408256 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,11),(24,-1),-0.142313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,10),(24,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,10),(24,8),-0.146379 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,10),(24,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,10),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,10),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,10),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,10),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,10),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,10),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,10),(24,-1),-0.0499506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,9),(24,8),-0.146379 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,9),(24,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,9),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,9),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,9),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,9),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,9),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,9),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,9),(24,-1),-0.0500352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,8),(24,7),-0.144711 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,8),(24,6),-0.144711 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,8),(24,5),-0.144847 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,8),(24,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,8),(24,3),-0.144847 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,8),(24,2),-0.144711 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,8),(24,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,8),(24,-1),-0.232186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,7),(24,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,7),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,7),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,7),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,7),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,7),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,7),(24,-1),-0.0499549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,6),(24,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,6),(24,4),-0.144735 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,6),(24,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,6),(24,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,6),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,6),(24,-1),-0.0508659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,5),(24,4),-0.144756 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,5),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,5),(24,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,5),(24,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,5),(24,-1),-0.158773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,4),(24,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,4),(24,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,4),(24,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,4),(24,-1),-0.00328909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,3),(24,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,3),(24,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,3),(24,-1),-0.158793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,2),(24,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,2),(24,-1),-0.0503711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,1),(24,-1),-0.0508659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,43),-0.0602316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,25),(25,-1),-0.181868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,26),(26,26),(26,27),-0.0281847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,28),-0.0221028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,30),-0.0281897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,32),0.0187894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,33),-0.0125716 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,26),(26,26),(26,43),0.00716572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,26),(26,27),(26,28),-0.0202473 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,30),-0.019536 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,32),-0.019482 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,33),-0.0198657 # DEPENDENCYPART_GRANDSIBL
(17,26),(26,27),(26,43),-0.012476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
