# _root_ So any bearish indicator , such as Friday 's precipitous drop in the stock market , sends shivers through the oil markets as well .
#goldHeads=17,4,4,17,4,7,4,11,8,11,7,11,15,15,12,4,0,17,17,22,22,19,17,23,17,
#predictedHeads=17,4,4,1,17,7,4,11,8,11,7,11,15,15,12,17,0,17,17,22,22,19,17,23,17,
(11,9),(9,12),-0.591169 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.231384 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),0.235256 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.149954 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.221749 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.376941 # DEPENDENCYPART_GRANDPAR
(11,10),(10,12),-0.643815 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.480937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,14),0.103552 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.506998 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.126233 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.271903 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.0183875 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.275953 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.0768174 # DEPENDENCYPART_GRANDPAR
(11,12),(12,25),-1.02068 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),-0.273057 # DEPENDENCYPART_GRANDPAR
(11,15),(15,5),-1.37284 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.484191 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.689849 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.609693 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.291429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.347326 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),-0.165844 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.0137075 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.238777 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.18711 # DEPENDENCYPART_GRANDPAR
(11,15),(15,18),-0.327762 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.321654 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.530577 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.298163 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.18353 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-1.1858 # DEPENDENCYPART_GRANDPAR
(11,17),(17,4),-0.700689 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-1.18385 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.361159 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-0.821189 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.533462 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),0.106984 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.48734 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.512572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.20018 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.198341 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.215694 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.275752 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.115486 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.150437 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.502309 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.270695 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.32113 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.0855964 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),0.030857 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-1.06258 # DEPENDENCYPART_GRANDPAR
(11,18),(18,8),-0.591301 # DEPENDENCYPART_GRANDPAR
(11,18),(18,11),-0.535569 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,18),(18,13),-0.387473 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.170995 # DEPENDENCYPART_GRANDPAR
(11,18),(18,15),0.21117 # DEPENDENCYPART_GRANDPAR
(11,18),(18,16),-0.364684 # DEPENDENCYPART_GRANDPAR
(11,18),(18,19),-0.283456 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.415437 # DEPENDENCYPART_GRANDPAR
(11,18),(18,21),-0.289192 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.417637 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.160155 # DEPENDENCYPART_GRANDPAR
(11,18),(18,24),-0.00644386 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.961037 # DEPENDENCYPART_GRANDPAR
(11,19),(19,11),-0.595171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,19),(19,12),0.0200521 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.286893 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.459121 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.167155 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.305881 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.190695 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.0657144 # DEPENDENCYPART_GRANDPAR
(11,19),(19,25),-1.04686 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),-0.229138 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.501984 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.321037 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.173736 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.592418 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.29917 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.172547 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),-0.390945 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.3636 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.155536 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.00297105 # DEPENDENCYPART_GRANDPAR
(11,22),(22,25),-0.979258 # DEPENDENCYPART_GRANDPAR
(11,23),(23,18),-0.224892 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.100139 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),-0.421247 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.305997 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.509321 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),0.445475 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-1.04165 # DEPENDENCYPART_GRANDPAR
(11,24),(24,18),-0.21082 # DEPENDENCYPART_GRANDPAR
(11,24),(24,19),0.0311901 # DEPENDENCYPART_GRANDPAR
(11,24),(24,20),-0.368035 # DEPENDENCYPART_GRANDPAR
(11,24),(24,21),-0.250726 # DEPENDENCYPART_GRANDPAR
(11,24),(24,22),-0.495038 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),0.140034 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-1.04938 # DEPENDENCYPART_GRANDPAR
(11,25),(25,24),-0.0217974 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.238843 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.315107 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.114628 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.414263 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.802283 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.071468 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.217218 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.366041 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.885049 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),-0.189035 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.75366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),-0.524491 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.553292 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.916363 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.835721 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-1.18684 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.945651 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-1.78427 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-1.39944 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-1.47871 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.559666 # DEPENDENCYPART_GRANDPAR
(12,11),(11,25),-1.85621 # DEPENDENCYPART_GRANDPAR
(12,14),(14,13),1.1232 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-1.51011 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.867668 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-1.22858 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.999181 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-1.01612 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.754698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),1.35079 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.875852 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.178928 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.0992158 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.37846 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.426776 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.625063 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.802468 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),0.197074 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.883757 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-1.12113 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-1.31374 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.713701 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.868277 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-1.04563 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-1.00061 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.846068 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.779621 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-1.20442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,14),0.127199 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.14395 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.351387 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.315374 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.279566 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.669426 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.665919 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.567039 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.71799 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),0.209001 # DEPENDENCYPART_GRANDPAR
(12,17),(17,25),-1.44694 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-1.19773 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.98666 # DEPENDENCYPART_GRANDPAR
(12,18),(18,13),1.07071 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.632736 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.59673 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),0.0923198 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.505581 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.742923 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.894569 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.717465 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.765259 # DEPENDENCYPART_GRANDPAR
(12,18),(18,24),0.237739 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-1.43057 # DEPENDENCYPART_GRANDPAR
(12,19),(19,11),-0.936208 # DEPENDENCYPART_GRANDPAR
(12,19),(19,12),-1.05913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,19),(19,18),-0.490973 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.758417 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.751062 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.566934 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.759659 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),0.189943 # DEPENDENCYPART_GRANDPAR
(12,19),(19,25),-1.44556 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-1.20099 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.163651 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),0.111548 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.341882 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),-0.5475 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),-0.781241 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),0.223198 # DEPENDENCYPART_GRANDPAR
(12,22),(22,25),-1.47389 # DEPENDENCYPART_GRANDPAR
(12,25),(25,24),-0.0389711 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.617993 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),0.0534477 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),0.00236904 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.29875 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.645464 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.497369 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.416573 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.027344 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.237272 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.0567463 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.0968995 # DEPENDENCYPART_GRANDPAR
(15,6),(6,16),-0.935994 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-1.03384 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.42166 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.645619 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.270125 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.582285 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.328883 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0133498 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.238565 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.0470685 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.30273 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-1.05805 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.513939 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.119217 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.348238 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.246284 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.578014 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.0885838 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.737855 # DEPENDENCYPART_GRANDPAR
(15,11),(11,2),-0.167613 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.181666 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.344218 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.59839 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.312821 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),-0.574148 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.536155 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.629277 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.325154 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.0824385 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.173133 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.39419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-1.07435 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-1.00588 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.697104 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-1.04038 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-1.11352 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.916654 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.416099 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.589033 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-1.33953 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),0.00639008 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.116438 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.33253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.909282 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.981994 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.725671 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.928724 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.945219 # DEPENDENCYPART_GRANDPAR
(15,12),(12,25),-1.25209 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.420624 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-1.45326 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.882433 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-1.26845 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.703545 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-1.28586 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.965746 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.839168 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.729438 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.657218 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.853026 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.410496 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.647662 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.278846 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.0213721 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.274622 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.781877 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.276328 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.12697 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),0.210509 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),0.0458735 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.92542 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.02549 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.777271 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.792079 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.530444 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.713049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.419534 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.436322 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.694239 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.317567 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.239754 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),0.131771 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),0.00631931 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.840417 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.793222 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.70699 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0931944 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.724939 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.211843 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.100029 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),0.137841 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0161825 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.897533 # DEPENDENCYPART_GRANDPAR
(15,22),(22,8),-1.02661 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.140075 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.298565 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.695761 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.424831 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),0.136389 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),0.00979182 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.858638 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.0380513 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.20089 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.689451 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.338512 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.265179 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),0.521289 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.861929 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),-0.0242788 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.0699819 # DEPENDENCYPART_GRANDPAR
(15,24),(24,20),-0.636532 # DEPENDENCYPART_GRANDPAR
(15,24),(24,21),-0.283272 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.251195 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),0.321847 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.921902 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.0958413 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.102271 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),0.174026 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.147438 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),0.00784472 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.396407 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),0.189629 # DEPENDENCYPART_GRANDPAR
(17,1),(1,16),0.211728 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.21066 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,25),-0.834228 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.0844667 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.00105225 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.0142335 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),0.220712 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),0.162751 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.250143 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),0.142132 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.550733 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),0.357503 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),0.0665702 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),0.373528 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),0.579879 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.06255 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),0.200515 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),-0.152379 # DEPENDENCYPART_GRANDPAR
(17,4),(4,22),-0.232224 # DEPENDENCYPART_GRANDPAR
(17,4),(4,23),-0.324427 # DEPENDENCYPART_GRANDPAR
(17,4),(4,24),-0.398282 # DEPENDENCYPART_GRANDPAR
(17,4),(4,25),-0.765552 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),-0.0452396 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.0381118 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.00384359 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),0.134286 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.0593713 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.324879 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.140525 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.800528 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.0058267 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),0.334486 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.0280237 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),0.315629 # DEPENDENCYPART_GRANDPAR
(17,6),(6,19),-0.176601 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),0.0355203 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),0.182439 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),0.0474423 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),0.46069 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),0.0802584 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.0540551 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.156129 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.739082 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.0166898 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),0.202724 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),0.0457979 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),0.177789 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),0.359166 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.21785 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,23),-0.370629 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),0.256122 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.0608702 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.0493335 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.406235 # DEPENDENCYPART_GRANDPAR
