# _root_ Tuesday 's notable losers were highpriced shares such as Pioneer , which shed 210 yen to 5,900 yen .
#goldHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
#predictedHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
(10,7),(7,11),(7,13),-0.146635 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,14),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,15),-0.14942 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,16),-0.144708 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,17),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,18),-0.14942 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,20),-0.0334289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,13),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,15),-0.14472 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,18),-0.14472 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,20),-0.19652 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,14),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,20),-0.129541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,15),(7,16),-0.144731 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,17),-0.144705 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,18),-0.145195 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,19),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,20),-0.179472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,16),(7,17),-0.144734 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,18),-0.144785 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,20),-0.107512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,17),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,17),(7,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,17),(7,20),-0.129541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,18),(7,19),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,18),(7,20),-0.179472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,19),(7,20),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),-0.0415643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),0.0498312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),-0.132535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,3),-0.0415643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,1),-0.132612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),0.119454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,5),-0.0151171 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,4),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,3),-0.0312175 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,1),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,-1),-0.0294546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,5),(7,4),-0.0233201 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,3),-0.0198821 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,1),-0.0234149 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),0.0045141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,4),(7,3),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,1),-0.00164363 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,-1),0.0245597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,3),(7,1),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,-1),-0.0294546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,1),(7,-1),0.0235205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,9),0.100255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,10),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,13),-0.153177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,15),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,18),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,20),-0.0142777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,20),-0.17865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,20),-0.122996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,11),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,20),-0.1367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,20),-0.146541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,15),(8,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,20),-0.122996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,18),(8,20),-0.122996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),-0.0156693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),-0.0339036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,4),-0.0146144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),-0.0339036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),0.0531816 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),-0.0195305 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,4),0.00247454 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,3),-0.0195305 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),0.0163768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,4),-0.0134983 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,3),-0.0211539 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,-1),-0.0177272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,4),(8,3),-0.0195305 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,-1),0.0174172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,3),(8,-1),-0.0177272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.1614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,13),-0.148529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,14),-0.144783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,15),-0.1614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,16),-0.146818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,20),-0.173815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,20),-0.200699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,15),-0.14541 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,11),(9,20),-0.152698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,13),(9,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,15),-0.144786 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,13),(9,20),-0.151895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,14),(9,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,14),(9,20),-0.0767309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,15),(9,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,15),(9,20),-0.200699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,16),(9,20),-0.159131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),-0.00643543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,7),0.0944754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),-0.36498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,7),-0.0207142 # DEPENDENCYPART_GRANDSIBL
(10,9),(9,8),(9,-1),-0.00049434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,7),(9,-1),0.0287939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,20),-0.0461215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,-1),-0.18655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,14),-0.00145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,15),-0.0203104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,16),-0.0361458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,17),-0.00145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,18),-0.0203104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,19),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,20),0.0550251 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,14),(13,15),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,16),-0.0155331 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,17),-0.0229278 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,18),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,20),-3.87819e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,15),(13,16),-0.0398179 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,17),-0.0200003 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,18),-0.00103229 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,20),-0.0280087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,16),(13,17),-0.0204642 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,18),-0.0264164 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,19),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,20),-0.0458188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,17),(13,18),-0.0228194 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,17),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,17),(13,20),-3.87819e-05 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,18),(13,19),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,20),-0.0280087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,19),(13,20),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,12),0.17453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,11),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,10),0.131651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,9),-0.172174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,8),-0.150708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,7),-0.193416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,6),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,5),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,4),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,1),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,-1),-0.0174252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,12),(13,11),0.114896 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,10),0.109043 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,-1),-0.0401912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,11),(13,10),0.119952 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,9),-0.145222 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,8),-0.144776 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,7),-0.144819 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,6),-0.144776 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,5),-0.145031 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,4),-0.144819 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,-1),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,10),(13,9),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,8),-0.144721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,7),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,6),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,5),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,4),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,9),(13,8),-0.144734 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,7),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,6),-0.144734 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,5),-0.144847 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,4),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,1),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,-1),-0.204817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,8),(13,7),-0.144961 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,4),-0.144961 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,1),-0.144961 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,-1),-0.226298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,7),(13,6),-0.144711 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,-1),-0.0866865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,6),(13,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,4),-0.144961 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,1),-0.144961 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,-1),-0.225514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,5),(13,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,-1),-0.157623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,4),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,4),(13,-1),-0.0828247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,1),(13,-1),-0.0829881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,15),-0.038664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),0.00687839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.038664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),0.157546 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,17),-0.0194441 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0195846 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.0461498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.0196709 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),0.100323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,20),-0.0461498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,-1),-0.0447521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,16),-0.0381679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,17),-0.0982322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,18),-0.132012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,19),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,20),0.12881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),0.00423053 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,18),-0.0233004 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,20),-0.0377258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,18),-0.0272043 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,19),-0.0194899 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,20),-0.0968099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,18),(15,19),-0.0111699 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,20),0.0256191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,19),(15,20),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.16285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.0931914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,12),0.102504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,11),0.181945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,10),0.16098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,9),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,8),-0.14796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,6),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,3),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.0199837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.108603 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,12),0.109475 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,11),0.119524 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,10),0.112057 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,9),-0.144705 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,8),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,6),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,3),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.146463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,12),0.103739 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,11),0.106126 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,10),0.113743 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,9),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,8),-0.144714 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,6),-0.144714 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,3),-0.144714 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,-1),-0.196508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,11),0.109526 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,10),0.10954 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,-1),-0.167012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,10),0.118237 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,9),-0.14486 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,8),-0.145104 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,6),-0.145104 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,3),-0.145104 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,-1),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,10),(15,9),-0.144791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
