# _root_ On the other hand , so long as Mr. Gorbachev is easing his grip on his empire , everyone we 've heard agrees that the U.S. can benefit by engaging him .
#goldHeads=23,4,4,1,23,23,6,11,10,11,6,11,14,12,14,17,15,23,23,21,19,21,0,27,26,27,23,27,28,29,30,23,
#predictedHeads=23,4,4,1,23,11,6,11,10,11,23,11,14,12,14,17,15,23,23,21,19,21,0,27,26,27,23,27,28,29,30,23,
(23,14),(14,14),(14,18),0.0502294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,19),0.0234386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,21),0.128468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,22),0.131687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,23),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,27),-0.155695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,33),-0.181263 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,14),(14,15),(14,17),0.11532 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,18),0.0776821 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,19),0.11532 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,21),0.109558 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,22),0.109558 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,23),-0.143853 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,27),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,33),-0.023766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,17),(14,18),0.141086 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,19),0.104443 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,21),0.130064 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,22),0.130064 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,23),-0.145067 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,27),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,33),-0.11523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,18),(14,19),0.187471 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,18),(14,21),0.121088 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,18),(14,22),0.121095 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,18),(14,23),-0.159637 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,18),(14,27),-0.144767 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,18),(14,33),-0.135611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,19),(14,21),0.130064 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,19),(14,22),0.130064 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,19),(14,23),-0.145067 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,19),(14,27),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,19),(14,33),-0.111569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,21),(14,22),0.112922 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,21),(14,23),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,21),(14,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,21),(14,33),-0.142078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,22),(14,23),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,22),(14,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,22),(14,33),-0.13858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,23),(14,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,23),(14,33),-0.138491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,14),(14,27),(14,33),-0.172143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,14),(14,13),-0.0411812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,12),-0.0318675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,10),0.0320737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,9),0.0803547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,-1),0.0670222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,14),(14,13),(14,12),-0.0207092 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,13),(14,10),-0.0196696 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,13),(14,9),-0.0196696 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,13),(14,-1),0.01194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,12),(14,10),-0.0298479 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,12),(14,9),-0.0298662 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,12),(14,-1),-0.0328629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,10),(14,9),-0.0253706 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,10),(14,-1),-0.00198975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,9),(14,-1),0.0376751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,15),(15,17),0.117683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,19),0.120729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,21),0.133602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,23),-0.138573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,27),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,30),-0.138573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,33),0.0314019 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,15),(15,17),(15,19),0.104097 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,17),(15,21),0.108251 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,17),(15,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,17),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,17),(15,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,17),(15,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,17),(15,33),-0.153537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,19),(15,21),0.108251 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,19),(15,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,19),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,19),(15,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,19),(15,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,19),(15,33),-0.150491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,21),(15,23),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,21),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,21),(15,30),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,21),(15,32),-0.14472 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,21),(15,33),-0.106632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,23),(15,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,23),(15,30),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,23),(15,32),-0.14472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,23),(15,33),-0.106605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,15),(15,27),(15,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,27),(15,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,27),(15,33),-0.153014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,30),(15,32),-0.14472 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,30),(15,33),-0.106605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,32),(15,33),-0.145864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,15),(15,14),0.0490466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,-1),-0.0871589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,15),(15,14),(15,-1),0.119253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,17),(17,18),0.0502286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,19),0.0234386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,21),0.128468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,22),0.131687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,23),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,26),-0.0538672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,27),-0.155695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,33),-0.181103 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,18),(17,19),0.187471 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,21),0.121088 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,22),0.121095 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,23),-0.159637 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,26),-0.161031 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,27),-0.144767 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,33),-0.135611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,19),(17,21),0.130064 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,22),0.130064 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,23),-0.145067 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,26),-0.13906 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,27),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,33),-0.11157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,21),(17,22),0.112922 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,23),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,26),-0.142064 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,21),(17,33),-0.142078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,22),(17,23),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,22),(17,26),-0.142064 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,22),(17,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,22),(17,33),-0.13858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,23),(17,26),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,23),(17,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,23),(17,33),-0.138491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,26),(17,27),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,26),(17,33),-0.113574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,27),(17,33),-0.172143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,17),(17,16),-0.0411812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,15),-0.0895803 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,14),0.0321847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,13),-0.0411812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,-1),0.0670681 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,16),(17,15),-0.0211612 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,16),(17,14),-0.0196696 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,16),(17,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,16),(17,-1),0.01194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,15),(17,14),-0.0357871 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,15),(17,13),-0.0198515 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,15),(17,-1),-0.0285888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,14),(17,13),-0.0209868 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,14),(17,-1),-0.00547142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,13),(17,-1),0.01194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,18),(18,33),-0.110781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,18),(18,-1),0.0316195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,19),(19,20),0.112967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,21),0.131237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,22),0.134456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,23),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,24),-0.0717523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,25),-0.149597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,26),-0.0538672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,27),-0.155695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,28),-0.125791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,29),-0.0754031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,30),-0.125784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,33),-0.189343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,20),(19,21),0.106606 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,22),0.106663 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,23),-0.144951 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,24),-0.144705 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,26),-0.145337 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,28),-0.144951 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,29),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,30),-0.144951 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,33),-0.2134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,22),0.112922 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,23),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,24),-0.146645 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,25),-0.150335 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,26),-0.142064 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,28),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,29),-0.146638 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,30),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,33),-0.139307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,23),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,24),-0.146645 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,25),-0.150335 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,26),-0.142064 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,28),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,29),-0.146638 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,30),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,33),-0.135809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,23),(19,24),-0.146645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,25),-0.150335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,26),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,28),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,29),-0.146638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,30),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,33),-0.13572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,24),(19,25),-0.144712 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,26),-0.145619 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,27),-0.144703 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,28),-0.143803 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,29),-0.144042 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,30),-0.143803 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,33),-0.0877452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,25),(19,26),-0.144795 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,28),-0.144729 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,29),-0.134871 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,30),-0.144729 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,33),-0.229467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,26),(19,27),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,26),(19,28),-0.145067 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,26),(19,29),-0.141977 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,26),(19,30),-0.145067 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,26),(19,33),-0.113574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,27),(19,28),-0.144723 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,27),(19,29),-0.144726 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,27),(19,30),-0.144723 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,27),(19,33),-0.172143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,28),(19,29),-0.146638 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,28),(19,30),-0.142049 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,28),(19,33),-0.135742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,29),(19,30),-0.143893 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,29),(19,33),-0.0454956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,30),(19,33),-0.134229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,18),0.062012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,17),0.0297291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,16),-0.0411812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,15),-0.0921889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,14),0.0297291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,13),-0.0411812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,-1),0.069036 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,18),(19,17),-0.0500966 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,16),-0.0215364 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,15),-0.0165824 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,14),-0.0500966 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,13),-0.0215364 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,-1),-0.0668774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,17),(19,16),-0.0209868 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,15),-0.0341006 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,14),-0.0150925 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,13),-0.0209868 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,-1),-0.0063123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,16),(19,15),-0.0211612 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,14),-0.0196696 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,13),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,-1),0.01194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,15),(19,14),-0.0357871 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,13),-0.0198515 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,-1),-0.0256179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,14),(19,13),-0.0209868 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,-1),-0.0063123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,13),(19,-1),0.01194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,24),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,33),-0.134325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,24),(20,33),-0.156058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,-1),0.0627363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,22),0.141532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,23),-0.135073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,24),0.0294331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,25),-0.13849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,26),-0.191274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,27),-0.14859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,28),-0.135073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,29),-0.0151841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,30),-0.135073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,33),-0.244461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,23),-0.145075 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,24),-0.156025 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,25),-0.144725 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,26),-0.145197 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,27),-0.144707 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,28),-0.145075 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,29),-0.151908 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,30),-0.145075 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,32),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,33),-0.136752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,23),(21,24),-0.156025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,25),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,26),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,27),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,28),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,29),-0.151908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,30),-0.145075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,32),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,33),-0.137021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,24),(21,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,26),-0.145338 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,27),-0.144951 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,28),-0.146371 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,29),-0.147733 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,30),-0.146371 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
