# _root_ `` Most of the action was during the night session , '' said Michael Moore , trading manager at Continental Bank .
#goldHeads=6,6,2,5,3,13,6,10,10,7,6,6,0,15,13,15,18,15,18,21,19,13,
#predictedHeads=13,6,2,5,3,13,6,10,10,7,13,13,0,15,13,15,18,15,18,21,19,13,
(15,10),(10,5),-0.582017 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.294353 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.437189 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.735241 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.542168 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.321216 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.251442 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.168083 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.364751 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.26024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.933799 # DEPENDENCYPART_GRANDPAR
(15,10),(10,17),-0.458329 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.413719 # DEPENDENCYPART_GRANDPAR
(15,10),(10,19),0.0870937 # DEPENDENCYPART_GRANDPAR
(15,10),(10,21),-0.686452 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.539105 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.540083 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.387518 # DEPENDENCYPART_GRANDPAR
(15,13),(13,1),-0.299237 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.645541 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.396437 # DEPENDENCYPART_GRANDPAR
(15,13),(13,5),-0.544873 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.116353 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.293964 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.464782 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.367681 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.275506 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.144053 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.491653 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.15673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.791839 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.323578 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.279129 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),0.0275759 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.577236 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.731438 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.30129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-1.0311 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.49356 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.450436 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.00458691 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.720424 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-1.06905 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.52354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.280579 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.192846 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.668516 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.0620419 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-1.05047 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.16486 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.905683 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.922157 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.31869 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-1.17936 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-1.02266 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.995164 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.774172 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-1.06824 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.49749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.238985 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.485897 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.760968 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.389504 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.0554575 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.402601 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.188267 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.117893 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0130592 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-1.0756 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-1.2124 # DEPENDENCYPART_GRANDPAR
(15,21),(21,14),-1.10967 # DEPENDENCYPART_GRANDPAR
(15,21),(21,15),-0.401158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,21),(21,16),-0.336956 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.20546 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.282967 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.749877 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.120284 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.110386 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.254645 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.0811592 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0951673 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.72884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.586165 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.898524 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.720094 # DEPENDENCYPART_GRANDPAR
(17,15),(15,1),-0.840836 # DEPENDENCYPART_GRANDPAR
(17,15),(15,2),-0.920891 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.717248 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.756802 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),-0.817492 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-1.28314 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.744231 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.704922 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.623076 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.555697 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.472995 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.299081 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.1017 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.72882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.586143 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.898514 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.977907 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.720086 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-1.21517 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.41791 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.38264 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.25029 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.51816 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.89626 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.39254 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-1.39652 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-1.42817 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-1.0384 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.12204 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.875692 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.847011 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.997933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.0958329 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.426483 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.143469 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.0671938 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.108811 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.142751 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-1.33222 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-1.31913 # DEPENDENCYPART_GRANDPAR
(17,21),(21,14),-1.03806 # DEPENDENCYPART_GRANDPAR
(17,21),(21,15),-0.791713 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.835638 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-1.1816 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.00385944 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.152745 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.225294 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.742917 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.681443 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.776444 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.485039 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-1.03094 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.508867 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.54034 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-0.534923 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.63832 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.587903 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-0.541304 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.264914 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.0730612 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),0.0454748 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-1.06515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),-0.501314 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.382193 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.609573 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.71908 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.506021 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-1.22119 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.306213 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.447574 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-1.01224 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.432041 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.53843 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.657633 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.525915 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.321539 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.0458864 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.0242547 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.01859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.535908 # DEPENDENCYPART_GRANDPAR
(18,6),(6,22),-0.599141 # DEPENDENCYPART_GRANDPAR
(18,7),(7,2),-0.825529 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.34316 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.563399 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.987847 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.5674 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.622915 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.542962 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.560053 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.259819 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.0968152 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),0.0904156 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.16347 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.443009 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.561429 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-1.17182 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.498012 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.143102 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.027621 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.711843 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.891705 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.388982 # DEPENDENCYPART_GRANDPAR
(18,10),(10,4),-1.35266 # DEPENDENCYPART_GRANDPAR
(18,10),(10,5),-0.382804 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.474944 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.502655 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-1.17465 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.424514 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.660824 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.512795 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.172651 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.22449 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),0.00312175 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.027446 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),-0.083356 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.23985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.55302 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.551904 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.567509 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.617372 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.651801 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),0.137808 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0600079 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.246073 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.15171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.498845 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.460198 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.738914 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.802087 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.480902 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.602081 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.573301 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-1.08314 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.552306 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.579263 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.49339 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.567863 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.328917 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.0636105 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.0534759 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.242472 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.15169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.498835 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.780881 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.460191 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.738209 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.267867 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.057199 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),0.230614 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.2411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.538514 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.553684 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.494756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0604887 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.375666 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.195184 # DEPENDENCYPART_GRANDPAR
(18,21),(21,1),-1.24593 # DEPENDENCYPART_GRANDPAR
(18,21),(21,2),-1.20973 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.804436 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.608303 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-0.693826 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.780351 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.563315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.28461 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.00800463 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.252556 # DEPENDENCYPART_GRANDPAR
(19,18),(18,1),-0.503132 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.631795 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.177587 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.365186 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.73273 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.699391 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.610824 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.708359 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.387205 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.509478 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.48016 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.709735 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.324947 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.50828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.216774 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),0.178231 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),1.04074 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.09693 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-1.04507 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-1.2238 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.20249 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.45188 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.12445 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-0.988216 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.651325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.924023 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.41346 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-1.43719 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.56323 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-1.43792 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.29044 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.04426 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.36658 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.34117 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.25866 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.986195 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.44685 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.608256 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.40984 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.0347187 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.441882 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.583361 # DEPENDENCYPART_GRANDPAR
(21,2),(2,6),-0.200751 # DEPENDENCYPART_GRANDPAR
(21,2),(2,7),-0.286517 # DEPENDENCYPART_GRANDPAR
(21,2),(2,10),-0.494581 # DEPENDENCYPART_GRANDPAR
(21,2),(2,11),-0.203265 # DEPENDENCYPART_GRANDPAR
(21,2),(2,12),-0.293217 # DEPENDENCYPART_GRANDPAR
(21,2),(2,13),-0.161334 # DEPENDENCYPART_GRANDPAR
(21,2),(2,15),-0.413435 # DEPENDENCYPART_GRANDPAR
(21,2),(2,16),0.115725 # DEPENDENCYPART_GRANDPAR
(21,2),(2,18),-0.273668 # DEPENDENCYPART_GRANDPAR
(21,2),(2,19),-0.243006 # DEPENDENCYPART_GRANDPAR
(21,2),(2,21),-1.22826 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,15),-0.212679 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.0249284 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.381489 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.261895 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.269732 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.37205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,1),-0.369474 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.708137 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),-0.740027 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.288367 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),-0.477678 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),-0.612284 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.76789 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.656172 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.0374744 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.202602 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.229822 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.281965 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.0218644 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.376798 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.257203 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.269762 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),-0.162164 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.37204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.903283 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.465445 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.287311 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),0.11572 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.0326812 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.257234 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.3386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,1),-0.370688 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.754936 # DEPENDENCYPART_GRANDPAR
(21,18),(18,6),-0.125504 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),-0.281919 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),-0.559858 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.563342 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.478817 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.218296 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.13357 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.459186 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.281052 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),0.100694 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.337621 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.268652 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.14604 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.33779 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,18),-0.345995 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.286833 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.25815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,21),-1.37206 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,21),-0.916122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,1),-0.401477 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-0.390343 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.113485 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.145212 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.153728 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.0364432 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.114679 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.23033 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.479269 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.95531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
