# _root_ When he sent letters offering 1,250 retired major leaguers the chance of another season , 730 responded .
#goldHeads=3,3,17,3,4,9,9,9,5,11,5,11,14,12,17,17,0,17,
#predictedHeads=3,3,17,3,3,9,9,9,5,11,5,11,14,12,17,17,0,17,
(9,17),(17,14),(17,13),0.110061 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,12),0.0978765 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,11),0.0941053 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,10),0.109261 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,9),0.0941053 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,7),-0.144711 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,2),-0.144735 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,1),-0.145609 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,14),(17,-1),-0.0839177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,13),(17,12),0.100938 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,11),0.108718 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,10),0.109534 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,9),0.108718 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,5),-0.144756 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,4),-0.14479 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,3),-0.144756 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,1),-0.14518 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,-1),-0.162321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,12),(17,11),0.100668 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,10),0.108875 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,9),0.100668 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,8),-0.144734 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,7),-0.144734 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,6),-0.144785 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,5),-0.144987 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,4),-0.144709 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,3),-0.144987 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,12),(17,-1),-0.217324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,11),(17,10),0.109248 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,9),0.0941053 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,7),-0.144711 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,2),-0.144735 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,1),-0.145609 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,-1),-0.0831993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,10),(17,9),0.108691 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,10),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,10),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,10),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,10),(17,5),-0.144811 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,10),(17,4),-0.144878 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,10),(17,3),-0.144811 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,10),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,10),(17,1),-0.14518 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,10),(17,-1),-0.163171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,9),(17,8),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,9),(17,7),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,9),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,9),(17,5),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,9),(17,4),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,9),(17,3),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,9),(17,2),-0.144735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,9),(17,1),-0.145609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,9),(17,-1),-0.0831713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,8),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,8),(17,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,8),(17,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,8),(17,4),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,8),(17,3),-0.144705 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,8),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,8),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,8),(17,-1),-0.225654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,7),(17,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,7),(17,5),-0.144705 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,7),(17,4),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,7),(17,3),-0.144705 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,7),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,7),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,7),(17,-1),-0.225514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,6),(17,5),-0.144715 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,6),(17,4),-0.14471 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,6),(17,3),-0.144715 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,6),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,6),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,6),(17,-1),-0.195581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,5),(17,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,5),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,5),(17,2),-0.144756 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,5),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,5),(17,-1),-0.157451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,4),(17,3),-0.146174 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,4),(17,2),-0.144735 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,4),(17,1),-0.145609 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,4),(17,-1),-0.0831934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,3),(17,2),-0.144756 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,3),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,3),(17,-1),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,2),(17,1),-0.147288 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,2),(17,-1),-0.00266641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,1),(17,-1),-0.178859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,19),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,18),(18,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,13),0.00123544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),0.0179808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,15),-0.0194569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,16),-0.00729258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,17),-0.0426458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,19),-0.0929159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,14),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,16),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,19),0.00127045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,15),-0.0235296 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,16),-0.0195203 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,17),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,19),0.021588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,15),(12,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,17),-0.0194661 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,19),-0.0244425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,16),(12,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,19),-0.00729389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,17),(12,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,19),-0.0425945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,18),(12,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.109255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,10),0.106043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,9),-0.148754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.127334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,10),0.109513 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.149264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,10),(12,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,-1),-0.149425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,9),(12,-1),-0.149264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,4),0.131458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,5),0.13516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,6),0.059663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,7),0.0464786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,8),0.0462658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,9),0.131481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,11),-0.193415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,12),-0.175041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,14),-0.193415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,15),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,17),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,19),-0.022556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,4),(3,5),0.103746 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,6),0.109459 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,7),0.10556 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,8),0.105549 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,9),0.0940953 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,12),-0.145537 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,14),-0.14496 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,15),-0.144936 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,19),-0.0830198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,5),(3,6),0.109526 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,7),0.109354 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,8),0.109354 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,9),0.107565 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,11),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,14),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,19),-0.157451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,6),(3,7),0.109484 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,8),0.109484 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,9),0.108846 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,12),-0.144742 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,14),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,19),-0.19579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,7),(3,8),0.108871 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,9),0.108638 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,11),-0.144961 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,12),-0.144877 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,14),-0.144961 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,17),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,19),-0.225515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,8),(3,9),0.108638 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,11),-0.144961 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,12),-0.144877 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,14),-0.144961 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,17),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,19),-0.225654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,12),-0.145537 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,14),-0.14496 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,15),-0.144936 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,19),-0.0829977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,11),(3,12),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,14),-0.14496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,15),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,17),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,18),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,11),(3,19),-0.0830257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,12),(3,14),-0.144709 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,12),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,12),(3,17),-0.144987 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,12),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,12),(3,19),-0.213688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,14),(3,15),-0.144936 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,14),(3,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,14),(3,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,14),(3,19),-0.083744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,15),(3,17),-0.145031 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,15),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,15),(3,19),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,17),(3,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,17),(3,19),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,18),(3,19),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,2),-0.0390752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,1),-0.034135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,-1),0.058499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,2),(3,1),-0.0201903 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,2),(3,-1),-0.0593505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,1),(3,-1),-0.0353774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,6),0.0598692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,7),0.0495474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,8),0.0493346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,9),0.132687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,11),-0.193414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,12),-0.175041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,14),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,15),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,17),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,19),-0.0189936 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,6),(5,7),0.109484 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,8),0.109484 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,9),0.108846 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,12),-0.144742 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,14),-0.14471 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,19),-0.195583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,7),(5,8),0.10947 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,9),0.108638 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,11),-0.144961 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,12),-0.144877 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,14),-0.144961 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,17),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,19),-0.222364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,8),(5,9),0.108638 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,11),-0.144961 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,12),-0.144877 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,14),-0.144961 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,17),-0.144705 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,19),-0.222504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,9),(5,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,12),-0.145537 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,14),-0.14496 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,15),-0.144936 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,19),-0.08259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,11),(5,12),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,14),-0.14496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,15),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,17),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,18),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,19),-0.082618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,12),(5,14),-0.144709 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,17),-0.144987 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,19),-0.213728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,14),(5,15),-0.144936 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,14),(5,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,14),(5,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,14),(5,19),-0.0833364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,15),(5,17),-0.145031 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,15),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,15),(5,19),-0.208608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,17),(5,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,17),(5,19),-0.152613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
