# _root_ It received more offers , but the auction was surprisingly won by IMA , which bid $ 28 a share and asked Mr. Gilleland to stay on as an equity participant .
#goldHeads=2,6,4,2,6,0,8,9,6,9,9,11,12,13,21,21,18,16,20,18,13,21,24,22,26,22,26,26,31,31,28,6,
#predictedHeads=2,6,4,2,6,0,8,9,6,9,9,11,12,13,21,21,18,16,20,18,13,21,24,22,26,22,26,26,31,31,28,6,
(12,16),(16,14),(16,-1),-0.154107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,12),0.110263 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,11),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,9),-0.144723 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,8),-0.144732 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,6),-0.144838 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,4),-0.144732 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,2),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,-1),-0.154904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,10),-0.144906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,9),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,2),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.149809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.132269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,10),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,-1),-0.0988429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,9),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,-1),-0.128583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,8),(16,6),-0.144838 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,4),-0.144732 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,2),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,-1),-0.154938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,6),(16,5),-0.0424318 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,4),-0.0727903 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,2),-0.0936149 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,1),-0.0969792 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,-1),-0.149762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,5),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,2),-0.144943 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,-1),-0.154107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,4),(16,2),-0.144722 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,-1),-0.154904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,2),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,2),(16,-1),-0.132269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,1),(16,-1),-0.173782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),-0.0466844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),-0.0194411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0248986 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,22),-0.0207254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,23),-0.0248701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,24),-0.0248701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,26),-0.0207254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,28),-0.0204306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,31),-0.0248701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,33),-0.0372135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0136597 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0124485 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,22),-0.0178484 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,23),-0.019783 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,24),-0.019783 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,26),-0.0175838 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,28),-0.0272826 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,31),-0.019783 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,32),-0.0211064 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,33),-0.0114858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,33),-0.0115884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,22),-0.0110619 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,23),-0.0202416 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,24),-0.0202416 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,26),-0.0110619 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,28),-0.0177788 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,31),-0.0202416 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,33),-0.0288165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,22),(17,23),-0.0194487 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,24),-0.0194487 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,28),-0.0224076 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,31),-0.0194487 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,33),-0.0052861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,23),(17,24),-0.0202416 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,26),-0.0139921 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,28),-0.0177513 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,31),-0.0202416 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,33),-0.0332198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,24),(17,26),-0.0139921 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,28),-0.0177513 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,31),-0.0202416 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,24),(17,33),-0.0332198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,26),(17,28),-0.0224076 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,26),(17,31),-0.0194487 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,26),(17,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,26),(17,33),-0.00502147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,28),(17,31),-0.017066 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,28),(17,32),-0.0197166 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,28),(17,33),-0.0555824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,31),(17,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,31),(17,33),-0.0332198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,32),(17,33),-0.0220298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,12),0.127977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.340451 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,12),(17,-1),-0.137955 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,18),(18,19),-0.00190179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,20),-0.0154817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,21),-0.0457436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,22),-0.0420948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,23),-0.0238305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,24),-0.0238305 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,26),-0.0417959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,28),-0.03768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,33),0.0388316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,20),-0.019634 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,23),-0.019634 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,24),-0.019634 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,28),-0.0197763 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,33),-0.00627072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,20),(18,21),-0.019446 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,22),-0.0151467 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,23),-0.0218904 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,24),-0.0218904 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,26),-0.0151463 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,28),-0.0206735 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,33),-0.0156897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,21),(18,22),0.101388 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,21),(18,23),-0.155332 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,21),(18,24),-0.194327 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,21),(18,26),0.118243 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,21),(18,28),-0.133224 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,21),(18,33),-0.0347879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,22),(18,23),-0.0196304 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,24),-0.0196304 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,28),-0.0156613 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,33),-0.0335527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,23),(18,24),-0.0216132 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,26),-0.0181489 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,28),-0.020513 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,33),-0.0234327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,24),(18,26),-0.0181489 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,24),(18,28),-0.020513 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,24),(18,33),-0.0234327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,26),(18,28),-0.0156613 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,26),(18,33),-0.0327648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,28),(18,33),-0.0582685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,17),0.0802794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,-1),-0.150512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,17),(18,-1),-0.159547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,22),-0.143499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,23),0.199605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,24),0.201129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,25),-0.0318168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,26),-0.142571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,28),-0.0955124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,31),0.201129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,33),-0.169116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,22),(21,23),-0.0371348 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,24),-0.0371348 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,25),-0.0231737 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,26),-0.00665071 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,28),-0.0125128 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,31),-0.0371348 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,32),-0.0200251 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,33),-0.0198707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,23),(21,24),-0.0961799 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,25),-0.0308922 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,26),0.0431779 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,28),-0.00695692 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,31),-0.0961799 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,32),-0.0133477 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,33),0.0930425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,24),(21,25),-0.0308922 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,26),0.0431779 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,28),-0.00695692 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,31),-0.0961798 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,32),-0.0133477 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,33),0.0945698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,25),(21,26),-0.0196242 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,28),-0.0196782 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,31),-0.0219592 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,32),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,33),-0.0510056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,26),(21,28),-0.0125128 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,26),(21,31),-0.0371348 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,26),(21,32),-0.0200251 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,26),(21,33),-0.0187659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,28),(21,31),-0.0420219 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,28),(21,32),-0.0195108 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,28),(21,33),-0.0141363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,31),(21,32),-0.0133477 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,31),(21,33),0.0945698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,32),(21,33),-0.0203591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,20),0.338932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,19),0.0988583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,18),0.162007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,17),0.112797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,16),0.0748497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,15),0.10948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,14),0.0125261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,13),0.340784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,12),0.104075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,11),-0.15025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,9),-0.150317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,8),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,7),-0.145444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,6),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,4),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,2),-0.15025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,-1),-0.233164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,20),(21,19),0.129897 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,18),0.0889247 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,17),0.094683 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,16),0.114514 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,15),0.109539 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,14),0.297498 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,13),-0.018149 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,12),0.0935463 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,11),-0.145875 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,10),-0.145074 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,9),-0.145877 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,8),-0.14779 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,7),-0.147421 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,5),-0.145369 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,4),-0.14779 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,2),-0.145875 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,-1),-0.133626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,19),(21,18),0.109515 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,16),0.109537 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,15),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,14),0.109484 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,13),0.1052 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,12),0.108233 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,8),-0.144762 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,6),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,4),-0.144762 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,-1),-0.160018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,18),(21,17),0.103385 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,16),0.108683 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,15),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,14),0.106558 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,13),0.100594 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,12),0.106989 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,5),-0.145022 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,-1),-0.0388502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
