# _root_ Under the Racketeer Influenced and Corrupt Organizations law , or RICO , the government has the authority to seek to freeze or seize a defendant 's assets before trial .
#goldHeads=15,8,8,5,8,5,8,10,10,1,10,10,14,15,0,17,15,19,17,22,22,19,22,25,27,25,22,19,28,15,
#predictedHeads=15,8,8,5,8,5,8,10,10,1,10,15,14,15,0,17,15,19,17,22,22,19,22,25,27,25,23,23,28,15,
(19,23),(23,19),(23,17),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,14),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,8),-0.145197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,-1),-0.142302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,17),(23,14),-0.147956 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,8),-0.147956 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,-1),-0.168085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,14),(23,8),-0.147956 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,-1),-0.158676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,8),(23,-1),-0.161785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,25),(25,26),-0.0793206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,27),0.0400885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,28),-0.0850153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,29),0.0399705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,31),0.0514328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,25),(25,26),(25,27),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,26),(25,28),-0.0124707 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,26),(25,29),-0.0145359 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,26),(25,31),-0.087709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,27),(25,28),-0.0301758 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,27),(25,29),-0.0149145 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,27),(25,31),-0.00128722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,28),(25,29),-0.0346982 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,28),(25,31),-0.0538817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,29),(25,31),-0.00160569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,25),(25,24),0.0970221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,23),0.13177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,25),(25,25),(25,-1),-0.171408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,25),(25,24),(25,23),0.113319 # DEPENDENCYPART_GRANDSIBL
(19,25),(25,24),(25,-1),-0.174686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,25),(25,23),(25,-1),-0.138325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,27),(27,28),-0.0915286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,29),0.0373731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,30),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,31),0.064963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,28),(27,29),-0.0347237 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,28),(27,30),-0.0213922 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,28),(27,31),-0.0591055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,29),(27,30),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,29),(27,31),-0.00360265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,30),(27,31),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,27),(27,26),0.0983549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,25),0.0210628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,24),0.100386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,23),0.13552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,27),(27,27),(27,-1),-0.174308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,27),(27,26),(27,25),0.114634 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,24),0.114599 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,23),0.109169 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,26),(27,-1),-0.177941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,25),(27,24),0.0527848 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,23),0.130064 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,25),(27,-1),-0.11369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,24),(27,23),0.113319 # DEPENDENCYPART_GRANDSIBL
(19,27),(27,24),(27,-1),-0.170737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,27),(27,23),(27,-1),-0.134468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,28),(28,28),(28,29),0.0235093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,28),(28,28),(28,31),-0.0483625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,28),(28,29),(28,31),0.0818535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,28),(28,28),(28,27),0.101123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,28),(28,28),(28,25),0.101165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,28),(28,28),(28,-1),0.0376756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,28),(28,27),(28,25),0.105012 # DEPENDENCYPART_GRANDSIBL
(19,28),(28,27),(28,-1),-0.171206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,28),(28,25),(28,-1),-0.171167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,29),(29,29),(29,30),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,29),(29,29),(29,31),0.0502161 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,29),(29,30),(29,31),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,29),(29,29),(29,28),0.160484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,29),(29,29),(29,27),0.0195187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,29),(29,29),(29,25),0.0198505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,29),(29,29),(29,24),0.0992346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,29),(29,29),(29,-1),-0.173194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,29),(29,28),(29,27),0.115728 # DEPENDENCYPART_GRANDSIBL
(19,29),(29,28),(29,25),0.115728 # DEPENDENCYPART_GRANDSIBL
(19,29),(29,28),(29,24),0.103313 # DEPENDENCYPART_GRANDSIBL
(19,29),(29,28),(29,-1),-0.0537088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,29),(29,27),(29,25),0.1033 # DEPENDENCYPART_GRANDSIBL
(19,29),(29,27),(29,24),0.0523306 # DEPENDENCYPART_GRANDSIBL
(19,29),(29,27),(29,-1),-0.114573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,29),(29,25),(29,24),0.0526868 # DEPENDENCYPART_GRANDSIBL
(19,29),(29,25),(29,-1),-0.114617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,29),(29,24),(29,-1),-0.172943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,30),(30,30),(30,31),-0.00807981 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,30),(30,30),(30,29),0.0732956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,30),(30,30),(30,28),0.098712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,30),(30,30),(30,-1),0.0182915 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,30),(30,29),(30,28),0.108425 # DEPENDENCYPART_GRANDSIBL
(19,30),(30,29),(30,-1),-0.177564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,30),(30,28),(30,-1),-0.166509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,22),-0.0311052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,23),-0.0173527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,25),-0.0194314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,27),-0.0197512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,28),-0.00903573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,29),-0.0194313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,31),0.0263367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,22),(21,23),0.15722 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,25),-0.104071 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,27),-0.139305 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,28),0.0151788 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,29),-0.0884715 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,30),0.0554736 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,22),(21,31),-0.0293684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,23),(21,25),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,27),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,28),-0.0198257 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,29),-0.0194422 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,30),-0.0194706 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,23),(21,31),-0.00363307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,25),(21,27),-0.0148074 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,25),(21,28),-0.0333036 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,25),(21,29),-0.0148074 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,25),(21,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,25),(21,31),-0.0497384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,27),(21,28),-0.0333036 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,27),(21,29),-0.0148086 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,27),(21,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,27),(21,31),-0.0500571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,28),(21,29),-0.0263547 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,28),(21,30),-0.0195904 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,28),(21,31),-0.0277315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,29),(21,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,29),(21,31),-0.0497384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,30),(21,31),-0.0196804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,21),(21,20),0.0831695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,19),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,17),-0.145063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,15),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,14),-0.145063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,11),-0.145063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,8),-0.145063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,21),(21,-1),-0.152054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,20),(21,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,21),(21,20),(21,-1),-0.173104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,21),(21,19),(21,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,12),-0.144761 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,19),(21,-1),-0.135196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,18),(21,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,18),(21,-1),-0.173104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,17),(21,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,17),(21,-1),-0.15644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,15),(21,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,12),-0.144761 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,15),(21,-1),-0.135196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,14),(21,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,14),(21,-1),-0.15644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,12),(21,11),-0.144765 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,8),-0.144765 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,12),(21,-1),-0.145615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,11),(21,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,21),(21,11),(21,-1),-0.15644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,21),(21,8),(21,-1),-0.15644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,23),-0.0567378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,24),-0.0195441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,25),0.0335527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,27),0.0389036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,28),-0.0262797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,29),0.0363155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,31),-0.0122376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,23),(22,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,25),0.00334126 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,27),0.00332875 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,28),-0.0213621 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,29),0.00334126 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,30),-0.0195382 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,23),(22,31),-0.0706047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,24),(22,25),-0.0195048 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,27),-0.0195048 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,29),-0.0195048 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,24),(22,31),-0.0199887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,25),(22,27),-0.0265269 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,28),-0.0196289 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,29),-0.0263899 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,25),(22,31),0.0746251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,27),(22,28),-0.0196289 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,29),-0.0263899 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,27),(22,31),0.0798843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,28),(22,29),-0.0212244 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,28),(22,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,28),(22,31),-0.0368488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,29),(22,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,29),(22,31),0.0774953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,30),(22,31),-0.0195546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,22),(22,21),0.125809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,20),0.106184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,19),-0.14527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,17),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,15),-0.14527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,14),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,11),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,8),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,7),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,6),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,4),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,3),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,22),(22,-1),-0.131962 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,21),(22,20),0.109519 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,1),-0.144901 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,21),(22,-1),-0.114592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,22),(22,20),(22,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,17),-0.146602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,14),-0.146602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,11),-0.146602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,8),-0.146602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,7),-0.146602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,6),-0.146602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,4),-0.146602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,3),-0.146602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,22),(22,20),(22,-1),-0.151315 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,22),(22,19),(22,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(20,22),(22,19),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
