# _root_ In a statement prepared by lawyers for the university and Connaught , the parties said they agreed that as a result of reaching a C 415 million research accord , `` It is unnecessary that there be a judgment on the merits { of the case } at this time . ''
#goldHeads=15,3,1,3,4,5,4,9,10,7,10,15,14,15,0,17,15,33,33,21,19,21,22,29,29,25,25,29,23,33,33,33,17,33,37,37,33,39,37,39,42,40,42,42,46,44,42,37,50,48,15,15,
#predictedHeads=15,3,1,3,4,5,6,10,10,7,10,15,14,15,0,17,15,33,17,21,19,21,22,29,29,25,25,29,23,17,33,33,17,33,37,37,33,39,37,39,42,40,44,42,46,44,44,37,50,48,15,15,
(29,33),(33,32),(33,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,24),-0.144756 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,22),-0.144745 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,19),-0.144788 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,18),-0.144745 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,12),-0.144769 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,10),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,7),-0.144745 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,5),-0.144745 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,1),-0.144745 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,32),(33,-1),0.0127436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,31),(33,30),0.0999475 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,29),0.10995 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,28),-0.14568 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,23),-0.144713 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,21),-0.14568 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,17),-0.144713 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,15),-0.144713 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,11),-0.14568 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,9),-0.14568 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,3),-0.14568 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,31),(33,-1),-0.121206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,30),(33,29),0.118506 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,28),-0.144819 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,23),-0.145031 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,22),-0.145222 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,21),-0.144819 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,19),-0.145222 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,18),-0.145222 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,17),-0.145031 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,15),-0.145031 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,11),-0.144819 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,10),-0.145857 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,7),-0.145269 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,5),-0.145222 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,1),-0.145241 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,30),(33,-1),-0.210496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,29),(33,28),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,24),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,23),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,22),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,21),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,19),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,18),-0.146379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,17),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,15),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,12),-0.145018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,11),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,9),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,7),-0.14595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,5),-0.145542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,3),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,1),-0.145537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,33),(33,29),(33,-1),-0.0246123 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,33),(33,28),(33,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,24),-0.145141 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,23),-0.146174 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,22),-0.145537 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,21),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,19),-0.145537 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,18),-0.146379 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,15),-0.146174 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,12),-0.145018 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,7),-0.14595 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,5),-0.145542 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,28),(33,-1),-0.0247933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,27),(33,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,23),-0.144715 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,22),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,21),-0.14471 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,19),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,18),-0.144782 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,15),-0.144715 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,9),-0.14471 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,7),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,5),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,3),-0.14471 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,1),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,27),(33,-1),-0.197462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,26),(33,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,23),-0.144715 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,22),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,21),-0.14471 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,19),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,18),-0.144782 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,17),-0.144715 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,15),-0.144715 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,9),-0.14471 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,7),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,5),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,3),-0.14471 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,1),-0.144742 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,26),(33,-1),-0.196602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,25),(33,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,25),(33,-1),-0.14802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,24),(33,23),-0.144756 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,22),-0.144708 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,21),-0.14479 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,18),-0.144708 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,17),-0.144756 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,15),-0.144756 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,12),-0.144726 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,11),-0.14479 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,9),-0.14479 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,7),-0.144715 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,5),-0.144708 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,3),-0.14479 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,1),-0.144708 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,24),(33,-1),-0.162943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,23),(33,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,21),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,11),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,9),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,23),(33,-1),-0.149149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,22),(33,21),-0.144709 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,19),-0.145076 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,18),-0.145504 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,17),-0.144987 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,15),-0.144987 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,11),-0.144709 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,10),-0.144714 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,9),-0.144709 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,7),-0.145076 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,5),-0.145076 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,1),-0.14545 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,22),(33,-1),-0.21695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,21),(33,19),-0.145537 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,18),-0.146379 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,17),-0.146174 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,15),-0.146174 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,12),-0.145018 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,11),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,7),-0.14595 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,5),-0.145542 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,21),(33,-1),-0.0246102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,19),(33,18),-0.145504 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,17),-0.144847 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,15),-0.144847 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,11),-0.144709 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,10),-0.144714 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,9),-0.144709 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,7),-0.145076 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,5),-0.145076 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,1),-0.14545 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,19),(33,-1),-0.204616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,18),(33,17),-0.144847 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,15),-0.144847 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,11),-0.144711 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,10),-0.14472 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,9),-0.144711 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,7),-0.145076 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,5),-0.145076 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,3),-0.144711 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,1),-0.14545 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,18),(33,-1),-0.230471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,17),(33,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,17),(33,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,17),(33,11),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,17),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,17),(33,9),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,17),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,17),(33,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,17),(33,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,17),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,17),(33,-1),-0.149149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,15),(33,12),-0.144702 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,15),(33,11),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,15),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,15),(33,9),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,15),(33,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,15),(33,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,15),(33,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,15),(33,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,15),(33,-1),-0.150038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,12),(33,11),-0.144819 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,12),(33,10),-0.145857 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,12),(33,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,12),(33,7),-0.145269 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,12),(33,5),-0.145222 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,12),(33,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,12),(33,1),-0.145241 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,12),(33,-1),-0.210496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,11),(33,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,11),(33,9),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,11),(33,7),-0.14595 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,11),(33,5),-0.145542 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,11),(33,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,11),(33,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,11),(33,-1),-0.0248869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,10),(33,9),0.0759784 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,10),(33,7),0.0253083 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,10),(33,5),0.0312029 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,10),(33,3),0.0829422 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,10),(33,1),0.032291 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,10),(33,-1),-0.148043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,9),(33,7),-0.14595 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,9),(33,5),-0.145542 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,9),(33,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,9),(33,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,9),(33,-1),-0.0246125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,7),(33,5),-0.145076 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,7),(33,3),-0.144709 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,7),(33,1),-0.14545 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,7),(33,-1),-0.21561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,5),(33,3),-0.144714 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,5),(33,1),-0.14545 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,5),(33,-1),-0.230682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,3),(33,1),-0.145537 # DEPENDENCYPART_GRANDSIBL
(29,33),(33,3),(33,-1),-0.0264508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,33),(33,1),(33,-1),-0.225518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,34),(34,34),(34,35),0.0418354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,34),(34,34),(34,37),-0.021614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,34),(34,34),(34,39),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,34),(34,34),(34,40),0.046007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,34),(34,34),(34,44),0.0453192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,34),(34,34),(34,46),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,34),(34,34),(34,48),0.0382326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,34),(34,34),(34,50),-0.0136462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,34),(34,34),(34,53),0.0400468 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,34),(34,35),(34,37),-0.0221774 # DEPENDENCYPART_GRANDSIBL
(29,34),(34,35),(34,39),-0.0206599 # DEPENDENCYPART_GRANDSIBL
(29,34),(34,35),(34,40),-0.022478 # DEPENDENCYPART_GRANDSIBL
(29,34),(34,35),(34,44),-0.0230506 # DEPENDENCYPART_GRANDSIBL
(29,34),(34,35),(34,46),-0.0206599 # DEPENDENCYPART_GRANDSIBL
(29,34),(34,35),(34,48),-0.0227421 # DEPENDENCYPART_GRANDSIBL
(29,34),(34,35),(34,50),-0.0206599 # DEPENDENCYPART_GRANDSIBL
(29,34),(34,35),(34,53),0.0346975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,34),(34,37),(34,39),-0.019451 # DEPENDENCYPART_GRANDSIBL
