# _root_ J. Nicholas Hahn , Cotton Inc. 's president and chief executive , was an outspoken critic of WPP Group 's acquisition of Ogilvy Group earlier this year .
#goldHeads=3,3,13,3,6,9,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
#predictedHeads=3,3,13,3,6,8,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
(9,1),(1,8),(1,29),-0.159334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,9),(1,11),0.118567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,9),(1,12),0.127792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,9),(1,13),0.0201901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,9),(1,29),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,1),(1,11),(1,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,11),(1,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,11),(1,29),-0.155811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,12),(1,13),-0.14778 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,12),(1,29),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,13),(1,29),-0.16841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,1),(1,-1),0.182441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,2),(2,2),(2,3),0.0411843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,4),0.230795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,6),0.0408826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,7),0.159582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,8),0.0388622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,9),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,11),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,12),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,13),-0.150756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,29),-0.0202372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,2),(2,3),(2,4),0.0988444 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,6),0.178207 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,7),0.108109 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,8),0.176524 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,11),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,3),(2,29),-0.159888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,4),(2,6),0.113664 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,4),(2,7),0.108 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,4),(2,8),0.113986 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,4),(2,9),-0.149799 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,4),(2,11),-0.157847 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,4),(2,12),-0.144766 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,4),(2,13),-0.147781 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,4),(2,29),-0.149308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,6),(2,7),0.108109 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,6),(2,8),0.176331 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,6),(2,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,6),(2,11),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,6),(2,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,6),(2,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,6),(2,29),-0.15429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,7),(2,8),0.0979731 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,7),(2,9),-0.144725 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,7),(2,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,7),(2,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,7),(2,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,7),(2,29),-0.100887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,8),(2,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,8),(2,11),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,8),(2,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,8),(2,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,8),(2,29),-0.159177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,9),(2,11),0.118567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,9),(2,12),0.127792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,9),(2,13),0.0201901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,9),(2,29),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,2),(2,11),(2,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,11),(2,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,11),(2,29),-0.155654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,12),(2,13),-0.147781 # DEPENDENCYPART_GRANDSIBL
(9,2),(2,12),(2,29),-0.149308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,13),(2,29),-0.168529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,2),(2,1),-0.0381201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,-1),0.179804 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,2),(2,1),(2,-1),0.000176246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,3),(3,4),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,5),0.0411891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,6),0.0408874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,7),0.159582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,8),0.0388669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,9),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,11),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,12),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,13),-0.150756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,16),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,17),-0.0581569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,19),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,21),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,29),-0.0192495 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,4),(3,5),0.112996 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,6),0.113664 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,7),0.108 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,8),0.113986 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,9),-0.149799 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,11),-0.157847 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,12),-0.144766 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,13),-0.14778 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,16),-0.157847 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,17),-0.145594 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,19),-0.157847 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,21),-0.157847 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,4),(3,29),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,5),(3,6),0.178207 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,7),0.108109 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,8),0.176524 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,11),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,17),-0.135764 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,19),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,21),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,5),(3,29),-0.159908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,6),(3,7),0.108109 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,8),0.176331 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,11),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,17),-0.135764 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,19),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,21),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,6),(3,29),-0.15429 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,7),(3,8),0.0979731 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,9),-0.144725 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,17),-0.145796 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,19),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,21),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,7),(3,29),-0.100887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,8),(3,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,11),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,17),-0.135773 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,19),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,21),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,8),(3,29),-0.159177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,9),(3,11),0.118567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,12),0.127792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,13),0.0201901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,16),-0.0307597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,17),-0.152925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,19),0.0386062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,21),0.0419771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,28),-0.0105247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,9),(3,29),-0.174785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,11),(3,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,11),(3,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,11),(3,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,11),(3,17),-0.135764 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,11),(3,19),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,11),(3,21),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,11),(3,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,11),(3,29),-0.155654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,12),(3,13),-0.14778 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,16),-0.157847 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,17),-0.145594 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,19),-0.157847 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,21),-0.157847 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,12),(3,29),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,13),(3,16),-0.145741 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,17),-0.14484 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,19),-0.145741 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,21),-0.145741 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,28),-0.144761 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,13),(3,29),-0.16841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,16),(3,17),-0.135764 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,16),(3,19),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,16),(3,21),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,16),(3,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,16),(3,29),-0.159888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,17),(3,19),-0.14523 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,17),(3,21),-0.14523 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,17),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,17),(3,29),0.0240667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,19),(3,21),-0.1511 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,19),(3,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,19),(3,29),-0.163061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,21),(3,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,21),(3,29),-0.164458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,28),(3,29),-0.14706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,3),(3,2),-0.0388139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,1),-0.0381204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,3),(3,3),(3,-1),0.180862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,3),(3,2),(3,1),-0.00743585 # DEPENDENCYPART_GRANDSIBL
(9,3),(3,2),(3,-1),0.00062944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,3),(3,1),(3,-1),0.000290031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,4),(4,4),(4,29),-0.0464494 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,4),(4,4),(4,-1),0.0694301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,5),(5,6),0.0408874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,7),0.159582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,8),0.0388669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,12),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,29),-0.0196529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,6),(5,7),0.108109 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,8),0.176331 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,29),-0.15431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,7),(5,8),0.0979731 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,29),-0.100887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,8),(5,12),-0.152579 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,29),-0.159197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,12),(5,29),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,4),-0.0404663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,3),-0.0378053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,2),-0.0389394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,1),-0.0382458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,-1),0.183009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,4),(5,3),0.0398748 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,2),0.0398748 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,1),0.0398748 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,4),(5,-1),-0.0399925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,3),(5,2),-0.00584777 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,3),(5,1),-0.00743585 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,3),(5,-1),0.00163811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,2),(5,1),-0.00743585 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,2),(5,-1),0.000503984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,1),(5,-1),0.000164575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,7),0.157501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,8),0.0395154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,9),-0.150112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,10),-0.145491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,11),-0.136473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,12),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,13),-0.150756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,16),-0.136473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,29),-0.0218831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,7),(6,8),0.0979731 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,9),-0.144725 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,11),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,7),(6,29),-0.102968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,8),(6,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,10),-0.145969 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,11),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,12),-0.152581 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,8),(6,29),-0.164643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,10),0.0126816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,11),0.11842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,12),0.127792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,13),0.0201901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,16),-0.0309067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,28),-0.0105247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,9),(6,29),-0.176615 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,10),(6,11),-0.146167 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,12),-0.144923 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,13),-0.144739 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,16),-0.146167 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,10),(6,29),-0.166887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,11),(6,12),-0.152581 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,13),-0.144804 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,16),-0.151088 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,11),(6,29),-0.16112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,12),(6,13),-0.147785 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,16),-0.15834 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,12),(6,29),-0.141589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,13),(6,16),-0.145741 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,28),-0.144761 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,13),(6,29),-0.169203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,16),(6,28),-0.144707 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,16),(6,29),-0.165355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,28),(6,29),-0.14706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,6),(6,5),-0.0323097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),-0.038536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,3),-0.0323097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,2),-0.0334438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,1),-0.0327502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.174745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),0.01671 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,3),0.00729505 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,2),0.00729505 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,1),0.00570697 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),0.00706441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,3),0.0401317 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,2),0.0401317 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,1),0.0401317 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.038892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,3),(6,2),0.00729505 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,1),0.00570697 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,-1),0.00706441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
