# _root_ While the third-quarter earnings were a `` moderate disappointment , '' he said , `` the real bad news is the intensity of price competition '' in the premium-beer sector .
#goldHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,13,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
#predictedHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,20,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
(17,20),(20,19),(20,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,5),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,1),-0.144772 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,-1),-0.148782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,18),(20,17),0.109365 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,-1),-0.137347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,17),(20,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,17),(20,-1),-0.137347 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,16),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,16),(20,-1),-0.149836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,15),(20,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,9),-0.144726 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,-1),-0.148649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,14),(20,13),-0.145189 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,9),-0.144721 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,7),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,5),-0.145189 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,1),-0.145509 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,14),(20,-1),-0.154273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,13),(20,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,13),(20,-1),-0.149083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,12),(20,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,12),(20,-1),-0.145118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,11),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,1),-0.144716 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,11),(20,-1),-0.145841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,10),(20,9),-0.144721 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,7),-0.144709 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,5),-0.145189 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,1),-0.145509 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,10),(20,-1),-0.154273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,9),(20,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,5),-0.144732 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,1),-0.144772 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,9),(20,-1),-0.14878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,8),(20,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,8),(20,-1),-0.137347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,7),(20,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,7),(20,-1),-0.148649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,5),(20,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,5),(20,-1),-0.149067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,3),(20,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,3),(20,-1),-0.137347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,1),(20,-1),-0.0907897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,22),(22,23),0.0178237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,24),-0.0346174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,25),-0.0346136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,26),-0.0224918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,27),-0.00153582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,30),-0.0346136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,31),-0.0194814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,32),-0.0398604 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,23),(22,24),-0.0195382 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,23),(22,25),-0.0195317 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,23),(22,26),-0.0204789 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,23),(22,27),-0.0137957 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,23),(22,30),-0.0195317 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,23),(22,31),-0.0194715 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,23),(22,32),0.00701399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,24),(22,25),-0.0201815 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,24),(22,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,24),(22,27),-0.0160373 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,24),(22,30),-0.0201815 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,24),(22,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,24),(22,32),-0.0456307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,25),(22,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,25),(22,27),-0.0160373 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,25),(22,30),-0.0201815 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,25),(22,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,25),(22,32),-0.0456204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,26),(22,27),-0.0194493 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,26),(22,30),-0.0194455 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,26),(22,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,26),(22,32),-0.0263788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,27),(22,30),-0.019498 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,27),(22,31),-0.0194612 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,27),(22,32),-0.0042984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,30),(22,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,30),(22,32),-0.0456204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,31),(22,32),-0.0194806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,22),(22,21),0.0981371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,20),0.0970007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,19),0.119572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,18),0.0940201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,17),0.0940157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,-1),-0.0770141 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,21),(22,20),0.109532 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,19),0.109479 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,18),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,21),(22,-1),-0.14947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,20),(22,19),0.109513 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,18),0.109512 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,17),0.109512 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,20),(22,-1),-0.15937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,19),(22,18),0.113404 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,17),0.113396 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,19),(22,-1),-0.152352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,18),(22,17),0.107878 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,16),-0.144774 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,18),(22,-1),-0.17027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,17),(22,16),-0.144774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,17),(22,-1),-0.170278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,16),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,16),(22,-1),-0.14947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,15),(22,-1),-0.145394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,24),0.0342443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,25),0.0374547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,26),-0.0195867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,27),0.0211732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,30),0.0373722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,31),-0.0211609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,32),-0.0790946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,24),(23,25),-0.0203372 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,26),-0.0102906 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,27),-0.0262331 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,30),-0.0203372 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,31),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,24),(23,32),0.0511628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,25),(23,26),-0.0102906 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,27),-0.0262331 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,30),-0.0203372 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,31),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,25),(23,32),0.0543732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,26),(23,27),-0.0202504 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,30),-0.0195662 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,26),(23,32),-0.00768466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,27),(23,30),-0.0193084 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,27),(23,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,27),(23,32),0.00787284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,30),(23,31),-0.0194414 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,30),(23,32),0.0542907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,31),(23,32),-0.0213962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,23),(23,21),0.102474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,19),0.0797512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,23),(23,23),(23,-1),-0.0437259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,21),(23,19),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,23),(23,21),(23,-1),-0.149325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,23),(23,19),(23,-1),-0.178046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,26),-0.0224918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,27),-0.00153582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,28),0.0122335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,29),-0.0346136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,30),-0.0346136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,31),-0.0194814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,32),-0.0398604 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,26),(25,27),-0.0194493 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,29),-0.0194455 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,30),-0.0194455 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,26),(25,32),-0.0263788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,27),(25,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,29),-0.019498 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,30),-0.019498 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,31),-0.0194612 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,27),(25,32),-0.0042984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,28),(25,29),-0.019999 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,30),-0.019999 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,28),(25,32),-0.0037497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,29),(25,30),-0.0201815 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,29),(25,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,29),(25,32),-0.0456204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,30),(25,31),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,30),(25,32),-0.0456204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,31),(25,32),-0.0194806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,24),0.119406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,23),0.108441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,22),0.119572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,21),0.0981371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,19),0.119572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,18),0.0940201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,17),0.0940157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,25),(25,25),(25,-1),-0.0770141 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,24),(25,23),0.109102 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,22),0.109399 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,21),0.106044 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,19),0.109399 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,18),0.113404 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,17),0.113396 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,24),(25,-1),-0.152352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,23),(25,22),0.109481 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,21),0.109448 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,19),0.109481 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,18),0.109453 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,17),0.109453 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,15),-0.144768 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,23),(25,-1),-0.144725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,22),(25,21),0.10621 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,19),0.109399 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,18),0.113404 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,17),0.113396 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,22),(25,-1),-0.152351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,21),(25,19),0.109479 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,18),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,17),0.10954 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,25),(25,21),(25,-1),-0.14947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
