# _root_ At the appointed exit , the family pulled over , and Mrs. Engelken went to get her papers .
#goldHeads=11,4,4,1,11,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
#predictedHeads=8,4,4,1,8,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
(14,11),(11,11),(11,14),-0.162691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,15),-0.145432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,16),-0.162691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,18),-0.155019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,20),-0.157473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.0836626 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.146889 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,15),-0.144722 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,16),-0.146889 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,18),-0.147103 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,20),-0.164406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.146889 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,15),-0.144722 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,16),-0.146889 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,18),-0.147103 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,20),-0.164272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,15),-0.144981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,16),-0.135722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,18),-0.149936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,20),-0.135946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,15),(11,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,18),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,20),-0.0924976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,16),(11,18),-0.149936 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,20),-0.140718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,18),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,20),-0.166377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,19),(11,20),-0.152151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,10),0.010151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,9),0.0335783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,8),-0.070612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,7),-0.0160017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,6),-0.0623066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,5),0.010151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,4),-0.014344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,3),-0.013948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,2),-0.0623066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,1),0.075623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),-0.160368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,9),-0.0559912 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,8),0.0191664 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,7),0.00360695 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,6),-0.0320649 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,5),-0.0206757 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,4),0.00360695 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,3),-0.0227007 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,2),-0.0320649 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,1),-0.0787958 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,-1),0.0015642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,9),(11,8),-0.00482421 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,7),-0.0293684 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,6),-0.0208987 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,5),-0.00438097 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,4),-0.0293684 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,3),-0.0240047 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,2),-0.0208987 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,1),-0.0470945 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,-1),0.00613844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,8),(11,7),-0.055735 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,6),-0.00999019 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,5),-0.00822161 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,4),-0.055735 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,3),-0.0307204 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,2),-0.00999019 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,1),-0.00518673 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,-1),-0.105341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,7),(11,6),0.0236547 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,5),-0.114343 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,4),0.0602336 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,3),0.0156392 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,2),0.0236547 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,1),-0.0366935 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,-1),0.0179575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,6),(11,5),-0.0281641 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,4),-0.0293455 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,3),-0.0208264 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,2),-0.00779436 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,1),-0.0153079 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,-1),0.0340741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,5),(11,4),0.00360695 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,3),-0.0227007 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,2),-0.0320649 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,1),-0.0787958 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,5),(11,-1),0.0015642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,4),(11,3),0.0170282 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,2),0.0236547 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,1),-0.0360281 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,-1),0.0175585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,3),(11,2),-0.00205504 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,3),(11,1),0.0135262 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,3),(11,-1),-0.0487128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,2),(11,1),-0.0153079 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,2),(11,-1),0.0340741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,1),(11,-1),0.00230953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.0231725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.121602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,16),-0.121075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,20),-0.190143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,16),-0.145067 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,19),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,20),-0.115088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,14),(12,16),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,19),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,20),-0.135109 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,16),(12,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,20),-0.134923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,19),(12,20),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,-1),0.0583342 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,14),-0.121602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,16),-0.121075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,18),-0.0538702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,20),-0.186415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,14),(13,16),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,18),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,19),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,20),-0.134341 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,16),(13,18),-0.142064 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,19),-0.144708 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,20),-0.134156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,18),(13,19),-0.144958 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,20),-0.114809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,19),(13,20),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),0.0377371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,11),0.00047266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,10),0.0611536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,9),-0.042815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,7),0.0410659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,6),-0.0865811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,3),-0.00904712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.0586515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,11),-0.0298857 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,10),-0.0594725 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,9),-0.0206573 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,7),-0.0218243 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,6),0.0176191 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,3),-0.0188718 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),0.00280724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,11),(13,10),0.378709 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,9),0.20834 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,7),0.0728597 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,6),0.0169373 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,3),0.365486 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,-1),-0.0164794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,10),(13,9),-0.0584732 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,7),-0.0502646 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,6),-0.0281928 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,3),0.00524548 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,-1),-0.0668748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,9),(13,7),-0.0333584 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,9),(13,6),-0.0496486 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,9),(13,3),-0.017689 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,9),(13,-1),-0.0305078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,7),(13,6),0.0173342 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,7),(13,3),-0.0188749 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,7),(13,-1),-0.00232839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,6),(13,3),-0.0311766 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,6),(13,-1),0.0452231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,3),(13,-1),-0.0176327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,16),-0.047293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,18),0.0781364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,20),-0.107219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,16),(15,18),-0.0260565 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,20),-0.0399034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,18),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,20),0.0652583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,19),(15,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,-1),0.139124 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,17),-0.0296122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,18),0.0478124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,19),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,20),0.0753446 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,18),-0.0131037 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,19),-0.0199591 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,20),-0.120306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,18),(16,19),-0.0145716 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,20),-0.0185737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,19),(16,20),-0.0327537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,15),0.195436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,13),-0.19033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,12),-0.19033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,11),-0.166298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,10),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,9),-0.148604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,7),-0.19033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,5),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,4),-0.19033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,1),-0.0107842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),-0.236812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,13),-0.121778 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,12),-0.121778 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,11),-0.145829 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,10),-0.144916 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,9),-0.144837 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,7),-0.121778 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,5),-0.144916 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,4),-0.121778 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,1),-0.108178 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,15),(16,-1),-0.214315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,13),(16,12),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,11),-0.145897 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,10),-0.147788 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,9),-0.145306 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,7),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,5),-0.147788 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,4),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,1),-0.191591 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,13),(16,-1),-0.154816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,12),(16,11),-0.145897 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,10),-0.147788 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,9),-0.145306 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,7),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,5),-0.147788 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,4),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,1),-0.191591 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,-1),-0.157574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,11),(16,10),0.234738 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,9),0.0823441 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,7),-0.0366585 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,5),0.00517727 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,4),-0.0215886 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,1),-0.055096 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,11),(16,-1),-0.207514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,10),(16,9),-0.14508 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,7),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,4),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,1),-0.1709 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,10),(16,-1),-0.118847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,9),(16,7),-0.145881 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,5),-0.144715 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,4),-0.145881 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,1),-0.146945 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,-1),-0.180659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,7),(16,5),-0.147788 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,4),-0.147956 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,1),-0.192014 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,-1),-0.158489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,5),(16,4),-0.146784 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,1),-0.1709 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,-1),-0.118847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,4),(16,1),-0.191591 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,4),(16,-1),-0.157573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,1),(16,-1),-0.125956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,19),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,20),0.0590474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,20),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,17),0.116418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,16),0.131208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,15),0.151802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,14),0.131611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,13),-0.0538701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,12),-0.0538701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,11),-0.140739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,10),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,9),-0.146263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,-1),-0.191488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,17),(18,16),0.106718 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,15),0.108561 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,14),0.106718 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,13),-0.145337 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,12),-0.145337 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,17),(18,-1),-0.212745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,16),(18,15),0.0949573 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,14),0.112648 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,13),-0.142064 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,12),-0.142067 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,11),-0.144786 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,10),-0.161397 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,9),-0.144714 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,16),(18,-1),-0.134472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,14),0.105642 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,13),-0.144848 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,12),-0.144848 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,11),-0.14498 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,10),-0.144712 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,15),(18,-1),-0.0583517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,14),(18,13),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,12),-0.142067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,11),-0.144786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,10),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,9),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,-1),-0.134658 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,13),(18,12),-0.139044 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,11),-0.145518 # DEPENDENCYPART_GRANDSIBL
