# _root_ Complex cases , such as antitrust suits and many business disputes , would receive intense supervision by federal judges to keep pretrial proceedings moving .
#goldHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,16,19,17,21,14,23,24,21,13,
#predictedHeads=2,13,2,5,2,7,8,5,11,11,8,2,0,13,16,14,14,19,17,21,19,23,21,23,13,
(8,17),(17,19),(17,24),-0.0370574 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,19),(17,26),-0.051562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,20),(17,21),-0.0420082 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,23),-0.0420043 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,24),-0.0420082 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,20),(17,26),-0.0556092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,21),(17,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,23),-0.0425812 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,24),-0.0420061 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,21),(17,26),-0.0503508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,22),(17,23),-0.046741 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,22),(17,24),-0.0430121 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,22),(17,26),-0.0200486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,23),(17,24),-0.0370574 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,23),(17,26),-0.051609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,24),(17,26),-0.0509304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,17),(17,16),0.0704183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,15),0.0807531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,17),(17,17),(17,-1),-0.0324686 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,17),(17,16),(17,15),0.1191 # DEPENDENCYPART_GRANDSIBL
(8,17),(17,16),(17,-1),-0.123085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,17),(17,15),(17,-1),-0.186596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,19),(19,20),-0.0252923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,21),-0.159156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,22),-0.0148754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,23),-0.0661373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,24),-0.159989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,25),-0.0782078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,26),0.177661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,19),(19,20),(19,21),-0.0391521 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,22),-0.043019 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,23),-0.0611938 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,24),-0.0391521 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,20),(19,26),-0.014189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,21),(19,22),-0.0562842 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,23),-0.05643 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,24),-0.0359177 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,25),-0.0434133 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,21),(19,26),-0.00957445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,22),(19,23),-0.0446217 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,22),(19,24),-0.0303897 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,22),(19,25),-0.0420044 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,22),(19,26),0.0110093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,23),(19,24),-0.0363628 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,23),(19,25),-0.031257 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,23),(19,26),-0.0407884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,24),(19,25),-0.0434133 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,24),(19,26),-0.0107425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,25),(19,26),-0.0773858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,19),(19,18),0.0776059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,17),0.186029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,16),0.0271036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,15),0.0752474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,19),(19,19),(19,-1),0.0298241 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,19),(19,18),(19,17),0.0984686 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,16),0.140904 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,15),0.157013 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,18),(19,-1),-0.178704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,17),(19,16),0.121004 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,15),0.101679 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,17),(19,-1),-0.0375434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,16),(19,15),0.156546 # DEPENDENCYPART_GRANDSIBL
(8,19),(19,16),(19,-1),-0.16679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,19),(19,15),(19,-1),-0.172329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,21),(21,22),-0.0196409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,23),-0.0984419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,24),0.0286447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,25),-0.0525097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,26),0.17809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,21),(21,22),(21,23),-0.0594999 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,22),(21,24),-0.0618572 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,22),(21,25),-0.0398114 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,22),(21,26),-0.039493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,23),(21,24),-0.024423 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,23),(21,25),-0.044558 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,23),(21,26),-0.0169708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,24),(21,25),-0.0478554 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,24),(21,26),0.039331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,25),(21,26),-0.0364107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,21),(21,20),-0.0195663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,19),0.257706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,18),0.227665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,17),0.0904751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,16),0.254706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,15),0.228596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,13),0.110339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,12),0.0937881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,11),0.254697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,7),-0.0536678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,5),-0.114845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,3),-0.125268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,21),(21,21),(21,-1),-0.229092 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,21),(21,20),(21,19),0.0818458 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,18),0.107857 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,17),0.104382 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,16),0.0818458 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,15),0.107857 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,13),0.119139 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,12),0.159881 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,11),0.0818458 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,7),-0.128343 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,5),-0.128864 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,3),-0.12623 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,20),(21,-1),-0.0665622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,19),(21,18),0.0762827 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,17),0.132815 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,16),0.0976561 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,15),0.0763135 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,13),0.122761 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,12),0.108593 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,11),0.0976561 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,7),-0.134953 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,5),-0.151794 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,3),-0.128646 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,19),(21,-1),-0.0385639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,18),(21,17),0.191519 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,18),(21,16),0.129691 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,18),(21,15),0.116407 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,18),(21,13),0.115384 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,18),(21,12),0.115305 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,18),(21,11),0.129691 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,18),(21,7),-0.12561 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,18),(21,5),-0.126941 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,18),(21,3),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,18),(21,-1),-0.143149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,17),(21,16),0.0610677 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,17),(21,15),0.113925 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,17),(21,13),0.114566 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,17),(21,12),0.0873158 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,17),(21,11),0.0610677 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,17),(21,7),-0.124966 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,17),(21,5),-0.127978 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,17),(21,3),-0.130508 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,17),(21,-1),-0.0651189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,16),(21,15),0.0763135 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,16),(21,13),0.122761 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,16),(21,12),0.108593 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,16),(21,11),0.0978489 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,16),(21,7),-0.134953 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,16),(21,5),-0.151794 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,16),(21,3),-0.128646 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,16),(21,-1),-0.0414376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,15),(21,13),0.115384 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,15),(21,12),0.115305 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,15),(21,11),0.129942 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,15),(21,7),-0.12561 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,15),(21,5),-0.126941 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,15),(21,3),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,15),(21,-1),-0.142853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,13),(21,12),0.102345 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,13),(21,11),0.134048 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,13),(21,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,13),(21,5),-0.124917 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,13),(21,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,13),(21,-1),-0.119002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,12),(21,11),0.0685244 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,12),(21,7),-0.127276 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,12),(21,5),-0.139192 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,12),(21,3),-0.125215 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,12),(21,-1),-0.109233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,11),(21,7),-0.134953 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,11),(21,5),-0.151794 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,11),(21,3),-0.128646 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,11),(21,-1),-0.0414405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,7),(21,5),-0.151794 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,7),(21,3),-0.128646 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,7),(21,-1),-0.0400175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,5),(21,3),-0.131304 # DEPENDENCYPART_GRANDSIBL
(8,21),(21,5),(21,-1),-0.0799646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,21),(21,3),(21,-1),-0.109233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,23),(23,23),(23,24),-0.168639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,23),(23,23),(23,25),-0.0782078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,23),(23,23),(23,26),0.166784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,23),(23,24),(23,25),-0.0434133 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,24),(23,26),-0.0158263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,23),(23,25),(23,26),-0.0773858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,23),(23,23),(23,22),0.0735957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,23),(23,23),(23,21),0.110649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,23),(23,23),(23,20),0.0803946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,23),(23,23),(23,19),0.0273406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,23),(23,23),(23,18),0.0759542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,23),(23,23),(23,15),0.0735957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,23),(23,23),(23,-1),0.0179731 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,23),(23,22),(23,21),0.118306 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,22),(23,20),0.113598 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,22),(23,19),0.140916 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,22),(23,18),0.14991 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,22),(23,15),0.155587 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,22),(23,-1),-0.173376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,23),(23,21),(23,20),0.115675 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,21),(23,19),0.128202 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,21),(23,18),0.132859 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,21),(23,15),0.132859 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,21),(23,-1),-0.119525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,23),(23,20),(23,19),0.115742 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,20),(23,18),0.117305 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,20),(23,15),0.117305 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,20),(23,-1),-0.152131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,23),(23,19),(23,18),0.149044 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,19),(23,15),0.156546 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,19),(23,-1),-0.166551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,23),(23,18),(23,15),0.157013 # DEPENDENCYPART_GRANDSIBL
(8,23),(23,18),(23,-1),-0.178704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,23),(23,15),(23,-1),-0.172329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,24),(24,24),(24,25),-0.0525097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,24),(24,24),(24,26),0.180308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,24),(24,25),(24,26),-0.0364107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,24),(24,24),(24,23),0.252896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,24),(24,24),(24,20),-0.0187569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,24),(24,24),(24,19),0.256601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,24),(24,24),(24,17),0.0904019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,24),(24,24),(24,16),0.253601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,24),(24,24),(24,-1),-0.22596 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,24),(24,23),(24,20),0.166682 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,23),(24,19),0.0978272 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,23),(24,17),0.128749 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,23),(24,16),0.0978319 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,23),(24,-1),-0.0411093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,24),(24,20),(24,19),0.0824996 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,20),(24,17),0.104385 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,20),(24,16),0.0824996 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,20),(24,-1),-0.066637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,24),(24,19),(24,17),0.128749 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,19),(24,16),0.0976392 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,19),(24,-1),-0.0375276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,24),(24,17),(24,16),0.0611016 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,17),(24,-1),-0.0687593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,24),(24,16),(24,-1),-0.0404013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,25),(25,25),(25,26),-0.0594877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,25),(25,25),(25,-1),-0.0746485 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,7),0.107145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,26),-0.0338357 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,7),(6,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,7),(6,26),-0.137297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,9),(6,26),-0.127363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,6),(6,5),-0.0398272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,4),-0.0505189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,3),-0.045358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,2),-0.0377013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,6),(6,6),(6,-1),0.0117141 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,6),(6,5),(6,4),-0.0420032 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,3),-0.0431843 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,2),-0.0420025 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,5),(6,-1),-0.0422053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,4),(6,3),-0.0422205 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,4),(6,-1),-0.0498255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,3),(6,2),-0.0420605 # DEPENDENCYPART_GRANDSIBL
(9,6),(6,3),(6,-1),-0.0454831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,6),(6,2),(6,-1),-0.0533671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,8),0.108856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,9),-0.125033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,7),(7,11),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,12),-0.125135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,26),-0.0680809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,8),(7,9),0.0299876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,8),(7,11),-0.0172403 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,12),0.0170997 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,8),(7,26),-0.131759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,9),(7,11),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,9),(7,26),-0.151557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,11),(7,12),-0.124921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,11),(7,26),-0.15474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,12),(7,26),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,7),(7,6),-0.0410254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,5),-0.0311602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,4),-0.0382137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,3),-0.0681913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,2),-0.0274938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,1),-0.0411346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,7),(7,7),(7,-1),-0.0824894 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,6),(7,5),-0.043211 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,4),-0.0472873 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,3),-0.0446911 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,2),-0.0414734 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,1),-0.0472873 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,6),(7,-1),-0.0709975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,5),(7,4),-0.0420004 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,3),-0.0463507 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,2),-0.0425295 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,1),-0.0420004 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,-1),-0.0378094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,4),(7,3),-0.0446911 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,2),-0.0414921 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,1),-0.0472872 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,-1),-0.0681674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,3),(7,2),-0.0451101 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,3),(7,1),-0.0459165 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,3),(7,-1),-0.0675487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,2),(7,1),-0.045299 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,2),(7,-1),-0.0486912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,1),(7,-1),-0.0711066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,11),-0.028533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
