# _root_ Humana contends that $ 8,000 represents an extreme case and that its regular charge for lithotripsy is $ 4,900 .
#goldHeads=2,0,6,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
#predictedHeads=2,0,10,5,6,10,9,9,6,2,17,14,14,17,14,15,10,19,17,2,
(15,17),(17,16),(17,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,11),-0.12993 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,7),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,6),-0.125038 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,3),-0.12993 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,2),-0.125038 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),-0.105067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,15),(17,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,11),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,3),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,-1),-0.14799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,14),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,11),-0.12993 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,7),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,6),-0.125038 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,3),-0.12993 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,2),-0.125038 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,-1),-0.105069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,13),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,-1),-0.144037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,11),(17,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,3),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,-1),-0.163619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,10),(17,9),0.105621 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,8),0.131258 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,7),0.0782129 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,6),0.064025 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,5),0.165459 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,4),0.120753 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,3),0.121304 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,2),0.0980806 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,1),0.0718608 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,10),(17,-1),-0.127286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,9),(17,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,7),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,6),-0.125038 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,3),-0.12993 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,2),-0.125038 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,9),(17,-1),-0.105569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,8),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,8),(17,-1),-0.144037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,7),(17,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,3),-0.124903 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,7),(17,-1),-0.168677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,6),(17,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,3),-0.1256 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,1),-0.124913 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,6),(17,-1),-0.127865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,5),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,5),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,5),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,5),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,5),(17,-1),-0.137198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,4),(17,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,4),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,4),(17,1),-0.12563 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,4),(17,-1),-0.116597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,3),(17,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,3),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,3),(17,-1),-0.163619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,2),(17,1),-0.124913 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,2),(17,-1),-0.127865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,1),(17,-1),-0.105067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,19),-0.087861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,21),-0.078555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,19),(18,20),-0.0385482 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,21),-0.044181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,20),(18,21),-0.0439622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,16),0.13695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,15),0.139087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,18),(18,14),-0.124993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,13),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,-1),-0.365278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,16),(18,15),0.117761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,16),(18,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,16),(18,-1),-0.0967733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,15),(18,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,13),-0.12506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,15),(18,-1),-0.133253 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,14),(18,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,14),(18,-1),-0.0967748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,13),(18,-1),-0.105911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,20),-0.0515655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,21),0.00372379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,20),(19,21),-0.0519118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,19),(19,18),0.0829837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,16),0.0737808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,15),0.117936 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,19),(19,14),-0.126009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,11),-0.125094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,19),(19,-1),-0.105214 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,18),(19,16),0.127236 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,15),0.104757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,18),(19,14),-0.124886 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,18),(19,-1),-0.151427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,15),0.118637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,16),(19,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,16),(19,-1),-0.110608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,15),(19,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,19),(19,15),(19,-1),-0.1419 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,19),(19,14),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(15,19),(19,14),(19,-1),-0.110608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,19),(19,11),(19,-1),-0.142436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,7),(7,8),0.104115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,9),0.115578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,10),0.112575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,7),(7,7),(7,21),0.0988971 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,7),(7,8),(7,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,8),(7,21),-0.139677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,9),(7,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(16,7),(7,9),(7,21),-0.130806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,10),(7,21),-0.131514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,7),(7,7),(7,-1),0.163194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,12),(12,21),-0.0103535 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,12),(12,-1),0.0616995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,15),0.106784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,16),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,18),-0.133278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,21),0.00893259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,15),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,21),-0.166019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,16),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,21),-0.1213 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,18),(13,21),-0.143265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,12),-0.0576389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,11),0.0362328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,9),-0.0433981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,8),-0.0741053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,-1),0.0357114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,12),(13,11),-0.0420179 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,-1),-0.0685913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,11),(13,9),-0.0442671 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,8),-0.0367002 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,-1),0.023063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,9),(13,8),-0.0422944 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,9),(13,-1),0.00304055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,8),(13,-1),-0.0264195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,15),0.193175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,16),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,17),-0.155706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,18),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,19),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,20),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,21),0.0262669 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,15),(14,17),-0.125166 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,21),-0.0886061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,17),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,19),-0.125238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,20),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,21),-0.137817 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,17),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,21),-0.177164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,18),(14,19),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,21),-0.126714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,19),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,21),-0.12332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,20),(14,21),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),-0.0594894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,12),-0.0397404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,11),-0.0482222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,10),-0.0502728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,9),-0.183463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,8),-0.0594894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,7),-0.0671381 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,5),-0.147138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),0.102176 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,12),-0.0345984 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,11),-0.0377032 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,10),-0.0427844 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,9),-0.0605726 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,8),-0.0574238 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,7),-0.048183 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,5),-0.0407447 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,-1),-0.0500498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,12),(14,11),-0.04201 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,9),-0.0433027 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,5),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,-1),-0.00734649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,11),(14,10),-0.0342823 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,9),-0.040994 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,8),-0.0407282 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,7),-0.042426 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,5),-0.0423614 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,-1),-0.0818022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,10),(14,9),0.238215 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,8),0.241395 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,7),0.0438934 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,5),0.174529 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,-1),-0.0337052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,9),(14,8),-0.0479565 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,9),(14,7),-0.0360567 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,9),(14,5),-0.0469336 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,9),(14,-1),0.00215132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,8),(14,7),-0.048183 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,5),-0.0407447 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,-1),-0.050016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,7),(14,5),-0.0432428 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,-1),-0.058881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,5),(14,-1),-0.148358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,16),-0.144861 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,17),-0.126125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,19),-0.125204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,21),-0.0403346 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,16),(15,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,21),-0.148626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,17),(15,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,21),-0.124542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,18),(15,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,21),-0.13285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,19),(15,21),-0.0951586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,14),0.0907151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,13),-0.0432549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,-1),-0.382232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,14),(15,13),-0.04474 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,14),(15,-1),0.0531855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,13),(15,-1),-0.0387723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,18),-0.00480915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
