# _root_ As the campaign hits the home stretch , however , voters still have very little idea what they can expect from him .
#goldHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
#predictedHeads=4,3,4,13,7,7,4,13,13,13,13,13,0,15,16,13,20,19,16,19,20,21,13,
(9,11),(11,11),(11,20),-0.0255319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,21),-0.0296655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,23),-0.0433719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,24),-0.0827086 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,12),(11,13),-0.0431016 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,14),-0.0422675 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,15),-0.0421158 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,16),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,20),-0.0430995 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,21),-0.0399766 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,24),-0.0346057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,13),(11,14),-0.0420762 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,15),-0.0421612 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,16),-0.0381109 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,20),-0.0422965 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,21),-0.0426517 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,23),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,24),0.00171301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,14),(11,15),-0.0421087 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,16),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,20),-0.0428555 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,21),-0.0399766 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,24),-0.0345755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,15),(11,16),-0.0357906 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,20),-0.0358249 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,21),-0.0435809 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,15),(11,24),-0.00276259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,16),(11,19),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,20),-0.0430533 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,21),-0.0433259 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,24),-0.0772351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,19),(11,20),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,19),(11,21),-0.0420192 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,19),(11,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,19),(11,24),-0.050125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,20),(11,21),-0.0426517 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,20),(11,23),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,20),(11,24),-0.00185654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,21),(11,23),-0.042072 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,21),(11,24),-0.0194265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,23),(11,24),-0.0434817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,10),0.0961034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,9),0.119482 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,7),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,6),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,3),-0.125302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,1),-0.128601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,-1),-0.174493 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,10),(11,9),0.117237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,10),(11,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,7),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,6),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,3),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,1),-0.126797 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,-1),-0.125529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,9),(11,8),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,7),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,6),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,3),-0.125065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,1),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,-1),-0.144701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,8),(11,7),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,6),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,3),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,1),-0.126797 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,-1),-0.125529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,7),(11,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,-1),-0.0794654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,6),(11,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,-1),-0.0794835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,5),(11,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,-1),-0.119414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,3),(11,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,3),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,3),(11,-1),-0.0794654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,2),(11,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,2),(11,-1),-0.119414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,1),(11,-1),-0.116589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,14),-0.0202218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),-0.0555342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),-0.0602727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),-0.0479291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,21),-0.084414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,24),0.0607137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,14),(12,15),-0.0420066 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,16),-0.0422389 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,21),-0.0453828 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,24),-0.00695016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.0420629 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,19),-0.0420163 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,21),-0.0421097 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,24),-0.0640537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,21),-0.0426941 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,24),-0.0702283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,19),(12,21),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,24),-0.0479544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,21),(12,24),-0.0755926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.105893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.105256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,7),-0.125558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,6),-0.125558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,3),-0.125558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,1),-0.126185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.102004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.119153 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.140284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,1),-0.125006 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.121088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,7),(12,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,-1),-0.140284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,6),(12,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,-1),-0.140284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,3),(12,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,-1),-0.140284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,1),(12,-1),-0.151961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.0318755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,15),-0.0530773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,16),-0.0798182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,19),-0.041595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,20),-0.0585327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,21),-0.0385155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,24),0.0817366 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),-0.040475 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,16),-0.044334 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,19),-0.0420014 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,20),-0.0416622 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,21),-0.0461251 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,24),-0.0419976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,19),-0.0420019 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,20),-0.0372027 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,21),-0.0399711 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,23),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,24),-0.0644407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,16),(13,19),-0.0420002 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,20),-0.0303675 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,21),-0.0470963 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,23),-0.0453164 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,16),(13,24),-0.0730761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,19),(13,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,21),-0.0420109 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,24),-0.0420237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,20),(13,21),-0.0425565 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,24),-0.0235072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,21),(13,23),-0.0419998 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,24),-0.0644224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,23),(13,24),-0.047371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.13058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,11),0.138419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,10),0.127629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,9),0.130692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,13),(13,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,7),-0.126685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,6),-0.126685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,4),-0.125525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,3),-0.126685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,1),-0.125794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),-0.193776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,11),0.121208 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,10),0.118359 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,9),0.116451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,12),(13,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.14806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,10),0.103017 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,9),0.123163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,8),-0.124892 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,7),-0.124902 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,6),-0.124902 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,3),-0.124902 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,1),-0.125033 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,-1),-0.16916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,9),0.115808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,4),-0.125465 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,1),-0.126793 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,-1),-0.11904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,9),(13,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,4),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,-1),-0.147795 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,8),(13,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,4),-0.125465 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,1),-0.126793 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,-1),-0.11904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,7),(13,6),-0.124902 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,3),-0.124902 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,1),-0.125033 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,-1),-0.16916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,6),(13,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,3),-0.124902 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,1),-0.125033 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,-1),-0.16916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,5),(13,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,5),(13,-1),-0.131016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,4),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,1),-0.124931 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,-1),-0.13678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,3),(13,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,1),-0.125033 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,-1),-0.16916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,2),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,2),(13,-1),-0.131016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,1),(13,-1),0.00651198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.0555993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.0607202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.0479291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),-0.060167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,21),-0.0844273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,23),-0.0428552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,24),0.0439324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),-0.0420629 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0420163 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),-0.0363443 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,21),-0.0421097 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,24),-0.0641188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,20),-0.042138 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,21),-0.0426941 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,24),-0.0706319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,19),(14,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,21),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
