# _root_ The buy-back , coupled with a nearly completed earlier purchase of 20 million shares , would reduce shares outstanding by more than 26 % .
#goldHeads=2,16,2,2,4,10,8,10,10,5,10,13,14,11,2,0,16,17,18,17,22,24,22,20,16,
#predictedHeads=2,16,2,2,4,10,8,10,10,5,10,13,14,11,2,0,16,17,18,17,22,24,22,20,16,
(8,7),(7,10),(7,26),-0.143516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,11),(7,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,14),-0.144815 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,26),-0.107882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,12),(7,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,12),(7,26),-0.141657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,13),(7,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,26),-0.141657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,14),(7,26),-0.143519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,6),-0.0054125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,5),-0.0208283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,3),-0.0447221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,2),0.00359063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),0.0527162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,6),(7,5),-0.0143244 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,3),-0.0198743 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,2),-0.0127522 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,-1),-0.0247381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,5),(7,3),-0.0134622 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,2),-0.0220434 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,-1),-0.0299707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,3),(7,2),-0.0275077 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,3),(7,-1),-0.0635737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,2),(7,-1),0.0541248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,11),-0.10409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,26),-0.100697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,11),(9,26),-0.0175347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,7),-0.145971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,-1),-0.254195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,7),(9,-1),-0.205179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,11),-0.0859082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,12),-0.00747355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,13),-0.00747114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,14),0.0290378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,15),0.0605582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,16),-0.0676467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,17),-0.0325951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,18),0.0290378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,19),-0.00367115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,20),-0.0744331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,22),-0.0669107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,24),0.047085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,25),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,26),0.0622371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,11),(10,12),-0.0301153 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,13),-0.0306412 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,14),-0.0368896 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,15),0.0405459 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,16),-0.0186643 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,17),-0.025186 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,18),-0.0368896 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,19),-0.0128341 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,20),-0.0221986 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,22),0.00433126 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,24),-0.0384277 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,25),-0.0214351 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,11),(10,26),-0.0384098 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,12),(10,13),-0.0268989 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,14),-0.0273402 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,15),-0.030286 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,16),-0.019547 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,17),-0.017874 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,18),-0.0273402 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,19),-0.0217313 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,20),-0.0273612 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,22),-0.0265853 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,24),-0.0281529 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,12),(10,26),0.00400668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,13),(10,14),-0.0267554 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,15),-0.0312619 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,16),-0.019547 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,17),-0.0179071 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,18),-0.0267554 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,19),-0.0217041 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,20),-0.0254223 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,22),-0.0246464 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,24),-0.0275682 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,13),(10,26),-0.00126662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,14),(10,15),-0.0604166 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,16),-0.0231323 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,17),-0.00605526 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,18),-0.0140812 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,19),-0.0187255 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,20),-0.0304503 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,22),-0.0309266 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,24),-0.00668147 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,25),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,14),(10,26),-0.0118307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,15),(10,16),0.0301721 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,17),-0.0076857 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,18),-0.05205 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,19),0.00590383 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,20),-0.0230167 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,22),-0.0227109 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,24),-0.0506989 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,25),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,15),(10,26),-0.0668971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,16),(10,17),-0.0230848 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,18),-0.0210195 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,19),-0.0198716 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,20),-0.0204068 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,22),-0.0204067 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,24),-0.0219792 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,25),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,16),(10,26),0.0207669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,17),(10,18),-0.0298727 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,19),-0.0191176 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,20),-0.00120952 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,22),-0.00106964 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,24),-0.0310567 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,25),-0.0198145 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,17),(10,26),-0.033745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,18),(10,19),-0.0187255 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,18),(10,20),-0.0304503 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,18),(10,22),-0.0309266 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,18),(10,24),-0.00668147 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,18),(10,25),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,18),(10,26),-0.0118307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,19),(10,20),-0.0212257 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,19),(10,22),-0.0266096 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,19),(10,24),0.00484867 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,19),(10,25),-0.0194731 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,19),(10,26),-0.00842949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,20),(10,22),0.0114006 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,20),(10,24),-0.0363922 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,20),(10,25),-0.0213922 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,20),(10,26),-0.0756295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,22),(10,24),-0.0381393 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,22),(10,25),-0.0213922 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,22),(10,26),-0.0253834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,24),(10,25),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,24),(10,26),-0.00378418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,25),(10,26),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,9),0.119339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,8),0.138062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,7),-0.145925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,6),-0.149664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,5),-0.0586032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,4),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,3),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,2),-0.0539914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,1),-0.149597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,-1),-0.186618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,9),(10,8),0.103946 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,7),-0.14478 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,6),-0.149808 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,5),-0.145404 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,4),-0.144769 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,3),-0.144877 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,2),-0.14492 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,1),-0.148262 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,9),(10,-1),-0.0832543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,8),(10,7),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,6),-0.148975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,5),-0.146801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,4),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,3),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,2),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,1),-0.150335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,8),(10,-1),-0.132211 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,7),(10,6),-0.144766 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,5),-0.145149 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,4),-0.145353 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,3),-0.144746 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,2),-0.144852 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,1),-0.144754 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,7),(10,-1),-0.111051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,6),(10,5),-0.127326 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,4),-0.144724 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,2),-0.144889 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,1),-0.145935 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,6),(10,-1),-0.170131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,5),(10,4),-0.143809 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,5),(10,3),-0.148968 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,5),(10,2),-0.14562 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,5),(10,1),-0.144717 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,5),(10,-1),-0.0464108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,4),(10,3),-0.161397 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,4),(10,2),-0.142064 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,4),(10,1),-0.150335 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,4),(10,-1),-0.136677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,3),(10,2),-0.161414 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,3),(10,1),-0.145343 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,3),(10,-1),-0.136323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,2),(10,1),-0.143515 # DEPENDENCYPART_GRANDSIBL
(8,10),(10,2),(10,-1),-0.117359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,1),(10,-1),-0.224063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,12),0.082382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,13),0.0969267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,14),-0.0230921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,15),-0.0420353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,16),-0.040257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,17),0.0443729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,18),-0.0230921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,26),-0.143344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,12),(11,13),-0.0245895 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,14),-0.00709859 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,15),-0.00209081 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,16),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,17),-0.021497 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,18),-0.00709859 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,26),0.00685139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,13),(11,14),-0.00326665 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,15),-0.00213243 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,16),-0.0194407 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,17),-0.0216171 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,18),-0.00326665 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,26),0.0120594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,14),(11,15),-0.0322798 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,16),-0.020353 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,17),-0.0316712 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,18),-0.0547473 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,26),0.0358008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,15),(11,16),-0.0198857 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,17),-0.0206369 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,18),-0.0242316 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,26),0.0294418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,16),(11,17),-0.019489 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,18),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,26),-0.0486908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,17),(11,18),-0.0236766 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,26),-0.0268898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,18),(11,26),0.0358008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,10),0.100138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,9),0.0537345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,-1),-0.0864007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,10),(11,9),0.108765 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,-1),-0.173567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,-1),-0.160943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,13),-0.047782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,15),-0.0252446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,16),-0.0252766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,17),-0.0150775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,21),-0.00440406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,26),-0.172389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,13),(12,15),-0.0204582 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,17),-0.0194437 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,21),-0.0217305 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,26),-0.0450903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,15),(12,16),-0.013251 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,17),-0.0339213 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,21),-0.0161797 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,26),-0.0389424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,16),(12,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,26),-0.0158944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,17),(12,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,26),-0.0224603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,21),(12,26),-0.0213889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,11),0.169969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,-1),-0.408491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,11),(12,-1),-0.0846709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,15),-0.0252813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,16),-0.0255675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,21),-0.0047964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,26),-0.181991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,15),(13,16),-0.0133341 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,21),-0.0161819 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,15),(13,26),-0.0389424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,16),(13,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,16),(13,26),-0.0162684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,21),(13,26),-0.0214451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,13),(13,12),0.131318 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,11),0.167503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,10),0.121328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,13),(13,13),(13,-1),-0.410786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,13),(13,12),(13,11),0.10827 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,10),0.109536 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,12),(13,-1),-0.15823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,11),(13,10),0.107415 # DEPENDENCYPART_GRANDSIBL
(8,13),(13,11),(13,-1),-0.0874601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,13),(13,10),(13,-1),-0.1213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,14),(14,14),(14,15),0.0582769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,16),-0.069375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,17),-0.0273302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,18),0.0264186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,19),0.0098671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,20),-0.0791145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,22),-0.0715922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,23),-0.00353193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,24),0.0444658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,25),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,14),(14,14),(14,26),0.0577252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,14),(14,15),(14,16),0.0296245 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,17),-0.0103105 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,18),-0.0528803 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,19),0.0025889 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,20),-0.0281097 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,22),-0.0278039 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,23),-0.041129 # DEPENDENCYPART_GRANDSIBL
(8,14),(14,15),(14,24),-0.0515293 # DEPENDENCYPART_GRANDSIBL
