# _root_ London-based LIT Holdings , the largest financer of traders in the Chicago options and futures markets , said yesterday it will incur a second-half loss as a result of the market plunge .
#goldHeads=3,3,18,3,7,7,3,7,8,7,16,16,14,16,14,10,3,0,18,21,18,21,25,25,22,22,28,26,28,32,32,29,18,
#predictedHeads=3,3,18,3,7,7,3,7,8,9,16,16,14,16,14,10,3,0,18,21,18,21,25,25,22,22,28,26,28,32,32,29,18,
(21,18),(18,5),(18,4),-0.0198808 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,5),(18,3),-0.0238976 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,5),(18,2),-0.0238976 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,5),(18,1),-0.0195246 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,5),(18,-1),-0.00697854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,4),(18,3),-0.0516929 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,4),(18,2),-0.0516929 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,4),(18,1),-0.0263678 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,4),(18,-1),0.0959451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,3),(18,2),0.0144514 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,3),(18,1),-0.0267201 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,3),(18,-1),-0.0953871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,2),(18,1),-0.0267201 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,2),(18,-1),-0.0953871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,1),(18,-1),-0.0186425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,20),0.103692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,21),-0.142231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,22),-0.132816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,25),-0.0993594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,26),-0.126337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,28),-0.0993665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,29),-0.126877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,32),-0.0993594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,34),-0.331349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,20),(19,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,22),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,32),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,20),(19,34),-0.151491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,21),(19,22),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,34),-0.126328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,22),(19,25),-0.145033 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,26),-0.144709 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,28),-0.145033 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,29),-0.144709 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,32),-0.145033 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,34),-0.124363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,25),(19,26),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,25),(19,28),-0.144716 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,25),(19,29),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,25),(19,32),-0.144716 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,25),(19,34),-0.0949069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,26),(19,28),-0.127922 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,26),(19,29),-0.144917 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,26),(19,32),-0.127922 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,26),(19,34),-0.0523981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,28),(19,29),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,28),(19,32),-0.144716 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,28),(19,34),-0.0949152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,29),(19,32),-0.119106 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,29),(19,34),-0.0575458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,32),(19,34),-0.0949075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,18),-0.0374834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,16),0.0210911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,14),-0.070334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),0.0914441 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,16),-0.0139715 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,14),-0.0197821 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,-1),-0.0540706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,16),(19,14),-0.00662805 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,-1),-0.0047067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,14),(19,-1),-0.0651762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,22),-0.134108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,34),-0.0507024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,22),(20,34),-0.136618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,-1),0.0902326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,23),-0.00307288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,24),0.00942853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,25),-0.0104965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,26),-0.0751696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,27),-0.00307288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,28),-0.00596976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,29),-0.0805116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,30),-0.00380048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,31),-0.00243996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,32),-0.00599675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,33),-0.0254201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,34),0.115347 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,23),(22,24),-0.0195252 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,25),-0.0241077 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,26),-0.00901463 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,27),-0.0194506 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,28),-0.0241077 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,29),-0.0132185 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,30),-0.0194563 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,31),-0.0241077 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,32),-0.0241077 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,33),-0.0197148 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,34),-0.00916978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,24),(22,25),-0.027688 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,26),-0.040887 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,27),-0.0201248 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,28),-0.027688 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,29),-0.0396256 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,30),-0.0201311 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,31),-0.027688 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,32),-0.027688 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,33),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,34),-0.0186203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,25),(22,26),-0.0367342 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,27),-0.0233879 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,28),0.0147544 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,29),-0.032213 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,30),-0.0235066 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,31),0.0147513 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,32),0.0147544 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,33),-0.0223274 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,34),-0.0902641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,26),(22,27),-0.0223844 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,28),-0.0154257 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,29),-0.00925589 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,30),-0.0223915 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,31),-0.0154841 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,32),-0.0154257 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,33),-0.0227388 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,34),0.0183661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,27),(22,28),-0.0241077 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,27),(22,29),-0.0132185 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,27),(22,30),-0.0194563 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,27),(22,31),-0.0241077 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,27),(22,32),-0.0241077 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,27),(22,33),-0.0197148 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,27),(22,34),-0.00916978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,28),(22,29),-0.029149 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,28),(22,30),-0.0235066 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,28),(22,31),0.0147513 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,28),(22,32),0.0147544 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,28),(22,33),-0.0223274 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,28),(22,34),-0.0880833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,29),(22,30),-0.022405 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,29),(22,31),-0.0172685 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,29),(22,32),-0.0172101 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,29),(22,33),-0.0227388 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,29),(22,34),0.0172163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,30),(22,31),-0.0238976 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,30),(22,32),-0.0238976 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,30),(22,33),-0.0197148 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,30),(22,34),-0.00692556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,31),(22,32),0.0191063 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,31),(22,33),-0.0223274 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,31),(22,34),-0.0965959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,32),(22,33),-0.0223274 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,32),(22,34),-0.0880833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,33),(22,34),-0.0418581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,21),0.100708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,20),-0.154043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,19),-0.138918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,7),-0.138918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,-1),-0.157025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,21),(22,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,19),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,7),-0.144709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,-1),-0.148783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,20),(22,19),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,7),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,-1),-0.17733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,19),(22,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,-1),-0.13417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,7),(22,-1),-0.13417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,27),-0.0165364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,28),-0.0174486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,29),-0.012248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,31),-0.0174454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,32),-0.0174436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,34),0.0858004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,27),(26,28),-0.019441 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,29),-0.0194446 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,31),-0.019441 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,32),-0.019441 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,34),-0.0164338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,28),(26,29),-0.0194925 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,31),-0.020387 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,32),-0.020387 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,34),-0.016464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,29),(26,31),-0.0202614 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,29),(26,32),-0.0202614 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,29),(26,34),-0.0169943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,31),(26,32),-0.020387 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,31),(26,34),-0.0164658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,32),(26,34),-0.016464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,25),0.0958363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,24),0.0833549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,-1),0.0184017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,25),(26,24),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,-1),-0.139011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,24),(26,-1),-0.165103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,29),(29,30),-0.0126122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,31),-0.0190877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,32),-0.0190859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,34),0.0574781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,29),(29,30),(29,31),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,30),(29,32),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,30),(29,34),-0.0124965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,31),(29,32),-0.020387 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,31),(29,34),-0.018086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,32),(29,34),-0.0180842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,29),(29,28),0.0825421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,27),0.0971226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,25),0.0785646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,29),(29,29),(29,-1),0.0168656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,29),(29,28),(29,27),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,25),0.109239 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,28),(29,-1),-0.152328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,27),(29,25),0.109479 # DEPENDENCYPART_GRANDSIBL
(21,29),(29,27),(29,-1),-0.151698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,29),(29,25),(29,-1),-0.156307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,33),(33,33),(33,34),0.0380458 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,33),(33,33),(33,32),0.0999154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,-1),-0.0634362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,33),(33,32),(33,-1),-0.150306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,7),(7,8),0.12884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,9),0.0203623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,10),0.179816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,11),0.0974144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,12),0.0235967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,13),0.023598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,14),0.118138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,15),0.0188326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,16),0.0231807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,17),0.0499275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,18),0.117369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,19),0.0339025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,21),0.0993013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,22),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,25),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,26),-0.0590097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,7),(7,7),(7,34),-0.184312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,7),(7,8),(7,9),0.113451 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,10),0.0713511 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,11),0.103882 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,12),0.113451 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,13),0.113451 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,14),0.124397 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,15),0.112832 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,16),0.113451 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,17),0.0786703 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,18),0.111336 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,19),0.112681 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,21),0.106959 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,22),-0.141433 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,25),-0.145853 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,26),-0.144948 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,8),(7,34),-0.0633154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,9),(7,10),0.0905377 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,11),0.021 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,12),0.104443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,13),0.104442 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,14),0.137431 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,15),0.104066 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,16),0.104442 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,17),0.137209 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,18),0.129186 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,19),0.104135 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,21),0.109039 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,22),-0.145067 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,25),-0.139044 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,26),-0.141971 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,9),(7,34),-0.117044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,10),(7,11),0.104878 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,12),0.122981 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,13),0.122981 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,14),0.120309 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,15),0.122362 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,16),0.122981 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,17),0.0855171 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,18),0.121291 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,19),0.122211 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,21),0.111255 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,22),-0.144827 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,25),-0.146059 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,26),-0.144855 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,10),(7,34),-0.0522787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,11),(7,12),0.122223 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,13),0.122227 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,14),0.100464 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,15),0.122227 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,16),0.122227 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,17),0.106131 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,18),0.1201 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,19),0.122184 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,21),0.109534 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,22),-0.144729 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,25),-0.144795 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,26),-0.134871 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,11),(7,34),-0.226776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,7),(7,12),(7,13),0.104443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,14),0.137431 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,15),0.104067 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,16),0.104443 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,17),0.139805 # DEPENDENCYPART_GRANDSIBL
(22,7),(7,12),(7,18),0.129826 # DEPENDENCYPART_GRANDSIBL
