# _root_ In New York Stock Exchange composite trading yesterday , Bear Stearns shares closed at $ 13.625 , down 25 cents .
#goldHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
#predictedHeads=13,7,7,7,7,7,1,13,13,12,12,13,0,13,14,15,13,13,20,18,13,
(18,20),(20,15),-0.706868 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.561079 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.736975 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.765355 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),1.32228 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.327712 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.164097 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),0.0252467 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),-0.527143 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),-0.811604 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),-0.625183 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),-0.314157 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.60509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.688114 # DEPENDENCYPART_GRANDPAR
(19,14),(14,21),-1.08133 # DEPENDENCYPART_GRANDPAR
(19,15),(15,1),-0.556118 # DEPENDENCYPART_GRANDPAR
(19,15),(15,12),-0.15129 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.481158 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.509481 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.597014 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.213041 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.56228 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.580257 # DEPENDENCYPART_GRANDPAR
(19,15),(15,21),-1.04787 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.0881772 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.328719 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.42797 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.574895 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.297083 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.580787 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.350462 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.319713 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.408473 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.58677 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.600132 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-1.04223 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.975182 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.718977 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.830218 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.00002 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.18958 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.06931 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.789709 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.14038 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.620981 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.645562 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.84637 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.908843 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.783431 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.959945 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.754449 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.725552 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.619473 # DEPENDENCYPART_GRANDPAR
(20,1),(1,21),-0.944989 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-1.19843 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.657657 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),-0.813695 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.820564 # DEPENDENCYPART_GRANDPAR
(20,12),(12,5),-0.785814 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.93699 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.794326 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.670171 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.347549 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.650701 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.722767 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.483895 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.638641 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.375365 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.432725 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.530857 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.42225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.967823 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.409265 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.433474 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.75887 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.424421 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.489283 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.279182 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.43394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.948338 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-1.32026 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.535215 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.767523 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.528712 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.628728 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.543148 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.0628515 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.35708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.935953 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.383511 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.321696 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.393945 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.43467 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.445703 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.36128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,18),-0.591841 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.255952 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.448819 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.0683195 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.37495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.928766 # DEPENDENCYPART_GRANDPAR
(20,19),(19,14),-0.353816 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.410339 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.330279 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.383304 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.619256 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.36128 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,20),-1.00334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,1),-0.734394 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.334995 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.226759 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.283441 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.717816 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.561416 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.301577 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.627431 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.83645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
