# _root_ Kellogg suspended work on a $ 1 billion cereal plant , indicating a pessimistic outlook by the cereal maker , which has been losing market share .
#goldHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
#predictedHeads=2,0,2,3,10,10,6,6,10,4,2,2,15,15,12,15,19,19,16,19,22,19,22,23,26,24,2,
(9,12),(12,18),(12,27),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,28),-0.0425054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,19),(12,20),-0.0669039 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,22),-0.053799 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,23),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,24),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,26),-0.0350922 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,27),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,19),(12,28),-0.0426599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,20),(12,22),-0.0772414 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,23),-0.0757796 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,24),-0.0757792 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,26),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,20),(12,28),-0.0932716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,22),(12,23),-0.0437363 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,22),(12,24),-0.0437064 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,22),(12,26),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,22),(12,27),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,22),(12,28),-0.0912945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,23),(12,24),-0.0440326 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,23),(12,26),-0.0470043 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,23),(12,27),-0.0432331 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,23),(12,28),-0.0981387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,24),(12,26),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,24),(12,27),-0.0419652 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,24),(12,28),-0.0855533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,26),(12,27),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,26),(12,28),-0.0507586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,27),(12,28),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.139981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.162864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,4),-0.154567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,3),-0.175355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,2),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),0.0550111 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.117642 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,4),-0.125601 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,3),-0.125259 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,2),-0.127089 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,4),-0.126267 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,2),-0.125221 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.0289091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,4),(12,3),-0.125085 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,2),-0.124989 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,-1),-0.164951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,3),(12,2),-0.125221 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,-1),-0.02922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,2),(12,-1),-0.146226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,16),-0.0453225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,18),-0.184017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,19),-0.18401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,20),0.138939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,22),0.0450467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,23),0.0469062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,24),0.0469162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,26),-0.177029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,28),0.0960327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,18),-0.0412902 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,19),-0.041355 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,20),-0.0705353 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,22),-0.0445868 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,23),-0.044426 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,24),-0.0444238 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,26),-0.041423 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,28),-0.0851714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,18),(15,19),-0.0133131 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,20),-0.0517524 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,22),-0.0434787 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,23),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,24),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,26),-0.014254 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,18),(15,28),0.00183014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,19),(15,20),-0.0519405 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,22),-0.0435129 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,23),-0.0430198 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,24),-0.0430198 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,26),-0.0144607 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,28),-0.000156341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,20),(15,22),-0.116939 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,23),-0.117144 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,24),-0.117144 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,26),0.134161 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,28),-0.0437723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,22),(15,23),-0.0453514 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,24),-0.0453509 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,26),-0.0484175 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,22),(15,28),-0.013562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,23),(15,24),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,23),(15,26),-0.0484128 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,23),(15,28),-0.0125971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,24),(15,26),-0.0484195 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,24),(15,28),-0.0125765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,26),(15,28),0.00886311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.0943866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,13),0.145083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,5),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),0.0240859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,13),0.141174 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,-1),-0.15736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,13),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,-1),-0.0982233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,5),(15,-1),-0.0982233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,20),0.137652 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,22),0.0453762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,23),0.0472357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,24),0.0472456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,26),-0.177634 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,27),0.0853432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,28),0.0820914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,20),(19,22),-0.114306 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,23),-0.11451 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,24),-0.11451 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,26),0.132683 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,27),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,20),(19,28),-0.0444323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,22),(19,23),-0.0453514 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,24),-0.0453509 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,26),-0.0484175 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,22),(19,28),-0.00688742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,23),(19,24),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,26),-0.0484128 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,23),(19,28),-0.00592252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,24),(19,26),-0.0484195 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,24),(19,27),-0.0421587 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,24),(19,28),-0.00590195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,26),(19,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,26),(19,28),0.00762546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,27),(19,28),0.0957611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,18),0.151444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,17),0.117545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,16),0.188347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,15),0.151445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,14),0.0964254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,13),0.149441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,5),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,-1),0.00777771 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,18),(19,17),0.13842 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,16),0.113091 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,15),0.108116 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,14),0.148818 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,13),0.181001 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,5),-0.125509 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,18),(19,-1),-0.149329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,17),(19,16),0.113853 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,15),0.147667 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,14),0.14432 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,13),0.115294 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,17),(19,-1),-0.146932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,16),(19,15),0.116739 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,14),0.121044 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,13),0.117102 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,16),(19,-1),-0.102659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,15),(19,14),0.148827 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,13),0.181001 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,5),-0.125509 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,15),(19,-1),-0.149329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,14),(19,13),0.143828 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,14),(19,-1),-0.158914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,13),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,19),(19,13),(19,-1),-0.0848544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,5),(19,-1),-0.0848544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,1),(1,2),0.127796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,3),0.151354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,4),0.181229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,6),0.101127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,10),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,1),(1,11),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,20),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,28),0.0223516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,2),(1,3),0.129529 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,4),0.117402 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,6),0.119161 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,10),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,2),(1,11),-0.125503 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,20),-0.125503 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,28),-0.171979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,3),(1,4),0.115165 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,6),0.127998 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,10),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,3),(1,11),-0.126785 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,20),-0.126785 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,28),-0.146395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,4),(1,6),0.11915 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,4),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,4),(1,11),-0.124891 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,4),(1,20),-0.124891 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,4),(1,28),-0.104201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,6),(1,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,6),(1,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,6),(1,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,6),(1,28),-0.126714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,10),(1,11),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,10),(1,20),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,10),(1,28),-0.14638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,11),(1,20),-0.125325 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,11),(1,28),0.00902476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,20),(1,28),0.00902476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,1),(1,-1),0.102572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,3),0.163953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,4),0.207749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,5),0.110191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,6),0.107897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,7),0.0686028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,8),0.0699453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,9),0.164788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,10),-0.175297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,11),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,12),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,15),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,16),-0.155344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,20),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,22),-0.170182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,23),-0.16997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,24),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,28),0.0376566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,3),(2,4),0.10939 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,5),0.119971 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,6),0.118934 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,7),0.117956 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,8),0.117956 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,9),0.0946112 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,10),-0.124897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,3),(2,11),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,12),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,15),-0.124897 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,16),-0.126236 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,20),-0.125057 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,22),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,23),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,24),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,27),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,28),-0.0291764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,4),(2,5),0.118158 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,6),0.118467 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,7),0.118852 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,8),0.118852 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,9),0.109184 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,10),-0.125085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,4),(2,11),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,12),-0.124989 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,15),-0.125085 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,16),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,20),-0.124887 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,22),-0.124989 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,23),-0.124989 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,24),-0.124989 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,27),-0.124968 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,4),(2,28),-0.165681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,5),(2,6),0.119159 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,7),0.119127 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,8),0.119127 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,9),0.118665 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,10),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,5),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,15),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,28),-0.133996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,6),(2,7),0.119138 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,8),0.119138 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,9),0.118945 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,6),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,28),-0.131572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,7),(2,8),0.117319 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,9),0.117884 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,10),-0.124935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,7),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,12),-0.125062 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,15),-0.124935 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,16),-0.124944 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,22),-0.125062 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,23),-0.125062 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,24),-0.125062 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,28),-0.187886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,8),(2,9),0.117884 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,10),-0.124935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,8),(2,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
