# _root_ In the 45 minutes before the 9:30 opening bell , the Jacobson specialists kept getting sell orders , heavier than they imagined .
#goldHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
#predictedHeads=14,4,4,1,4,9,9,9,5,14,13,13,14,0,14,17,15,17,17,22,22,19,14,
(16,17),(17,18),(17,19),-0.0199964 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,20),-0.0257143 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,22),-0.0279695 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,24),-0.0314406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,19),(17,20),-0.0197022 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,22),-0.0195483 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,24),-0.043014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,20),(17,22),-0.0159639 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,23),-0.0194612 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,24),-0.000382619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,22),(17,23),-0.0194423 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,24),-0.0354103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,23),(17,24),-0.0194806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,16),0.0949151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,15),-0.145198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,14),-0.145198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,13),-0.145339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,12),-0.145339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,-1),-0.0837009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,16),(17,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,11),-0.144774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,-1),-0.166856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,15),(17,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,-1),-0.153035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,14),(17,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,-1),-0.153035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,13),(17,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,-1),-0.154145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,12),(17,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,-1),-0.154145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,11),(17,-1),-0.151679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,24),-0.0610814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,20),(18,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,-1),-0.187634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,19),(19,20),-0.0182565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,22),-0.0278432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,24),0.0328868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,22),-0.0200238 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,23),-0.0194952 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,24),-0.0220259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,22),(19,23),-0.0194425 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,24),-0.0281855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,23),(19,24),-0.0194434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,17),0.103389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),-0.0694471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,17),(19,-1),-0.151242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,21),-0.0413081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,22),0.012837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,23),-0.0211609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,24),-0.0819677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,21),(20,22),-0.021945 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,21),(20,24),-0.0357545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,22),(20,23),-0.0195575 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,22),(20,24),0.00491361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,23),(20,24),-0.0213962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,19),0.104442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,18),0.107721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,17),0.0796613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,15),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,-1),-0.0497519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,19),(20,18),0.109535 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,17),0.109536 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,19),(20,-1),-0.159568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,18),(20,17),0.109197 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,18),(20,-1),-0.143512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,17),(20,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,20),(20,17),(20,-1),-0.177367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,15),(20,-1),-0.149389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,23),-0.0217878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,24),0.117207 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,23),(22,24),-0.0262983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,22),(22,21),0.109024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,20),0.125904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,18),0.103823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,17),0.0963143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,16),0.113325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,15),-0.145057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,14),-0.145057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,13),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,9),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,8),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,5),-0.14498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,4),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,1),-0.14498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,22),(22,-1),-0.204547 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,21),(22,20),0.121228 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,18),0.103721 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,17),0.114815 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,16),0.109539 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,21),(22,-1),-0.142485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,20),(22,18),0.105445 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,17),0.108341 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,16),0.109405 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,13),-0.144709 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,9),-0.144709 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,8),-0.144709 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,4),-0.144709 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,20),(22,-1),-0.0651407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,18),(22,17),0.108537 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,16),0.108001 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,15),-0.145189 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,14),-0.145189 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,13),-0.144721 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,9),-0.144721 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,8),-0.144721 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,5),-0.145504 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,4),-0.144721 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,1),-0.145559 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,18),(22,-1),-0.154397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,17),(22,16),0.10911 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,15),-0.144732 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,14),-0.144732 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,5),-0.144759 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,1),-0.144759 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,17),(22,-1),-0.149179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,16),(22,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,22),(22,16),(22,-1),-0.136778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,22),(22,15),(22,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,15),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,15),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,15),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,15),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,15),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,15),(22,5),-0.144711 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,15),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,15),(22,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,15),(22,-1),-0.149071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,14),(22,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,14),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,14),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,14),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,14),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,14),(22,5),-0.144711 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,14),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,14),(22,1),-0.144711 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,14),(22,-1),-0.149071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,13),(22,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,13),(22,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,13),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,13),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,13),(22,5),-0.144759 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,13),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,13),(22,1),-0.144759 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,13),(22,-1),-0.14918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,10),(22,9),-0.144721 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,10),(22,8),-0.144721 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,10),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,10),(22,5),-0.145504 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,10),(22,4),-0.144721 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,10),(22,1),-0.145559 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,10),(22,-1),-0.154397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,9),(22,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,9),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,9),(22,5),-0.144759 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,9),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,9),(22,1),-0.144759 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,9),(22,-1),-0.149179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,8),(22,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,8),(22,5),-0.144759 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,8),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,8),(22,1),-0.144759 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,8),(22,-1),-0.149179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,6),(22,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,6),(22,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,6),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,6),(22,-1),-0.149791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,5),(22,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,5),(22,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,5),(22,-1),-0.096932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,4),(22,1),-0.144759 # DEPENDENCYPART_GRANDSIBL
(16,22),(22,4),(22,-1),-0.149179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,22),(22,1),(22,-1),-0.0989738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,15),0.122839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,24),0.0941254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,15),(11,24),-0.133841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,11),(11,11),(11,10),-0.0275126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,11),(11,11),(11,-1),0.213321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,11),(11,10),(11,-1),-0.014727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,13),0.160176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,14),0.0931913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,15),0.0931911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,17),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,24),-0.016085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,13),(12,14),0.110835 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,15),0.110835 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,17),-0.145195 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,24),-0.174708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,14),(12,15),0.109246 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,17),-0.14472 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,14),(12,24),-0.196507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,15),(12,17),-0.14472 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,15),(12,24),-0.196507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,17),(12,24),-0.174709 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,12),(12,11),-0.00805908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,-1),0.135628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,11),(12,-1),-0.00975687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,14),0.0931913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,15),0.0931911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,17),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,18),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,19),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,24),-0.0170378 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,14),(13,15),0.109246 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,17),-0.14472 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,18),-0.145956 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,19),-0.144714 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,24),-0.196507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,15),(13,17),-0.14472 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,18),-0.145956 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,19),-0.144714 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,24),-0.196507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,17),(13,18),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,19),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,23),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,24),-0.175062 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,18),(13,19),-0.145104 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,18),(13,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,18),(13,24),-0.0334317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,19),(13,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,24),-0.193455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,23),(13,24),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,12),-0.132646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,11),-0.00496106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,10),0.133898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,9),-0.132479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,8),-0.132518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,7),-0.0977361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,6),-0.00496106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,5),0.000657462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,1),-0.000290633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,-1),0.132827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,12),(13,11),-0.00901918 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,10),0.00444649 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,9),-0.00156013 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,8),-0.00156013 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,7),-0.0231449 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,6),-0.00901918 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,5),-0.0196565 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,1),-0.0211046 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,-1),0.0254074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,11),(13,10),-0.0209084 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,9),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,8),-0.0169578 # DEPENDENCYPART_GRANDSIBL
