# _root_ Martin Fabi , Innopac 's president and chief executive , said Innopac viewed Mr. Pattison 's decision to seek control as a `` very positive '' move .
#goldHeads=2,11,2,7,4,7,2,9,7,2,0,13,11,15,17,15,13,19,17,19,13,27,27,25,27,27,21,11,
#predictedHeads=2,11,2,6,4,7,2,9,7,2,0,13,11,15,17,15,13,19,17,19,13,27,27,25,27,27,21,11,
(9,11),(11,9),(11,1),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,-1),-0.093608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,8),(11,7),-0.144962 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,6),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,4),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,2),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,1),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,8),(11,-1),-0.226866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,7),(11,6),0.0785669 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,4),0.114962 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,3),0.124226 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,2),0.0457507 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,1),0.0887693 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,-1),-0.14201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,6),(11,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,3),-0.144939 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,-1),-0.0931084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,4),(11,3),-0.144939 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,4),(11,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,4),(11,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,4),(11,-1),-0.0923085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,3),(11,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,3),(11,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,3),(11,-1),-0.211224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,2),(11,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,2),(11,-1),-0.0923051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,1),(11,-1),-0.0923051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,13),0.0476538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,15),-0.13299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),-0.0477703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,29),0.13965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,15),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.019632 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,29),0.00223622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,15),(12,16),-0.0212973 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,15),(12,29),0.0249166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,29),-0.0486165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.0913171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.182037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.168946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,8),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,7),-0.1512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,4),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,2),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,1),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.011088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.106072 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.113481 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,8),-0.144714 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,4),-0.14472 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,2),-0.14472 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,1),-0.14472 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.198473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.11822 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,8),-0.145439 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,7),-0.15085 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,4),-0.14942 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,2),-0.14942 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,1),-0.14942 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.033437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,8),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,7),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,4),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,2),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,1),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,-1),-0.164193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,8),(12,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,4),-0.144712 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,1),-0.144712 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,-1),-0.191073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,7),(12,4),0.114887 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,2),0.045676 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,1),0.0886945 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,-1),-0.226202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,4),(12,2),-0.145195 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,1),-0.145195 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,4),(12,-1),-0.173095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,2),(12,1),-0.145195 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,2),(12,-1),-0.173095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,1),(12,-1),-0.174415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,14),-0.0243342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,15),-0.0224032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,17),-0.0234249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,18),-0.0361459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,19),-0.0489441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,20),-0.019507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,21),0.00390061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,23),-0.0285116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,24),0.017907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,25),0.00534055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,26),-0.00512769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,27),-0.0240612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,28),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,29),0.0566737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,14),(13,15),-0.00103611 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,17),-0.00134278 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,18),-0.0398179 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,19),-0.0356767 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,20),-0.00157978 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,21),0.00926089 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,23),-0.0245482 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,24),-0.00719345 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,25),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,26),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,27),-0.00192105 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,28),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,14),(13,29),-0.031622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,15),(13,17),-0.00134278 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,18),-0.0398179 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,19),-0.0356767 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,20),-0.00157978 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,21),0.00928627 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,23),-0.0245481 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,24),-0.00719345 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,25),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,26),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,27),-0.00192105 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,28),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,15),(13,29),-0.0297085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,17),(13,18),-0.0398179 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,19),-0.0361005 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,20),-0.00157978 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,21),0.00928602 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,23),-0.0245481 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,24),-0.00719345 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,25),-0.0186865 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,26),-0.0116627 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,27),-0.00192105 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,28),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,17),(13,29),-0.0306128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,18),(13,19),-0.0270376 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,20),-0.0264164 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,21),-0.0309455 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,23),-0.0203792 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,24),-0.0229883 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,25),-0.0199632 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,26),-0.0197566 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,27),-0.0264164 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,28),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,18),(13,29),-0.0461145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,19),(13,20),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,21),-0.0262222 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,23),-0.0194936 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,24),-0.0211147 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,25),-0.0198316 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,26),-0.0102148 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,27),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,28),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,19),(13,29),-0.0314708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,20),(13,21),0.00801435 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,23),-0.0245481 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,24),-0.00737253 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,25),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,26),-0.0129246 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,27),-0.00192117 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,28),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,20),(13,29),-0.0246467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,21),(13,23),-0.0136503 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,24),-0.0190656 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,25),-0.0236112 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,26),-0.00848838 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,27),-0.0142988 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,28),-0.0311188 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,21),(13,29),0.00879306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,23),(13,24),-0.0225515 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,25),-0.0188185 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,26),-0.0202465 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,27),-0.0133296 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,28),-0.0100466 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,23),(13,29),-0.0195455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,24),(13,25),-0.021158 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,26),-0.0198712 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,27),-0.0145117 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,28),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,29),0.0298554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,25),(13,26),-0.0230175 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,27),-0.0133713 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,28),-0.0243432 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,29),0.02135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,26),(13,27),-0.00512254 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,26),(13,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,26),(13,29),-0.0205402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,27),(13,28),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,27),(13,29),-0.0292636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,28),(13,29),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.129681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,11),0.136447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,10),0.114419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,9),0.12837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,8),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,7),-0.177529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,6),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,4),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,3),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,2),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,1),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),-0.0177854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,11),0.103629 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,10),0.064576 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,9),0.0941054 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,6),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,3),-0.144936 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.0846273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,10),0.114421 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,9),0.107552 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,3),-0.144702 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,1),-0.144706 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,-1),-0.158317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,9),0.119951 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,8),-0.144776 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,7),-0.145857 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,6),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,4),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,-1),-0.208659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,9),(13,8),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,6),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,4),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,3),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,-1),-0.0859269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,8),(13,7),-0.144962 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,6),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,4),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,2),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,1),-0.144961 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,-1),-0.225786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,7),(13,6),0.0785669 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,4),0.114962 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,3),0.124226 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,2),0.0457507 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,1),0.0887693 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,7),(13,-1),-0.144255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,6),(13,4),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,3),-0.144936 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,6),(13,-1),-0.0854273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,4),(13,3),-0.144936 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,2),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,4),(13,-1),-0.0846273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,3),(13,2),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,1),-0.144819 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,3),(13,-1),-0.208659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,2),(13,1),-0.144891 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,2),(13,-1),-0.084624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,1),(13,-1),-0.084624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,16),-0.0477703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,17),-0.132991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,19),0.0477255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,20),-0.13404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,29),0.139407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,17),-0.0214765 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,19),-0.0194643 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,20),-0.0214765 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,29),-0.0486165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,17),(15,19),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,20),-0.00228081 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,17),(15,29),0.0249151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,19),(15,20),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,19),(15,29),0.00230803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,20),(15,29),0.0221953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,14),0.153141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,13),0.0925745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,12),0.163218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,8),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,4),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,-1),-0.0113299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,14),(15,13),0.110833 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,12),0.089147 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,8),-0.144729 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,4),-0.145195 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,14),(15,-1),-0.182408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,13),(15,12),0.113743 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,8),-0.144714 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,4),-0.14472 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,13),(15,-1),-0.197126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,12),(15,8),-0.144729 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,4),-0.145195 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,12),(15,-1),-0.173095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,8),(15,4),-0.144712 # DEPENDENCYPART_GRANDSIBL
