# _root_ Vegetables are abundant and full of flavor in Poland , the pickles and sauerkraut sublime , the state monopolies long broken .
#goldHeads=2,0,4,2,4,5,6,2,8,2,13,13,1,13,4,2,19,19,1,21,4,2,
#predictedHeads=2,0,4,2,4,5,6,2,13,13,12,13,8,13,13,13,19,19,13,21,19,2,
(12,21),(21,19),(21,14),0.10791 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,18),(21,17),0.108119 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,15),0.109277 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,14),0.10791 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,-1),-0.121726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,17),(21,15),0.10954 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,14),0.109538 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,-1),-0.14543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,15),(21,14),0.109403 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,-1),-0.13696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,14),(21,-1),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.0912422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.0855645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,4),0.128058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,5),0.0885588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,6),0.201657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,8),0.182564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,10),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,16),-0.147623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,23),-0.0191768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,3),0.126665 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,4),0.105836 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,5),0.126665 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,6),0.0916105 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,8),0.0926014 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,10),0.123007 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,16),-0.153795 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,23),-0.174975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,4),0.101898 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,5),0.132444 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,6),0.0960269 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,8),0.0945051 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,10),0.0950886 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,16),-0.144923 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,23),-0.184374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,4),(1,5),0.33218 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,6),0.503656 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,8),0.611586 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,10),0.485545 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,16),0.144116 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,4),(1,23),-0.174785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,5),(1,6),0.0960268 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,8),0.094505 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,10),0.0950886 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,16),-0.144923 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,23),-0.180815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,8),0.0904181 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,10),0.0826018 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,16),-0.14505 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,23),0.0240667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,8),(1,10),0.0831054 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,16),-0.145041 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,23),-0.0213892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,10),(1,16),-0.144766 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,23),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,16),(1,23),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),0.180932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,3),0.193215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,4),0.213608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,5),0.193055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,6),0.0877403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,7),0.239582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,8),0.0696952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,10),0.0874601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,13),-0.166499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,16),-0.144941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,19),-0.0969304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,23),-0.201338 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,3),(2,4),0.104981 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,5),0.10656 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,6),0.159514 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,7),0.108782 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,8),0.176926 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,10),0.117748 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,13),-0.144788 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,19),-0.14477 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,23),-0.140868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,4),(2,5),0.336338 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,6),0.543593 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,7),0.483783 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,8),0.661694 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,10),0.509165 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,13),0.0128852 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,16),0.144178 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,19),0.0913425 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,22),0.0252846 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,23),-0.125965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,5),(2,6),0.159514 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,7),0.108782 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,8),0.176926 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,10),0.117748 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,13),-0.144788 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,19),-0.14477 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,23),-0.140884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,6),(2,7),0.0546114 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,8),0.125376 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,10),0.0587632 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,13),-0.145171 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,16),-0.146034 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,19),-0.150921 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,22),-0.145894 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,23),-0.0917336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,7),(2,8),0.137387 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,10),0.0674372 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,13),-0.147746 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,16),-0.147761 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,19),-0.147572 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,22),-0.144792 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,23),-0.0710364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,8),(2,10),0.061226 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,13),-0.145172 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,16),-0.146039 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,19),-0.151296 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,22),-0.146291 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,23),-0.0742551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,10),(2,13),-0.149231 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,19),-0.147044 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,23),-0.159158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,13),(2,16),0.144178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,19),0.0913425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,22),0.0252846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,23),-0.125965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,16),(2,19),-0.147044 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,16),(2,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,16),(2,23),-0.159158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,19),(2,22),-0.144792 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,19),(2,23),-0.0690977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,22),(2,23),-0.149644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,2),(2,1),-0.0214846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,-1),0.220014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,1),(2,-1),-0.00436902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,4),0.106152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,5),0.13149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,6),0.111968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,7),0.0726116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,8),0.116469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,9),0.0726116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,23),-0.176162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,4),(3,5),0.340275 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,6),0.5082 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,7),0.494303 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,8),0.616602 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,9),0.483922 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,23),-0.151341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,6),0.105684 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,7),0.109534 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,8),0.105433 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,9),0.109534 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,23),-0.119552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,7),0.108371 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,8),0.105698 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,9),0.108371 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,23),-0.0984024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,8),0.106239 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,9),0.108468 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,23),-0.178417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,8),(3,9),0.108368 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,8),(3,23),-0.10012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,9),(3,23),-0.178417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,1),-0.0427323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,-1),0.0244775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,1),(3,-1),-0.0379299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,4),(4,5),0.0908145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,6),0.100376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,7),0.0456444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,8),0.0996336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,9),0.0456444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,10),0.106111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,12),0.0456444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,13),-0.145547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,14),-0.14833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,19),-0.14833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,23),0.0342061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,5),(4,6),0.109031 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,7),0.125283 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,8),0.10903 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,9),0.125283 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,10),0.106523 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,12),0.125283 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,14),-0.144737 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,16),-0.144704 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,19),-0.144737 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,5),(4,23),-0.16777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,6),(4,7),0.104199 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,8),0.108273 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,9),0.104199 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,10),0.105826 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,12),0.104199 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,14),-0.144941 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,16),-0.144705 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,19),-0.144941 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,6),(4,23),-0.167697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,7),(4,8),0.107888 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,9),0.14679 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,10),0.151822 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,12),0.14679 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,14),-0.147783 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,16),-0.146827 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,19),-0.147783 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,7),(4,23),-0.214839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,8),(4,9),0.104614 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,10),0.105971 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,12),0.104614 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,14),-0.144918 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,16),-0.144705 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,19),-0.144918 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,8),(4,23),-0.167914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,9),(4,10),0.151822 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,12),0.14679 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,14),-0.147783 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,16),-0.146827 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,19),-0.147783 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,9),(4,23),-0.214839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,10),(4,12),0.132029 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,13),-0.145525 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,14),-0.146395 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,19),-0.146395 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,10),(4,23),-0.162079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,12),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,14),-0.147783 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,16),-0.146827 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,19),-0.147783 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,12),(4,23),-0.214839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,13),(4,14),0.295778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,13),(4,16),0.144899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,13),(4,19),0.0920128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,13),(4,22),0.0252846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,13),(4,23),-0.170657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,14),(4,16),-0.146827 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,14),(4,19),-0.147783 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,14),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,14),(4,23),-0.214839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,16),(4,19),-0.146395 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,16),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,16),(4,23),-0.162079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,19),(4,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,19),(4,23),-0.214839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,22),(4,23),-0.14474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,4),(4,3),-0.0472949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,2),0.0418597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,1),-0.0657497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,4),(4,4),(4,-1),0.139736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,4),(4,3),(4,2),-0.0198871 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,3),(4,1),-0.0245418 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,3),(4,-1),-0.00807716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,2),(4,1),0.0434058 # DEPENDENCYPART_GRANDSIBL
(13,4),(4,2),(4,-1),-0.0710833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,4),(4,1),(4,-1),-0.120649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,6),0.111968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,7),0.0726101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,8),0.116469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,9),0.0726101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,10),0.0944281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,13),-0.146407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,23),-0.177498 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,6),(5,7),0.108371 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,8),0.105698 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,9),0.108371 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,10),0.10906 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,23),-0.0984027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,7),(5,8),0.106239 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,9),0.108468 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,10),0.109352 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,23),-0.178421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,8),(5,9),0.108368 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,10),0.109059 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,23),-0.100121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,9),(5,10),0.109352 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,23),-0.178421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,10),(5,13),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,23),-0.146936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,13),(5,22),0.0252846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,23),-0.151341 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
