# _root_ There is such a maze of federal , state and local codes that `` building inspectors are backing away from interpreting them , '' Mr. Dooling says .
#goldHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,5,17,18,19,20,21,27,27,26,27,0,27,
#predictedHeads=2,27,5,5,2,5,10,10,10,12,10,6,17,17,16,17,12,17,18,18,20,21,27,27,26,27,0,27,
(16,10),(10,12),(10,21),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,23),-0.12646 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,26),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,27),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,29),-0.2176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,13),(10,14),0.1186 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,15),0.113567 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,16),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,13),(10,17),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,18),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,19),-0.125001 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,21),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,23),-0.124927 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,26),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,27),-0.124891 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,29),-0.0211187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,14),(10,15),0.130189 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,16),-0.125153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,14),(10,17),-0.125117 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,18),-0.125117 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,19),-0.125822 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,21),-0.125117 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,24),-0.124961 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,26),-0.125153 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,27),-0.125117 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,29),-0.116923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,15),(10,16),-0.130147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,15),(10,17),-0.127408 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,18),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,19),-0.124993 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,20),-0.127893 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,21),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,23),-0.12646 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,26),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,27),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,29),-0.212489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,16),(10,17),-0.127408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,18),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,19),-0.124993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,20),-0.127893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,21),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,23),-0.12646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,26),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,27),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,29),-0.2176 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,17),(10,18),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,19),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,20),-0.125306 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,21),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,23),-0.124964 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,26),-0.126439 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,27),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,28),-0.124905 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,29),-0.118134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,18),(10,19),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,18),(10,20),-0.125306 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,18),(10,21),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,18),(10,23),-0.124964 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,18),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,18),(10,26),-0.126439 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,18),(10,27),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,18),(10,28),-0.124905 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,18),(10,29),-0.122085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,19),(10,20),-0.12491 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,19),(10,21),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,19),(10,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,19),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,19),(10,26),-0.124902 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,19),(10,27),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,19),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,19),(10,29),-0.119873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,20),(10,21),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,20),(10,23),-0.124927 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,20),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,20),(10,26),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,20),(10,27),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,20),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,20),(10,29),-0.021161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,21),(10,23),-0.124964 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,21),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,21),(10,26),-0.126439 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,21),(10,27),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,21),(10,28),-0.124905 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,21),(10,29),-0.120619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,23),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,23),(10,26),-0.129249 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,23),(10,27),-0.128055 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,23),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,23),(10,29),-0.124484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,24),(10,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,24),(10,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,24),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,24),(10,29),-0.0730803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,26),(10,27),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,26),(10,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,26),(10,29),-0.2176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,27),(10,28),-0.124905 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,27),(10,29),-0.121151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,28),(10,29),-0.126517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,10),(10,9),-0.0404133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,8),-0.0534173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,7),0.121173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,6),-0.0115056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,5),-0.0684907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,4),0.00481215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,3),-0.043472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,2),0.0270763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,-1),-0.335746 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,9),(10,8),-0.0420592 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,7),-0.152397 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,6),-0.0228 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,5),-0.0585896 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,4),-0.0537996 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,3),-0.0422891 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,2),-0.0627155 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,-1),0.024398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,8),(10,7),0.149806 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,6),-0.063796 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,5),-0.140863 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,4),-0.0429901 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,3),-0.0423896 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,2),-0.0690669 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,-1),-0.0839594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,7),(10,6),-0.0632783 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,5),-0.0577894 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,4),-0.0522904 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,3),-0.0478912 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,2),-0.0379815 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,-1),0.0896244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,6),(10,5),-0.0477081 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,4),-0.0420654 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,2),-0.0535644 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,-1),0.0134311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,5),(10,4),-0.0527246 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,5),(10,3),-0.0422891 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,5),(10,2),-0.0627155 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,5),(10,-1),0.00111555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,4),(10,3),-0.0420719 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,4),(10,2),-0.0430663 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,4),(10,-1),-0.0283449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,3),(10,2),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,3),(10,-1),-0.0519975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,2),(10,-1),-0.0322476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,29),-0.01325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,11),(11,7),-0.0766692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,-1),0.0162049 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,7),(11,-1),-0.0282425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,13),0.185302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,14),0.105681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,15),0.151928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,16),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,12),(12,17),-0.155192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,18),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,19),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,20),-0.14385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,21),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,28),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,29),0.0248908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,13),(12,14),0.119039 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,15),0.116762 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,13),(12,17),-0.125125 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,18),-0.125119 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,19),-0.125162 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,20),-0.126489 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,21),-0.125119 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,29),-0.106139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,15),0.11288 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,16),-0.124918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,28),-0.125068 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,29),-0.111349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,15),(12,16),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,15),(12,17),-0.125555 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,18),-0.125545 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,20),-0.125035 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,21),-0.125545 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,28),-0.125194 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,29),-0.143262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,16),(12,17),-0.125555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,18),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,20),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,21),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,28),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,29),-0.143132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,17),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,20),-0.124893 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,28),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,29),-0.174916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,18),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,18),(12,20),-0.124893 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,18),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,18),(12,28),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,18),(12,29),-0.173808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,19),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,19),(12,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,19),(12,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,19),(12,29),-0.119139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,20),(12,21),-0.125119 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,20),(12,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,20),(12,29),-0.108671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,21),(12,28),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,21),(12,29),-0.173808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,28),(12,29),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,11),-0.0648943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,10),-0.0502667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,9),-0.182887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,8),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,7),-0.0644993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,5),-0.18316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,4),-0.0716105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,-1),0.100527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,11),(12,10),-0.0427844 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,9),-0.0608754 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,8),-0.0325485 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,7),-0.0574367 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,5),-0.0608735 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,4),-0.0688714 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,-1),-0.0495678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,10),(12,9),0.316939 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,8),0.21237 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,7),0.230118 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,5),0.251561 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,4),0.027653 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,-1),-0.0336977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,9),(12,8),-0.0517531 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,9),(12,7),-0.0493093 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,9),(12,5),-0.013401 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,9),(12,4),-0.0431937 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,9),(12,-1),-0.000598929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,8),(12,7),-0.0511051 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,5),0.13421 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,4),-0.0458543 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,-1),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,7),(12,5),-0.0605662 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,4),-0.0670388 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,-1),-0.0530374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,5),(12,4),-0.0451108 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,5),(12,-1),0.00271722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,4),(12,-1),-0.0922234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,14),0.103312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,15),0.0589753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,16),-0.144299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,17),-0.126132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,18),-0.126093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,29),-0.149198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,14),(13,15),0.118835 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,14),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,29),-0.128976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,16),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,29),-0.143672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,16),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,29),-0.14367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,17),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,17),(13,29),-0.113654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,18),(13,29),-0.113611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,12),0.0337493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,11),-0.0435334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,10),0.0343168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,-1),-0.38246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,12),(13,11),-0.0446959 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,10),-0.0625644 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,-1),-0.00653102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,11),(13,10),-0.0426736 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,-1),-0.0381198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,10),(13,-1),0.0156845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,29),-0.136155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,-1),-0.0697544 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,16),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,17),-0.155192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,18),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,20),-0.14385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,29),0.0220371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
