# _root_ We think it is n't such a great burden , that it carries no stigma , and we are prepared to do it . ''
#goldHeads=2,17,4,13,4,9,9,9,4,13,13,13,2,15,13,17,0,19,17,19,22,20,22,17,17,
#predictedHeads=2,17,4,2,4,9,9,9,4,17,13,13,17,15,13,17,0,19,17,19,22,20,22,17,17,
(15,11),(11,12),(11,26),-0.145443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,15),(11,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,15),(11,26),-0.192108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,25),(11,26),-0.14619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,11),(11,10),-0.0449818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,9),0.0688766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,11),(11,11),(11,-1),-0.372675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,11),(11,10),(11,9),-0.0400442 # DEPENDENCYPART_GRANDSIBL
(15,11),(11,10),(11,-1),-0.00607619 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,11),(11,9),(11,-1),0.00557576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,12),(12,12),(12,26),-0.148762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,12),(12,12),(12,-1),-0.0348257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,13),(13,14),0.0892948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,15),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,16),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,17),-0.177529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,19),-0.193527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,20),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,21),-0.165357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,22),-0.190061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,26),-0.0151104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,14),(13,15),-0.14479 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,16),-0.144726 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,19),-0.144756 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,21),-0.144811 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,22),-0.144756 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,14),(13,26),-0.164169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,15),(13,16),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,19),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,20),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,21),-0.145705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,22),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,24),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,15),(13,26),-0.0834706 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,16),(13,17),-0.145857 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,19),-0.145031 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,20),-0.144776 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,22),-0.145031 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,16),(13,26),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,17),(13,19),0.0331487 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,20),-0.0111207 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,21),0.124277 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,22),0.0873681 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,24),0.00949179 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,25),-0.045122 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,17),(13,26),-0.144218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,19),(13,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,21),-0.14473 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,19),(13,26),-0.161613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,20),(13,21),-0.145356 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,20),(13,22),-0.144705 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,20),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,20),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,20),(13,26),-0.225514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,21),(13,22),-0.144903 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,21),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,21),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,21),(13,26),-0.0953939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,22),(13,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,22),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,22),(13,26),-0.157743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,24),(13,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,24),(13,26),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,25),(13,26),-0.169178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,13),(13,12),-0.0435144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,11),-0.0338513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,10),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,9),-0.022335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,8),0.00615975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,7),-0.0219493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,6),0.0055893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,5),0.00716345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,4),-0.0481557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,3),-0.0435144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,2),-0.0458085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,1),-0.0374461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,13),(13,13),(13,-1),0.0574371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,13),(13,12),(13,11),-0.0221175 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,10),-0.0222363 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,9),-0.0197865 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,8),-0.0222892 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,7),-0.0194965 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,6),-0.0223982 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,5),-0.0250145 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,4),-0.0120798 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,3),-0.0196086 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,2),-0.0120676 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,1),-0.0196086 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,12),(13,-1),-0.0539475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,11),(13,10),-0.0218145 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,9),-0.0150627 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,8),-0.0235352 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,7),-0.0197757 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,6),-0.0235352 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,5),-0.0156571 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,4),-0.00238033 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,3),-0.0196382 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,2),-0.00493911 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,1),-0.0196382 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,11),(13,-1),-0.0300135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,10),(13,9),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,8),-0.0201971 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,7),-0.0196997 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,6),-0.0211614 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,5),-0.0323291 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,4),-0.017685 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,3),-0.0195433 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,2),-0.0158234 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,1),-0.0195433 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,10),(13,-1),-0.0247691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,9),(13,8),-0.0186824 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,9),(13,7),-0.0195814 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,9),(13,6),-0.0188988 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,9),(13,5),-0.00719345 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,9),(13,4),-0.033767 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,9),(13,3),-0.0171799 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,9),(13,2),-0.0348588 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,9),(13,1),-0.0175735 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,9),(13,-1),-0.0276331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,8),(13,7),-0.0195068 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,6),-0.0195551 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,5),-0.0192788 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,4),-0.0246496 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,3),-0.0195797 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,2),-0.0244888 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,1),-0.0195101 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,8),(13,-1),0.0222107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,7),(13,6),-0.0199353 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,7),(13,5),-0.0223611 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,7),(13,4),-0.0194847 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,7),(13,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,7),(13,2),-0.0194847 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,7),(13,1),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,7),(13,-1),-0.0156782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,6),(13,5),-0.0192788 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,6),(13,4),-0.0246498 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,6),(13,3),-0.0195797 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,6),(13,2),-0.024489 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,6),(13,1),-0.0195101 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,6),(13,-1),0.0204899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,5),(13,4),-0.028394 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,5),(13,3),-0.0238861 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,5),(13,2),-0.0304485 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,5),(13,1),-0.023462 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,5),(13,-1),0.0266525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,4),(13,3),-0.0196621 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,4),(13,2),-0.0223632 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,4),(13,1),-0.0195513 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,4),(13,-1),-0.0294678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,3),(13,2),-0.0120676 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,3),(13,1),-0.0196086 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,3),(13,-1),-0.0539475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,2),(13,1),-0.0195513 # DEPENDENCYPART_GRANDSIBL
(15,13),(13,2),(13,-1),-0.0280418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,13),(13,1),(13,-1),-0.0550073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,15),-0.144963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,26),0.0171644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,26),-0.152993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,16),(14,26),-0.141881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,-1),0.134886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,26),-0.0464173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,-1),-0.186854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,18),-0.0369549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),0.00949321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),0.132785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.0169274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,22),0.00678328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,24),-0.0252004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,25),-0.00665147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,26),-0.253183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0210875 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,22),-0.0212715 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,26),-0.0533005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),-0.0224484 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.0213536 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,22),-0.0249446 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,24),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,25),-0.0240393 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,26),-0.0234803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.0197335 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,22),-0.0215483 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,24),-0.0223404 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,25),-0.0136581 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,26),0.104202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,22),-0.020233 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,26),-0.0283501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,22),(17,24),-0.0223631 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,25),-0.0240202 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,26),-0.0206768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,24),(17,25),-0.0194454 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,24),(17,26),-0.0291688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,25),(17,26),-0.0344695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.131504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,15),0.195461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,14),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,13),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,11),-0.149262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,10),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,9),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,8),-0.146451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,7),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,6),-0.146451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,5),-0.146121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,4),-0.156026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,2),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,-1),-0.451396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,16),(17,15),0.0908805 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,13),-0.148431 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,11),-0.14685 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,9),-0.147778 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,8),-0.145016 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,6),-0.145068 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,5),-0.145107 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,4),-0.148436 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,2),-0.148431 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),-0.165062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,15),(17,14),-0.145317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,13),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,11),-0.146474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,10),-0.147051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,9),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,8),-0.144793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,7),-0.145317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,6),-0.144793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,5),-0.144919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,4),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,2),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,-1),-0.197725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,14),(17,13),-0.144714 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,11),-0.144707 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,4),-0.144714 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,2),-0.144714 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,-1),-0.091026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,13),(17,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,11),-0.144733 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,10),-0.144727 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,9),-0.14523 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,6),-0.144711 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,5),-0.14494 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,-1),-0.171215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,12),(17,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
