# _root_ But , IRS private ruling 8940061 notes , no rule or court case bears directly on the issue of adding land to a principal residence .
#goldHeads=14,7,5,5,7,5,14,7,11,11,14,13,11,0,14,14,18,16,18,19,20,20,25,25,22,14,
#predictedHeads=14,14,5,5,7,7,11,11,10,11,14,11,11,0,14,14,18,16,18,19,20,21,25,25,22,14,
(10,7),(7,11),(7,25),-0.122921 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,26),0.0853334 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,27),-0.219527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,12),(7,13),-0.145195 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,14),-0.14473 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,16),-0.14479 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,18),-0.145195 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,25),-0.145195 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,26),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,27),-0.172963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,13),(7,14),-0.14473 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,16),-0.14479 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,18),-0.145195 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,25),-0.145195 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,26),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,27),-0.174947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,14),(7,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,18),-0.14472 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,25),-0.14472 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,14),(7,27),-0.196765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,15),(7,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,27),-0.127085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,16),(7,18),-0.14498 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,25),-0.14498 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,27),-0.123314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,18),(7,25),-0.145195 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,18),(7,26),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,18),(7,27),-0.174931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,25),(7,26),-0.144801 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,25),(7,27),-0.17493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,26),(7,27),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),-0.0974688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),-0.132857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),-0.0415441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,3),-0.133833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,2),0.133327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,1),-0.0362052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),0.12489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,5),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,4),-0.0232396 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,3),-0.0270599 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,2),-0.00141955 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,1),-0.0194659 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,-1),-0.0958942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,5),(7,4),-0.0323083 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,3),-0.00171127 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,2),0.00390976 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,1),-0.0218819 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),0.0250315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,4),(7,3),-0.0388186 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,2),-0.0272179 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,1),-0.0198356 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,-1),-0.029455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,3),(7,2),0.00390976 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,1),-0.0218819 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,-1),0.0250353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,2),(7,1),-0.0239776 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,2),(7,-1),-0.0201592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,1),(7,-1),-0.0334061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,10),-0.144963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,11),-0.145975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,27),0.0210169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,10),(9,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,10),(9,27),-0.152993 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,27),-0.148219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),-0.0262562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),0.138738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,-1),-0.0128998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,13),-0.128136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),0.0466999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,27),0.125301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,14),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,27),0.0287404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,27),0.000993953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.0449378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,10),0.15962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,9),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.0252451 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,10),0.156554 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,9),-0.00229881 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.219528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,10),(12,9),-0.144975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,-1),-0.175232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,9),(12,-1),-0.149711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,14),0.0503303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,15),-0.0301869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,16),-0.00228021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,18),-0.131979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,19),0.00780223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,20),0.0503303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,22),-0.0384367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,27),0.123721 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,14),(13,15),-0.0198125 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,16),-0.0237197 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,18),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,19),-0.0237724 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,20),-0.0237863 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,22),-0.0201407 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,27),0.00461326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,15),(13,16),-0.0196243 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,18),-0.0205978 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,19),-0.0200983 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,20),-0.0222536 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,22),-0.019443 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,27),-0.0363793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,16),(13,18),-0.0205031 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,19),-0.0295029 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,20),-0.0158674 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,22),-0.0067488 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,27),-0.0251343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,18),(13,19),-0.0236765 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,20),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,22),-0.0220873 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,27),0.0243156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,19),(13,20),-0.0119245 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,19),(13,22),-0.00692558 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,19),(13,27),-0.0092081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,20),(13,22),-0.0201407 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,20),(13,27),0.00461325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,22),(13,27),-0.0375641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,12),0.16285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,11),0.0449363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,10),0.162424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,9),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,8),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,6),-0.152714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,5),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,4),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,2),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,-1),-0.025269 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,12),(13,11),0.101358 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,10),0.091721 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,9),-0.144975 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,8),-0.145732 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,6),-0.144705 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,5),-0.145195 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,4),-0.144729 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,2),-0.145732 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,-1),-0.170862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,11),(13,10),0.156554 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,9),-0.00229881 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,8),0.0269272 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,6),-0.0388653 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,5),-0.0092148 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,4),0.00519232 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,2),0.0335002 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,-1),-0.219529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,10),(13,9),-0.144975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,8),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,6),-0.144705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,5),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,4),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,2),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,-1),-0.173106 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,9),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,6),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,5),-0.144709 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,-1),-0.148538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,8),(13,6),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,5),-0.14942 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,4),-0.145104 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,-1),-0.0334301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,6),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,4),-0.144725 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,-1),-0.143358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,5),(13,4),-0.144729 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,2),-0.145732 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,-1),-0.172829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,4),(13,2),-0.144778 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,4),(13,-1),-0.194817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,2),(13,-1),-0.0334301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,15),0.0232045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),-0.0163482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.0255139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),0.000386113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),-0.0414695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,21),-0.0196529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,22),-0.0361459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,25),-0.0196529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,26),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,27),0.0610687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.0109288 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0185473 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.0109615 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.0164702 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,21),-0.0178442 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,22),-0.0102669 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,25),-0.0178442 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,26),-0.0252755 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,27),0.0331514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,18),-0.00456711 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,19),-0.0219711 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,20),-0.00674479 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,21),-0.00455864 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,22),-0.0440834 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,25),-0.00455864 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,26),-0.0313092 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,27),-0.0236109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),0.000989784 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,20),-0.0323499 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,21),0.0063352 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,22),-0.0423313 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,25),0.00634348 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,27),-0.0367654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,20),1.58021e-05 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,21),-0.0147364 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,22),-0.0434271 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,25),-0.0147364 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,26),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,27),0.000229367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,21),-0.0218489 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,22),-0.0249703 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,25),-0.0218489 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,26),-0.0229407 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,27),-0.0213801 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,21),(14,22),-0.0423303 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,25),0.00634669 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,27),-0.0253995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,22),(14,25),-0.026765 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,26),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,27),-0.0479828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,25),(14,26),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,25),(14,27),-0.0253912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,26),(14,27),-0.0609297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.130036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,12),0.12283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.127337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,10),0.130697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,9),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,8),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,7),-0.194017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,6),-0.146529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,5),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,4),-0.150693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,3),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,2),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,1),-0.169509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.0113824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,12),0.0966355 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,11),0.105133 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,10),0.0940853 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,9),-0.145141 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,8),-0.144936 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,5),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,4),-0.144711 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.082327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,11),0.105133 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,10),0.0939811 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,9),-0.145141 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,8),-0.144936 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,7),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,5),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,4),-0.144711 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,2),-0.144936 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,-1),-0.0867607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,10),0.157354 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,9),-0.00228692 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,8),0.0269555 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,7),-0.0468487 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,6),-0.0388502 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,5),-0.00917742 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,4),0.00519511 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,3),-0.0454579 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,2),0.0335286 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,1),-0.0594944 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.154143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,10),(14,9),-0.145141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,8),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,7),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,5),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,4),-0.144711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,3),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,2),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,-1),-0.0828385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,9),(14,8),-0.144726 # DEPENDENCYPART_GRANDSIBL
