# _root_ But Merrill Lynch , in its statement about pulling out of index arbitrage , suggested that the current debate has missed the mark .
#goldHeads=15,3,15,15,15,7,5,7,8,9,10,13,11,15,0,20,19,19,20,15,20,23,21,15,
#predictedHeads=15,3,15,15,15,7,5,7,8,9,10,13,11,15,0,20,19,19,20,15,20,23,21,15,
(8,15),(15,13),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,5),-0.12791 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,13),(15,-1),-0.088385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,12),(15,11),0.12321 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,10),0.118169 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,9),0.118701 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,8),0.124551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,12),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,5),-0.12791 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,12),(15,-1),-0.0883851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,11),(15,10),0.116495 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,9),0.119163 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,8),0.11755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,11),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,5),-0.124888 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,11),(15,-1),-0.135225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,10),(15,9),0.125329 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,8),0.117011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,10),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,5),-0.124894 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,10),(15,-1),-0.101473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,9),(15,8),0.118473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,9),(15,7),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,9),(15,5),-0.125243 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,9),(15,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,9),(15,3),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,9),(15,2),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,9),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,9),(15,-1),-0.127064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,8),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,8),(15,5),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,8),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,8),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,8),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,8),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,15),(15,8),(15,-1),-0.13483 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,15),(15,7),(15,5),-0.12791 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,7),(15,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,7),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,7),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,7),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,7),(15,-1),-0.088385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,5),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,5),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,5),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,5),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,5),(15,-1),-0.124483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,4),(15,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,4),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,4),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,4),(15,-1),-0.142764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,3),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,3),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,3),(15,-1),-0.0883859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,2),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,15),(15,2),(15,-1),-0.0883884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,15),(15,1),(15,-1),-0.123862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,20),(20,21),-0.0556186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,23),0.0492022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,24),-0.0448079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,25),-0.0421406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,20),(20,21),(20,23),-0.0450511 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,24),-0.0429697 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,21),(20,25),-0.0720395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,23),(20,24),-0.0443732 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,23),(20,25),-0.0559995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,24),(20,25),-0.0447628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,20),(20,19),0.141985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,18),0.109607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,17),0.0929692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,16),0.104815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,15),0.103808 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,14),0.104679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,13),0.14313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,11),0.108704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,10),0.146493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,9),0.10437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,8),0.108528 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,20),(20,20),(20,7),-0.130389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,5),-0.129104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,3),-0.130389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,2),-0.130389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,1),-0.12544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,20),(20,-1),-0.185571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,20),(20,19),(20,18),0.114572 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,17),0.110682 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,16),0.116544 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,15),0.1187 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,14),0.101798 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,13),0.106987 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,11),0.122721 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,10),0.118159 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,9),0.1187 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,8),0.124062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,19),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,5),-0.128069 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,19),(20,-1),-0.10383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,18),(20,17),0.118303 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,16),0.117544 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,15),0.119163 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,14),0.119144 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,13),0.118988 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,11),0.11758 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,10),0.119003 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,9),0.119163 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,8),0.117582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,18),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,18),(20,-1),-0.139642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,17),(20,16),0.118309 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,14),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,13),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,11),0.11823 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,10),0.118631 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,8),0.118308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,17),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,5),-0.1249 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,17),(20,-1),-0.172094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,16),(20,15),0.119163 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,14),0.117255 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,13),0.119234 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,11),0.118179 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,10),0.116478 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,9),0.119163 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,8),0.118179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,16),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,16),(20,-1),-0.154224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,15),(20,14),0.118979 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,13),0.124848 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,11),0.118472 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,10),0.119158 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,9),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,8),0.118473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,15),(20,7),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,5),-0.125243 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,3),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,2),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,15),(20,-1),-0.127624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,14),(20,13),0.0969003 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,11),0.11904 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,10),0.125898 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,9),0.109823 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,8),0.118945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,14),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,5),-0.125869 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,14),(20,-1),-0.142764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,13),(20,11),0.122721 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,13),(20,10),0.118159 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,13),(20,9),0.1187 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,13),(20,8),0.124062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,13),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,13),(20,5),-0.128069 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,13),(20,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,13),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,13),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,13),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,13),(20,-1),-0.10383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,11),(20,10),0.116495 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,11),(20,9),0.119163 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,11),(20,8),0.11755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,11),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,11),(20,5),-0.124888 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,11),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,11),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,11),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,11),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,11),(20,-1),-0.136393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,10),(20,9),0.125329 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,10),(20,8),0.117011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,10),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,10),(20,5),-0.124894 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,10),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,10),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,10),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,10),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,10),(20,-1),-0.101481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,9),(20,8),0.118473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,9),(20,7),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,9),(20,5),-0.125243 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,9),(20,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,9),(20,3),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,9),(20,2),-0.124913 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,9),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,9),(20,-1),-0.127065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,8),(20,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,8),(20,5),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,8),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,8),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,8),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,8),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,20),(20,8),(20,-1),-0.135998 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,20),(20,7),(20,5),-0.128069 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,7),(20,4),-0.125029 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,7),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,7),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,7),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,7),(20,-1),-0.10383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,5),(20,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,5),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,5),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,5),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,5),(20,-1),-0.125651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,4),(20,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,4),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,4),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,4),(20,-1),-0.142764 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,3),(20,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,3),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,3),(20,-1),-0.103831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,2),(20,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(8,20),(20,2),(20,-1),-0.103833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,20),(20,1),(20,-1),-0.123892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,24),(24,24),(24,25),-0.0746338 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,24),(24,24),(24,23),0.114428 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,24),(24,24),(24,21),0.119117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,24),(24,24),(24,-1),-0.140878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,24),(24,23),(24,21),0.119164 # DEPENDENCYPART_GRANDSIBL
(8,24),(24,23),(24,-1),-0.129621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,24),(24,21),(24,-1),-0.125004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,6),0.0860074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,7),0.111616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,8),0.0573238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,9),-0.121181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,5),(5,10),-0.130783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,11),-0.0750941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,13),-0.171639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,5),(5,25),0.0373455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,6),(5,7),0.115033 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,8),0.119163 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,6),(5,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,13),-0.125144 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,6),(5,25),-0.148862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,7),(5,8),0.136028 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,9),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,7),(5,10),-0.124891 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,11),-0.126527 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,13),-0.124887 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,14),-0.125042 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,7),(5,25),-0.186697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,8),(5,9),-0.124887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,8),(5,10),-0.124896 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,11),-0.124907 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,13),-0.126028 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,8),(5,25),-0.105817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,9),(5,10),-0.12495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,11),-0.124896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,5),(5,9),(5,25),-0.0703976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,5),(5,10),(5,11),-0.124998 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,13),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,10),(5,25),-0.0939314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,11),(5,13),-0.127171 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,11),(5,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,11),(5,25),-0.101768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,13),(5,14),-0.125042 # DEPENDENCYPART_GRANDSIBL
(9,5),(5,13),(5,25),-0.187144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,14),(5,25),-0.149327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,5),(5,5),(5,4),-0.0568917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
