# _root_ UAL , which closed on the Big Board Monday at $ 178.375 a share , traded in the third market afterward as low as $ 158 a share .
#goldHeads=16,1,4,1,4,8,8,5,4,4,12,10,14,12,1,0,16,20,20,17,16,16,22,22,26,24,28,26,16,
#predictedHeads=16,1,4,1,4,9,9,9,5,4,12,10,14,12,1,0,16,20,20,17,16,21,21,23,26,24,28,26,16,
(21,17),(17,19),(17,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,19),(17,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,19),(17,30),-0.132278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,20),(17,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,20),(17,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,20),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,20),(17,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,20),(17,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,20),(17,30),-0.178574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,21),(17,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,21),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,21),(17,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,21),(17,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,21),(17,30),-0.173586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,22),(17,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,22),(17,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,22),(17,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,22),(17,30),-0.173995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,23),(17,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,23),(17,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,23),(17,30),-0.132278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,24),(17,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,24),(17,30),-0.138486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,28),(17,30),-0.178565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,17),(17,-1),0.029307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,21),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,22),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,30),-0.173145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,21),(19,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,30),-0.15758 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,22),(19,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,22),(19,30),-0.158932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,23),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,30),-0.145064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,24),(19,30),-0.141535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,18),-0.0188225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),0.0225556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,-1),-0.016553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,21),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,22),-0.144722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,23),-0.144742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,24),-0.146892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,25),-0.144789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,28),-0.145556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,30),-0.201659 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,21),(20,22),-0.144712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,24),-0.144865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,21),(20,30),-0.154497 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,22),(20,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,24),-0.144865 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,22),(20,30),-0.155134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,23),(20,24),-0.14481 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,23),(20,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,23),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,23),(20,28),-0.144706 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,23),(20,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,23),(20,30),-0.13206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,24),(20,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,24),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,24),(20,28),-0.144709 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,24),(20,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,24),(20,30),-0.116939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,25),(20,26),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,25),(20,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,25),(20,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,25),(20,30),-0.144991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,26),(20,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,26),(20,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,26),(20,30),-0.132148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,28),(20,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,28),(20,30),-0.122488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,29),(20,30),-0.144702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,19),-0.0184721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,18),-0.00459005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,17),-0.0433279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,13),0.0815334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,12),0.00879051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,20),(20,20),(20,-1),-0.0484982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,19),(20,18),-0.0430452 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,17),-0.0201977 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,13),-0.0480834 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,12),-0.019778 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,19),(20,-1),0.00987808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,18),(20,17),-0.019929 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,13),-0.0201597 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,12),-0.0194472 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,18),(20,-1),-0.0549971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,17),(20,13),-0.0196378 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,12),-0.0194412 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,17),(20,-1),-0.0264602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,13),(20,12),-0.0194539 # DEPENDENCYPART_GRANDSIBL
(21,20),(20,13),(20,-1),-0.00475981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,12),(20,-1),-0.00584718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,23),-0.0297135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,24),-0.0564618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,25),-0.0119598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,26),-0.0265774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,28),-0.0631116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,30),0.0844657 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,23),(22,24),-0.0225121 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,26),-0.0203957 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,28),-0.0194936 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,23),(22,30),-0.0354391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,24),(22,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,28),-0.0214459 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,24),(22,30),-0.0642904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,25),(22,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,25),(22,30),-0.0119527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,26),(22,28),-0.0203796 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,26),(22,30),-0.0258521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,28),(22,30),-0.060904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,22),(22,21),0.0921018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,20),-0.144946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,19),-0.144804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,17),-0.144763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,22),(22,-1),-0.0777474 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,21),(22,20),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,22),(22,21),(22,-1),-0.174642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,20),(22,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,20),(22,-1),-0.153809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,19),(22,17),-0.144753 # DEPENDENCYPART_GRANDSIBL
(21,22),(22,19),(22,-1),-0.149882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,22),(22,17),(22,-1),-0.164155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,24),-0.0388697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,26),-0.022019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,28),-0.0261276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,30),0.0391306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,24),(23,26),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,24),(23,28),-0.0198782 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,24),(23,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,24),(23,30),-0.0375259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,26),(23,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,26),(23,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,26),(23,30),-0.0213654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,28),(23,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,28),(23,30),-0.0258572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,29),(23,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,22),0.09121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,21),0.0921689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,20),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,14),-0.145184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,-1),-0.160399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,22),(23,21),0.109421 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,-1),-0.155097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,21),(23,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,-1),-0.153745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,20),(23,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,-1),-0.148248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,19),(23,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,-1),-0.145064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,17),(23,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,17),(23,-1),-0.140183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,14),(23,-1),-0.148248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,25),0.0275578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,26),0.0097792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,28),-0.0560792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,29),-0.0194975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,30),0.0691261 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,25),(24,26),-0.0195308 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,28),-0.0235909 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,25),(24,30),0.00269963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,26),(24,28),-0.0224905 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,26),(24,30),0.0255839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,28),(24,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,28),(24,30),-0.0901872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,29),(24,30),-0.0195066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,23),0.115071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,22),0.0822604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,21),0.0825214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,20),-0.147047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,-1),-0.0327601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,23),(24,22),0.109411 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,21),0.109511 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,-1),-0.13859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,22),(24,21),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,-1),-0.179868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,21),(24,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,-1),-0.179459 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,20),(24,-1),-0.170355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,25),(25,26),-0.037212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,27),-0.0194495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,28),-0.0196885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,30),-0.0361167 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,26),(25,27),-0.0194475 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,26),(25,28),-0.0270922 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,26),(25,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,26),(25,30),-0.0322382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,27),(25,28),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,27),(25,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,27),(25,30),-0.019461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,28),(25,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,28),(25,30),-0.0308461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,29),(25,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,25),(25,24),0.0915007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,23),0.109531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,22),0.10362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,21),0.106466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,25),(25,25),(25,-1),-0.1679 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,25),(25,24),(25,23),0.104869 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,22),0.107759 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,21),0.107759 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,24),(25,-1),-0.14509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,23),(25,22),0.109533 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,23),(25,21),0.109536 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,23),(25,-1),-0.149517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,22),(25,21),0.108961 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,22),(25,-1),-0.1546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,21),(25,-1),-0.153725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,26),(26,27),-0.0194667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,28),-0.0307075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,30),0.0695527 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,27),(26,28),-0.019458 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,30),-0.0201533 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,28),(26,29),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,30),-0.0320969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,29),(26,30),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,25),0.105085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,24),0.108467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,23),0.121358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,-1),-0.107876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,25),(26,24),0.109524 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,23),0.109463 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,-1),-0.146902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,24),(26,23),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,24),(26,-1),-0.145787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,23),(26,-1),-0.144905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,28),(28,29),-0.0285727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,30),-0.048681 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,29),(28,30),-0.0300947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,28),(28,27),0.0658748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,26),0.119215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,25),0.10784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,23),0.104371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,22),0.110588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,19),-0.144742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,18),-0.145102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,-1),-0.202281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,27),(28,26),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,25),0.10954 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,23),0.108185 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,22),0.116275 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,-1),-0.182421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,26),(28,25),0.109231 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,23),0.109663 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,22),0.105786 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
