# _root_ They note that he has adorned his office with five photos of George Bush , one of them featuring the First Dog , Millie .
#goldHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,11,11,16,17,16,22,22,19,22,22,2,
#predictedHeads=2,0,5,5,2,5,8,6,6,11,9,11,14,12,6,19,16,17,6,22,22,19,22,22,2,
(14,7),(7,7),(7,-1),0.0440447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,8),(8,9),0.210914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,10),0.197983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,11),0.149393 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,12),0.254744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,14),-0.141314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,8),(8,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,16),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,17),-0.150131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,19),-0.154325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,22),-0.141329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,23),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,24),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,25),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,26),0.0271996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,9),(8,10),0.11612 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,11),0.116746 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,12),0.124822 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,9),(8,15),-0.124891 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,17),-0.126496 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,19),-0.125119 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,23),-0.124891 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,9),(8,26),-0.0806232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,10),(8,11),0.119401 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,12),0.1135 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,14),-0.12492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,10),(8,15),-0.125133 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,16),-0.125429 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,17),-0.125048 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,22),-0.12492 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,23),-0.125133 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,24),-0.12492 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,10),(8,26),-0.125602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,11),(8,12),0.110119 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,11),(8,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,16),-0.125494 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,17),-0.12504 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,19),-0.125545 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,22),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,23),-0.126785 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,24),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,25),-0.125194 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,11),(8,26),-0.145068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,12),(8,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,12),(8,15),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,17),-0.127197 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,19),-0.125331 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,23),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,12),(8,26),-0.0689427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,14),(8,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,16),-0.125494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,17),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,19),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,22),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,23),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,24),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,25),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,14),(8,26),-0.14671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,15),(8,16),-0.124905 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,17),-0.125645 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,19),-0.127045 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,22),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,23),-0.125325 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,24),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,25),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,15),(8,26),-0.00337425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,16),(8,17),-0.125048 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,16),(8,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,16),(8,22),-0.12492 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,16),(8,23),-0.125133 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,16),(8,24),-0.12492 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,16),(8,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,16),(8,26),-0.127057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,17),(8,19),-0.125331 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,23),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,17),(8,26),-0.0689427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,19),(8,22),-0.124957 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,19),(8,23),-0.125503 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,19),(8,24),-0.124957 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,19),(8,25),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,19),(8,26),-0.174987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,22),(8,23),-0.126785 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,22),(8,24),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,22),(8,25),-0.125194 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,22),(8,26),-0.145068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,23),(8,24),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,23),(8,25),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,23),(8,26),-0.00337425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,24),(8,25),-0.125194 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,24),(8,26),-0.145068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,25),(8,26),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,8),(8,7),-0.0315526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,6),0.04664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,5),0.0447638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,4),-0.0380255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,3),-0.0499462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,2),0.046276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,8),(8,8),(8,-1),0.107003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,8),(8,7),(8,6),-0.0426358 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,5),-0.0426358 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,3),-0.04201 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,2),-0.0426358 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,7),(8,-1),-0.00431959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,6),(8,5),-0.045811 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,4),-0.0422677 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,3),-0.0510555 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,2),-0.0450607 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,6),(8,-1),-0.0128633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,5),(8,4),-0.0422677 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,3),-0.0514002 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,2),-0.0453514 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,5),(8,-1),-0.0138488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,4),(8,3),-0.0420211 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,2),-0.0426358 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,4),(8,-1),-0.00541717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,3),(8,2),-0.0389025 # DEPENDENCYPART_GRANDSIBL
(14,8),(8,3),(8,-1),-0.0893143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,8),(8,2),(8,-1),-0.0129828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,11),0.193728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,12),0.0681141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,14),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,10),(10,16),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,17),-0.125946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,24),-0.127158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,26),-0.0411597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,11),(10,12),0.11889 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,11),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,17),-0.125049 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,11),(10,26),-0.05848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,12),(10,14),-0.124896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,12),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,17),-0.124895 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,24),-0.124896 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,12),(10,26),-0.178075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,14),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,17),-0.125049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,14),(10,26),-0.05848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,16),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,24),-0.124887 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,16),(10,26),-0.153379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,17),(10,24),-0.124896 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,17),(10,26),-0.178075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,24),(10,26),-0.05848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,10),(10,9),-0.0325816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,8),-0.0504946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,10),(10,10),(10,-1),0.153919 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,10),(10,9),(10,8),-0.0416049 # DEPENDENCYPART_GRANDSIBL
(14,10),(10,9),(10,-1),-0.0474154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,10),(10,8),(10,-1),-0.06119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.255219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.1493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,14),-0.141314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,11),(11,15),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,16),-0.125914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,17),-0.150131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,19),-0.154299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,22),-0.141329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,23),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,24),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,25),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,26),0.0329807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.117679 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,12),(11,15),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,17),-0.127197 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,19),-0.125331 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,23),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,26),-0.068462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,14),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,15),-0.126785 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,16),-0.125494 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,17),-0.12504 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,19),-0.125545 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,22),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,23),-0.126785 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,24),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,25),-0.125194 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,13),(11,26),-0.143401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,14),(11,15),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,16),-0.125494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,17),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,19),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,22),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,23),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,24),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,25),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,14),(11,26),-0.144825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,15),(11,16),-0.124905 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,17),-0.125645 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,19),-0.127045 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,22),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,23),-0.125325 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,24),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,25),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,26),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,16),(11,17),-0.125048 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,22),-0.12492 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,23),-0.125133 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,24),-0.12492 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,26),-0.127054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,17),(11,19),-0.125331 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,23),-0.124893 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,26),-0.068462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,19),(11,22),-0.124957 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,23),-0.125503 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,24),-0.124957 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,25),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,26),-0.175023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,22),(11,23),-0.126785 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,22),(11,24),-0.125449 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,22),(11,25),-0.125194 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,22),(11,26),-0.143183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,23),(11,24),-0.129532 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,25),-0.124886 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,26),-0.00337174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,24),(11,25),-0.125194 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,24),(11,26),-0.143183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,25),(11,26),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,10),-0.145214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,9),-0.0232195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,8),-0.187464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,7),-0.0315478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,6),0.0466573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,3),-0.0479164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),0.113651 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,9),-0.047906 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,8),-0.0535208 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,7),-0.0376646 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,6),-0.0427019 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,3),-0.0469472 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,-1),-0.14549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,9),(11,8),-0.0414372 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,6),-0.0378256 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,3),-0.0500891 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,-1),-0.0576889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,8),(11,7),-0.0407216 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,6),-0.0429856 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,3),-0.0335253 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,-1),-0.00079416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,7),(11,6),-0.0426358 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,3),-0.04201 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,-1),-0.00431481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,6),(11,3),-0.0510555 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,-1),-0.0128427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,3),(11,-1),-0.0872885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.0597901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.145803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,12),(12,15),-0.127012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,16),-0.125206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,17),-0.126231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,26),0.00419885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,13),(12,15),-0.124921 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,17),-0.124898 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,26),-0.143303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,14),(12,15),-0.124921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,17),-0.124898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,26),-0.143305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,15),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,26),-0.114912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,16),(12,17),-0.124969 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,26),-0.0720166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,17),(12,26),-0.15727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),0.0851615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),0.0589076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,9),-0.0433497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
