# _root_ Mr. Ferguson , who is 68 years old , fled the U.S. in 1970 after exhausting his appeals of a 1968 conviction on conspiracy to murder .
#goldHeads=2,10,2,5,2,7,8,5,2,0,12,10,10,13,10,15,18,16,18,22,22,19,22,23,24,25,10,
#predictedHeads=2,10,2,5,2,7,8,5,2,0,12,10,10,13,10,15,18,16,18,22,22,19,22,23,24,25,10,
(10,1),(1,1),(1,5),0.170932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,7),0.0399099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,9),0.037929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,1),(1,1),(1,10),-0.093484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,1),(1,28),-0.165258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,2),(1,3),0.159832 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,5),0.125829 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,7),0.119256 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,9),0.159832 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,2),(1,10),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,2),(1,28),-0.110109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,3),(1,5),0.145734 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,7),0.200299 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,9),0.085871 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,3),(1,10),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,3),(1,28),-0.125208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,5),(1,7),0.115833 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,5),(1,9),0.199968 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,5),(1,10),-0.122564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,5),(1,28),-0.086549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,7),(1,9),0.15951 # DEPENDENCYPART_GRANDSIBL
(10,1),(1,7),(1,10),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,7),(1,28),-0.109509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,9),(1,10),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,9),(1,28),-0.125208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,1),(1,10),(1,28),-0.0801969 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,1),(1,1),(1,-1),0.0584889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,3),0.0379435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,5),0.171466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,6),0.159388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,7),0.0400693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,9),0.0379435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,10),-0.0934837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,2),(2,12),-0.00686984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,13),-0.0542348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,15),-0.044046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,16),-0.0934837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,18),-0.00687012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,23),-0.0135612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,28),-0.158877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,3),(2,5),0.145773 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,6),0.123507 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,7),0.200317 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,9),0.085871 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,10),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,3),(2,12),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,13),-0.132467 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,15),-0.132426 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,16),-0.141133 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,18),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,23),-0.132431 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,27),-0.125335 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,3),(2,28),-0.12515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,5),(2,6),0.121898 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,7),0.115838 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,9),0.199994 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,10),-0.122564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,5),(2,12),-0.125644 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,13),-0.128543 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,15),-0.128036 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,16),-0.122564 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,18),-0.125644 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,23),-0.129047 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,27),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,5),(2,28),-0.0860087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,6),(2,7),0.117212 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,9),0.140391 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,6),(2,12),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,13),-0.124944 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,15),-0.124944 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,23),-0.124944 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,6),(2,28),-0.0594808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,7),(2,9),0.159584 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,10),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,7),(2,12),-0.10657 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,13),-0.127478 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,15),-0.126506 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,16),-0.125993 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,18),-0.106584 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,23),-0.123623 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,7),(2,28),-0.109393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,9),(2,10),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,9),(2,12),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,13),-0.132467 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,15),-0.132426 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,16),-0.141133 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,18),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,23),-0.132431 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,27),-0.125335 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,28),-0.12515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,10),(2,12),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,13),-0.128418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,15),-0.127911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,16),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,18),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,23),-0.128922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,27),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,28),-0.0796567 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,12),(2,13),-0.127476 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,15),-0.126503 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,16),-0.125993 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,18),-0.106584 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,23),-0.12362 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,28),-0.100415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,13),(2,15),-0.130643 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,16),-0.118811 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,18),-0.130539 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,23),-0.135178 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,28),-0.0214874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,15),(2,16),-0.117235 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,18),-0.128287 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,23),-0.131155 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,28),-0.0333982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,16),(2,18),-0.12541 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,16),(2,23),-0.128922 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,16),(2,27),-0.124894 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,16),(2,28),-0.0795348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,18),(2,23),-0.12362 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,18),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,18),(2,28),-0.110321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,23),(2,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,23),(2,28),0.0164019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,27),(2,28),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,2),(2,1),0.056459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,-1),0.0642218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,1),(2,-1),0.017923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,28),-0.077799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,3),(3,-1),0.0100809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,4),(4,5),0.0910182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,28),-0.0640729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,5),(4,28),-0.12727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,-1),0.0196755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,5),(5,6),0.103719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,7),0.191203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,8),0.115663 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,9),0.0759937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,10),-0.107254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,5),(5,12),-0.187582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,13),0.0561943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,15),0.0134105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,16),-0.107254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,28),-0.299072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,6),(5,7),0.114429 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,8),0.119082 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,9),0.135442 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,6),(5,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,13),-0.125319 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,15),-0.125319 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,28),-0.164419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,7),(5,8),0.10727 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,9),0.139557 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,10),-0.124156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,7),(5,12),-0.128224 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,13),-0.193327 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,15),-0.194543 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,16),-0.124156 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,28),-0.0877884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,8),(5,9),0.116941 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,10),-0.125638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,8),(5,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,13),-0.127344 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,15),-0.127324 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,16),-0.125638 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,28),-0.110263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,9),(5,10),-0.149789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,9),(5,12),-0.126241 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,13),-0.180049 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,15),-0.179323 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,16),-0.149789 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,28),-0.142955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,10),(5,12),-0.125683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,13),-0.1377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,15),-0.136886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,16),-0.12511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,28),-0.142023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,12),(5,13),-0.193403 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,15),-0.194619 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,16),-0.124129 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,12),(5,28),-0.0929484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,13),(5,15),-0.129588 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,13),(5,16),-0.1274 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,13),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,13),(5,28),-0.0835674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,15),(5,16),-0.127271 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,15),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,15),(5,28),-0.0741653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,16),(5,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,16),(5,28),-0.14179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,27),(5,28),-0.146679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,4),-0.0697029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,3),-0.126385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,2),0.020707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,-1),0.00222087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,4),(5,3),-0.0512204 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,2),-0.0420482 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,-1),-0.0774144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,3),(5,2),-0.0662175 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,-1),0.0746103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,2),(5,-1),-0.0400979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.133485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.131872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.117103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.12571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,6),(6,28),-0.389969 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.118812 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.136961 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,7),(6,28),-0.0973481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.117667 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,28),-0.131172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.124905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,28),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,28),-0.126039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,6),(6,-1),-0.156836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,8),0.133342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.0363882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.093489 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,12),-0.0068719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,14),-0.128989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,28),-0.176344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.168885 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.125349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,8),(7,12),-0.12666 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,14),-0.126813 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,28),-0.056731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,12),-0.142255 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,14),-0.125664 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,28),-0.128982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,12),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,14),-0.125142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,28),-0.0822839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,12),(7,14),-0.125121 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,28),-0.102387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,14),(7,28),-0.0463516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),-0.0381774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),-0.0403532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),-0.00972371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,3),0.0390291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,2),0.00223253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),0.0494506 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,5),-0.0449902 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,4),-0.0407202 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,3),-0.0591287 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,2),-0.0448474 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,-1),0.0125861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,5),(7,4),-0.0416042 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,3),-0.0777176 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,2),-0.0598423 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),-0.0743814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,4),(7,3),-0.042142 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,2),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,-1),-0.0199192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,3),(7,2),-0.0905062 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,-1),-0.0312297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,2),(7,-1),-0.0256434 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,9),0.0721502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,10),-0.111775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,8),(8,12),-0.119202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,13),-0.0900741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,15),-0.0898641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,16),-0.111775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,28),-0.207769 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.124956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,9),(8,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.124898 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,15),-0.124898 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,16),-0.124956 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,28),-0.12029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,12),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,15),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,16),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,28),-0.0968991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,12),(8,13),-0.125037 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,15),-0.125037 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,16),-0.124888 # DEPENDENCYPART_GRANDSIBL
