# _root_ Avon also said it will issue an additional 243,677 of the Class C warrants to holders of its Class A , Class B and unclassified warrants .
#goldHeads=3,3,0,5,3,5,9,9,6,9,14,14,14,10,6,15,16,26,24,24,24,24,24,26,24,17,3,
#predictedHeads=3,3,0,5,3,5,9,9,6,9,14,14,14,10,6,15,16,19,24,23,24,23,24,17,26,24,3,
(16,24),(24,24),(24,27),-0.053435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,28),-0.335868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,25),(24,26),-0.0575984 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,25),(24,27),-0.0434927 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,25),(24,28),0.0789457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,26),(24,27),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,26),(24,28),0.000255465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,27),(24,28),-0.0552103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,24),(24,23),0.20024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,22),0.20031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,21),0.120119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,20),0.141142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,19),0.20031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,18),0.116896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,17),0.245779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,16),0.200314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,24),(24,15),-0.125824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,14),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,13),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,12),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,11),-0.124945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,10),-0.128042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,9),-0.126279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,8),-0.130443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,7),-0.124933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,6),-0.136584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,5),-0.126205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,3),-0.137164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,2),-0.125397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,1),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,24),(24,-1),-0.515856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,23),(24,22),0.160171 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,21),0.107145 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,20),0.124447 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,19),0.160171 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,18),0.111158 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,17),0.0808472 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,16),0.160171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,23),(24,15),-0.125235 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,14),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,13),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,12),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,11),-0.124982 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,10),-0.128031 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,9),-0.125585 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,8),-0.125453 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,7),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,6),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,5),-0.124915 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,1),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,23),(24,-1),-0.218059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,22),(24,21),0.107145 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,20),0.124447 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,19),0.160168 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,18),0.111158 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,17),0.0808472 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,16),0.160168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,22),(24,15),-0.125235 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,14),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,13),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,12),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,11),-0.124982 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,10),-0.128031 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,9),-0.125585 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,8),-0.125453 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,7),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,6),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,5),-0.124915 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,1),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,22),(24,-1),-0.217892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,21),(24,20),0.110054 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,19),0.139492 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,18),0.118913 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,17),0.185102 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,16),0.139487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,21),(24,15),-0.130253 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,14),-0.129249 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,13),-0.129249 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,12),-0.129249 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,11),-0.12492 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,10),-0.126456 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,9),-0.12579 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,8),-0.125147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,7),-0.124911 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,6),-0.12871 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,5),-0.126007 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,3),-0.128111 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,2),-0.126233 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,1),-0.129249 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,21),(24,-1),-0.124484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,20),(24,19),0.117971 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,18),0.122944 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,17),0.114606 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,16),0.117971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,20),(24,15),-0.1249 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,14),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,13),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,12),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,6),-0.124899 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,3),-0.124899 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,20),(24,-1),-0.0751989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,19),(24,18),0.111158 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,17),0.0808472 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,16),0.160168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,19),(24,15),-0.125235 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,14),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,13),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,12),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,11),-0.124982 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,10),-0.128031 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,9),-0.125585 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,8),-0.125453 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,7),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,6),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,5),-0.124915 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,1),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,19),(24,-1),-0.217892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,18),(24,17),0.136019 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,16),0.11904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,18),(24,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,9),-0.124894 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,18),(24,-1),-0.152234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,17),(24,16),0.116965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,17),(24,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,14),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,13),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,12),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,9),-0.124943 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,8),-0.124902 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,6),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,3),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,2),-0.125117 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,1),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,17),(24,-1),-0.0230634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,16),(24,15),-0.125235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,14),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,13),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,12),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,11),-0.124982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,10),-0.128031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,9),-0.125585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,8),-0.125453 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,7),-0.124957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,6),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,5),-0.124915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,3),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,2),-0.124993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,1),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,24),(24,16),(24,-1),-0.218135 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,24),(24,15),(24,14),-0.124892 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,13),-0.124892 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,12),-0.124892 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,9),-0.124976 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,8),-0.124892 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,6),-0.124939 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,3),-0.124939 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,2),-0.124894 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,1),-0.124892 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,15),(24,-1),-0.0677322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,14),(24,13),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,12),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,11),-0.124982 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,10),-0.128031 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,9),-0.125585 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,8),-0.125453 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,7),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,6),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,5),-0.124915 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,1),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,14),(24,-1),-0.217889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,13),(24,12),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,11),-0.124982 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,10),-0.128031 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,9),-0.125585 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,8),-0.125453 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,7),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,6),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,5),-0.124915 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,1),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,13),(24,-1),-0.218261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,12),(24,11),-0.124982 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,10),-0.128031 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,9),-0.125585 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,8),-0.125453 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,7),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,6),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,5),-0.124915 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,3),-0.127112 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,1),-0.130147 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,12),(24,-1),-0.217892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,11),(24,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,6),-0.124902 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,3),-0.124902 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,11),(24,-1),-0.0811357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,10),(24,9),-0.124943 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,8),-0.124902 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,6),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,3),-0.124889 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,2),-0.125117 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,1),-0.124957 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,10),(24,-1),-0.0230634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,9),(24,8),-0.125044 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,7),-0.124905 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,1),-0.125202 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,9),(24,-1),-0.160016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,8),(24,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,6),-0.126881 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,5),-0.125482 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,3),-0.126881 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,2),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,1),-0.126474 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,8),(24,-1),-0.00184602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,7),(24,6),-0.124897 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,3),-0.124897 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,7),(24,-1),-0.0585066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,6),(24,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,3),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,1),-0.126439 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,6),(24,-1),-0.121603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,5),(24,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,5),(24,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,5),(24,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,5),(24,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,5),(24,-1),-0.0812125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,4),(24,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,4),(24,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,4),(24,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,4),(24,-1),-0.147736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,3),(24,2),-0.124888 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,3),(24,1),-0.126439 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,3),(24,-1),-0.118105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,2),(24,1),-0.124902 # DEPENDENCYPART_GRANDSIBL
(16,24),(24,2),(24,-1),-0.120047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,24),(24,1),(24,-1),-0.217888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,25),(25,26),-0.0434196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,25),(25,25),(25,28),0.035022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,25),(25,26),(25,28),0.00333086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,25),(25,25),(25,23),0.123626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
