# _root_ In addition , corporations are now shouldering a bigger share of the tax burden , as the authors of the 1986 law hoped .
#goldHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
#predictedHeads=5,1,5,5,0,5,5,10,10,7,10,14,14,11,7,23,18,23,18,22,22,19,7,5,
(19,18),(18,19),(18,20),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,22),-0.124995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,23),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,25),-0.102084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,20),(18,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,22),-0.125438 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,25),-0.0289829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,21),(18,22),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,21),(18,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,21),(18,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,21),(18,25),-0.175826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,22),(18,23),-0.125244 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,22),(18,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,22),(18,25),-0.0779989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,23),(18,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,23),(18,25),-0.099059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,24),(18,25),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,17),-0.0100029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,16),-0.11954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,12),-0.0100029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,-1),0.256192 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,17),(18,16),-0.0374602 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,17),(18,12),-0.0420093 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,17),(18,-1),-0.04336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,16),(18,12),-0.0468047 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,16),(18,-1),-0.0527668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,12),(18,-1),-0.04336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,21),-0.0701933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,23),-0.0302457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,25),-0.0740481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,23),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,25),-0.0705791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,23),(20,25),-0.0250775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,-1),-0.158723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,22),-0.058524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,23),-0.0672431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,25),0.0443715 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,22),(21,23),-0.0397305 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,22),(21,25),-0.0300441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,23),(21,25),-0.0785492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,20),0.105905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,19),0.119503 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,-1),-0.066748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,20),(21,19),0.119085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,20),(21,-1),-0.123159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,19),(21,-1),-0.145038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,23),-0.052282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,24),-0.0716542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,25),0.273045 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,23),(22,24),-0.0426312 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,25),-0.104672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,24),(22,25),-0.0647184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,21),0.12304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,20),0.0737464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,19),0.176774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,22),(22,18),-0.133894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,17),-0.132954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,16),-0.136651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,-1),-0.0864276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,21),(22,20),0.182321 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,19),0.105415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,21),(22,18),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,21),(22,-1),-0.17646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,20),(22,19),0.083325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,20),(22,18),-0.125438 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,17),-0.124897 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,16),-0.125212 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,20),(22,-1),-0.0226524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,19),(22,18),-0.124995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,17),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,16),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,19),(22,-1),-0.10218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,18),(22,17),-0.126478 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,16),-0.126412 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,18),(22,-1),-0.0814303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,17),(22,16),-0.125212 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,17),(22,-1),-0.0226524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,16),(22,-1),-0.112133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,23),(23,24),-0.0450571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,25),-0.0315559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,24),(23,25),-0.045261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,23),(23,22),0.14404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,21),0.104227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,20),0.0868052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,19),0.108436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,23),(23,18),-0.130418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,17),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,16),-0.129099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,14),-0.130418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,13),-0.130418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,11),-0.129103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,10),-0.130418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,9),-0.125054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,7),-0.105802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,6),-0.125601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,5),-0.0993262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,4),-0.130418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,2),-0.130418 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,1),-0.129104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,23),(23,-1),-0.133478 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,22),(23,21),0.118741 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,20),0.109576 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,19),0.120901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,22),(23,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,16),-0.127876 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,15),-0.125029 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,11),-0.127874 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,7),-0.125081 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,6),-0.124959 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,5),-0.125081 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,1),-0.128136 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,22),(23,-1),-0.111155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,21),(23,20),0.115606 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,19),0.118693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,21),(23,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,21),(23,-1),-0.14073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,20),(23,19),0.118152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,20),(23,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,16),-0.1249 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,11),-0.1249 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,1),-0.1249 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,20),(23,-1),-0.181565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,19),(23,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,16),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,11),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,1),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,23),(23,19),(23,-1),-0.132761 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,23),(23,18),(23,17),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,16),-0.127876 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,15),-0.125029 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,11),-0.127874 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,7),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,6),-0.124959 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,5),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,1),-0.128136 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,18),(23,-1),-0.109733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,17),(23,16),-0.1249 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,11),-0.1249 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,1),-0.1249 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,17),(23,-1),-0.181565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,16),(23,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,11),-0.124888 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,16),(23,-1),-0.13821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,15),(23,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,11),-0.125736 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,7),-0.125508 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,5),-0.125508 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,1),-0.125867 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,15),(23,-1),-0.143044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,14),(23,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,11),-0.127874 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,7),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,6),-0.124959 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,5),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,1),-0.128136 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,14),(23,-1),-0.109733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,13),(23,11),-0.127874 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,7),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,6),-0.124959 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,5),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,1),-0.128136 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,13),(23,-1),-0.110606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,11),(23,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,11),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,11),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,11),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,11),(23,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,11),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,11),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,11),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,11),(23,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,11),(23,-1),-0.132761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,10),(23,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,10),(23,7),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,10),(23,6),-0.124959 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,10),(23,5),-0.12504 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,10),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,10),(23,3),-0.125029 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,10),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,10),(23,1),-0.128136 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,10),(23,-1),-0.110015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,9),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,9),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,9),(23,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,9),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,9),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,9),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,9),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,9),(23,-1),-0.144746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,7),(23,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,7),(23,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,7),(23,4),-0.124913 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,7),(23,3),-0.124886 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,7),(23,2),-0.124913 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,7),(23,1),-0.125243 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,7),(23,-1),-0.125797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,6),(23,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,6),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,6),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,6),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,6),(23,1),-0.124894 # DEPENDENCYPART_GRANDSIBL
(19,23),(23,6),(23,-1),-0.105132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,23),(23,5),(23,4),-0.124913 # DEPENDENCYPART_GRANDSIBL
