# _root_ In New York Stock Exchange composite trading yesterday , H.H. Robertson closed at $ 11.625 , up 62.5 cents .
#goldHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
#predictedHeads=12,7,7,7,7,7,1,12,12,11,12,0,12,15,13,12,12,19,17,12,
(10,19),(19,17),(19,-1),-0.125856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,16),(19,15),0.117985 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,14),0.119005 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,13),0.122299 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,-1),-0.00337185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,15),(19,14),0.117664 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,13),0.113671 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,-1),-0.116109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,14),(19,13),0.118865 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,14),(19,-1),-0.128051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,13),(19,-1),-0.0995207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,2),(2,3),0.150421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,4),0.149047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,5),0.150833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,6),0.0885504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,21),0.0609611 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,3),(2,4),0.111528 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,5),0.113552 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,6),0.150781 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,3),(2,21),-0.14562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,4),(2,5),0.106848 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,6),0.150477 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,4),(2,21),-0.145136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,5),(2,6),0.150589 # DEPENDENCYPART_GRANDSIBL
(11,2),(2,5),(2,21),-0.144473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,6),(2,21),-0.160729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,2),(2,2),(2,1),-0.0430839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,-1),0.13767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,1),(2,-1),-0.129229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,4),0.158644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,5),0.16043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,6),0.0903052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,8),0.159349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,9),0.165684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,11),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,3),(3,21),0.0281724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,4),(3,5),0.0924039 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,6),0.150477 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,8),0.0923956 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,9),0.122624 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,4),(3,21),-0.134423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,5),(3,6),0.150589 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,8),0.0932991 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,9),0.122624 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,5),(3,21),-0.13376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,6),(3,8),0.135326 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,9),0.090421 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,6),(3,11),-0.124928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,6),(3,21),-0.15956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,8),(3,9),0.122624 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,8),(3,21),-0.135118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,11),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,21),-0.0034839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,11),(3,21),-0.133774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,3),(3,2),-0.197832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,1),-0.0430199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,-1),0.113563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,2),(3,1),-0.031491 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,2),(3,-1),-0.00209735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,1),(3,-1),-0.129164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,4),(4,5),0.151006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,6),0.0907542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,7),0.148852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,8),0.149925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,9),0.165791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,11),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,4),(4,12),-0.154316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,20),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,21),0.0657435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,5),(4,6),0.150477 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,7),0.110316 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,8),0.110304 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,9),0.122622 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,5),(4,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,21),-0.143778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,6),(4,7),0.135254 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,8),0.135313 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,9),0.0904153 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,11),-0.124914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,6),(4,12),-0.124918 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,21),-0.161308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,7),(4,8),0.11013 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,9),0.122622 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,7),(4,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,21),-0.144743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,8),(4,9),0.122622 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,8),(4,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,21),-0.145135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,9),(4,11),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,9),(4,12),-0.127045 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,21),-0.00337187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,11),(4,12),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,20),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,21),-0.143792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,12),(4,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,21),-0.174069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,20),(4,21),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,4),(4,3),-0.181972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,2),-0.197947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,-1),0.134789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,3),(4,2),-0.0114233 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,3),(4,-1),-0.00435211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,2),(4,-1),-0.00700796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,6),0.0890981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,7),0.148616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,8),0.149689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,9),0.165579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,10),0.151239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,11),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,5),(5,12),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,13),-0.145309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,16),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,17),-0.124906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,19),-0.141313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,20),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,21),0.021065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,6),(5,7),0.135209 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,8),0.135268 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,9),0.090421 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,10),0.135268 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,11),-0.124914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,6),(5,12),-0.124918 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,13),-0.124895 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,16),-0.125225 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,19),-0.124914 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,6),(5,21),-0.160723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,7),(5,8),0.109406 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,9),0.122624 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,10),0.10942 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,7),(5,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,13),-0.125035 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,16),-0.126785 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,19),-0.125449 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,7),(5,21),-0.145243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,8),(5,9),0.122624 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,10),0.109723 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,8),(5,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,13),-0.125035 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,16),-0.126785 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,19),-0.125449 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,8),(5,21),-0.145635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,9),(5,10),0.112553 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,11),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,9),(5,12),-0.127046 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,13),-0.125395 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,16),-0.125325 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,17),-0.126135 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,19),-0.129532 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,9),(5,21),-0.00338004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,10),(5,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,10),(5,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,13),-0.125035 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,16),-0.126785 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,19),-0.125449 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,10),(5,21),-0.144145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,11),(5,12),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,13),-0.125035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,16),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,19),-0.125449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,20),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,11),(5,21),-0.144291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,12),(5,13),-0.124893 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,16),-0.125503 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,19),-0.124957 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,12),(5,21),-0.173891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,13),(5,16),-0.124891 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,13),(5,17),-0.125162 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,13),(5,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,13),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,13),(5,21),-0.104478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,16),(5,17),-0.126135 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,16),(5,19),-0.129532 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,16),(5,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,16),(5,21),-0.00338004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,17),(5,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,17),(5,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,17),(5,21),-0.123649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,19),(5,20),-0.125194 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,19),(5,21),-0.146048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,20),(5,21),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,4),-0.176158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,3),-0.180946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,2),-0.196921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,-1),0.0905156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,4),(5,3),-0.020113 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,2),-0.0172901 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,-1),0.00863022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,3),(5,2),-0.013059 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,3),(5,-1),-0.00277742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,2),(5,-1),-0.00543326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,7),0.123401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,8),0.123402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,9),0.123894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,11),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,6),(6,21),0.00625172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,7),(6,8),0.117556 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,9),0.117974 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,7),(6,21),-0.121306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,8),(6,9),0.117974 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,8),(6,21),-0.121305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,9),(6,11),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,9),(6,21),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,11),(6,21),-0.121305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,6),(6,5),-0.0434745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,4),-0.0440332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,3),-0.0434897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,2),-0.0265689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,1),0.0687916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,-1),0.0334511 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,5),(6,4),-0.0202443 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,3),-0.0178255 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,2),-0.0127418 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,1),-0.0493959 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,-1),0.003269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,4),(6,3),-0.0178302 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,4),(6,2),-0.0127465 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,4),(6,1),-0.0494015 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,4),(6,-1),0.000309169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,3),(6,2),-0.0127418 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,3),(6,1),-0.0493959 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,3),(6,-1),0.00326077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,2),(6,1),-0.0493959 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,2),(6,-1),0.0246432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,1),(6,-1),0.057033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,8),0.145398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,9),0.165641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,11),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,7),(7,12),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,16),-0.129725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,21),0.0279976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,8),(7,9),0.122624 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,11),-0.125449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,8),(7,12),-0.125545 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,16),-0.126785 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,21),-0.148116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,11),-0.129532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,12),-0.127045 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,16),-0.125325 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,21),-0.00352448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,11),(7,12),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,16),-0.126785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,21),-0.146772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,12),(7,16),-0.125503 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,21),-0.173859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,16),(7,21),-0.00352448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,6),-0.0650469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,5),-0.182867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,4),-0.174594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,3),-0.179382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,2),-0.195357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,1),-0.0451981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,-1),0.101387 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,6),(7,5),-0.0605628 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,4),-0.0605844 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,3),-0.0605998 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,2),-0.0602795 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,1),-0.0431745 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,-1),-0.0503502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,5),(7,4),-0.0133207 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,3),-0.0166119 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,2),-0.013789 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,1),-0.031491 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,-1),0.00316039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,4),(7,3),-0.0184692 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,2),-0.0156463 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,1),-0.031491 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,-1),0.0119665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,3),(7,2),-0.0114151 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,3),(7,1),-0.031491 # DEPENDENCYPART_GRANDSIBL
