# _root_ Beyond the advertisements , the syndicator is planning a traveling arena show , new TV specials for CBS and even an exhibit at the Smithsonian Institute .
#goldHeads=7,3,1,7,6,7,0,7,12,12,12,19,19,16,16,19,16,17,8,22,22,19,22,26,26,23,7,
#predictedHeads=7,3,1,7,6,7,0,7,12,12,12,8,12,16,16,19,16,17,12,22,22,19,22,26,26,23,7,
(12,16),(16,16),(16,8),-0.15429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),0.0260591 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.155418 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,13),0.121348 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,12),0.109763 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,15),(16,11),-0.125451 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,10),-0.125545 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,9),-0.125509 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,8),-0.125545 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.148743 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,13),0.0903844 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,12),0.128096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,11),-0.124914 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,10),-0.124918 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,9),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,8),-0.124918 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,-1),-0.139024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,12),0.11157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,11),-0.129533 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,10),-0.127054 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,9),-0.124899 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,8),-0.127054 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,-1),-0.00103419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.125451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,10),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,9),-0.125509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,8),-0.125545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.146939 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,10),-0.125545 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,9),-0.125509 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,8),-0.125545 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.148438 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,10),(16,9),-0.124981 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,8),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,-1),-0.174223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,9),(16,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,-1),-0.104442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,8),(16,-1),-0.174251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),0.094923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),0.0180069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0839378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,22),0.0853038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,23),-0.0841085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,26),0.0970976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,28),-0.38531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0634289 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0546944 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,22),-0.0813464 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,23),-0.0525344 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,26),-0.0813464 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,28),0.054593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),0.164572 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,22),-0.107019 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,23),0.332463 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,26),-0.184332 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,28),0.00455011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,22),-0.0466519 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,23),-0.0336749 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,26),-0.0466519 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,20),(17,28),-0.0355813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,22),(17,23),-0.0525344 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,26),-0.0813464 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,22),(17,28),0.0449738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,23),(17,26),-0.0525759 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,23),(17,28),-0.119769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,26),(17,28),0.0570001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,16),0.0564768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.0493031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,16),(17,-1),-0.151401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),-0.0497468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,20),-0.0754086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,22),-0.189938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,23),-0.0288235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,26),-0.19039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,28),0.105195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,20),0.164059 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,22),-0.0787789 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,23),0.353255 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,26),-0.156092 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,19),(18,28),-0.0363888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,20),(18,22),-0.043893 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,23),-0.0513347 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,26),-0.043893 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,20),(18,28),-0.0873497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,22),(18,23),-0.0272698 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,26),-0.0135285 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,22),(18,28),-0.00461221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,23),(18,26),-0.0425517 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,23),(18,28),-0.0508489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,26),(18,28),-0.00481888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,17),0.196991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,16),0.14486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,15),0.14258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,14),0.0872526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,-1),0.028259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,17),(18,16),0.116259 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,15),0.116259 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,14),0.121028 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,-1),-0.0843159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,16),(18,15),0.107335 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,14),0.155839 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,-1),-0.148439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,15),(18,14),0.155418 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,-1),-0.148744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,14),(18,-1),-0.139024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,20),-0.0244725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,21),0.00168175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,22),-0.062073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,23),-0.0081244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,24),0.000871227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,25),-0.062073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,26),-0.0641865 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,27),-0.053435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,28),-0.334228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,21),-0.0451518 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,22),-0.0365467 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,23),-0.022783 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,24),-0.0451839 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,25),-0.0365467 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,26),-0.0365467 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,28),-0.0219399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,21),(19,22),-0.0455791 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,23),-0.0436629 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,24),-0.0422382 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,25),-0.0455791 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,26),-0.0455791 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,28),-0.0292167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,22),(19,23),-0.0400686 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,24),-0.0502196 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,25),-0.059455 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,26),-0.059455 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,27),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,28),0.00763725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,23),(19,24),-0.0420976 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,25),-0.0482795 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,26),-0.0482797 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,27),-0.0422131 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,28),0.00852745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,24),(19,25),-0.0457485 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,26),-0.0457485 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,24),(19,28),-0.0326106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,25),(19,26),-0.059455 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,27),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,28),0.00763725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,26),(19,27),-0.0366662 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,26),(19,28),0.00552354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,27),(19,28),-0.0552103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,18),0.210847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,17),0.236705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,16),0.210903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,15),0.209299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,14),0.176994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,13),0.118504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,12),0.209422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,19),(19,11),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,10),-0.136584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,9),-0.124936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,8),-0.136584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,7),-0.136852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,6),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,5),-0.124945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,4),-0.125566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,3),-0.145575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,2),-0.124945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,1),-0.12739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,-1),-0.514332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,18),(19,17),0.0868701 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,16),0.159944 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,15),0.15992 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,14),0.0969343 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,13),0.108065 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,12),0.159944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,18),(19,11),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,10),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,9),-0.124969 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,8),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,7),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,6),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,5),-0.124993 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,4),-0.12646 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,3),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,1),-0.127877 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,-1),-0.204997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,17),(19,16),0.114034 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,15),0.114034 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,14),0.12149 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,13),0.129838 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,12),0.114034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,17),(19,11),-0.124957 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,10),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,8),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,7),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,6),-0.124957 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,4),-0.124927 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,3),-0.124957 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,17),(19,-1),-0.0125312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,16),(19,15),0.15992 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,14),0.0969343 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,13),0.108096 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,12),0.159944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,16),(19,11),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,10),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,9),-0.124969 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,8),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,7),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,6),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,5),-0.124993 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,4),-0.12646 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,3),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,1),-0.127877 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,-1),-0.204997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,15),(19,14),0.0968485 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,13),0.107795 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,12),0.159944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,15),(19,11),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,10),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,9),-0.124969 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,8),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,7),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,6),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,5),-0.124993 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,4),-0.12646 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,3),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,1),-0.127877 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,15),(19,-1),-0.206532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,14),(19,13),0.134808 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,12),0.0734869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,14),(19,11),-0.126474 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,10),-0.126881 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,8),-0.126881 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,7),-0.126881 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,6),-0.126474 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,3),-0.126474 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,1),-0.125542 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,14),(19,-1),-0.00844954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,13),(19,12),0.142903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,13),(19,11),-0.129249 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,10),-0.128055 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,9),-0.124911 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,8),-0.128055 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,7),-0.128081 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,6),-0.129249 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,5),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,3),-0.129249 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,2),-0.12492 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,1),-0.12642 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,13),(19,-1),-0.124588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,12),(19,11),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,10),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,9),-0.12498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,8),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,7),-0.127112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,6),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,5),-0.125005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,4),-0.12646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,3),-0.130147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,2),-0.125005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,1),-0.127877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,12),(19,-1),-0.2051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,11),(19,10),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,9),-0.124969 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,8),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,7),-0.127112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,6),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,5),-0.124993 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,4),-0.12646 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,3),-0.130147 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,2),-0.124993 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,1),-0.127877 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,11),(19,-1),-0.204997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,10),(19,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,10),(19,8),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,10),(19,7),-0.124895 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,10),(19,6),-0.126439 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,10),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,10),(19,4),-0.124964 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,10),(19,3),-0.126439 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,10),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,10),(19,1),-0.125308 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,10),(19,-1),-0.121612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,9),(19,8),-0.124899 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,9),(19,7),-0.124899 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,9),(19,6),-0.12489 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,9),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,9),(19,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,9),(19,3),-0.12489 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,9),(19,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,9),(19,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
