# _root_ Back when the Burgess fauna were flourishing , it seems , human evolutionary hopes hung on the survival of a little worm with a backbone called Pikaia .
#goldHeads=15,7,5,5,6,1,6,10,10,15,10,14,14,15,0,15,18,16,18,22,22,19,22,25,23,22,26,15,
#predictedHeads=6,7,5,5,6,0,6,10,10,15,10,14,14,15,7,15,18,16,18,22,22,19,22,25,23,25,26,6,
(12,9),(9,10),(9,29),-0.124963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,15),(9,29),-0.124963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),-0.102422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,-1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,29),-0.173067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,-1),-0.0874016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,16),-0.0418875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,18),-0.0375498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,29),-0.000147195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,16),(13,18),-0.0420025 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,29),-0.0447232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,18),(13,29),-0.0531966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.117721 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),-0.0467051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.126766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,11),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.127285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,9),(13,-1),-0.125635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),-0.0588123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0347257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0271113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),-0.0371333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,26),-0.0588208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,27),-0.0271113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,28),-0.0431687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,29),-0.0815029 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.042296 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0423301 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,26),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,27),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,28),-0.0420906 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,29),-0.0418022 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,18),-0.0425369 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.040412 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,26),-0.0384581 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,27),-0.0425369 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,28),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,29),-0.0421989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.039484 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,26),-0.0359629 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,27),-0.0417642 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,29),-0.048278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,26),-0.0348217 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,27),-0.0426918 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,28),-0.0419989 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,29),-0.0485829 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,26),(14,27),-0.0430076 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,26),(14,28),-0.0420906 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,26),(14,29),-0.04181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,27),(14,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,27),(14,29),-0.048278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,28),(14,29),-0.0432854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.0996997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,12),0.103606 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,11),-0.125135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,8),-0.125135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,7),-0.131035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),-0.0667171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,12),0.118775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,13),(14,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.150895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,12),(14,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.146889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,7),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,8),(14,7),-0.124893 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,8),(14,-1),-0.130106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,7),(14,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,7),(14,-1),-0.139862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,1),(14,-1),-0.122363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0663895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),-0.0364699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),-0.0243792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.06522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.0363648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,21),-0.0275618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,22),-0.0243792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,23),-0.0547677 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,25),-0.0243792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,26),-0.0666843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,27),-0.0243792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,29),0.120621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.041999 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.041205 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0351371 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,20),-0.0419991 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,21),-0.0429403 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,22),-0.041205 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,23),-0.0356118 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,25),-0.041205 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,26),-0.0335657 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,27),-0.041205 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,28),-0.0429701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,29),-0.0490185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.0428228 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,19),-0.042977 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,21),-0.0421004 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,22),-0.0428228 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,23),-0.0428963 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,25),-0.0428228 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,26),-0.0425749 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,27),-0.0428228 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,28),-0.0421183 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,29),-0.0313497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0380347 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.0422356 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,21),-0.0423918 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,22),-0.0513131 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,23),-0.0392895 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,25),-0.0513131 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,26),-0.0501653 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,27),-0.0513131 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,28),-0.0437079 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,29),-0.0959704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.041999 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,21),-0.0429403 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,22),-0.0438557 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,23),-0.0363669 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,25),-0.0438557 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,26),-0.0401129 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,27),-0.0438557 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,28),-0.0429802 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,29),-0.0489407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,21),-0.0421004 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,22),-0.0430773 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,23),-0.0425275 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,25),-0.0430773 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,26),-0.0425749 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,27),-0.0430773 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,28),-0.0421183 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,20),(15,29),-0.0313406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,21),(15,22),-0.0435346 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,23),-0.0426186 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,25),-0.0435346 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,26),-0.0345484 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,27),-0.0435346 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,28),-0.0420085 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,21),(15,29),-0.038094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,22),(15,23),-0.0392895 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,25),-0.0513131 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,26),-0.0501653 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,27),-0.0513131 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,28),-0.0437079 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,22),(15,29),-0.0959704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,23),(15,25),-0.0421464 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,26),-0.041329 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,27),-0.0421464 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,28),-0.0429701 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,23),(15,29),-0.0372761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,25),(15,26),-0.0501653 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,27),-0.0513131 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,28),-0.0437079 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,25),(15,29),-0.0959704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,26),(15,27),-0.0428432 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,28),-0.0435475 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,26),(15,29),-0.0260604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,27),(15,28),-0.0437079 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,27),(15,29),-0.0959704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,28),(15,29),-0.0456856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.135369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,13),0.121862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,12),0.121862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,11),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,10),-0.126748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,8),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,7),-0.126748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,6),-0.126784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,5),-0.128713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,4),-0.128713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,2),-0.129657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,1),-0.125298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.222788 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,13),0.118906 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,12),0.118906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,14),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,10),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,7),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,6),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,2),-0.124887 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,14),(15,-1),-0.11857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,12),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,13),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,1),-0.12489 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,13),(15,-1),-0.121695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,12),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,1),-0.12489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,12),(15,-1),-0.121695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,11),(15,10),-0.125643 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,7),-0.125643 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,6),-0.125643 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,5),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,4),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,11),(15,-1),-0.140347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,10),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,10),(15,-1),-0.135118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,9),(15,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,7),-0.124901 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,6),-0.124901 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,2),-0.125228 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,1),-0.124935 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,9),(15,-1),-0.102828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,8),(15,7),-0.125643 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,6),-0.125643 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,5),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,4),-0.124889 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,8),(15,-1),-0.140347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,7),(15,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,7),(15,-1),-0.135008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,6),(15,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,6),(15,-1),-0.135044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,5),(15,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,5),(15,2),-0.124887 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,5),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,5),(15,-1),-0.118569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,4),(15,2),-0.124887 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,4),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,4),(15,-1),-0.118569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,2),(15,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,2),(15,-1),-0.14028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,1),(15,-1),-0.126394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),-0.0364195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0479032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0202261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),-0.0466042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),-0.0472526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0117117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,25),-0.0472526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,29),-0.154461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0452419 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0451503 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.0420058 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,22),-0.0452419 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),-0.0446807 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,25),-0.0452419 # DEPENDENCYPART_GRANDSIBL
