# _root_ The Soviet Union has purchased roughly eight million tons of grain this month , and is expected to take delivery by year end , analysts said .
#goldHeads=3,3,15,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
#predictedHeads=3,3,4,15,4,9,6,6,5,9,10,13,5,15,26,15,16,19,17,19,19,23,21,26,26,0,26,
(13,15),(15,15),(15,-1),-0.451396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,14),(15,13),0.0907635 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,11),-0.147778 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,10),-0.146859 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,9),-0.147778 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,8),-0.145345 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,7),-0.145296 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,6),-0.145107 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,5),-0.148431 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,4),-0.148431 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,3),-0.147778 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,2),-0.147778 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,-1),-0.165083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,13),(15,12),-0.145317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,11),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,10),-0.147044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,9),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,8),-0.144848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,7),-0.144848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,6),-0.144919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,5),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,4),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,3),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,2),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,1),-0.145401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,-1),-0.198217 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,12),(15,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,10),-0.14471 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,5),-0.144714 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,4),-0.144714 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,-1),-0.094151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,11),(15,10),-0.147044 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,9),-0.146776 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,8),-0.144848 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,7),-0.144848 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,6),-0.144919 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,5),-0.146269 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,4),-0.146269 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,3),-0.146776 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,2),-0.146776 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,1),-0.145401 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,-1),-0.198085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,10),(15,9),-0.144704 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,6),-0.145037 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,3),-0.144704 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,2),-0.144704 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,10),(15,-1),-0.0599606 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,9),(15,8),-0.144848 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,7),-0.144848 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,6),-0.144919 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,5),-0.146269 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,4),-0.146269 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,3),-0.146776 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,2),-0.146776 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,1),-0.145401 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,9),(15,-1),-0.198085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,8),(15,7),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,6),-0.144768 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,3),-0.144708 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,2),-0.144708 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,1),-0.144705 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,8),(15,-1),-0.173636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,7),(15,6),-0.144735 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,3),-0.144708 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,2),-0.144708 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,1),-0.144705 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,7),(15,-1),-0.16872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,6),(15,5),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,6),(15,4),-0.144702 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,6),(15,3),-0.144761 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,6),(15,2),-0.144761 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,6),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,6),(15,-1),-0.11909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,5),(15,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,5),(15,3),-0.14523 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,5),(15,2),-0.14523 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,5),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,5),(15,-1),-0.171205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,4),(15,3),-0.145257 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,4),(15,2),-0.145257 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,4),(15,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,4),(15,-1),-0.170116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,3),(15,2),-0.146776 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,3),(15,1),-0.145401 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,3),(15,-1),-0.198232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,2),(15,1),-0.145401 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,2),(15,-1),-0.187305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,1),(15,-1),-0.0982672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,17),-0.0281156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,18),-0.0377682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,19),-0.0289233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,20),-0.0283441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,21),0.0656314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,23),-0.0304139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,26),-0.0273702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,27),-0.0230611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,28),0.0498577 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,17),(16,18),-0.0249729 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,19),-0.0196138 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,20),-0.021905 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,21),-0.0302474 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,23),-0.021905 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,26),-0.0196138 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,27),-0.0233759 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,28),-0.0256821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,18),(16,19),-0.0270036 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,20),-0.0264181 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,21),-0.0251029 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,23),-0.0264181 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,26),-0.0270036 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,27),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,28),-0.0491936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,19),(16,20),-0.021905 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,21),-0.0308898 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,23),-0.021905 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,26),-0.0196138 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,27),-0.0231875 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,28),-0.0269761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,20),(16,21),0.0138958 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,23),-0.00202645 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,26),-0.0324047 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,27),-0.0256193 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,20),(16,28),-0.0288101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,21),(16,23),-0.000716665 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,26),0.00152385 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,27),-0.0310944 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,21),(16,28),0.0289559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,23),(16,26),-0.0356314 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,27),-0.0256193 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,23),(16,28),-0.0315809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,26),(16,27),-0.0231875 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,26),(16,28),-0.0237732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,27),(16,28),-0.063563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.125374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,14),0.113179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,12),-0.145121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,9),-0.193582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,6),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,5),-0.189853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,4),-0.189856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,3),-0.193582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.0519842 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,14),0.205747 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,12),0.0610672 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,9),0.0548573 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,6),0.0366747 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,5),0.0404355 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,4),0.0305073 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,3),0.0447002 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,-1),-0.148582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,6),-0.144793 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,5),-0.145031 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,4),-0.145031 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,3),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,-1),-0.210725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,12),(16,9),-0.14479 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,6),-0.144705 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,5),-0.144756 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,4),-0.144756 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,3),-0.14479 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,12),(16,-1),-0.157708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,9),(16,6),-0.144728 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,9),(16,5),-0.146174 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,9),(16,4),-0.146174 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,9),(16,3),-0.144891 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,9),(16,-1),-0.0212971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,6),(16,5),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,6),(16,4),-0.144703 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,6),(16,3),-0.144853 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,6),(16,-1),-0.200525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,5),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,5),(16,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,5),(16,-1),-0.14915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,4),(16,3),-0.144706 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,4),(16,-1),-0.14292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,3),(16,-1),-0.0222623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,18),-0.0361922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),-0.0446867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,20),-0.0227814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),0.0709045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,23),-0.0248512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,24),-0.0407696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,26),-0.0431335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,27),-0.0230578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,28),0.0683204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0269994 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,20),-0.0264164 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),-0.0244557 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,23),-0.0264164 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,24),-0.0298941 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,26),-0.0269994 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,27),-0.0201925 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,28),-0.0458591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,20),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,21),-0.0315688 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,23),-0.0218316 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,24),-0.0186664 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,26),-0.0224317 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,27),-0.0235053 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,28),-0.0265123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,20),(17,21),0.00950135 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,23),-0.00130584 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,24),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,26),-0.0309786 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,27),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,28),-0.0286755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,23),-0.000428246 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,24),-0.0113505 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,26),0.00211592 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,27),-0.0306476 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,21),(17,28),0.0278255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,23),(17,24),-0.0346288 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,26),-0.0342053 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,27),-0.0253691 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,23),(17,28),-0.0314463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,24),(17,26),-0.0158664 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,27),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,24),(17,28),-0.0247062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,26),(17,27),-0.0235053 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,26),(17,28),-0.0233095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,27),(17,28),-0.0614942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.134407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,15),0.128351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,14),0.113982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,9),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),-0.00372067 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,15),0.109247 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,14),0.114413 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,9),-0.144706 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.15835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,14),0.205915 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,9),0.0548573 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,-1),-0.14499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,14),(17,9),-0.144819 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,14),(17,-1),-0.209324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,9),(17,-1),-0.0813973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,28),-0.0608839 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,24),(24,-1),-0.201312 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,1),(1,1),(1,4),0.115924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,5),0.116127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,1),(1,1),(1,28),-0.118935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,1),(1,4),(1,5),0.10954 # DEPENDENCYPART_GRANDSIBL
(15,1),(1,4),(1,28),-0.139793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,5),(1,28),-0.139591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,1),(1,1),(1,-1),-0.0706532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,2),(2,3),0.0407364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,4),0.0891571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,5),0.0954527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,6),0.102391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,7),0.0766333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,8),0.0775847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,28),-0.0130334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,3),(2,4),0.0882345 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,5),0.0882505 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,6),0.106012 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,7),0.106591 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,8),0.106511 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,28),-0.160155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,4),(2,5),0.106963 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,4),(2,6),0.105167 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,4),(2,7),0.107291 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,4),(2,8),0.107284 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,4),(2,28),-0.173335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,5),(2,6),0.105168 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,7),0.107291 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,8),0.107284 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,5),(2,28),-0.16989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,6),(2,7),0.109509 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,8),0.109509 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,28),-0.17409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,7),(2,8),0.114045 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,7),(2,28),-0.138707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,8),(2,28),-0.140843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,2),(2,1),0.0667966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,-1),0.186505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,1),(2,-1),0.00464043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,3),(3,4),0.0885711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,5),0.0948667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,6),0.10239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,7),0.0766333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,10),0.201043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,28),-0.0234015 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
