# _root_ Sales growth of 10 % a year seems possible , he said , and Akzo expects its Twaron business to become profitable in 1990 .
#goldHeads=2,8,2,5,3,7,5,14,8,12,12,14,12,0,16,14,19,19,21,21,16,21,21,23,14,
#predictedHeads=2,14,2,5,3,7,8,14,8,12,12,14,12,0,16,14,19,19,16,21,16,21,21,23,14,
(12,16),(16,6),(16,1),-0.144737 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,-1),-0.128628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,5),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,3),-0.193224 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,2),-0.148202 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,1),-0.148202 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,-1),-0.0943772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,4),(16,3),-0.144884 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,-1),-0.167746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,3),(16,2),-0.145338 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,3),(16,1),-0.145338 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,3),(16,-1),-0.171707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,2),(16,1),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,2),(16,-1),-0.0964007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,1),(16,-1),-0.090872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,21),-0.0472907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,22),-0.0289121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,23),-0.014554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,24),0.0954676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,26),-0.114692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,21),(20,22),-0.0194411 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,23),-0.0197033 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,24),-0.0200311 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,26),-0.0399008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,22),(20,23),-0.0198706 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,24),-0.0206837 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,26),-0.0277707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,23),(20,24),-0.0199042 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,26),-0.0261833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,24),(20,26),0.0860064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,19),0.0979465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,-1),0.114355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,19),(20,-1),-0.219082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,22),0.0477501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,23),-0.0724651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,24),-0.0207727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,25),-0.0411165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,26),0.0544335 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,22),(21,23),-0.0141943 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,24),-0.0196381 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,25),-0.0200755 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,26),0.0282027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,23),(21,24),-0.0242802 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,25),-0.0341897 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,26),0.0347614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,24),(21,25),-0.0212201 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,26),-0.0217542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,25),(21,26),-0.0264376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,20),0.179753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,19),0.187549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,18),0.189976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,16),0.174342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,15),0.190039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,14),0.0274641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,13),0.0946578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,10),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,7),-0.193214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,-1),-0.30572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,20),(21,19),0.184338 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,18),0.186822 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,16),0.124629 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,15),0.186822 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,14),0.149063 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,13),0.0691104 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,10),-0.144916 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,7),-0.121778 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,-1),-0.220706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,19),(21,18),0.0931239 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,16),0.0984418 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,15),0.0931239 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,14),0.085185 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,13),0.0856196 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,10),-0.148815 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,7),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,-1),-0.089648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,18),(21,16),0.0984445 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,15),0.091473 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,14),0.085185 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,13),0.0881268 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,10),-0.148815 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,7),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,-1),-0.0899704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,16),(21,15),0.0872857 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,14),0.0992237 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,13),0.206273 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,10),-0.146355 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,7),-0.14523 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,16),(21,-1),-0.134372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,15),(21,14),0.085185 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,13),0.0881268 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,10),-0.148815 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,7),-0.148197 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,-1),-0.0892425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,14),(21,13),0.112727 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,10),0.279088 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,7),-0.0011211 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,-1),-0.197681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,13),(21,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,7),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,-1),-0.149133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,10),(21,7),-0.147762 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,10),(21,-1),-0.149133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,7),(21,-1),-0.0955188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,22),(22,23),-0.111104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,24),-0.0393959 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,25),-0.0240891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,26),-0.0732734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,22),(22,23),(22,24),-0.0200457 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,23),(22,25),-0.0194423 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,23),(22,26),-0.0449867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,24),(22,25),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,24),(22,26),-0.0300361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,25),(22,26),-0.026084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,22),(22,21),0.0961714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,20),0.0851726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,19),0.148897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,18),0.152732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,22),(22,22),(22,-1),-0.264191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,22),(22,21),(22,20),0.107382 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,19),0.108409 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,18),0.108409 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,21),(22,-1),-0.107534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,20),(22,19),0.108603 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,18),0.108682 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,20),(22,-1),-0.119078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,19),(22,18),0.107457 # DEPENDENCYPART_GRANDSIBL
(12,22),(22,19),(22,-1),-0.0542732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,18),(22,-1),-0.0503554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,25),(25,25),(25,26),0.0366956 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,25),(25,25),(25,23),0.0996059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,25),(25,25),(25,-1),0.0678789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,25),(25,23),(25,-1),-0.164966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,1),(1,2),0.0422009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,3),0.200213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,4),0.0720364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,5),0.0464221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,8),0.0954221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,9),0.0835149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,10),0.230798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,13),0.230798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,1),(1,1),(1,26),-0.0220139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,1),(1,2),(1,3),0.0982969 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,4),0.105482 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,5),0.177269 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,8),0.0882504 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,9),0.135349 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,10),0.0988424 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,13),0.0988424 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,2),(1,26),-0.158489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,3),(1,4),0.114714 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,5),0.108522 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,8),0.103358 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,9),0.0935691 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,10),0.0825985 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,13),0.0825985 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,3),(1,26),0.0227837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,4),(1,5),0.107423 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,8),0.106821 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,9),0.123438 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,10),0.122479 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,13),0.122479 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,4),(1,26),-0.143525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,5),(1,8),0.0882499 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,5),(1,9),0.135567 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,5),(1,10),0.0980017 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,5),(1,13),0.0980017 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,5),(1,26),-0.157867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,8),(1,9),0.126668 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,8),(1,10),0.120585 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,8),(1,13),0.120585 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,8),(1,26),-0.169935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,9),(1,10),0.0950886 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,9),(1,13),0.0950886 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,9),(1,26),-0.187206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,10),(1,13),0.101982 # DEPENDENCYPART_GRANDSIBL
(14,1),(1,10),(1,26),-0.149259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,13),(1,26),-0.149259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,1),(1,1),(1,-1),0.187316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,2),(2,2),(2,3),0.197708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,4),0.0720446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,5),0.0490432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,6),0.0796128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,7),0.0438582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,8),0.0954177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,9),0.0853251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,10),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,12),0.0959083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,13),0.230971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,14),-0.150001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,15),-0.136463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,16),-0.150747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,22),-0.145489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,23),-0.075752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,2),(2,2),(2,26),-0.011523 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,2),(2,3),(2,4),0.114714 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,5),0.108747 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,6),0.107539 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,7),0.10839 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,8),0.103365 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,9),0.0935691 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,10),0.0826018 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,12),0.103356 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,13),0.0826018 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,15),-0.14523 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,16),-0.148394 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,22),-0.14471 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,23),-0.158249 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,3),(2,26),0.0201737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,4),(2,5),0.107423 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,6),0.107788 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,7),0.107678 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,8),0.106821 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,9),0.123438 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,10),0.12248 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,12),0.106821 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,13),0.12248 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,15),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,23),-0.145139 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,4),(2,26),-0.143477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,5),(2,6),0.108503 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,7),0.17718 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,8),0.0882499 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,9),0.13899 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,10),0.0980366 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,12),0.0880846 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,13),0.0980366 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,15),-0.151138 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,16),-0.144806 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,22),-0.145969 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,23),-0.139169 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,25),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,5),(2,26),-0.158018 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,6),(2,7),0.129244 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,8),0.107771 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,9),0.11183 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,10),0.107068 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,12),0.107771 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,13),0.107068 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,15),-0.144812 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,22),-0.144713 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,6),(2,26),-0.113607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,7),(2,8),0.0882503 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,9),0.138851 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,10),0.0985763 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,12),0.088085 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,13),0.0985763 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,14),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,15),-0.151088 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,16),-0.144804 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,22),-0.145969 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,23),-0.139165 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,25),-0.144707 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,7),(2,26),-0.160473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,8),(2,9),0.126668 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,10),0.120585 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,12),0.106966 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,13),0.120585 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,15),-0.145741 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,22),-0.144895 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,23),-0.144831 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,25),-0.144761 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,8),(2,26),-0.170374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,9),(2,10),0.0950886 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,9),(2,12),0.108356 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,9),(2,13),0.0950886 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,9),(2,14),-0.145024 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,9),(2,15),-0.145292 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,9),(2,16),-0.144727 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,9),(2,22),-0.146358 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,9),(2,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,9),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,9),(2,26),-0.181506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,10),(2,12),0.15865 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,13),0.101982 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,14),-0.149799 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,15),-0.157847 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,16),-0.147591 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,22),-0.145546 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,23),-0.145434 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,10),(2,26),-0.14924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,12),(2,13),0.119774 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,12),(2,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,12),(2,15),-0.145741 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,12),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,12),(2,22),-0.144897 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,12),(2,23),-0.144831 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,12),(2,25),-0.144761 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,12),(2,26),-0.168762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,2),(2,13),(2,14),-0.149799 # DEPENDENCYPART_GRANDSIBL
(14,2),(2,13),(2,15),-0.157847 # DEPENDENCYPART_GRANDSIBL
