# _root_ By 10 a.m. Tokyo time , the index was up 435.11 points , to 34903.80 as investors hailed New York 's overnight rally .
#goldHeads=9,1,2,5,2,9,8,9,0,9,12,10,10,10,14,9,18,16,20,23,20,23,18,9,
#predictedHeads=9,5,5,5,1,9,8,9,0,9,12,10,9,10,14,9,18,16,20,23,20,23,18,9,
(9,14),(14,20),-0.10248 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.273508 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-1.24928 # DEPENDENCYPART_GRANDPAR
(9,15),(15,10),0.369364 # DEPENDENCYPART_GRANDPAR
(9,15),(15,11),-0.173032 # DEPENDENCYPART_GRANDPAR
(9,15),(15,12),0.477271 # DEPENDENCYPART_GRANDPAR
(9,15),(15,13),0.0643196 # DEPENDENCYPART_GRANDPAR
(9,15),(15,14),0.486033 # DEPENDENCYPART_GRANDPAR
(9,15),(15,16),0.150668 # DEPENDENCYPART_GRANDPAR
(9,15),(15,17),-0.333026 # DEPENDENCYPART_GRANDPAR
(9,15),(15,18),0.441515 # DEPENDENCYPART_GRANDPAR
(9,15),(15,20),-0.281362 # DEPENDENCYPART_GRANDPAR
(9,15),(15,23),-0.398403 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),0.392748 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.447782 # DEPENDENCYPART_GRANDPAR
(9,16),(16,15),-0.179849 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.436781 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),0.569839 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.186374 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.237401 # DEPENDENCYPART_GRANDPAR
(9,17),(17,15),-0.123869 # DEPENDENCYPART_GRANDPAR
(9,17),(17,16),0.141304 # DEPENDENCYPART_GRANDPAR
(9,17),(17,18),0.232632 # DEPENDENCYPART_GRANDPAR
(9,17),(17,20),-0.356522 # DEPENDENCYPART_GRANDPAR
(9,17),(17,21),-1.16038 # DEPENDENCYPART_GRANDPAR
(9,17),(17,23),-0.524094 # DEPENDENCYPART_GRANDPAR
(9,18),(18,1),-0.307861 # DEPENDENCYPART_GRANDPAR
(9,18),(18,2),-0.664522 # DEPENDENCYPART_GRANDPAR
(9,18),(18,3),-0.585779 # DEPENDENCYPART_GRANDPAR
(9,18),(18,4),-0.24419 # DEPENDENCYPART_GRANDPAR
(9,18),(18,5),-0.428938 # DEPENDENCYPART_GRANDPAR
(9,18),(18,6),-0.780586 # DEPENDENCYPART_GRANDPAR
(9,18),(18,8),-0.464597 # DEPENDENCYPART_GRANDPAR
(9,18),(18,9),-0.641557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,18),(18,10),0.21062 # DEPENDENCYPART_GRANDPAR
(9,18),(18,11),-0.288453 # DEPENDENCYPART_GRANDPAR
(9,18),(18,12),0.384835 # DEPENDENCYPART_GRANDPAR
(9,18),(18,13),-0.354645 # DEPENDENCYPART_GRANDPAR
(9,18),(18,14),0.407118 # DEPENDENCYPART_GRANDPAR
(9,18),(18,15),-0.22135 # DEPENDENCYPART_GRANDPAR
(9,18),(18,16),0.0709345 # DEPENDENCYPART_GRANDPAR
(9,18),(18,17),-0.266212 # DEPENDENCYPART_GRANDPAR
(9,18),(18,19),-0.40314 # DEPENDENCYPART_GRANDPAR
(9,18),(18,20),-0.180615 # DEPENDENCYPART_GRANDPAR
(9,18),(18,21),-0.776399 # DEPENDENCYPART_GRANDPAR
(9,18),(18,22),-0.140827 # DEPENDENCYPART_GRANDPAR
(9,18),(18,23),-0.120272 # DEPENDENCYPART_GRANDPAR
(9,18),(18,24),-1.31482 # DEPENDENCYPART_GRANDPAR
(9,20),(20,15),-0.128635 # DEPENDENCYPART_GRANDPAR
(9,20),(20,17),-0.195064 # DEPENDENCYPART_GRANDPAR
(9,20),(20,19),-0.339504 # DEPENDENCYPART_GRANDPAR
(9,20),(20,21),-0.977609 # DEPENDENCYPART_GRANDPAR
(9,20),(20,22),-0.348571 # DEPENDENCYPART_GRANDPAR
(9,20),(20,23),-0.338194 # DEPENDENCYPART_GRANDPAR
(9,22),(22,20),-0.235971 # DEPENDENCYPART_GRANDPAR
(9,22),(22,21),-0.861755 # DEPENDENCYPART_GRANDPAR
(9,23),(23,14),0.632982 # DEPENDENCYPART_GRANDPAR
(9,23),(23,15),-0.0234027 # DEPENDENCYPART_GRANDPAR
(9,23),(23,17),-0.258104 # DEPENDENCYPART_GRANDPAR
(9,23),(23,19),-0.287655 # DEPENDENCYPART_GRANDPAR
(9,23),(23,20),-0.0395222 # DEPENDENCYPART_GRANDPAR
(9,23),(23,21),-0.569369 # DEPENDENCYPART_GRANDPAR
(9,23),(23,22),0.0120447 # DEPENDENCYPART_GRANDPAR
(9,23),(23,24),-1.1032 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.548786 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-0.660127 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.629697 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.954248 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.782581 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.712832 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-1.22604 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.29369 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.44428 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),0.0299495 # DEPENDENCYPART_GRANDPAR
(10,8),(8,12),-0.313176 # DEPENDENCYPART_GRANDPAR
(10,8),(8,13),-0.644946 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.612072 # DEPENDENCYPART_GRANDPAR
(10,8),(8,16),-0.880306 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.774798 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.824367 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.04969 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.982235 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-1.0431 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.915138 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.914127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0939573 # DEPENDENCYPART_GRANDPAR
(10,12),(12,1),-0.776471 # DEPENDENCYPART_GRANDPAR
(10,12),(12,2),-1.09301 # DEPENDENCYPART_GRANDPAR
(10,12),(12,3),-0.998547 # DEPENDENCYPART_GRANDPAR
(10,12),(12,4),-1.34638 # DEPENDENCYPART_GRANDPAR
(10,12),(12,5),-1.20884 # DEPENDENCYPART_GRANDPAR
(10,12),(12,6),-1.19454 # DEPENDENCYPART_GRANDPAR
(10,12),(12,7),-1.62116 # DEPENDENCYPART_GRANDPAR
(10,12),(12,8),-1.08541 # DEPENDENCYPART_GRANDPAR
(10,12),(12,9),-0.938052 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.893777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.909029 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),0.0954278 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.315001 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.0209456 # DEPENDENCYPART_GRANDPAR
(10,12),(12,16),-0.50035 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.075764 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.279968 # DEPENDENCYPART_GRANDPAR
(10,12),(12,20),-0.674656 # DEPENDENCYPART_GRANDPAR
(10,12),(12,21),-0.466582 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.168274 # DEPENDENCYPART_GRANDPAR
(10,12),(12,24),-0.620955 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),-0.327145 # DEPENDENCYPART_GRANDPAR
(10,14),(14,10),-1.07236 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,14),(14,12),0.0565581 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.115971 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.135449 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.367579 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),0.183117 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),-0.196014 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.436905 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),0.160617 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.539423 # DEPENDENCYPART_GRANDPAR
(10,15),(15,10),-0.914127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,15),(15,11),0.507039 # DEPENDENCYPART_GRANDPAR
(10,15),(15,12),0.146682 # DEPENDENCYPART_GRANDPAR
(10,15),(15,13),-0.0606966 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.202458 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.537048 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.181589 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),-0.323345 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.698711 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.299891 # DEPENDENCYPART_GRANDPAR
(10,16),(16,12),0.00337759 # DEPENDENCYPART_GRANDPAR
(10,16),(16,14),-0.356878 # DEPENDENCYPART_GRANDPAR
(10,16),(16,15),-0.410303 # DEPENDENCYPART_GRANDPAR
(10,16),(16,17),0.0993085 # DEPENDENCYPART_GRANDPAR
(10,16),(16,18),0.0178483 # DEPENDENCYPART_GRANDPAR
(10,16),(16,20),-0.327341 # DEPENDENCYPART_GRANDPAR
(10,16),(16,23),0.145404 # DEPENDENCYPART_GRANDPAR
(10,17),(17,15),-0.0185768 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.411756 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),-0.303341 # DEPENDENCYPART_GRANDPAR
(10,17),(17,20),-0.686262 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.503914 # DEPENDENCYPART_GRANDPAR
(10,17),(17,23),-0.250065 # DEPENDENCYPART_GRANDPAR
(10,18),(18,1),-0.855829 # DEPENDENCYPART_GRANDPAR
(10,18),(18,2),-1.03839 # DEPENDENCYPART_GRANDPAR
(10,18),(18,3),-0.955261 # DEPENDENCYPART_GRANDPAR
(10,18),(18,4),-1.30667 # DEPENDENCYPART_GRANDPAR
(10,18),(18,5),-1.12359 # DEPENDENCYPART_GRANDPAR
(10,18),(18,6),-1.06475 # DEPENDENCYPART_GRANDPAR
(10,18),(18,8),-1.00735 # DEPENDENCYPART_GRANDPAR
(10,18),(18,9),-0.906785 # DEPENDENCYPART_GRANDPAR
(10,18),(18,10),-0.983799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,18),(18,11),0.594178 # DEPENDENCYPART_GRANDPAR
(10,18),(18,12),0.152913 # DEPENDENCYPART_GRANDPAR
(10,18),(18,13),-0.155213 # DEPENDENCYPART_GRANDPAR
(10,18),(18,14),-0.101758 # DEPENDENCYPART_GRANDPAR
(10,18),(18,15),-0.126467 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),-0.499851 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.0839019 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.575709 # DEPENDENCYPART_GRANDPAR
(10,18),(18,20),-0.615282 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),-0.329181 # DEPENDENCYPART_GRANDPAR
(10,18),(18,22),-0.454872 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.086405 # DEPENDENCYPART_GRANDPAR
(10,18),(18,24),-0.745277 # DEPENDENCYPART_GRANDPAR
(10,23),(23,14),-0.0575174 # DEPENDENCYPART_GRANDPAR
(10,23),(23,15),-0.0116062 # DEPENDENCYPART_GRANDPAR
(10,23),(23,17),-0.0544851 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.381483 # DEPENDENCYPART_GRANDPAR
(10,23),(23,20),-0.437854 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),0.0860664 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-0.430618 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.677581 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.819091 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.540545 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),-0.450814 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.383738 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.754497 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.512619 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),-0.343154 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),-0.348728 # DEPENDENCYPART_GRANDPAR
(11,1),(1,12),-0.864678 # DEPENDENCYPART_GRANDPAR
(11,1),(1,13),-1.28007 # DEPENDENCYPART_GRANDPAR
(11,1),(1,16),-1.09773 # DEPENDENCYPART_GRANDPAR
(11,1),(1,24),-1.34318 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.514848 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),-0.492957 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.568551 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.498998 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),-0.747982 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.452709 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.465043 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),-0.321996 # DEPENDENCYPART_GRANDPAR
(11,2),(2,13),-1.24961 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.535069 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.687964 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.504644 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.551768 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.765957 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.527491 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),-0.379803 # DEPENDENCYPART_GRANDPAR
(11,3),(3,24),-1.30579 # DEPENDENCYPART_GRANDPAR
(11,8),(8,1),-0.594758 # DEPENDENCYPART_GRANDPAR
(11,8),(8,2),-0.585601 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.576345 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.433706 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.537665 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.561087 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.482298 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.362778 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),-0.452208 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.76916 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,12),-0.764367 # DEPENDENCYPART_GRANDPAR
(11,8),(8,13),-1.35914 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-1.10783 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-1.07716 # DEPENDENCYPART_GRANDPAR
(11,8),(8,18),-1.04867 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.553379 # DEPENDENCYPART_GRANDPAR
(11,9),(9,2),-0.55275 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.547541 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.546944 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.533118 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.72386 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.643496 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.525588 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.365214 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),-0.745095 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-1.2088 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-1.17345 # DEPENDENCYPART_GRANDPAR
(11,9),(9,15),-1.04806 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-1.1579 # DEPENDENCYPART_GRANDPAR
(11,9),(9,17),-1.1413 # DEPENDENCYPART_GRANDPAR
(11,9),(9,18),-1.0214 # DEPENDENCYPART_GRANDPAR
(11,9),(9,20),-1.05054 # DEPENDENCYPART_GRANDPAR
(11,9),(9,22),-1.18336 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.99684 # DEPENDENCYPART_GRANDPAR
(11,9),(9,24),-1.18346 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.503196 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.7679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.783708 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-1.24669 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-1.14741 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-1.06995 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-1.08937 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-1.17996 # DEPENDENCYPART_GRANDPAR
(11,10),(10,18),-1.02331 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-1.08431 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-1.30705 # DEPENDENCYPART_GRANDPAR
(11,12),(12,1),-0.917492 # DEPENDENCYPART_GRANDPAR
(11,12),(12,2),-1.27519 # DEPENDENCYPART_GRANDPAR
(11,12),(12,3),-0.995988 # DEPENDENCYPART_GRANDPAR
(11,12),(12,4),-1.01864 # DEPENDENCYPART_GRANDPAR
(11,12),(12,5),-1.10938 # DEPENDENCYPART_GRANDPAR
(11,12),(12,6),-1.23935 # DEPENDENCYPART_GRANDPAR
(11,12),(12,7),-1.15622 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-1.08099 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.911396 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.817502 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.36042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.720302 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.786965 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.364033 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.715052 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.632485 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.609755 # DEPENDENCYPART_GRANDPAR
(11,12),(12,20),-0.632091 # DEPENDENCYPART_GRANDPAR
(11,12),(12,21),-1.1895 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.583148 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.895189 # DEPENDENCYPART_GRANDPAR
(12,1),(1,2),-0.385702 # DEPENDENCYPART_GRANDPAR
(12,1),(1,3),-0.364207 # DEPENDENCYPART_GRANDPAR
(12,1),(1,4),-0.270531 # DEPENDENCYPART_GRANDPAR
(12,1),(1,5),-0.129773 # DEPENDENCYPART_GRANDPAR
(12,1),(1,6),-0.464514 # DEPENDENCYPART_GRANDPAR
(12,1),(1,8),-0.159976 # DEPENDENCYPART_GRANDPAR
(12,1),(1,9),-0.0573365 # DEPENDENCYPART_GRANDPAR
(12,1),(1,10),-0.0369561 # DEPENDENCYPART_GRANDPAR
(12,1),(1,12),-1.21329 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,1),(1,13),-0.741851 # DEPENDENCYPART_GRANDPAR
(12,1),(1,16),-0.744925 # DEPENDENCYPART_GRANDPAR
(12,1),(1,24),-0.818964 # DEPENDENCYPART_GRANDPAR
(12,2),(2,1),-0.167235 # DEPENDENCYPART_GRANDPAR
(12,2),(2,3),-0.17697 # DEPENDENCYPART_GRANDPAR
(12,2),(2,4),-0.287948 # DEPENDENCYPART_GRANDPAR
(12,2),(2,5),-0.0846824 # DEPENDENCYPART_GRANDPAR
(12,2),(2,6),-0.405799 # DEPENDENCYPART_GRANDPAR
(12,2),(2,8),0.0535102 # DEPENDENCYPART_GRANDPAR
(12,2),(2,9),-0.084435 # DEPENDENCYPART_GRANDPAR
(12,2),(2,10),0.107793 # DEPENDENCYPART_GRANDPAR
(12,2),(2,13),-0.731795 # DEPENDENCYPART_GRANDPAR
(12,3),(3,1),-0.353659 # DEPENDENCYPART_GRANDPAR
(12,3),(3,2),-0.45382 # DEPENDENCYPART_GRANDPAR
(12,3),(3,4),-0.204129 # DEPENDENCYPART_GRANDPAR
(12,3),(3,5),-0.208454 # DEPENDENCYPART_GRANDPAR
(12,3),(3,6),-0.417969 # DEPENDENCYPART_GRANDPAR
(12,3),(3,8),-0.0858101 # DEPENDENCYPART_GRANDPAR
(12,3),(3,9),0.0145395 # DEPENDENCYPART_GRANDPAR
(12,3),(3,24),-0.798224 # DEPENDENCYPART_GRANDPAR
(12,4),(4,1),-0.278989 # DEPENDENCYPART_GRANDPAR
(12,4),(4,2),-0.205408 # DEPENDENCYPART_GRANDPAR
(12,4),(4,3),-0.367963 # DEPENDENCYPART_GRANDPAR
(12,4),(4,5),-0.292308 # DEPENDENCYPART_GRANDPAR
(12,4),(4,6),-0.345437 # DEPENDENCYPART_GRANDPAR
(12,4),(4,8),-0.144436 # DEPENDENCYPART_GRANDPAR
(12,4),(4,9),-0.0394024 # DEPENDENCYPART_GRANDPAR
(12,5),(5,1),-0.308353 # DEPENDENCYPART_GRANDPAR
(12,5),(5,2),-0.401959 # DEPENDENCYPART_GRANDPAR
(12,5),(5,3),-0.417201 # DEPENDENCYPART_GRANDPAR
(12,5),(5,4),-0.333648 # DEPENDENCYPART_GRANDPAR
(12,5),(5,6),-0.478831 # DEPENDENCYPART_GRANDPAR
(12,5),(5,8),-0.214665 # DEPENDENCYPART_GRANDPAR
(12,5),(5,9),0.035288 # DEPENDENCYPART_GRANDPAR
(12,5),(5,10),-0.0754425 # DEPENDENCYPART_GRANDPAR
(12,5),(5,11),0.288096 # DEPENDENCYPART_GRANDPAR
(12,5),(5,12),-1.21682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,5),(5,13),-0.909462 # DEPENDENCYPART_GRANDPAR
(12,5),(5,14),-0.876643 # DEPENDENCYPART_GRANDPAR
(12,5),(5,15),-0.394014 # DEPENDENCYPART_GRANDPAR
(12,5),(5,16),-0.83957 # DEPENDENCYPART_GRANDPAR
(12,5),(5,18),-0.671892 # DEPENDENCYPART_GRANDPAR
(12,5),(5,23),-0.693972 # DEPENDENCYPART_GRANDPAR
(12,5),(5,24),-0.903287 # DEPENDENCYPART_GRANDPAR
(12,7),(7,5),-0.305173 # DEPENDENCYPART_GRANDPAR
(12,7),(7,6),-0.379679 # DEPENDENCYPART_GRANDPAR
(12,8),(8,1),-0.270599 # DEPENDENCYPART_GRANDPAR
(12,8),(8,2),-0.328447 # DEPENDENCYPART_GRANDPAR
(12,8),(8,3),-0.376537 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.20816 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.234427 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.256285 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.133307 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),0.00851055 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),-0.0381974 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),0.310854 # DEPENDENCYPART_GRANDPAR
(12,8),(8,12),-1.2167 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,8),(8,13),-0.91367 # DEPENDENCYPART_GRANDPAR
(12,8),(8,14),-0.931281 # DEPENDENCYPART_GRANDPAR
(12,8),(8,16),-0.844441 # DEPENDENCYPART_GRANDPAR
(12,8),(8,18),-0.671668 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-0.168785 # DEPENDENCYPART_GRANDPAR
(12,9),(9,2),-0.215808 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.27925 # DEPENDENCYPART_GRANDPAR
(12,9),(9,4),-0.224979 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.277183 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.431552 # DEPENDENCYPART_GRANDPAR
(12,9),(9,7),-0.191528 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.138572 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),-0.0425234 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),0.35894 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.09492 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.675505 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.886148 # DEPENDENCYPART_GRANDPAR
(12,9),(9,15),-0.277425 # DEPENDENCYPART_GRANDPAR
(12,9),(9,16),-0.806498 # DEPENDENCYPART_GRANDPAR
(12,9),(9,17),-0.469047 # DEPENDENCYPART_GRANDPAR
(12,9),(9,18),-0.549266 # DEPENDENCYPART_GRANDPAR
(12,9),(9,20),-0.740806 # DEPENDENCYPART_GRANDPAR
(12,9),(9,22),-0.723492 # DEPENDENCYPART_GRANDPAR
(12,9),(9,23),-0.448059 # DEPENDENCYPART_GRANDPAR
(12,9),(9,24),-0.658866 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.0668175 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.470075 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.1554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.723746 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.880091 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.314946 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.75191 # DEPENDENCYPART_GRANDPAR
(12,10),(10,17),-0.529566 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-0.568177 # DEPENDENCYPART_GRANDPAR
(12,10),(10,23),-0.55203 # DEPENDENCYPART_GRANDPAR
(12,10),(10,24),-0.798196 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.183976 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.0255782 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.332621 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.172358 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),0.0382678 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.0281419 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.13833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.262862 # DEPENDENCYPART_GRANDPAR
