# _root_ `` There was a roll of laughter through the stands , '' says Joe Sukle , the editor of the weekly Press and Journal in Middletown .
#goldHeads=13,3,13,5,3,5,6,5,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
#predictedHeads=13,3,13,5,3,5,6,3,10,8,13,13,0,15,13,15,18,15,18,23,23,23,19,23,23,25,13,
(10,8),(8,12),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,28),-0.122948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,28),-0.124078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,15),(8,18),-0.125348 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,28),-0.142987 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,18),(8,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,18),(8,28),-0.14299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,23),(8,28),-0.153675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),0.0534148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),-0.0700235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,5),0.0552682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),-0.339003 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),-0.0467333 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,5),-0.0771537 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),0.0136374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,5),-0.0478074 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,-1),-0.0910055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,5),(8,-1),0.0154908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,28),0.143729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,11),(9,28),-0.129666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,8),-0.0492402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,9),(9,9),(9,-1),0.207857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,8),(9,-1),-0.0569582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,28),-0.00496896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.0898389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,8),(11,-1),-0.128869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,28),-0.0417159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,-1),-0.123141 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,14),-0.0432238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,15),-0.0431208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,16),-0.0663192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,18),-0.0400792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,19),-0.0399461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,21),-0.00738648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,23),-0.0782945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,25),-0.00659129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,27),-0.0492712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,28),0.0603462 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,14),(13,15),-0.0349398 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,16),-0.0637716 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,18),-0.0349398 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,19),-0.0150854 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,21),-0.03895 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,23),-0.0662353 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,25),-0.00245591 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,27),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,14),(13,28),-0.07173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,15),(13,16),-0.0637716 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,18),-0.0349398 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,19),-0.0150854 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,21),-0.03895 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,23),-0.0662353 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,25),-0.00245591 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,27),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,15),(13,28),-0.071627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,16),(13,18),-0.0361499 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,19),-0.0634876 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,21),-0.0402567 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,23),-0.0255871 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,25),-0.0610722 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,16),(13,28),-0.0857587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,18),(13,19),-0.0150854 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,21),-0.03895 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,23),-0.0662353 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,25),-0.00245591 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,27),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,18),(13,28),-0.0688238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,19),(13,21),-0.0459543 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,19),(13,23),-0.0377008 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,19),(13,25),-0.0546703 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,19),(13,27),-0.0530068 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,19),(13,28),-0.0221863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,21),(13,23),-0.0403618 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,21),(13,25),-0.053269 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,21),(13,27),-0.0428785 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,21),(13,28),0.0347466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,23),(13,25),0.121723 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,23),(13,27),0.12028 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,23),(13,28),-0.049644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,25),(13,27),-0.0556684 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,25),(13,28),0.00635502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,27),(13,28),-0.0874921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,12),0.104186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,11),0.143158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,10),0.167828 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,9),-0.12684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,8),-0.154706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,7),-0.175359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,6),-0.155076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,5),-0.175359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,3),-0.16999 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,13),(13,-1),0.0224326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,12),(13,11),0.133622 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,10),0.113461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,12),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,8),-0.125096 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,7),-0.124921 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,6),-0.125096 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,5),-0.124921 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,1),-0.124956 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,12),(13,-1),-0.159445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,11),(13,10),0.117509 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,11),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,8),-0.125601 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,7),-0.125276 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,6),-0.125719 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,5),-0.125276 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,3),-0.127128 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,11),(13,-1),-0.180379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,10),(13,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,8),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,7),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,6),-0.126236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,5),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,3),-0.125221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,1),-0.125538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,13),(13,10),(13,-1),-0.0283584 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,9),(13,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,7),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,5),-0.124886 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,9),(13,-1),-0.130617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,8),(13,7),-0.125063 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,6),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,5),-0.125063 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,3),-0.12499 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,8),(13,-1),-0.178459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,7),(13,6),-0.126236 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,5),-0.124895 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,3),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,1),-0.125538 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,7),(13,-1),-0.0283584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,6),(13,5),-0.125218 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,3),-0.12499 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,6),(13,-1),-0.154707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,5),(13,3),-0.125221 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,1),-0.125538 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,5),(13,-1),-0.0283586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,3),(13,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,13),(13,3),(13,-1),-0.145443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,1),(13,-1),-0.119845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,16),0.138958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,18),-0.182628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,19),-0.0214052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,22),-0.183167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,23),-0.0503905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,24),-0.182369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,25),-0.0434126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,26),-0.182369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,27),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,28),0.0994595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,18),0.134079 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,19),-0.0267764 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,22),0.134114 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,23),-0.0665987 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,24),0.134031 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,25),-0.0286937 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,26),0.133933 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,27),-0.0439761 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,28),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,18),(15,19),-0.037029 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,22),-0.0125306 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,23),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,24),-0.0125318 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,25),-0.031491 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,26),-0.0125306 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,28),0.00327142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,19),(15,22),-0.036008 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,23),-0.035503 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,24),-0.0360381 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,25),-0.0668631 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,26),-0.0360075 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,27),-0.0471799 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,28),-0.0513293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,22),(15,23),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,24),-0.0125911 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,25),-0.031491 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,26),-0.01259 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,28),0.00296636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,23),(15,24),-0.0726089 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,25),0.139385 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,26),-0.121081 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,27),0.120265 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,28),-0.0342369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,24),(15,25),-0.031498 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,24),(15,26),-0.0125306 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,24),(15,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,24),(15,28),0.00362065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,25),(15,26),-0.0428613 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,25),(15,27),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,25),(15,28),-0.129557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,26),(15,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,26),(15,28),0.00352529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,27),(15,28),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.151646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,12),0.10064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,11),0.166098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,10),0.152159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,9),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),0.0228885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,12),0.124902 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,11),0.124363 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,10),0.111201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,14),(15,9),-0.12581 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.143471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,11),0.117323 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,10),0.11419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,-1),-0.136795 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,10),0.114514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,9),-0.124894 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,-1),-0.0030703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,10),(15,9),-0.12581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,-1),-0.143196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,9),(15,-1),-0.162945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,28),-0.00496896 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,16),(16,-1),-0.0898389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,18),(18,18),(18,19),-0.0165247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,20),-0.0387723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,21),-0.066788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,22),-0.183167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,23),-0.0507694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,24),-0.182369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,25),-0.0385321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,26),-0.182369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,27),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,28),0.0963769 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,18),(18,19),(18,20),-0.0425705 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,21),-0.0387517 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,22),-0.036008 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,23),-0.035503 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,24),-0.0360381 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,25),-0.0668631 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,26),-0.0360075 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,27),-0.0471799 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,19),(18,28),-0.0464467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,20),(18,21),-0.03936 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,22),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,23),-0.041999 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,24),-0.0458263 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,25),-0.0444761 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,26),-0.0452823 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,27),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,20),(18,28),-0.00909283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,21),(18,22),-0.0607529 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,21),(18,23),-0.042787 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,21),(18,24),-0.0607529 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,21),(18,25),-0.0431745 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,21),(18,26),-0.0607529 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,21),(18,27),-0.0421103 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,21),(18,28),-0.0499523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,22),(18,23),-0.0427057 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,22),(18,24),-0.0125911 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,22),(18,25),-0.031491 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,22),(18,26),-0.01259 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,22),(18,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,22),(18,28),0.00296636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,23),(18,24),-0.0726089 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,23),(18,25),0.139385 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,23),(18,26),-0.121081 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,23),(18,27),0.120265 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,23),(18,28),-0.0342369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,24),(18,25),-0.031498 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,24),(18,26),-0.0125306 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,24),(18,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,24),(18,28),0.00362065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,25),(18,26),-0.0428613 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,25),(18,27),-0.0454354 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,25),(18,28),-0.124675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,26),(18,27),-0.0383558 # DEPENDENCYPART_GRANDSIBL
(10,18),(18,26),(18,28),0.00352529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,27),(18,28),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,18),(18,18),(18,17),0.112727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,16),0.166021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,15),0.151765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,14),0.151252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,13),0.125757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,9),-0.125504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,18),(18,18),(18,-1),0.0251922 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,18),(18,17),(18,16),0.117736 # DEPENDENCYPART_GRANDSIBL
