# _root_ `` That suggests there is a little more inventory overhang than some people expected , '' said Edward Boss , senior financial economist at Continental Bank in Chicago .
#goldHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
#predictedHeads=17,3,17,5,3,10,8,10,10,5,14,13,14,10,17,17,0,19,17,19,23,23,19,23,26,24,26,27,17,
(17,13),(13,14),(13,17),-0.142049 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,19),-0.142064 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,20),-0.163457 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,21),-0.144892 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,23),-0.142064 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,14),(13,30),-0.173423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,15),(13,16),0.0775712 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,17),-0.159674 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,19),-0.162803 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,20),-0.144818 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,21),-0.146717 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,23),-0.162803 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,15),(13,30),-0.124421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,16),(13,17),-0.145369 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,16),(13,19),-0.145645 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,16),(13,20),-0.145053 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,16),(13,21),-0.144706 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,16),(13,23),-0.145645 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,16),(13,30),-0.190585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,17),(13,19),-0.142066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,20),-0.163469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,21),-0.144892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,23),-0.142066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,17),(13,30),-0.180536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,19),(13,20),-0.159232 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,21),-0.145686 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,23),-0.139046 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,19),(13,30),-0.10471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,20),(13,21),-0.146717 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,20),(13,23),-0.162803 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,20),(13,30),-0.124421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,21),(13,23),-0.14492 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,21),(13,30),-0.0893233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,23),(13,30),-0.105487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,13),(13,12),-0.0671455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,11),-0.0940473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,10),0.0402945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,9),0.0402945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,8),-0.0377715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,7),-0.0366257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,6),-0.11918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,13),(13,13),(13,-1),0.0360753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,13),(13,12),(13,11),-0.0222428 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,10),-0.0374018 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,9),-0.0374018 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,8),-0.0312336 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,7),-0.000957667 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,6),-0.0144549 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,12),(13,-1),0.052455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,11),(13,10),-0.037218 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,9),-0.037218 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,8),-0.0188444 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,7),-0.0324448 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,6),-0.024221 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,11),(13,-1),-0.0408898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,10),(13,9),-0.0187858 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,8),-0.0116113 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,7),-0.0222087 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,6),-0.0127864 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,10),(13,-1),-0.00947955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,9),(13,8),-0.0116113 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,9),(13,7),-0.0222087 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,9),(13,6),-0.0127864 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,9),(13,-1),-0.00947963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,8),(13,7),-0.0328395 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,8),(13,6),0.0239031 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,8),(13,-1),-0.0155414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,7),(13,6),-0.0396865 # DEPENDENCYPART_GRANDSIBL
(17,13),(13,7),(13,-1),-0.0361394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,13),(13,6),(13,-1),0.0125879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,15),0.0910156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,16),0.0972438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,17),-0.136076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,19),-0.193708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,20),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,21),-0.159004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,22),-0.159004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,23),-0.193708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,24),-0.00854032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,26),-0.193708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,27),0.0111129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,30),-0.288807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,15),(14,16),0.187975 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,17),-0.161705 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,19),-0.147762 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,21),-0.145199 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,22),-0.145199 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,23),-0.147762 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,24),-0.172778 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,26),-0.147762 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,27),-0.173648 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,30),-0.145242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,16),(14,17),-0.146207 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,19),-0.144712 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,20),-0.144846 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,22),-0.144704 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,23),-0.144712 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,24),-0.145571 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,26),-0.144712 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,27),-0.14557 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,30),-0.130575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,17),(14,19),-0.145204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,20),-0.146355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,21),-0.145245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,22),-0.145245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,23),-0.145204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,24),-0.152044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,26),-0.145204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,27),-0.152253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,29),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,17),(14,30),-0.142361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,19),(14,20),-0.148815 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,21),-0.145005 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,22),-0.145005 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,23),-0.148197 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,24),-0.193376 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,26),-0.148197 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,27),-0.193034 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,19),(14,30),-0.0890011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,20),(14,21),-0.145199 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,22),-0.145199 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,23),-0.147762 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,24),-0.172778 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,26),-0.147762 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,27),-0.173648 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,20),(14,30),-0.145242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,21),(14,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,21),(14,23),-0.145006 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,21),(14,24),-0.145966 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,21),(14,26),-0.145006 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,21),(14,27),-0.145976 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,21),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,21),(14,30),-0.123239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,22),(14,23),-0.145006 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,24),-0.145966 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,26),-0.145006 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,27),-0.145976 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,22),(14,30),-0.123233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,23),(14,24),-0.193376 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,26),-0.148197 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,27),-0.193034 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,23),(14,30),-0.0905925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,24),(14,26),-0.145338 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,24),(14,27),-0.147891 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,24),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,24),(14,30),-0.154143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,26),(14,27),-0.193248 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,26),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,26),(14,30),-0.0860049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,27),(14,29),-0.144701 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,27),(14,30),-0.160694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,29),(14,30),-0.143967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,13),0.0401678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,12),-0.0422805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,11),-0.0806908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,10),0.0389482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,9),0.0388816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,7),-0.0331294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,6),-0.0450337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,5),-0.0386202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,3),-0.0319211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,2),-0.0540604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,1),0.00276792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,-1),0.0434112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,13),(14,12),-0.0225291 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,11),-0.0163317 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,10),-0.00664822 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,9),-0.00664822 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,7),-0.0427244 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,6),-0.0225218 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,5),-0.0694356 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,3),-0.0673119 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,2),-0.0227449 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,1),0.0273174 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,-1),0.0176989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,12),(14,11),-0.00620935 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,10),-0.0257048 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,9),-0.0257048 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,7),-0.0156528 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,6),-0.0197892 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,5),-0.0254383 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,3),-0.0253485 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,2),-0.0164322 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,1),-0.0185327 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,-1),-0.0434104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,11),(14,10),-0.000930537 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,9),-0.000930537 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,7),-0.0261995 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,6),-0.0156457 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,5),-0.0330815 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,3),-0.0227961 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,2),-0.0175797 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,1),-0.0256805 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,-1),0.0241859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,10),(14,9),-0.00586393 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,7),-0.041827 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,6),-0.02252 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,5),-0.0668214 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,3),-0.0646977 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,2),-0.0227431 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,1),0.0256689 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,-1),0.0081618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,9),(14,7),-0.041827 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,6),-0.02252 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,5),-0.0668214 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,3),-0.0646977 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,2),-0.0227431 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,1),0.0256689 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,9),(14,-1),0.00773004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,7),(14,6),-0.0226492 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,5),-0.00551069 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,3),-0.00816608 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,2),-0.0226344 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,1),-0.00784431 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,-1),0.0049371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,6),(14,5),-0.0257558 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,3),-0.0256661 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,2),-0.0164322 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,1),-0.0185765 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,6),(14,-1),-0.0392808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,5),(14,3),0.00734176 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,5),(14,2),-0.0217189 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,5),(14,1),-0.057767 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,5),(14,-1),0.0017933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,3),(14,2),-0.0217088 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,3),(14,1),-0.057918 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,3),(14,-1),0.0193643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,2),(14,1),-0.0144433 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,2),(14,-1),-0.044442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,1),(14,-1),-0.0868165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,30),-0.0713249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,-1),0.0724913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,30),-0.164607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,-1),-0.0405453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,18),(18,19),0.0411632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,21),-0.031326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,23),0.0409074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,26),0.0477364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,30),-0.00273935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,19),(18,21),-0.0125843 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,23),-0.0195611 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,26),-0.0227315 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,30),-0.00942405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,21),(18,23),0.0017932 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,21),(18,26),0.0017166 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,21),(18,30),-0.0325134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,23),(18,26),-0.0227315 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,23),(18,30),-0.00340975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,26),(18,30),-0.0119218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,16),-0.1449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,-1),-0.176974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,16),(18,-1),-0.188754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,20),0.0934429 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,21),-0.0297368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,22),-0.0249607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,23),0.0422502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,24),-0.111909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,25),0.0424894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,26),0.0490792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,27),-0.100784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,28),0.0423951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,29),0.00649821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,30),-0.00269524 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,21),0.00179078 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,22),0.00177749 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,23),-0.0385543 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,24),-0.0235264 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,25),-0.0427479 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,26),-0.0410461 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,27),-0.0271888 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,28),-0.0398475 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,29),-0.0194558 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,20),(19,30),-0.0702068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,21),(19,22),-0.0188148 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,23),0.0017932 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,24),-0.0197977 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,25),0.0017932 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,26),0.0017166 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,27),-0.0130611 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,28),0.0017932 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,29),-0.0194731 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,21),(19,30),-0.0325134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,22),(19,23),0.00411053 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,24),-0.0195886 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,25),0.00411053 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,26),0.00403394 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,27),-0.012852 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,28),0.00411053 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,29),-0.0194731 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,22),(19,30),-0.0314478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,23),(19,24),-0.0286442 # DEPENDENCYPART_GRANDSIBL
(17,19),(19,23),(19,25),-0.018486 # DEPENDENCYPART_GRANDSIBL
