# _root_ It starts with conception , taking the sperm 's point of view , then progresses to the baby 's point of view .
#goldHeads=2,0,2,3,2,2,8,10,8,6,10,11,2,15,2,15,18,20,18,16,20,21,2,
#predictedHeads=2,0,2,3,2,2,8,10,8,6,10,11,6,15,6,15,18,20,18,16,20,21,2,
(11,15),(15,6),(15,-1),-0.135832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,5),(15,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,5),(15,3),-0.147192 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,5),(15,2),-0.144943 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,5),(15,-1),-0.153742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,4),(15,3),-0.146701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,4),(15,2),-0.144737 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,4),(15,-1),-0.145719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,3),(15,2),-0.144729 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,3),(15,-1),-0.157114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,2),(15,-1),-0.135832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0160269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),-0.0236973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),-0.0236973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,21),-0.0202057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,22),-0.0236973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,24),0.0153667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,21),-0.0199741 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,24),-0.0152264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,20),-0.0195812 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,21),-0.0214617 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,22),-0.0195812 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,24),-0.0178343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,20),(16,21),-0.0214617 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,22),-0.0195812 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,24),-0.0178343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,21),(16,22),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,21),(16,24),-0.0240034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,22),(16,23),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,22),(16,24),-0.0178343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,23),(16,24),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,14),0.101205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,13),0.108246 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,-1),-0.135161 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,14),(16,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,14),(16,-1),-0.153144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,13),(16,-1),-0.145495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,21),-0.0936876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,22),-0.153483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,23),-0.0455796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,24),0.27152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,21),(20,22),-0.0345365 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,23),-0.0228724 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,24),-0.0614224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,22),(20,23),-0.0210419 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,24),-0.0728382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,23),(20,24),-0.0440198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,19),0.117613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,18),0.171651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,17),0.0701183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,14),0.152404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,12),0.171651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,10),-0.151058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,-1),-0.126503 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,19),(20,18),0.113852 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,17),0.108526 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,12),0.113852 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,19),(20,-1),-0.155232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,18),(20,17),0.0941404 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,14),0.114095 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,12),0.11547 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,10),-0.149089 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,18),(20,-1),-0.121918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,17),(20,14),0.117428 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,12),0.0805801 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,10),-0.144876 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,17),(20,-1),-0.061093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,14),(20,12),0.104472 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,14),(20,10),-0.144811 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,14),(20,-1),-0.175887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,12),(20,10),-0.149089 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,12),(20,-1),-0.121918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,10),(20,-1),-0.122001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,7),0.0896426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,8),0.131679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,10),0.131661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,11),0.186158 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,12),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,13),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,14),-0.148939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,15),-0.189763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,16),-0.165357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,20),-0.193413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,24),-0.0151728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,7),(6,8),0.108691 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,10),0.108691 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,11),0.104024 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,12),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,13),-0.144738 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,14),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,15),-0.144811 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,16),-0.144866 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,20),-0.144878 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,24),-0.163176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,8),(6,10),0.0941065 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,11),0.0945308 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,12),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,13),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,14),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,15),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,16),-0.145705 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,20),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,24),-0.0840636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,10),(6,11),0.0945222 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,12),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,13),-0.144936 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,14),-0.144728 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,15),-0.146174 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,16),-0.145705 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,20),-0.144891 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,24),-0.0840645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,11),(6,12),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,14),-0.144702 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,15),-0.144987 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,20),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,11),(6,24),-0.217131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,12),(6,13),-0.144936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,14),-0.144728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,15),-0.146174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,16),-0.145705 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,20),-0.144891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,23),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,12),(6,24),-0.0840691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,13),(6,14),-0.144793 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,13),(6,15),-0.145031 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,13),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,13),(6,20),-0.144819 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,13),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,13),(6,24),-0.208604 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,14),(6,15),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,16),-0.144783 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,20),-0.144954 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,14),(6,24),-0.199651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,15),(6,16),-0.14473 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,15),(6,20),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,15),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,15),(6,24),-0.157426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,16),(6,20),-0.144744 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,16),(6,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,16),(6,24),-0.0954128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,20),(6,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,20),(6,24),-0.0840645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,23),(6,24),-0.145637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,5),-0.0413299 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,4),-0.024552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,3),0.0137415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,1),-0.0435144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,-1),0.0553541 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,5),(6,4),-0.0362797 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,3),-0.0446444 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,1),-0.0195433 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,-1),-0.0246416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,4),(6,3),0.00493066 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,4),(6,1),-0.0171799 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,4),(6,-1),-0.0307566 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,3),(6,1),-0.0195473 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,3),(6,-1),0.00636611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,1),(6,-1),-0.0539475 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,11),0.0817206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,24),0.0970228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,11),(7,24),-0.173678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,5),-0.0275126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,-1),0.216437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,5),(7,-1),-0.014727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,9),0.245562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,10),0.160506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,11),0.200548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,12),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,13),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,14),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,15),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,16),-0.14732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,24),-0.0188871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,9),(8,10),0.107294 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,11),0.109508 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,12),-0.144831 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,9),(8,24),0.0383761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,10),(8,11),0.108323 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,12),-0.145195 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,13),-0.145732 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,15),-0.14473 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,16),-0.144731 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,10),(8,24),-0.174981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,11),(8,12),-0.145255 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,15),-0.144927 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,16),-0.145653 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,11),(8,24),-0.0825412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,12),(8,13),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,15),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,16),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,12),(8,24),-0.174873 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,13),(8,14),-0.144748 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,15),-0.146635 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,16),-0.144708 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,13),(8,24),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,14),(8,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,14),(8,24),-0.122601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,15),(8,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,15),(8,24),-0.197026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,16),(8,24),-0.107529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,7),-0.00772396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,6),0.0587376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,5),0.133834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,4),-0.132785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,3),0.00392648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,-1),0.133294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,7),(8,6),-0.0194624 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,5),-0.0209084 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,4),-0.0169578 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,3),-0.0221574 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,-1),-0.00914379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,6),(8,5),-0.0272327 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,4),-0.0233145 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,3),-0.0243309 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,-1),0.0145264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,5),(8,4),0.135101 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,3),0.000672383 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,-1),-0.020159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,4),(8,3),-0.0203593 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,4),(8,-1),0.0241451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,3),(8,-1),-0.000157045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,11),0.200326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,12),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,13),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,14),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,15),-0.172272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,16),-0.14732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,20),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,21),-0.158083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,24),-0.0231696 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.145255 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.144927 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.145653 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,20),-0.145255 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,21),-0.147423 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,24),-0.0831138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,13),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,14),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),-0.144731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,20),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,21),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,23),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,24),-0.174958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,13),(10,14),-0.144748 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,15),-0.146635 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,16),-0.144708 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,20),-0.14942 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,21),-0.144935 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,24),-0.0334281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,14),(10,15),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,21),-0.144703 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,24),-0.122612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,20),-0.14472 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,21),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,24),-0.197026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,20),-0.144785 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,21),-0.145904 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,24),-0.107804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,20),(10,21),-0.14479 # DEPENDENCYPART_GRANDSIBL
