# _root_ Mr. Shilling , who was Merrill Lynch 's chief economist from 1967 to 1971 , has heralded a recession for months .
#goldHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,17,20,16,
#predictedHeads=2,16,2,5,2,7,10,7,10,5,5,11,11,13,2,0,16,19,17,19,20,16,
(16,9),(9,11),(9,12),0.115726 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,11),(9,13),0.114411 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,11),(9,14),0.115726 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,11),(9,23),0.00130118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,12),(9,13),0.1101 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,12),(9,14),0.109276 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,12),(9,23),-0.0574645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,13),(9,14),0.108126 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,13),(9,23),-0.0553191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,14),(9,23),-0.0574645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,9),(9,8),-0.136354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,7),-0.0116082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,6),-0.0140632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,5),-0.00948398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,4),-0.0121397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,2),-0.01145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,9),(9,9),(9,-1),0.0457507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,9),(9,8),(9,7),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,6),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,5),-0.0468125 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,4),-0.0420028 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,2),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,8),(9,-1),-0.128453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,7),(9,6),-0.044154 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,7),(9,5),-0.0116256 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,7),(9,4),-0.0473176 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,7),(9,2),-0.0436039 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,7),(9,-1),-0.0492015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,6),(9,5),-0.0116256 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,6),(9,4),-0.0473176 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,6),(9,2),-0.0442295 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,6),(9,-1),-0.0480552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,5),(9,4),-0.0416042 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,5),(9,2),-0.0687968 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,5),(9,-1),-0.0698181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,4),(9,2),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(16,9),(9,4),(9,-1),-0.0204008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,9),(9,2),(9,-1),-0.049459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,10),(10,11),0.133279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,12),0.158214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,13),0.18821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,14),0.158214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,15),0.0393788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,16),-0.097869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,10),(10,17),-0.0932343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,19),-0.000273487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,20),-0.0260731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,23),-0.201889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,11),(10,12),0.115726 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,13),0.114411 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,14),0.115726 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,15),0.0865748 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,16),-0.118731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,11),(10,17),-0.117352 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,19),-0.128274 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,20),-0.131754 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,11),(10,23),-0.000253532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,12),(10,13),0.1101 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,14),0.109276 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,15),0.141761 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,12),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,19),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,20),-0.124964 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,12),(10,23),-0.0574645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,13),(10,14),0.108126 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,15),0.107662 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,16),-0.126536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,13),(10,17),-0.126536 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,19),-0.125617 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,20),-0.128892 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,13),(10,23),-0.0553178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,14),(10,15),0.141761 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,14),(10,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,19),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,20),-0.124964 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,14),(10,23),-0.0574645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,15),(10,16),-0.141817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,15),(10,17),-0.141595 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,19),-0.142693 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,20),-0.133573 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,22),-0.125335 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,15),(10,23),-0.126394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,16),(10,17),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,19),-0.127528 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,20),-0.128726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,22),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,16),(10,23),-0.107827 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,17),(10,19),-0.127525 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,20),-0.128579 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,22),-0.124895 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,17),(10,23),-0.0828293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,19),(10,20),-0.126731 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,19),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,19),(10,23),-0.0980821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,20),(10,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,20),(10,23),0.00411397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,22),(10,23),-0.139006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,10),(10,9),-0.0105588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,8),-0.136354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,7),-0.011645 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,6),-0.0141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,5),-0.00844694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,4),-0.0121397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,3),0.0321276 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,2),-0.0114868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,1),0.0411215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,10),(10,10),(10,-1),0.0498825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,10),(10,9),(10,8),-0.0391184 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,7),-0.0451217 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,6),-0.0461244 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,5),-0.0116875 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,4),-0.0473255 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,3),-0.0620716 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,2),-0.0455742 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,1),-0.0540459 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,9),(10,-1),-0.0473968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,8),(10,7),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,6),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,5),-0.0468125 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,4),-0.0420028 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,3),-0.0343018 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,2),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,1),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,8),(10,-1),-0.128453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,7),(10,6),-0.042445 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,5),-0.0116256 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,4),-0.0473176 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,3),-0.0598138 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,2),-0.0418948 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,1),-0.0503665 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,7),(10,-1),-0.050185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,6),(10,5),-0.0116256 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,4),-0.0473176 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,3),-0.0598143 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,2),-0.0425205 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,1),-0.0509922 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,6),(10,-1),-0.0490387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,5),(10,4),-0.0416042 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,5),(10,3),-0.0699138 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,5),(10,2),-0.068795 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,5),(10,1),-0.0689599 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,5),(10,-1),-0.0695021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,4),(10,3),-0.0421577 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,4),(10,2),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,4),(10,1),-0.0436836 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,4),(10,-1),-0.0204008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,3),(10,2),-0.0951444 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,3),(10,1),-0.0951962 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,3),(10,-1),-0.0333778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,2),(10,1),-0.0509727 # DEPENDENCYPART_GRANDSIBL
(16,10),(10,2),(10,-1),-0.0504425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,10),(10,1),(10,-1),-0.00769333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,12),0.122161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,13),0.115416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,14),0.122514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,15),0.117669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,16),-0.120791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,11),(11,19),-0.163091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,20),-0.0801542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,23),0.0141862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,12),(11,13),0.139609 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,14),0.118719 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,15),0.110597 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,12),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,20),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,12),(11,23),-0.178806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,13),(11,14),0.128057 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,13),(11,15),0.119075 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,13),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,13),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,13),(11,20),-0.124886 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,13),(11,23),-0.124062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,14),(11,15),0.110829 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,14),(11,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,14),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,14),(11,20),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,14),(11,23),-0.178683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,15),(11,16),-0.124901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,15),(11,19),-0.124918 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,15),(11,20),-0.124909 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,15),(11,23),-0.14916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,16),(11,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,20),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,16),(11,23),-0.0646164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,19),(11,20),-0.126788 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,19),(11,23),-0.137952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,20),(11,23),-0.088441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,11),(11,10),-0.00804326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,4),-0.0749204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,11),(11,11),(11,-1),-0.151231 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,11),(11,10),(11,4),-0.0419994 # DEPENDENCYPART_GRANDSIBL
(16,11),(11,10),(11,-1),0.0065905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,11),(11,4),(11,-1),-0.0792832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,13),0.0683402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,14),0.14098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,15),0.117024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,16),-0.12571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,12),(12,17),-0.12571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,19),-0.125192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,23),-0.403577 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,13),(12,14),0.0862438 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,15),0.126035 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,13),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,23),-0.136464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,15),0.118889 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,23),-0.143454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,15),(12,16),-0.124905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,15),(12,17),-0.124905 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,19),-0.12506 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,23),-0.125563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,16),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,19),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,23),-0.126051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,17),(12,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,23),-0.126049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,19),(12,23),-0.0974441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,11),-0.00472766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,10),-0.104931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,9),-0.104931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,-1),-0.164992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,11),(12,10),-0.046575 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,9),-0.046575 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,-1),-0.0198067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,10),(12,9),-0.0430319 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,-1),-0.102093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,9),(12,-1),-0.102093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,14),0.132619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,15),0.118089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,19),-0.184457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,23),0.134692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,14),(13,15),0.119162 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,23),-0.100203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,23),-0.132008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,16),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,23),-0.139266 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,19),(13,23),-0.204615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,12),0.058389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,4),-0.0552901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,-1),-0.152043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,12),(13,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,-1),0.0663219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,4),(13,-1),-0.0552586 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,15),0.117025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,16),-0.12571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,17),-0.12571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,19),-0.125192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,23),-0.403578 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.124905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,15),(14,17),-0.124905 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,19),-0.12506 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,23),-0.125563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,19),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,23),-0.126051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,17),(14,19),-0.124887 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,23),-0.126049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,19),(14,23),-0.0974441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),-0.0254404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,12),-0.0534987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,11),-0.00472257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,10),-0.104931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,9),-0.104931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),-0.164997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,12),-0.0394648 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,11),-0.042522 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,10),-0.0420068 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,9),-0.0420068 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,-1),-0.0249308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,12),(14,11),-0.040776 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,10),-0.0421456 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,9),-0.0421456 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,-1),-0.0544559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,11),(14,10),-0.046575 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,9),-0.046575 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,-1),-0.0198067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,10),(14,9),-0.0430319 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,-1),-0.102093 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
