# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(9,25),(25,24),-0.458764 # DEPENDENCYPART_GRANDPAR
(9,25),(25,26),-1.34029 # DEPENDENCYPART_GRANDPAR
(9,25),(25,27),-0.621054 # DEPENDENCYPART_GRANDPAR
(9,25),(25,28),0.114005 # DEPENDENCYPART_GRANDPAR
(9,25),(25,29),-0.707038 # DEPENDENCYPART_GRANDPAR
(10,4),(4,1),-0.501167 # DEPENDENCYPART_GRANDPAR
(10,4),(4,2),-0.964576 # DEPENDENCYPART_GRANDPAR
(10,4),(4,3),-0.267367 # DEPENDENCYPART_GRANDPAR
(10,4),(4,5),-0.324989 # DEPENDENCYPART_GRANDPAR
(10,4),(4,6),-0.787981 # DEPENDENCYPART_GRANDPAR
(10,4),(4,7),-0.00920088 # DEPENDENCYPART_GRANDPAR
(10,4),(4,8),-0.178912 # DEPENDENCYPART_GRANDPAR
(10,4),(4,9),-0.127214 # DEPENDENCYPART_GRANDPAR
(10,4),(4,10),-1.17714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,4),(4,13),-0.108282 # DEPENDENCYPART_GRANDPAR
(10,4),(4,14),-0.726716 # DEPENDENCYPART_GRANDPAR
(10,4),(4,18),-0.534717 # DEPENDENCYPART_GRANDPAR
(10,4),(4,19),-0.402097 # DEPENDENCYPART_GRANDPAR
(10,4),(4,23),-1.07206 # DEPENDENCYPART_GRANDPAR
(10,4),(4,24),-0.467776 # DEPENDENCYPART_GRANDPAR
(10,4),(4,25),-0.355291 # DEPENDENCYPART_GRANDPAR
(10,4),(4,28),-0.71528 # DEPENDENCYPART_GRANDPAR
(10,4),(4,29),-1.47931 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.537637 # DEPENDENCYPART_GRANDPAR
(10,5),(5,2),-0.83469 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.351918 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.752872 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.0438878 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),0.128732 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.072083 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.11868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,13),-0.075025 # DEPENDENCYPART_GRANDPAR
(10,5),(5,29),-1.41734 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),-0.757774 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.502444 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.704541 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.233943 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.300892 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.12091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,13),0.105401 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.624527 # DEPENDENCYPART_GRANDPAR
(10,8),(8,1),-0.556762 # DEPENDENCYPART_GRANDPAR
(10,8),(8,2),-1.00297 # DEPENDENCYPART_GRANDPAR
(10,8),(8,3),-0.367637 # DEPENDENCYPART_GRANDPAR
(10,8),(8,4),-0.40529 # DEPENDENCYPART_GRANDPAR
(10,8),(8,5),-0.0979968 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.565171 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.235835 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.108047 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.16769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,13),-0.107841 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.717279 # DEPENDENCYPART_GRANDPAR
(10,8),(8,18),-0.533874 # DEPENDENCYPART_GRANDPAR
(10,8),(8,19),-0.402061 # DEPENDENCYPART_GRANDPAR
(10,8),(8,24),-0.466933 # DEPENDENCYPART_GRANDPAR
(10,8),(8,29),-1.4792 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.759095 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.925225 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.637485 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),-0.118682 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.735672 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.236516 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.472714 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.16769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,13),0.0700114 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.733573 # DEPENDENCYPART_GRANDPAR
(10,9),(9,15),-0.30821 # DEPENDENCYPART_GRANDPAR
(10,9),(9,18),-0.368603 # DEPENDENCYPART_GRANDPAR
(10,9),(9,19),-0.275571 # DEPENDENCYPART_GRANDPAR
(10,9),(9,21),-0.789523 # DEPENDENCYPART_GRANDPAR
(10,9),(9,24),-0.301662 # DEPENDENCYPART_GRANDPAR
(10,9),(9,25),-0.28704 # DEPENDENCYPART_GRANDPAR
(10,9),(9,29),-1.38556 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.222438 # DEPENDENCYPART_GRANDPAR
(10,12),(12,11),1.27195 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),0.334336 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.200444 # DEPENDENCYPART_GRANDPAR
(10,13),(13,1),-1.27116 # DEPENDENCYPART_GRANDPAR
(10,13),(13,4),-1.33846 # DEPENDENCYPART_GRANDPAR
(10,13),(13,5),-0.881091 # DEPENDENCYPART_GRANDPAR
(10,13),(13,6),-1.53053 # DEPENDENCYPART_GRANDPAR
(10,13),(13,7),-0.836892 # DEPENDENCYPART_GRANDPAR
(10,13),(13,8),-1.21095 # DEPENDENCYPART_GRANDPAR
(10,13),(13,9),-0.944993 # DEPENDENCYPART_GRANDPAR
(10,13),(13,10),-0.556672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,13),(13,11),1.33556 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),0.747457 # DEPENDENCYPART_GRANDPAR
(10,13),(13,14),0.381676 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),0.322755 # DEPENDENCYPART_GRANDPAR
(10,13),(13,17),-0.163894 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),0.359738 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),0.276824 # DEPENDENCYPART_GRANDPAR
(10,13),(13,20),-0.608307 # DEPENDENCYPART_GRANDPAR
(10,13),(13,21),-0.0886738 # DEPENDENCYPART_GRANDPAR
(10,13),(13,23),-0.00754117 # DEPENDENCYPART_GRANDPAR
(10,13),(13,24),0.426679 # DEPENDENCYPART_GRANDPAR
(10,13),(13,25),0.530306 # DEPENDENCYPART_GRANDPAR
(10,13),(13,28),0.305152 # DEPENDENCYPART_GRANDPAR
(10,13),(13,29),-0.834524 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),0.0491059 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.431848 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.304716 # DEPENDENCYPART_GRANDPAR
(10,14),(14,18),0.0356578 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),-0.420869 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.306725 # DEPENDENCYPART_GRANDPAR
(10,14),(14,25),0.279044 # DEPENDENCYPART_GRANDPAR
(10,15),(15,1),-1.17713 # DEPENDENCYPART_GRANDPAR
(10,15),(15,5),-0.789396 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),-0.144952 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.305581 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),-0.0399199 # DEPENDENCYPART_GRANDPAR
(10,15),(15,18),0.173084 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.434697 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.649584 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),-0.251705 # DEPENDENCYPART_GRANDPAR
(10,15),(15,23),-0.0596712 # DEPENDENCYPART_GRANDPAR
(10,15),(15,24),0.240025 # DEPENDENCYPART_GRANDPAR
(10,15),(15,25),0.458388 # DEPENDENCYPART_GRANDPAR
(10,15),(15,28),0.182844 # DEPENDENCYPART_GRANDPAR
(10,15),(15,29),-0.955943 # DEPENDENCYPART_GRANDPAR
(10,17),(17,7),-0.730931 # DEPENDENCYPART_GRANDPAR
(10,17),(17,16),-0.206068 # DEPENDENCYPART_GRANDPAR
(10,17),(17,18),0.292998 # DEPENDENCYPART_GRANDPAR
(10,17),(17,19),0.207939 # DEPENDENCYPART_GRANDPAR
(10,17),(17,21),-0.259868 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.80458 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),-0.378127 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.299458 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),0.767032 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),0.0842425 # DEPENDENCYPART_GRANDPAR
(10,21),(21,17),-0.0671781 # DEPENDENCYPART_GRANDPAR
(10,21),(21,18),0.335521 # DEPENDENCYPART_GRANDPAR
(10,21),(21,20),-0.539396 # DEPENDENCYPART_GRANDPAR
(10,21),(21,22),-0.25624 # DEPENDENCYPART_GRANDPAR
(10,21),(21,23),0.00339392 # DEPENDENCYPART_GRANDPAR
(10,21),(21,24),0.196692 # DEPENDENCYPART_GRANDPAR
(10,21),(21,25),0.653768 # DEPENDENCYPART_GRANDPAR
(10,21),(21,28),0.266502 # DEPENDENCYPART_GRANDPAR
(10,21),(21,29),-0.961704 # DEPENDENCYPART_GRANDPAR
(10,25),(25,23),0.219818 # DEPENDENCYPART_GRANDPAR
(10,25),(25,24),0.345085 # DEPENDENCYPART_GRANDPAR
(10,25),(25,26),-0.291618 # DEPENDENCYPART_GRANDPAR
(10,25),(25,27),-0.617882 # DEPENDENCYPART_GRANDPAR
(10,25),(25,28),0.398011 # DEPENDENCYPART_GRANDPAR
(10,25),(25,29),-1.0674 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0122401 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.195088 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.327467 # DEPENDENCYPART_GRANDPAR
(11,14),(14,18),-0.443729 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.144841 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.815557 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.760578 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.726813 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.264568 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),0.12895 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.251618 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.654525 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),0.130039 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.372001 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.103075 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-1.0258 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.901097 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0540337 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),0.0626396 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.371525 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.90121 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.886795 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.426702 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.192129 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.567149 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-1.22546 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.243387 # DEPENDENCYPART_GRANDPAR
(12,15),(15,28),-0.7448 # DEPENDENCYPART_GRANDPAR
(12,15),(15,29),-0.643509 # DEPENDENCYPART_GRANDPAR
(13,1),(1,2),-0.19217 # DEPENDENCYPART_GRANDPAR
(13,1),(1,3),-0.491052 # DEPENDENCYPART_GRANDPAR
(13,1),(1,4),-0.411392 # DEPENDENCYPART_GRANDPAR
(13,1),(1,5),-0.472337 # DEPENDENCYPART_GRANDPAR
(13,1),(1,7),-0.259932 # DEPENDENCYPART_GRANDPAR
(13,1),(1,8),-0.182089 # DEPENDENCYPART_GRANDPAR
(13,1),(1,9),-0.0475058 # DEPENDENCYPART_GRANDPAR
(13,1),(1,10),-0.296852 # DEPENDENCYPART_GRANDPAR
(13,1),(1,13),-1.13173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,1),(1,14),-0.576198 # DEPENDENCYPART_GRANDPAR
(13,1),(1,18),-0.853959 # DEPENDENCYPART_GRANDPAR
(13,1),(1,19),-0.699217 # DEPENDENCYPART_GRANDPAR
(13,1),(1,23),-0.69517 # DEPENDENCYPART_GRANDPAR
(13,1),(1,24),-1.10475 # DEPENDENCYPART_GRANDPAR
(13,1),(1,29),-1.37235 # DEPENDENCYPART_GRANDPAR
(13,4),(4,1),-0.354904 # DEPENDENCYPART_GRANDPAR
(13,4),(4,2),-1.06744 # DEPENDENCYPART_GRANDPAR
(13,4),(4,3),-0.469843 # DEPENDENCYPART_GRANDPAR
(13,4),(4,5),-0.446896 # DEPENDENCYPART_GRANDPAR
(13,4),(4,6),-0.554125 # DEPENDENCYPART_GRANDPAR
(13,4),(4,7),-0.112144 # DEPENDENCYPART_GRANDPAR
(13,4),(4,8),-0.122741 # DEPENDENCYPART_GRANDPAR
(13,4),(4,9),-0.0404155 # DEPENDENCYPART_GRANDPAR
(13,4),(4,10),-0.182088 # DEPENDENCYPART_GRANDPAR
(13,4),(4,13),-1.2259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,4),(4,14),-0.70003 # DEPENDENCYPART_GRANDPAR
(13,4),(4,18),-0.908638 # DEPENDENCYPART_GRANDPAR
(13,4),(4,19),-0.783698 # DEPENDENCYPART_GRANDPAR
(13,4),(4,23),-0.789914 # DEPENDENCYPART_GRANDPAR
(13,4),(4,24),-1.15943 # DEPENDENCYPART_GRANDPAR
(13,4),(4,25),-0.704745 # DEPENDENCYPART_GRANDPAR
(13,4),(4,28),-0.469511 # DEPENDENCYPART_GRANDPAR
(13,4),(4,29),-1.43803 # DEPENDENCYPART_GRANDPAR
(13,5),(5,1),-0.281443 # DEPENDENCYPART_GRANDPAR
(13,5),(5,2),-0.959854 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.247706 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.642536 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.185933 # DEPENDENCYPART_GRANDPAR
(13,5),(5,8),-0.0893855 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.105999 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.365771 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-1.16269 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,29),-1.34901 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.386104 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.276223 # DEPENDENCYPART_GRANDPAR
(13,7),(7,1),-0.480606 # DEPENDENCYPART_GRANDPAR
(13,7),(7,4),-0.325092 # DEPENDENCYPART_GRANDPAR
(13,7),(7,6),-0.788895 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.224087 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),-0.174855 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),-0.347942 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.05048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,14),-0.594659 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.389054 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-1.07495 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.532815 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.267366 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.423929 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.819842 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.497025 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.0442028 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.177758 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.22576 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.690879 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.908103 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.78397 # DEPENDENCYPART_GRANDPAR
(13,8),(8,24),-1.1589 # DEPENDENCYPART_GRANDPAR
(13,8),(8,29),-1.43823 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.467522 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.998413 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.391749 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),-0.391418 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.801727 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.449615 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.230046 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.260426 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.09023 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.732862 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.42269 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.779564 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.681926 # DEPENDENCYPART_GRANDPAR
(13,9),(9,21),-0.647094 # DEPENDENCYPART_GRANDPAR
(13,9),(9,24),-1.03036 # DEPENDENCYPART_GRANDPAR
(13,9),(9,25),-0.668217 # DEPENDENCYPART_GRANDPAR
(13,9),(9,29),-1.38121 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.178748 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),-0.635607 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.445958 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.10525 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.174846 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.238148 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.0878023 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.15194 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.54427 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.400317 # DEPENDENCYPART_GRANDPAR
(13,10),(10,17),-0.959677 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.740274 # DEPENDENCYPART_GRANDPAR
(13,10),(10,19),-0.684016 # DEPENDENCYPART_GRANDPAR
(13,10),(10,21),-0.668918 # DEPENDENCYPART_GRANDPAR
(13,10),(10,25),-0.567971 # DEPENDENCYPART_GRANDPAR
(13,10),(10,29),-1.35435 # DEPENDENCYPART_GRANDPAR
(13,11),(11,14),-0.653954 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.389419 # DEPENDENCYPART_GRANDPAR
(13,12),(12,14),-0.633828 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.425132 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.503017 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.108159 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.127832 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0979687 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),0.170227 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),0.162502 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),0.128907 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-1.08267 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.26479 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.0462364 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.305638 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.298941 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.134152 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.194222 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.550179 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),0.0214418 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.0319466 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.384947 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),0.0934245 # DEPENDENCYPART_GRANDPAR
(13,15),(15,28),0.217775 # DEPENDENCYPART_GRANDPAR
(13,15),(15,29),-0.952402 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.827128 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.371317 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.178123 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.205264 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.0810801 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.569356 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),0.248073 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),0.306205 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),0.0352729 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),0.695883 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.437172 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),0.504899 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0622157 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.135355 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.204186 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),-0.295958 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.493053 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.410662 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),0.0925418 # DEPENDENCYPART_GRANDPAR
(13,21),(21,24),-0.319843 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),0.11084 # DEPENDENCYPART_GRANDPAR
(13,21),(21,28),0.323217 # DEPENDENCYPART_GRANDPAR
(13,21),(21,29),-0.922988 # DEPENDENCYPART_GRANDPAR
(13,23),(23,20),-0.61831 # DEPENDENCYPART_GRANDPAR
(13,23),(23,21),-0.150726 # DEPENDENCYPART_GRANDPAR
(13,23),(23,22),0.213321 # DEPENDENCYPART_GRANDPAR
(13,23),(23,24),-0.335369 # DEPENDENCYPART_GRANDPAR
(13,23),(23,25),0.183144 # DEPENDENCYPART_GRANDPAR
(13,23),(23,28),0.293087 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.0271897 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.335782 # DEPENDENCYPART_GRANDPAR
(13,25),(25,26),-0.329529 # DEPENDENCYPART_GRANDPAR
(13,25),(25,27),0.102019 # DEPENDENCYPART_GRANDPAR
(13,25),(25,28),0.259723 # DEPENDENCYPART_GRANDPAR
(13,25),(25,29),-1.04664 # DEPENDENCYPART_GRANDPAR
(13,28),(28,21),-0.115736 # DEPENDENCYPART_GRANDPAR
(13,28),(28,22),0.0831892 # DEPENDENCYPART_GRANDPAR
(13,28),(28,23),0.0378834 # DEPENDENCYPART_GRANDPAR
(13,28),(28,24),-0.500143 # DEPENDENCYPART_GRANDPAR
(13,28),(28,26),-0.129587 # DEPENDENCYPART_GRANDPAR
(13,28),(28,27),0.206803 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-1.38876 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.11697 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.02013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.535657 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.951809 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0382766 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),0.256722 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.310778 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.329613 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.0610897 # DEPENDENCYPART_GRANDPAR
(14,15),(15,24),0.168242 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.313829 # DEPENDENCYPART_GRANDPAR
(14,15),(15,28),0.0549914 # DEPENDENCYPART_GRANDPAR
(14,15),(15,29),-1.11551 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.371294 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.153887 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-1.12868 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.346729 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.263541 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.251185 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.57824 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),0.473218 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.279372 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.553243 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.714694 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.236163 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.086854 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),-0.291347 # DEPENDENCYPART_GRANDPAR
(14,21),(21,28),-0.0923873 # DEPENDENCYPART_GRANDPAR
(14,21),(21,29),-1.294 # DEPENDENCYPART_GRANDPAR
(14,23),(23,20),-0.764634 # DEPENDENCYPART_GRANDPAR
(14,23),(23,21),-0.513108 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.697956 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.0440988 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.154145 # DEPENDENCYPART_GRANDPAR
(14,23),(23,28),0.00699504 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),-0.293007 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.0678265 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.820359 # DEPENDENCYPART_GRANDPAR
