# _root_ He received $ 724,579 for the shares , according to insider filings with the Securities and Exchange Commission .
#goldHeads=2,0,4,2,2,7,5,2,2,9,12,10,12,18,16,18,16,13,2,
#predictedHeads=2,0,4,2,2,7,5,2,2,9,12,10,12,18,16,18,16,13,2,
(12,10),(10,10),(10,12),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,13),-0.144706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,15),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,16),-0.151905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,17),-0.148261 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,20),-0.09656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,20),-0.170299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,20),-0.170299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,13),(10,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,20),-0.145625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,20),-0.170299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,17),-0.113609 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,19),0.053118 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,20),-0.151986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,17),(10,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,20),-0.170299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,19),(10,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,8),-0.0221816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),-0.21652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,8),(10,-1),-0.0200148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,13),-0.155567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,14),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,15),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,18),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,20),-0.0189944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,14),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,15),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,18),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,19),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,20),-0.173848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,15),-0.14498 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,18),-0.14498 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,20),-0.10375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,14),(11,15),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,18),-0.144709 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,20),-0.159244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,15),(11,18),-0.145195 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,19),-0.144801 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,20),-0.174493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,18),(11,19),-0.144801 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,20),-0.173852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,19),(11,20),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,10),-0.0381679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,4),-0.0974521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,3),-0.0269039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,-1),0.133115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,10),(11,4),0.00423053 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,3),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,-1),-0.0375641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,4),(11,3),-0.0207607 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,-1),-0.0958942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,3),(11,-1),-0.0296194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,14),-0.0154945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,15),0.130787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,16),0.065642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,17),0.129309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,18),0.134476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,20),-0.348088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.022992 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,16),-0.0194687 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,17),-0.022992 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,18),-0.022992 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,20),0.00230278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,16),-0.0348341 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,17),-0.0531337 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,18),-0.0526242 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,19),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,20),0.072498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,17),-0.000645165 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,18),-0.00275068 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,19),0.178379 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,20),0.0428867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,18),-0.0521137 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,19),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,20),0.0697964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,18),(13,19),-0.0194417 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,20),0.0753234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,19),(13,20),-0.0238712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.041983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,11),-0.161469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,10),-0.146816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),-0.114437 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.194415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,11),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,11),(13,-1),-0.194726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,10),(13,-1),-0.158995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,20),0.211226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,-1),0.0920329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,18),-0.135449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),0.132427 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,18),(15,20),0.0226423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.102296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),-0.0223081 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,-1),-0.159252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),-0.0715673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0728847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0252004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),-0.253191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.00265178 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0138066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0156692 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.0151638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.0291688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.189343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.119791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,13),0.201343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.192095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,11),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,10),-0.145271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,9),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,8),-0.144719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,7),-0.16141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,6),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,5),-0.149282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,4),-0.145673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,3),-0.145117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,2),-0.155772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),-0.451738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.0964029 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,13),0.0805432 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,12),0.138592 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,11),-0.146776 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,10),-0.145451 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,9),-0.146269 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,8),-0.147051 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,7),-0.146776 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,6),-0.145401 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,5),-0.146392 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,4),-0.144848 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,3),-0.144714 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,2),-0.146269 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.203999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,13),0.107818 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,12),0.1082 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,9),-0.144714 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,5),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,2),-0.144714 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,-1),-0.0982665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,12),0.102689 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,11),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,10),-0.144907 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,8),-0.144706 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,7),-0.144704 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,-1),-0.0672581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,10),-0.145451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,9),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,8),-0.147051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,7),-0.146776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,6),-0.145401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,5),-0.146392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,4),-0.144848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,3),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,2),-0.146269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.201181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,10),-0.145451 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,9),-0.146269 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,8),-0.147051 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,7),-0.146776 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,6),-0.145401 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,5),-0.146392 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,4),-0.144848 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,3),-0.144714 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,2),-0.146269 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,11),(16,-1),-0.201085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,10),(16,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,7),-0.14477 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,5),-0.144778 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,4),-0.144938 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,-1),-0.113577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,9),(16,8),-0.144727 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,7),-0.14523 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,5),-0.144726 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,9),(16,-1),-0.17135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,8),(16,7),-0.147778 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,5),-0.146851 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,4),-0.145296 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,2),-0.148431 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,8),(16,-1),-0.165115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,7),(16,6),-0.145401 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,5),-0.146392 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,4),-0.144848 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,3),-0.144714 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,2),-0.146269 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,7),(16,-1),-0.203063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,6),(16,5),-0.144707 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,2),-0.144714 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,6),(16,-1),-0.0982665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,5),(16,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,5),(16,-1),-0.0495958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,4),(16,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,4),(16,-1),-0.168653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,3),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,3),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,3),(16,-1),-0.167123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,2),(16,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,2),(16,-1),-0.171196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,1),(16,-1),-0.161557 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),-0.133767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),0.127708 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,20),0.0241307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,14),0.101382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,-1),-0.0216101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,14),(17,-1),-0.160839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,19),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,20),0.123388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,19),(18,20),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,18),(18,17),0.160499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,16),0.0279649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,15),0.157679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,14),0.101924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,12),0.160731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,11),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,18),(18,18),(18,-1),-0.0288908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,18),(18,17),(18,16),0.0980554 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,15),0.0904451 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,14),0.131191 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,12),0.090446 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,11),-0.145195 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,17),(18,-1),-0.174121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,16),(18,15),0.0983725 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,14),0.313992 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,12),0.147695 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,11),0.0447439 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,16),(18,-1),-0.226199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,18),(18,15),(18,14),0.129182 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,12),0.0909069 # DEPENDENCYPART_GRANDSIBL
(12,18),(18,15),(18,11),-0.145195 # DEPENDENCYPART_GRANDSIBL
