# _root_ Other credit houses , such as Credit Exchange and Solo Credit Service Corp. , are suggesting that their clients study each order before shipping .
#goldHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
#predictedHeads=3,3,15,3,6,3,8,9,6,13,13,13,9,3,0,15,20,19,20,16,22,20,20,23,15,
(8,1),(1,1),(1,6),0.09949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,9),-0.147163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,1),(1,26),0.0113627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,2),(1,3),0.10791 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,4),0.109054 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,5),0.109277 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,6),0.108677 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,2),(1,26),-0.121751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,3),(1,4),0.109054 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,5),0.109277 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,6),0.108677 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,3),(1,26),-0.121751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,4),(1,5),0.105763 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,6),0.109431 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,4),(1,26),-0.136689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,5),(1,6),0.109537 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,5),(1,26),-0.139964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,6),(1,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,6),(1,26),-0.179424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,9),(1,26),-0.134011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,-1),0.0739538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,3),(3,4),0.18175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,5),0.0771358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,6),0.150101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,7),0.159301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,8),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,9),-0.15123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,10),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,11),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,12),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,14),-0.145466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,15),-0.172902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,17),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,19),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,22),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,23),-0.155566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,26),-0.0106023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,4),(3,5),0.0749648 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,6),0.11478 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,7),0.118222 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,8),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,9),-0.150847 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,10),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,11),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,12),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,15),-0.146635 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,17),-0.144865 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,19),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,22),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,23),-0.14486 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,26),-0.0337558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,5),(3,6),0.113954 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,7),0.123077 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,8),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,10),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,11),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,12),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,14),-0.144778 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,15),-0.144706 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,17),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,19),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,22),-0.144705 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,26),-0.197187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,6),(3,7),0.104702 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,8),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,10),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,11),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,12),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,15),-0.144856 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,17),-0.146409 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,19),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,22),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,23),-0.146409 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,6),(3,26),-0.116962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,7),(3,8),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,9),-0.14471 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,10),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,11),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,12),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,14),-0.145732 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,15),-0.14473 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,17),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,19),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,22),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,23),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,25),-0.144801 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,7),(3,26),-0.175511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,8),(3,9),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,10),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,11),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,12),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,14),-0.145732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,15),-0.14473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,17),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,19),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,22),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,23),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,25),-0.144801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,8),(3,26),-0.175225 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,9),(3,10),0.0529715 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,11),0.0308473 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,12),-0.00286511 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,14),0.150844 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,15),0.13923 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,17),0.302719 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,19),-0.0603793 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,22),-0.155376 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,23),0.203291 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,25),0.0500464 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,9),(3,26),-0.226233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,10),(3,11),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,12),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,14),-0.145732 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,15),-0.14473 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,17),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,19),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,22),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,23),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,25),-0.144801 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,10),(3,26),-0.175172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,11),(3,12),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,14),-0.145732 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,15),-0.14473 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,17),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,19),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,22),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,23),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,25),-0.144801 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,11),(3,26),-0.175511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,12),(3,14),-0.145732 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,12),(3,15),-0.14473 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,12),(3,17),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,12),(3,19),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,12),(3,22),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,12),(3,23),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,12),(3,25),-0.144801 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,12),(3,26),-0.175266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,14),(3,15),-0.146635 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,14),(3,17),-0.144865 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,14),(3,19),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,14),(3,22),-0.14942 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,14),(3,23),-0.14486 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,14),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,14),(3,26),-0.0337558 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,15),(3,17),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,15),(3,19),-0.14472 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,15),(3,22),-0.14472 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,15),(3,23),-0.144703 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,15),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,15),(3,26),-0.197597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,17),(3,19),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,17),(3,22),-0.14498 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,17),(3,23),-0.146151 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,17),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,17),(3,26),-0.119967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,19),(3,22),-0.145195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,19),(3,23),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,19),(3,25),-0.144801 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,19),(3,26),-0.175172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,22),(3,23),-0.14479 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,22),(3,25),-0.144801 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,22),(3,26),-0.175278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,23),(3,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,23),(3,26),-0.112809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,25),(3,26),-0.151487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,2),-0.133626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,1),-0.0382551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,-1),0.142038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,2),(3,1),-0.0337195 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,2),(3,-1),0.0242019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,1),(3,-1),-0.0276151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,6),0.109359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,26),-0.185118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,6),(4,26),-0.144883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,-1),-0.0446875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,5),(5,6),0.100251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,7),0.12433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,8),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,9),-0.147163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,10),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,11),-0.146105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,20),-0.153177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,26),-0.0253407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,6),(5,7),0.10933 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,26),-0.178653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,7),(5,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,26),-0.12301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,8),(5,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,26),-0.12301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,9),(5,10),0.0530462 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,11),0.0309221 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,20),0.243456 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,26),-0.134013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,10),(5,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,26),-0.12301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,11),(5,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,11),(5,26),-0.12301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,20),(5,26),-0.146541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,4),0.038659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,3),-0.0151198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,2),-0.0151198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,1),-0.0372687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,-1),0.0475337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,4),(5,3),0.0442932 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,2),0.0442932 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,1),-0.0282917 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,-1),-0.0458261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,3),(5,2),0.00247454 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,3),(5,1),-0.0195305 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,3),(5,-1),0.0169118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,2),(5,1),-0.0195305 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,2),(5,-1),0.0169118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,1),(5,-1),-0.0213898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,7),0.0396132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,8),-0.1614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,9),-0.159598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,10),-0.1614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,11),-0.1614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,12),-0.1614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,13),-0.161402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,26),-0.166187 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,7),(6,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,26),-0.198724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,8),(6,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,8),(6,26),-0.198741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,9),(6,10),0.0530462 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,11),0.0309221 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,12),-0.00279035 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,13),-0.0407668 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,9),(6,26),-0.171228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,10),(6,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,10),(6,26),-0.198724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,11),(6,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,11),(6,26),-0.198724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,12),(6,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,12),(6,26),-0.198745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,13),(6,26),-0.198726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,5),-0.00464415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,4),-0.0463983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,3),0.0960075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,-1),-0.363229 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,5),(6,4),-0.0274051 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,3),-0.0207142 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,5),(6,-1),0.00129695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,4),(6,3),-0.0401848 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,4),(6,-1),-0.00753284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,3),(6,-1),0.0222655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,8),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,13),-0.15584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,26),-0.00508743 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,13),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,26),-0.17475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,13),(7,26),-0.177288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,5),-0.0449412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,4),0.133899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),0.148853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,5),(7,4),-0.0282513 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,-1),-0.0339975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,4),(7,-1),-0.0201613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,11),-0.133586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,12),-0.13263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,13),-0.136026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,26),0.142091 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
