# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(7,14),(14,20),-0.293731 # DEPENDENCYPART_GRANDPAR
(7,14),(14,23),-0.101227 # DEPENDENCYPART_GRANDPAR
(7,14),(14,25),-1.09522 # DEPENDENCYPART_GRANDPAR
(7,14),(14,27),-0.512393 # DEPENDENCYPART_GRANDPAR
(7,14),(14,31),-0.975818 # DEPENDENCYPART_GRANDPAR
(7,15),(15,14),0.163059 # DEPENDENCYPART_GRANDPAR
(7,15),(15,16),-0.0339014 # DEPENDENCYPART_GRANDPAR
(7,15),(15,17),0.282336 # DEPENDENCYPART_GRANDPAR
(7,15),(15,18),0.155072 # DEPENDENCYPART_GRANDPAR
(7,15),(15,19),0.361676 # DEPENDENCYPART_GRANDPAR
(7,15),(15,20),-0.254184 # DEPENDENCYPART_GRANDPAR
(7,15),(15,26),-0.834683 # DEPENDENCYPART_GRANDPAR
(7,15),(15,27),-0.629941 # DEPENDENCYPART_GRANDPAR
(7,18),(18,19),1.23297 # DEPENDENCYPART_GRANDPAR
(7,18),(18,20),-0.336871 # DEPENDENCYPART_GRANDPAR
(7,18),(18,23),-0.202148 # DEPENDENCYPART_GRANDPAR
(7,18),(18,26),-1.2748 # DEPENDENCYPART_GRANDPAR
(7,18),(18,27),-0.602902 # DEPENDENCYPART_GRANDPAR
(7,19),(19,1),-0.155434 # DEPENDENCYPART_GRANDPAR
(7,19),(19,4),-0.242188 # DEPENDENCYPART_GRANDPAR
(7,19),(19,6),-0.376407 # DEPENDENCYPART_GRANDPAR
(7,19),(19,9),0.49288 # DEPENDENCYPART_GRANDPAR
(7,19),(19,10),0.234872 # DEPENDENCYPART_GRANDPAR
(7,19),(19,14),0.33443 # DEPENDENCYPART_GRANDPAR
(7,19),(19,15),0.036975 # DEPENDENCYPART_GRANDPAR
(7,19),(19,16),-0.0296945 # DEPENDENCYPART_GRANDPAR
(7,19),(19,17),0.320615 # DEPENDENCYPART_GRANDPAR
(7,19),(19,20),0.00909642 # DEPENDENCYPART_GRANDPAR
(7,19),(19,21),-0.596721 # DEPENDENCYPART_GRANDPAR
(7,19),(19,22),-0.500456 # DEPENDENCYPART_GRANDPAR
(7,19),(19,23),0.297718 # DEPENDENCYPART_GRANDPAR
(7,19),(19,24),-0.391544 # DEPENDENCYPART_GRANDPAR
(7,19),(19,25),-0.712147 # DEPENDENCYPART_GRANDPAR
(7,19),(19,26),-0.551651 # DEPENDENCYPART_GRANDPAR
(7,19),(19,27),-0.218162 # DEPENDENCYPART_GRANDPAR
(7,19),(19,30),-0.165622 # DEPENDENCYPART_GRANDPAR
(7,19),(19,31),-0.622895 # DEPENDENCYPART_GRANDPAR
(7,19),(19,35),-0.954525 # DEPENDENCYPART_GRANDPAR
(7,19),(19,36),-0.0711182 # DEPENDENCYPART_GRANDPAR
(8,6),(6,1),-0.989856 # DEPENDENCYPART_GRANDPAR
(8,6),(6,2),-1.08073 # DEPENDENCYPART_GRANDPAR
(8,6),(6,3),-1.01414 # DEPENDENCYPART_GRANDPAR
(8,6),(6,4),-0.862417 # DEPENDENCYPART_GRANDPAR
(8,6),(6,5),-0.680185 # DEPENDENCYPART_GRANDPAR
(8,6),(6,7),-0.574938 # DEPENDENCYPART_GRANDPAR
(8,6),(6,8),-1.7175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,6),(6,9),-0.29661 # DEPENDENCYPART_GRANDPAR
(8,6),(6,10),-0.859956 # DEPENDENCYPART_GRANDPAR
(8,6),(6,14),-0.865194 # DEPENDENCYPART_GRANDPAR
(8,7),(7,1),-0.886765 # DEPENDENCYPART_GRANDPAR
(8,7),(7,2),-1.0531 # DEPENDENCYPART_GRANDPAR
(8,7),(7,3),-0.973865 # DEPENDENCYPART_GRANDPAR
(8,7),(7,4),-0.935975 # DEPENDENCYPART_GRANDPAR
(8,7),(7,5),-1.06906 # DEPENDENCYPART_GRANDPAR
(8,7),(7,6),-1.00639 # DEPENDENCYPART_GRANDPAR
(8,7),(7,8),-1.61457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,7),(7,9),-0.247962 # DEPENDENCYPART_GRANDPAR
(8,7),(7,10),-0.786972 # DEPENDENCYPART_GRANDPAR
(8,7),(7,11),-0.552412 # DEPENDENCYPART_GRANDPAR
(8,7),(7,14),-0.76225 # DEPENDENCYPART_GRANDPAR
(8,7),(7,15),-1.0094 # DEPENDENCYPART_GRANDPAR
(8,7),(7,17),-0.887962 # DEPENDENCYPART_GRANDPAR
(8,7),(7,18),-0.894078 # DEPENDENCYPART_GRANDPAR
(8,7),(7,19),-0.857019 # DEPENDENCYPART_GRANDPAR
(8,7),(7,36),-2.09834 # DEPENDENCYPART_GRANDPAR
(8,9),(9,1),-1.73773 # DEPENDENCYPART_GRANDPAR
(8,9),(9,2),-1.69758 # DEPENDENCYPART_GRANDPAR
(8,9),(9,3),-1.61473 # DEPENDENCYPART_GRANDPAR
(8,9),(9,4),-1.68349 # DEPENDENCYPART_GRANDPAR
(8,9),(9,5),-1.65286 # DEPENDENCYPART_GRANDPAR
(8,9),(9,6),-1.62326 # DEPENDENCYPART_GRANDPAR
(8,9),(9,7),-1.18576 # DEPENDENCYPART_GRANDPAR
(8,9),(9,8),-1.0106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,9),(9,10),-0.376836 # DEPENDENCYPART_GRANDPAR
(8,9),(9,11),-0.0420284 # DEPENDENCYPART_GRANDPAR
(8,9),(9,14),-0.176595 # DEPENDENCYPART_GRANDPAR
(8,9),(9,17),-0.217898 # DEPENDENCYPART_GRANDPAR
(8,10),(10,1),-1.79922 # DEPENDENCYPART_GRANDPAR
(8,10),(10,2),-1.63079 # DEPENDENCYPART_GRANDPAR
(8,10),(10,3),-1.54895 # DEPENDENCYPART_GRANDPAR
(8,10),(10,4),-1.51444 # DEPENDENCYPART_GRANDPAR
(8,10),(10,5),-1.606 # DEPENDENCYPART_GRANDPAR
(8,10),(10,6),-1.57645 # DEPENDENCYPART_GRANDPAR
(8,10),(10,7),-1.15109 # DEPENDENCYPART_GRANDPAR
(8,10),(10,8),-1.16634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,10),(10,9),0.393549 # DEPENDENCYPART_GRANDPAR
(8,10),(10,11),0.0741798 # DEPENDENCYPART_GRANDPAR
(8,10),(10,12),-0.312257 # DEPENDENCYPART_GRANDPAR
(8,10),(10,13),-0.11755 # DEPENDENCYPART_GRANDPAR
(8,10),(10,14),-0.173594 # DEPENDENCYPART_GRANDPAR
(8,10),(10,15),-0.255243 # DEPENDENCYPART_GRANDPAR
(8,10),(10,16),-0.234655 # DEPENDENCYPART_GRANDPAR
(8,10),(10,17),-0.436913 # DEPENDENCYPART_GRANDPAR
(8,10),(10,18),-0.387624 # DEPENDENCYPART_GRANDPAR
(8,10),(10,19),-0.333176 # DEPENDENCYPART_GRANDPAR
(8,10),(10,23),-0.326214 # DEPENDENCYPART_GRANDPAR
(8,10),(10,27),-0.534303 # DEPENDENCYPART_GRANDPAR
(8,10),(10,31),-0.731468 # DEPENDENCYPART_GRANDPAR
(8,10),(10,36),-1.84999 # DEPENDENCYPART_GRANDPAR
(8,11),(11,1),-1.7866 # DEPENDENCYPART_GRANDPAR
(8,11),(11,3),-1.57269 # DEPENDENCYPART_GRANDPAR
(8,11),(11,4),-1.60714 # DEPENDENCYPART_GRANDPAR
(8,11),(11,6),-1.59929 # DEPENDENCYPART_GRANDPAR
(8,11),(11,7),-1.16403 # DEPENDENCYPART_GRANDPAR
(8,11),(11,8),-1.10081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.224869 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.274012 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.0857924 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.209256 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.213787 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.157421 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.331303 # DEPENDENCYPART_GRANDPAR
(8,11),(11,18),-0.374494 # DEPENDENCYPART_GRANDPAR
(8,11),(11,19),-0.394166 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.272526 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.348131 # DEPENDENCYPART_GRANDPAR
(8,11),(11,24),-0.850358 # DEPENDENCYPART_GRANDPAR
(8,11),(11,25),-1.15464 # DEPENDENCYPART_GRANDPAR
(8,11),(11,26),-0.479289 # DEPENDENCYPART_GRANDPAR
(8,11),(11,27),-0.485503 # DEPENDENCYPART_GRANDPAR
(8,11),(11,30),-1.19037 # DEPENDENCYPART_GRANDPAR
(8,11),(11,31),-0.676631 # DEPENDENCYPART_GRANDPAR
(8,11),(11,35),-0.549986 # DEPENDENCYPART_GRANDPAR
(8,11),(11,36),-1.7969 # DEPENDENCYPART_GRANDPAR
(8,14),(14,9),0.284772 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.056775 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),0.293473 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0139732 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.242969 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.365732 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.192302 # DEPENDENCYPART_GRANDPAR
(8,14),(14,18),-0.0709043 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.313308 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.265903 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.346421 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-1.30891 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.528017 # DEPENDENCYPART_GRANDPAR
(8,14),(14,31),-0.751 # DEPENDENCYPART_GRANDPAR
(9,1),(1,2),-0.871024 # DEPENDENCYPART_GRANDPAR
(9,1),(1,3),-0.616599 # DEPENDENCYPART_GRANDPAR
(9,1),(1,4),-0.445688 # DEPENDENCYPART_GRANDPAR
(9,1),(1,6),-0.590126 # DEPENDENCYPART_GRANDPAR
(9,1),(1,7),-0.526838 # DEPENDENCYPART_GRANDPAR
(9,1),(1,9),-1.18204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,1),(1,10),-0.614205 # DEPENDENCYPART_GRANDPAR
(9,1),(1,18),-0.883503 # DEPENDENCYPART_GRANDPAR
(9,2),(2,3),-0.569924 # DEPENDENCYPART_GRANDPAR
(9,2),(2,6),-0.490512 # DEPENDENCYPART_GRANDPAR
(9,2),(2,10),-0.642604 # DEPENDENCYPART_GRANDPAR
(9,3),(3,1),-0.596087 # DEPENDENCYPART_GRANDPAR
(9,3),(3,2),-0.835359 # DEPENDENCYPART_GRANDPAR
(9,3),(3,4),-0.370943 # DEPENDENCYPART_GRANDPAR
(9,3),(3,5),-0.45199 # DEPENDENCYPART_GRANDPAR
(9,3),(3,6),-0.483354 # DEPENDENCYPART_GRANDPAR
(9,3),(3,7),-0.363193 # DEPENDENCYPART_GRANDPAR
(9,3),(3,8),-0.338806 # DEPENDENCYPART_GRANDPAR
(9,3),(3,9),-1.16366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,3),(3,10),-0.642604 # DEPENDENCYPART_GRANDPAR
(9,3),(3,11),-0.905094 # DEPENDENCYPART_GRANDPAR
(9,3),(3,14),-0.788376 # DEPENDENCYPART_GRANDPAR
(9,3),(3,17),-0.973214 # DEPENDENCYPART_GRANDPAR
(9,3),(3,18),-0.997017 # DEPENDENCYPART_GRANDPAR
(9,3),(3,19),-0.839047 # DEPENDENCYPART_GRANDPAR
(9,5),(5,1),-0.523123 # DEPENDENCYPART_GRANDPAR
(9,5),(5,3),-0.596909 # DEPENDENCYPART_GRANDPAR
(9,5),(5,4),-0.196366 # DEPENDENCYPART_GRANDPAR
(9,5),(5,6),-0.420221 # DEPENDENCYPART_GRANDPAR
(9,5),(5,7),-0.398814 # DEPENDENCYPART_GRANDPAR
(9,5),(5,9),-1.10106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,5),(5,10),-0.548973 # DEPENDENCYPART_GRANDPAR
(9,6),(6,1),-0.52754 # DEPENDENCYPART_GRANDPAR
(9,6),(6,2),-0.854073 # DEPENDENCYPART_GRANDPAR
(9,6),(6,3),-0.593604 # DEPENDENCYPART_GRANDPAR
(9,6),(6,4),-0.204739 # DEPENDENCYPART_GRANDPAR
(9,6),(6,5),-0.0903574 # DEPENDENCYPART_GRANDPAR
(9,6),(6,7),-0.385451 # DEPENDENCYPART_GRANDPAR
(9,6),(6,8),-0.348924 # DEPENDENCYPART_GRANDPAR
(9,6),(6,9),-1.10106 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,6),(6,10),-0.548972 # DEPENDENCYPART_GRANDPAR
(9,6),(6,14),-0.680046 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.475697 # DEPENDENCYPART_GRANDPAR
(9,7),(7,2),-0.933836 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.666732 # DEPENDENCYPART_GRANDPAR
(9,7),(7,4),-0.285081 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.503567 # DEPENDENCYPART_GRANDPAR
(9,7),(7,6),-0.58173 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.433695 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-1.03319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,10),-0.456446 # DEPENDENCYPART_GRANDPAR
(9,7),(7,11),-0.771305 # DEPENDENCYPART_GRANDPAR
(9,7),(7,14),-0.560813 # DEPENDENCYPART_GRANDPAR
(9,7),(7,15),-1.00468 # DEPENDENCYPART_GRANDPAR
(9,7),(7,17),-0.746801 # DEPENDENCYPART_GRANDPAR
(9,7),(7,18),-0.757868 # DEPENDENCYPART_GRANDPAR
(9,7),(7,19),-0.713893 # DEPENDENCYPART_GRANDPAR
(9,7),(7,36),-1.06893 # DEPENDENCYPART_GRANDPAR
(9,8),(8,6),-0.589444 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.431911 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-1.16448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,10),-0.643655 # DEPENDENCYPART_GRANDPAR
(9,8),(8,11),-0.905921 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.789064 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.974041 # DEPENDENCYPART_GRANDPAR
(9,10),(10,1),-1.45911 # DEPENDENCYPART_GRANDPAR
(9,10),(10,2),-1.38677 # DEPENDENCYPART_GRANDPAR
(9,10),(10,3),-1.13327 # DEPENDENCYPART_GRANDPAR
(9,10),(10,4),-0.87028 # DEPENDENCYPART_GRANDPAR
(9,10),(10,5),-1.00705 # DEPENDENCYPART_GRANDPAR
(9,10),(10,6),-1.08307 # DEPENDENCYPART_GRANDPAR
(9,10),(10,7),-0.918483 # DEPENDENCYPART_GRANDPAR
(9,10),(10,8),-0.909392 # DEPENDENCYPART_GRANDPAR
(9,10),(10,9),-0.566302 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,10),(10,11),-0.223149 # DEPENDENCYPART_GRANDPAR
(9,10),(10,12),-0.196037 # DEPENDENCYPART_GRANDPAR
(9,10),(10,13),-0.374747 # DEPENDENCYPART_GRANDPAR
(9,10),(10,14),-0.0388613 # DEPENDENCYPART_GRANDPAR
(9,10),(10,15),-0.290531 # DEPENDENCYPART_GRANDPAR
(9,10),(10,16),-0.324254 # DEPENDENCYPART_GRANDPAR
(9,10),(10,17),-0.397006 # DEPENDENCYPART_GRANDPAR
(9,10),(10,18),-0.36054 # DEPENDENCYPART_GRANDPAR
(9,10),(10,19),-0.25325 # DEPENDENCYPART_GRANDPAR
(9,10),(10,23),-0.374287 # DEPENDENCYPART_GRANDPAR
(9,10),(10,27),-0.514262 # DEPENDENCYPART_GRANDPAR
(9,10),(10,31),-0.988726 # DEPENDENCYPART_GRANDPAR
(9,10),(10,36),-0.85104 # DEPENDENCYPART_GRANDPAR
(9,11),(11,1),-1.45832 # DEPENDENCYPART_GRANDPAR
(9,11),(11,3),-1.16041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.961884 # DEPENDENCYPART_GRANDPAR
(9,11),(11,6),-1.10858 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.934722 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.936534 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.69447 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,12),-0.204038 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),-0.360912 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),-0.208074 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.266379 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.278482 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.316687 # DEPENDENCYPART_GRANDPAR
(9,11),(11,18),-0.418659 # DEPENDENCYPART_GRANDPAR
(9,11),(11,19),-0.360669 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.46222 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.403958 # DEPENDENCYPART_GRANDPAR
(9,11),(11,24),-0.815041 # DEPENDENCYPART_GRANDPAR
(9,11),(11,25),-1.35337 # DEPENDENCYPART_GRANDPAR
(9,11),(11,26),-0.815646 # DEPENDENCYPART_GRANDPAR
(9,11),(11,27),-0.497086 # DEPENDENCYPART_GRANDPAR
(9,11),(11,30),-0.805452 # DEPENDENCYPART_GRANDPAR
(9,11),(11,31),-0.945838 # DEPENDENCYPART_GRANDPAR
(9,11),(11,35),-0.777298 # DEPENDENCYPART_GRANDPAR
(9,11),(11,36),-0.835135 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.606352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,11),-0.207286 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),0.51251 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),-0.135446 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.215356 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),-0.264979 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.155797 # DEPENDENCYPART_GRANDPAR
(9,14),(14,18),0.0246295 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.252859 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),-0.360753 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.321338 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-1.46875 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.431062 # DEPENDENCYPART_GRANDPAR
(9,14),(14,31),-0.923638 # DEPENDENCYPART_GRANDPAR
(10,1),(1,2),0.011054 # DEPENDENCYPART_GRANDPAR
(10,1),(1,3),0.0117594 # DEPENDENCYPART_GRANDPAR
(10,1),(1,4),-0.370864 # DEPENDENCYPART_GRANDPAR
(10,1),(1,6),-0.304683 # DEPENDENCYPART_GRANDPAR
(10,1),(1,7),0.0523863 # DEPENDENCYPART_GRANDPAR
(10,1),(1,9),-0.155429 # DEPENDENCYPART_GRANDPAR
(10,1),(1,10),-1.50603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,1),(1,18),-0.716043 # DEPENDENCYPART_GRANDPAR
(10,2),(2,3),-0.0801359 # DEPENDENCYPART_GRANDPAR
(10,2),(2,6),-0.286594 # DEPENDENCYPART_GRANDPAR
(10,2),(2,10),-1.39671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,1),-0.0345521 # DEPENDENCYPART_GRANDPAR
(10,3),(3,2),-0.147747 # DEPENDENCYPART_GRANDPAR
(10,3),(3,4),-0.1775 # DEPENDENCYPART_GRANDPAR
(10,3),(3,5),-0.0298886 # DEPENDENCYPART_GRANDPAR
(10,3),(3,6),-0.311885 # DEPENDENCYPART_GRANDPAR
(10,3),(3,7),0.13091 # DEPENDENCYPART_GRANDPAR
(10,3),(3,8),0.065011 # DEPENDENCYPART_GRANDPAR
(10,3),(3,9),-0.305525 # DEPENDENCYPART_GRANDPAR
(10,3),(3,10),-1.39638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,3),(3,11),-0.522477 # DEPENDENCYPART_GRANDPAR
(10,3),(3,14),-0.725921 # DEPENDENCYPART_GRANDPAR
(10,3),(3,17),-0.723315 # DEPENDENCYPART_GRANDPAR
(10,3),(3,18),-0.70753 # DEPENDENCYPART_GRANDPAR
(10,3),(3,19),-0.474311 # DEPENDENCYPART_GRANDPAR
(10,5),(5,1),-0.00525178 # DEPENDENCYPART_GRANDPAR
(10,5),(5,3),-0.184713 # DEPENDENCYPART_GRANDPAR
(10,5),(5,4),-0.418012 # DEPENDENCYPART_GRANDPAR
(10,5),(5,6),-0.14879 # DEPENDENCYPART_GRANDPAR
(10,5),(5,7),0.158155 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.165178 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.38001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,1),-0.0116576 # DEPENDENCYPART_GRANDPAR
(10,6),(6,2),-0.176635 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.183409 # DEPENDENCYPART_GRANDPAR
(10,6),(6,4),-0.428398 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),0.339145 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),0.162526 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),0.0774918 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.160901 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.38001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,14),-0.680854 # DEPENDENCYPART_GRANDPAR
(10,7),(7,1),0.133305 # DEPENDENCYPART_GRANDPAR
(10,7),(7,2),-0.0785007 # DEPENDENCYPART_GRANDPAR
(10,7),(7,3),-0.0778946 # DEPENDENCYPART_GRANDPAR
(10,7),(7,4),-0.124204 # DEPENDENCYPART_GRANDPAR
(10,7),(7,5),-0.0252212 # DEPENDENCYPART_GRANDPAR
(10,7),(7,6),-0.364883 # DEPENDENCYPART_GRANDPAR
(10,7),(7,8),-0.166816 # DEPENDENCYPART_GRANDPAR
(10,7),(7,9),-0.504507 # DEPENDENCYPART_GRANDPAR
(10,7),(7,10),-1.21421 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,7),(7,11),-0.392661 # DEPENDENCYPART_GRANDPAR
(10,7),(7,14),-0.493453 # DEPENDENCYPART_GRANDPAR
(10,7),(7,15),-0.299279 # DEPENDENCYPART_GRANDPAR
(10,7),(7,17),-0.440637 # DEPENDENCYPART_GRANDPAR
(10,7),(7,18),-0.49762 # DEPENDENCYPART_GRANDPAR
(10,7),(7,19),-0.353646 # DEPENDENCYPART_GRANDPAR
(10,7),(7,36),-1.38924 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.367913 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),0.0166679 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.29671 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.3965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,11),-0.522477 # DEPENDENCYPART_GRANDPAR
(10,8),(8,14),-0.725782 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.723315 # DEPENDENCYPART_GRANDPAR
(10,9),(9,1),-0.0879423 # DEPENDENCYPART_GRANDPAR
(10,9),(9,2),-0.169756 # DEPENDENCYPART_GRANDPAR
(10,9),(9,3),-0.169955 # DEPENDENCYPART_GRANDPAR
(10,9),(9,4),-0.483428 # DEPENDENCYPART_GRANDPAR
(10,9),(9,5),0.0124207 # DEPENDENCYPART_GRANDPAR
(10,9),(9,6),-0.336488 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.0325913 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),0.0170611 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.32642 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.40926 # DEPENDENCYPART_GRANDPAR
(10,9),(9,14),-0.556567 # DEPENDENCYPART_GRANDPAR
(10,9),(9,17),-0.677185 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),0.0365362 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.455342 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-0.680037 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.687056 # DEPENDENCYPART_GRANDPAR
(10,11),(11,7),-0.292301 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.305455 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.631182 # DEPENDENCYPART_GRANDPAR
(10,11),(11,12),0.0237632 # DEPENDENCYPART_GRANDPAR
(10,11),(11,13),0.0781588 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),0.177122 # DEPENDENCYPART_GRANDPAR
(10,11),(11,15),0.022468 # DEPENDENCYPART_GRANDPAR
(10,11),(11,16),0.00858433 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),0.146591 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.0802594 # DEPENDENCYPART_GRANDPAR
(10,11),(11,19),0.239047 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.62876 # DEPENDENCYPART_GRANDPAR
(10,11),(11,23),-0.548808 # DEPENDENCYPART_GRANDPAR
(10,11),(11,24),-0.218418 # DEPENDENCYPART_GRANDPAR
(10,11),(11,25),-0.374651 # DEPENDENCYPART_GRANDPAR
(10,11),(11,26),0.330052 # DEPENDENCYPART_GRANDPAR
(10,11),(11,27),0.0242681 # DEPENDENCYPART_GRANDPAR
(10,11),(11,30),0.2215 # DEPENDENCYPART_GRANDPAR
(10,11),(11,31),0.0683197 # DEPENDENCYPART_GRANDPAR
(10,11),(11,35),-0.267218 # DEPENDENCYPART_GRANDPAR
(10,11),(11,36),-1.13699 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),-0.215419 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.277532 # DEPENDENCYPART_GRANDPAR
(10,13),(13,12),-0.142841 # DEPENDENCYPART_GRANDPAR
(10,13),(13,15),-0.240223 # DEPENDENCYPART_GRANDPAR
(10,13),(13,16),-0.301474 # DEPENDENCYPART_GRANDPAR
(10,13),(13,18),-0.206852 # DEPENDENCYPART_GRANDPAR
(10,14),(14,9),-0.776215 # DEPENDENCYPART_GRANDPAR
(10,14),(14,11),-0.024302 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.399455 # DEPENDENCYPART_GRANDPAR
