# _root_ Cineplex traded on the New York Stock Exchange at $ 11.25 a share , up $ 1.125 , before trading was halted .
#goldHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,11,11,17,15,2,21,21,2,21,2,
#predictedHeads=2,0,2,8,8,8,8,3,2,11,9,13,11,2,2,17,15,2,21,21,2,21,2,
(21,1),(1,8),(1,18),0.14394 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,8),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,8),(1,24),-0.0931083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,9),(1,10),0.11783 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,9),(1,14),0.100444 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,9),(1,18),0.100444 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,9),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,9),(1,24),-0.0188071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,10),(1,14),0.134592 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,10),(1,18),0.134592 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,10),(1,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,10),(1,24),-0.154241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,14),(1,18),0.0852732 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,14),(1,23),-0.125335 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,14),(1,24),-0.140082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,18),(1,23),-0.125335 # DEPENDENCYPART_GRANDSIBL
(21,1),(1,18),(1,24),-0.140082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,23),(1,24),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,1),(1,1),(1,-1),-0.00922722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,2),(2,2),(2,3),-0.019794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,4),0.0862405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,5),0.148532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,6),0.151218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,7),0.14722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,8),0.153421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,9),-0.0439205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,10),0.124267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,14),0.083977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,15),0.0490533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,18),0.083977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,19),-0.0405438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,21),-0.103745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,2),(2,2),(2,22),-0.108164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,24),-0.237331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,2),(2,3),(2,4),0.11701 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,5),0.124042 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,6),0.123945 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,7),0.123886 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,8),0.123651 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,9),0.149597 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,10),0.117297 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,14),0.0752239 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,15),0.174446 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,18),0.0752239 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,19),0.12756 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,21),-0.126883 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,3),(2,22),-0.126883 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,3),(2,24),-0.132388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,4),(2,5),0.115291 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,6),0.115291 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,7),0.115291 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,8),0.115291 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,9),0.129134 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,14),0.11181 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,15),0.121663 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,18),0.11181 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,19),0.129734 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,4),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,4),(2,24),-0.105311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,5),(2,6),0.110304 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,7),0.110247 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,8),0.112996 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,9),0.216762 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,10),0.117248 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,14),0.117811 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,15),0.115045 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,18),0.117811 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,19),0.287409 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,21),-0.123608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,5),(2,22),-0.123235 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,5),(2,24),-0.13681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,6),(2,7),0.110176 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,8),0.112925 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,9),0.215974 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,10),0.117248 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,14),0.117814 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,15),0.115054 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,18),0.117814 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,19),0.28662 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,21),-0.123608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,6),(2,22),-0.123235 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,6),(2,24),-0.135092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,7),(2,8),0.112985 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,9),0.220221 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,10),0.117248 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,14),0.121343 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,15),0.115045 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,18),0.121343 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,19),0.290867 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,21),-0.123608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,7),(2,22),-0.123235 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,7),(2,24),-0.142908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,8),(2,9),0.224179 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,8),(2,10),0.117248 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,8),(2,14),0.118649 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,8),(2,15),0.115054 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,8),(2,18),0.118649 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,8),(2,19),0.294826 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,8),(2,21),-0.123653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,8),(2,22),-0.12328 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,8),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,8),(2,24),-0.13459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,9),(2,10),0.117106 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,9),(2,14),0.0649534 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,9),(2,15),0.171885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,9),(2,18),0.0649534 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,9),(2,19),0.136301 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,9),(2,21),-0.126818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,9),(2,22),-0.126817 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,9),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,9),(2,24),-0.129528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,10),(2,14),0.106815 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,10),(2,15),0.118661 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,10),(2,18),0.106815 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,10),(2,19),0.112623 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,10),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,10),(2,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,10),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,10),(2,24),-0.10064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,14),(2,15),0.132424 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,14),(2,18),0.1202 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,14),(2,19),0.0710287 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,14),(2,21),-0.150046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,14),(2,22),-0.149962 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,14),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,14),(2,24),-0.123583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,15),(2,18),0.126423 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,15),(2,19),0.0775931 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,15),(2,21),-0.12781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,15),(2,22),-0.127703 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,15),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,15),(2,24),-0.103156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,18),(2,19),0.0710287 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,18),(2,21),-0.150046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,18),(2,22),-0.149962 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,18),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,18),(2,24),-0.123583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,19),(2,21),-0.126786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,19),(2,22),-0.126786 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,19),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,19),(2,24),-0.112099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,21),(2,22),-0.125137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,21),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,21),(2,24),-0.139738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,2),(2,22),(2,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,2),(2,22),(2,24),-0.132286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,23),(2,24),-0.14435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,2),(2,2),(2,1),-0.00538861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,2),(2,2),(2,-1),0.0657714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,2),(2,1),(2,-1),-0.077191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,3),(3,4),0.0979669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,5),0.124157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,6),0.12916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,7),0.125313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,8),0.139952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,9),0.0692957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,10),0.096435 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,15),0.183885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,3),(3,3),(3,24),0.00721644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,3),(3,4),(3,5),0.121131 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,6),0.12114 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,7),0.12114 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,8),0.12114 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,9),0.117136 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,10),0.11833 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,15),0.117523 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,4),(3,24),-0.182039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,5),(3,6),0.114707 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,7),0.114707 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,8),0.114707 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,9),0.13207 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,10),0.118379 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,15),0.114254 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,5),(3,24),-0.142746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,6),(3,7),0.114707 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,8),0.114707 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,9),0.13207 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,10),0.118379 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,15),0.114254 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,6),(3,24),-0.137612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,7),(3,8),0.114707 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,9),0.132066 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,10),0.118379 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,15),0.114249 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,7),(3,24),-0.141519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,8),(3,9),0.132058 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,10),0.118379 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,15),0.114253 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,8),(3,24),-0.126871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,9),(3,10),0.119164 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,9),(3,15),0.117809 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,9),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,9),(3,24),-0.105654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,10),(3,15),0.119153 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,10),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,10),(3,24),-0.151299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,15),(3,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,3),(3,15),(3,24),-0.0729844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,23),(3,24),-0.124984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,3),(3,3),(3,-1),-0.0992016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,5),(5,5),(5,6),0.0286981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,7),0.029655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,9),0.137487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,11),0.150521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,24),-0.203411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,5),(5,6),(5,7),0.138145 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,9),0.128631 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,11),0.119098 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,6),(5,24),-0.0987748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,7),(5,9),0.128628 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,7),(5,11),0.120486 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,7),(5,24),-0.104459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,9),(5,11),0.114156 # DEPENDENCYPART_GRANDSIBL
(21,5),(5,9),(5,24),-0.0188311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,11),(5,24),-0.0634394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,5),(5,5),(5,4),-0.121566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,5),(5,5),(5,-1),-0.0231863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,5),(5,4),(5,-1),0.0587373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,6),(6,6),(6,7),0.0296438 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,6),(6,6),(6,8),0.0406191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,6),(6,6),(6,9),0.137403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,6),(6,6),(6,11),0.150537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,6),(6,6),(6,24),-0.195914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,6),(6,7),(6,8),0.141483 # DEPENDENCYPART_GRANDSIBL
(21,6),(6,7),(6,9),0.128632 # DEPENDENCYPART_GRANDSIBL
(21,6),(6,7),(6,11),0.120486 # DEPENDENCYPART_GRANDSIBL
(21,6),(6,7),(6,24),-0.102554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,6),(6,8),(6,9),0.12801 # DEPENDENCYPART_GRANDSIBL
(21,6),(6,8),(6,11),0.119098 # DEPENDENCYPART_GRANDSIBL
(21,6),(6,8),(6,24),-0.0942551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,6),(6,9),(6,11),0.114156 # DEPENDENCYPART_GRANDSIBL
(21,6),(6,9),(6,24),-0.0188891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,6),(6,11),(6,24),-0.0634236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,6),(6,6),(6,5),0.0147722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,6),(6,6),(6,4),-0.119052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,6),(6,6),(6,-1),-0.0141749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,6),(6,5),(6,4),-0.0127168 # DEPENDENCYPART_GRANDSIBL
(21,6),(6,5),(6,-1),-0.0202171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,6),(6,4),(6,-1),0.0611856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,7),(7,7),(7,8),0.050581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,7),(7,7),(7,9),0.131661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,7),(7,7),(7,10),0.13731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,7),(7,7),(7,11),0.149529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,7),(7,7),(7,13),0.0330355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,7),(7,7),(7,16),0.13731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,7),(7,7),(7,24),-0.198425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,7),(7,8),(7,9),0.127981 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,8),(7,10),0.145389 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,8),(7,11),0.118957 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,8),(7,13),0.135796 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,8),(7,16),0.145389 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,8),(7,24),-0.0873075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,7),(7,9),(7,10),0.11783 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,9),(7,11),0.114156 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,9),(7,13),0.11871 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,9),(7,16),0.11783 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,9),(7,24),-0.024283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,7),(7,10),(7,11),0.118754 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,10),(7,13),0.108578 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,10),(7,16),0.117145 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,10),(7,24),-0.154433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,7),(7,11),(7,13),0.11698 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,11),(7,16),0.104977 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,11),(7,24),-0.0635643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,7),(7,13),(7,16),0.145189 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,13),(7,24),-0.0929152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,7),(7,16),(7,24),-0.154433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,7),(7,7),(7,6),-0.00775388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,7),(7,7),(7,5),0.0113056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,7),(7,7),(7,4),-0.11767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,7),(7,7),(7,-1),-0.0387566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,7),(7,6),(7,5),-0.0528238 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,6),(7,4),-0.0300164 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,6),(7,-1),-0.0216804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,7),(7,5),(7,4),-0.0127103 # DEPENDENCYPART_GRANDSIBL
(21,7),(7,5),(7,-1),-0.0277548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,7),(7,4),(7,-1),0.0592748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,8),(8,8),(8,9),0.137407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,10),0.137033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,11),0.150537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,13),0.0279575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,14),0.0501134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,15),0.102876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,16),0.137033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,18),0.0501134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,19),0.135483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,21),-0.0948013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,8),(8,8),(8,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,8),(8,8),(8,24),-0.18594 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,8),(8,9),(8,10),0.11783 # DEPENDENCYPART_GRANDSIBL
