# _root_ Institutional building , such as hospitals and schools , eased in September following a surge in August .
#goldHeads=10,1,1,5,1,7,5,7,1,0,10,11,10,15,13,15,16,10,
#predictedHeads=10,10,2,5,2,7,5,7,10,0,10,11,10,15,13,15,16,10,
(10,2),(2,10),(2,16),-0.151956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,18),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,19),-0.142266 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,11),(2,13),-0.146593 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,11),(2,16),-0.147554 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,11),(2,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,11),(2,19),-0.133507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,13),(2,16),-0.151956 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,18),-0.144704 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,19),-0.131282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,16),(2,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,16),(2,19),-0.133507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,18),(2,19),-0.142848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,2),(2,-1),0.0802368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,3),(3,5),0.10337 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,3),(3,3),(3,19),-0.1114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,5),(3,19),-0.150871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,-1),0.0310039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,4),(4,5),0.0965678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,6),0.150608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,7),0.0773796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,8),0.150608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,9),0.0761979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,10),-0.126713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,11),-0.106963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,15),-0.147599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,19),-0.264053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,5),(4,6),0.0987313 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,7),0.107705 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,8),0.0987313 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,9),0.114727 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,10),-0.144781 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,11),-0.145117 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,19),-0.150976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,7),0.109051 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,8),0.107514 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,9),0.104762 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,11),-0.14493 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,19),-0.0527574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,8),0.184217 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,9),0.603543 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,10),-0.0603515 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,11),0.0917241 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,15),-0.190492 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,18),-0.0616918 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,19),-0.133473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,9),0.104762 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,11),-0.14493 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,19),-0.0527574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,9),(4,10),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,11),-0.14471 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,15),-0.144713 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,19),-0.165039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,10),(4,11),-0.144718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,19),-0.107058 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,11),(4,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,11),(4,19),-0.128633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,15),(4,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,15),(4,19),-0.0527574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,18),(4,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,3),-0.0408765 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,1),0.0152956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,-1),-0.0797692 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,3),(4,1),-0.029903 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,-1),-0.0179026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,1),(4,-1),0.00121107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,6),0.0831847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,7),0.0713696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,8),0.0831822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,9),0.110239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,10),-0.138566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,11),-0.120613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,13),-0.138566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,16),-0.120613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,19),0.102077 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,6),(5,7),0.109384 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,8),0.104571 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,9),0.120045 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,11),-0.144855 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,16),-0.144855 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,19),-0.176576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,7),(5,8),0.182934 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,9),0.595704 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,10),-0.0603515 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,11),0.0916829 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,13),-0.0940699 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,16),-0.0435194 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,7),(5,19),-0.200646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,8),(5,9),0.120045 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,11),-0.144855 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,16),-0.144855 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,8),(5,19),-0.176579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,9),(5,10),-0.145599 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,11),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,13),-0.145599 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,9),(5,19),-0.151734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,10),(5,11),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,13),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,16),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,10),(5,19),-0.118099 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,11),(5,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,11),(5,16),-0.144722 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,11),(5,19),-0.147375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,13),(5,16),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,13),(5,19),-0.120263 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,16),(5,19),-0.147375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,4),-0.0382604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,3),-0.0374132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,2),0.0412407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,-1),-0.0719143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,4),(5,3),-0.0289518 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,2),-0.0179954 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,4),(5,-1),-0.00370118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,3),(5,2),-0.0225153 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,3),(5,-1),0.018749 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,2),(5,-1),-0.0222508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.118138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.0236585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.0499271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,19),-0.184244 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.190795 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.673067 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.0608231 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,19),-0.143853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.139954 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.145067 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,19),-0.116061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.159637 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,19),-0.137242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,19),-0.137807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,6),(6,5),-0.0674872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,4),-0.0220235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,3),0.062012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,2),-0.0237332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,1),-0.00705554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),0.063388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.0105854 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,3),0.0199155 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,2),-0.0262409 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,1),-0.0103903 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),-0.0389266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,3),-0.0268378 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,2),-0.0174171 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,1),-0.0142972 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,-1),-0.0193503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,3),(6,2),-0.0085638 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,1),0.00305272 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,-1),-0.0668748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,2),(6,1),-0.0191164 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,2),(6,-1),-0.025063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,1),(6,-1),-0.0182272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.144491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.0579285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.162691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,11),-0.1513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,12),-0.155019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,13),-0.162691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,15),-0.155019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,16),-0.1513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,19),-0.155808 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.227087 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.146889 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,11),-0.149967 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,12),-0.147103 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,13),-0.146889 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,15),-0.147103 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,16),-0.149967 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,19),-0.164078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.162923 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,11),-0.159608 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,12),-0.151597 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,13),-0.162923 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,15),-0.151597 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,16),-0.159608 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,19),-0.168597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,11),-0.155077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,12),-0.149936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,13),-0.135722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,15),-0.149936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,16),-0.155077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,19),-0.139356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,11),(7,12),-0.144781 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,13),-0.144814 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,15),-0.144781 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,16),-0.145271 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,19),-0.056382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,12),(7,13),-0.146889 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,15),-0.147103 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,16),-0.149962 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,19),-0.164105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,13),(7,15),-0.149936 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,16),-0.155077 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,19),-0.140202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,15),(7,16),-0.149962 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,15),(7,19),-0.164033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,16),(7,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,19),-0.056382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,18),(7,19),-0.152151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),-0.0147309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),0.0582366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),-0.0141578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,3),0.0108347 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,2),-0.0653605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,1),-0.0140432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),-0.160291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,5),-0.0324472 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,4),0.0173088 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,3),-0.114313 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,2),-0.0380942 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,1),0.0169561 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,-1),0.018404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,5),(7,4),-0.027116 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,3),0.0102528 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,2),-0.0368787 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,1),-0.0269423 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),0.000437873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,4),(7,3),-0.0339617 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,2),0.00283874 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,1),0.00367674 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,-1),-0.0494684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,3),(7,2),0.0198502 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,1),-0.0227007 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,-1),0.00159354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,2),(7,1),-0.0307204 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,2),(7,-1),-0.098772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,1),(7,-1),-0.0486155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,9),0.0482495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,10),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,11),-0.0791659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,13),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,15),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,19),-0.185363 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.159637 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,11),-0.150283 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.159637 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,15),-0.16103 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,19),-0.138741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,11),-0.146868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.142049 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,15),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,19),-0.137807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,11),(8,13),-0.144827 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,15),-0.146059 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,11),(8,19),-0.0524629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,15),-0.142064 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,19),-0.138202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,15),(8,19),-0.114198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),-0.000518103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),0.0356478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,5),-0.0689324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,4),-0.0220236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),0.0642789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,2),-0.0219211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,1),-0.00705562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),0.0622274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),0.00648594 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,5),0.107346 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,4),0.215623 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,3),0.0965303 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,2),-0.0447928 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,1),0.225747 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),-0.017467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,5),-0.0251053 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,4),-0.0196685 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,3),-0.0593797 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,2),-0.00548317 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,1),-0.0183442 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,-1),-0.00432361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,5),(8,4),-0.0105854 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,3),0.0199155 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,5),(8,2),-0.0262409 # DEPENDENCYPART_GRANDSIBL
