# _root_ These firms , which often have acquired a local brokerage firm , are calling the shots when it comes to deciding in which market to transact a trade .
#goldHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,19,20,26,24,22,26,21,28,26,13,
#predictedHeads=2,13,2,6,6,2,6,11,11,11,7,2,0,13,16,14,19,19,14,21,19,26,22,26,26,21,28,26,13,
(13,19),(19,19),(19,22),-0.06947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,24),0.0255075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,25),0.0722306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,26),-0.0636413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,28),0.013467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,29),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,30),0.0720115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,20),(19,21),-0.0353319 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,22),0.00585395 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,24),-0.0550233 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,25),-0.0552565 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,26),-0.0353319 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,28),-0.0550233 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,29),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,30),-0.0236342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,21),(19,22),-0.0438222 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,24),-0.0677141 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,25),-0.0520295 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,26),-0.0165455 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,28),-0.0676754 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,29),-0.028115 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,21),(19,30),-0.0305048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,22),(19,24),-0.011915 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,25),-0.0797531 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,26),-0.0848714 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,28),-0.0162699 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,29),-0.0509477 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,30),-0.0208417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,24),(19,25),-0.0454133 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,26),-0.0663486 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,28),0.000863294 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,29),-0.0376732 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,24),(19,30),-0.0939755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,25),(19,26),-0.0353319 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,28),-0.0550233 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,29),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,25),(19,30),-0.0236342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,26),(19,28),-0.0676754 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,26),(19,29),-0.028115 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,26),(19,30),-0.0352395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,28),(19,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,28),(19,30),-0.0975427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,29),(19,30),-0.0555125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,18),0.0828503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,17),0.0771498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,16),0.153137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,15),0.0826597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,14),0.105928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,13),0.095666 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,19),(19,12),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,11),-0.180888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,7),-0.107827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,6),-0.107976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,5),-0.130588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,3),-0.124905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,-1),-0.204742 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,18),(19,17),0.149346 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,16),0.103298 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,15),0.115084 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,14),0.143368 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,13),0.143327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,18),(19,12),-0.126326 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,11),-0.125821 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,7),-0.126076 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,6),-0.126195 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,5),-0.125287 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,3),-0.126326 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,-1),-0.166073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,17),(19,16),0.122399 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,15),0.119111 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,14),0.11806 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,13),0.11806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,17),(19,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,-1),0.0124218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,16),(19,15),0.160842 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,14),0.110825 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,13),0.107881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,16),(19,12),-0.127738 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,11),-0.128004 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,7),-0.1233 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,6),-0.123307 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,5),-0.125154 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,3),-0.127738 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,16),(19,-1),-0.142875 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,15),(19,14),0.116244 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,13),0.116189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,15),(19,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,11),-0.12489 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,-1),-0.112841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,14),(19,13),0.099457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,14),(19,12),-0.127399 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,11),-0.125469 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,7),-0.125109 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,6),-0.125109 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,5),-0.125193 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,3),-0.127399 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,-1),-0.139013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,13),(19,12),-0.127406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,11),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,7),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,6),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,5),-0.125193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,3),-0.127406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,-1),-0.144772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,12),(19,11),-0.126165 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,12),(19,7),-0.149565 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,12),(19,6),-0.150162 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,12),(19,5),-0.125122 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,12),(19,3),-0.12504 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,12),(19,-1),-0.124458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,11),(19,7),-0.1233 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,11),(19,6),-0.123307 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,11),(19,5),-0.125154 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,11),(19,3),-0.127738 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,11),(19,-1),-0.136529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,7),(19,6),-0.125109 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,7),(19,5),-0.125193 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,7),(19,3),-0.127399 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,7),(19,-1),-0.140265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,6),(19,5),-0.125193 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,6),(19,3),-0.127406 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,6),(19,-1),-0.128034 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,5),(19,3),-0.125252 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,5),(19,-1),-0.0844826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,3),(19,-1),-0.124458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,20),(20,21),-0.0625304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,22),-0.0644187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,24),0.0429234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,25),-0.0513086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,28),0.0463298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,30),-0.162114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,20),(20,21),(20,22),-0.0440455 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,24),-0.0486673 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,25),-0.0420192 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,28),-0.0486673 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,30),-0.0808537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,22),(20,24),-0.0396582 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,25),-0.0439237 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,28),-0.0396582 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,30),-0.0535747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,24),(20,25),-0.0290275 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,24),(20,28),-0.0683363 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,24),(20,30),0.000316545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,25),(20,28),-0.0431869 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,25),(20,30),-0.025342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,28),(20,30),0.00246255 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,20),(20,-1),0.124179 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,21),(21,22),-0.0636627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,24),0.0280285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,25),0.0688718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,26),-0.0591947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,28),0.015988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,29),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,30),0.0718516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,22),(21,24),-0.011915 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,25),-0.0797531 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,26),-0.0818753 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,28),-0.0162699 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,29),-0.0509477 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,30),-0.0194657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,24),(21,25),-0.0454133 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,26),-0.0617681 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,28),0.000925765 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,29),-0.0376732 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,30),-0.0964639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,25),(21,26),-0.0350962 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,28),-0.0549966 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,29),-0.0436362 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,30),-0.028415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,26),(21,28),-0.0676754 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,26),(21,29),-0.028115 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,26),(21,30),-0.0183119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,28),(21,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,28),(21,30),-0.100031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,29),(21,30),-0.0555125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,20),0.17839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,19),0.109687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,18),0.08022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,17),0.0771768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,16),0.159279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,13),0.0986901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,21),(21,11),-0.180888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,6),-0.107975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,-1),-0.196735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,20),(21,19),0.129034 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,18),0.12959 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,17),0.107447 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,16),0.200674 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,13),0.128726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,20),(21,11),-0.106835 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,6),-0.115041 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,-1),-0.247767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,19),(21,18),0.111684 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,17),0.114954 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,16),0.0951722 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,13),0.099457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,19),(21,11),-0.125469 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,6),-0.125109 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,19),(21,-1),-0.1307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,18),(21,17),0.1453 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,16),0.103298 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,13),0.143469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,18),(21,11),-0.125821 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,6),-0.126195 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,18),(21,-1),-0.164823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,17),(21,16),0.122399 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,13),0.11806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,17),(21,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,17),(21,-1),0.0072953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,16),(21,13),0.107888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,16),(21,11),-0.128004 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,16),(21,6),-0.123307 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,16),(21,-1),-0.136106 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,13),(21,11),-0.125469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,13),(21,6),-0.125109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,13),(21,-1),-0.140813 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,11),(21,6),-0.123307 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,11),(21,-1),-0.12976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,6),(21,-1),-0.124076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,23),-0.0890255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,24),0.00380799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,25),-0.0793927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,26),-0.0105639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,28),0.00693173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,30),-0.0779825 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,23),(22,24),-0.0420278 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,28),-0.0420278 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,30),-0.102927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,24),(22,25),-0.049974 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,26),-0.0461038 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,28),-0.0907701 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,30),0.000285884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,25),(22,26),-0.0444194 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,28),-0.0540624 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,30),-0.0274547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,26),(22,28),-0.0484805 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,26),(22,30),-0.0792655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,28),(22,30),0.00378841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,21),0.158981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,20),0.11368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),0.0410379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,20),0.119112 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,-1),-0.0749946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,20),(22,-1),-0.129075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,26),(26,27),-0.0340143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,28),0.0143632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,29),-0.0701279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,30),0.0723832 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,26),(26,27),(26,28),-0.0474939 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,27),(26,29),-0.0428512 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,27),(26,30),-0.0502124 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,28),(26,29),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,28),(26,30),-0.0973391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,29),(26,30),-0.0555125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,26),(26,25),0.17839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,24),0.163776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,23),0.0906048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,22),-0.048264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,21),0.109697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,20),0.17839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,19),0.109687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,18),0.08022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,17),0.0771768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,16),0.154922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,13),0.0986901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,26),(26,26),(26,11),-0.180888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,26),(26,26),(26,-1),-0.204119 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,26),(26,25),(26,24),0.200998 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,23),0.119153 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,22),0.10146 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,21),0.12904 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,20),0.100627 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,19),0.129034 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,18),0.12959 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,17),0.107447 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,16),0.200674 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,13),0.128726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,25),(26,11),-0.106835 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,25),(26,-1),-0.247767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,26),(26,24),(26,23),0.114162 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,22),0.202041 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,21),0.110795 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,20),0.115799 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,19),0.112758 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,18),0.116622 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,17),0.119942 # DEPENDENCYPART_GRANDSIBL
(13,26),(26,24),(26,16),0.106261 # DEPENDENCYPART_GRANDSIBL
