# _root_ ( After 1992 , the winter and summer Olympics will be held two years apart , with the revised schedule beginning with the winter games in 1994 and the summer games in 1996 . )
#goldHeads=10,10,2,10,9,7,9,7,10,0,10,11,14,15,12,12,12,20,20,21,17,21,25,25,28,25,26,22,31,31,28,31,32,10,10,
#predictedHeads=10,10,2,10,9,7,9,7,10,0,10,11,14,12,12,12,12,20,20,17,20,21,25,25,22,21,26,22,31,31,28,31,32,10,28,
(26,25),(25,25),(25,23),0.00427197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,22),-0.0704916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,20),-0.157878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,19),-0.00895701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,18),0.00427197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,25),(25,25),(25,-1),0.19562 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,25),(25,24),(25,23),-0.0216744 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,22),-0.00837475 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,20),-0.0326279 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,19),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,18),-0.0216744 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,24),(25,-1),-0.095609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,23),(25,22),-0.0226746 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,20),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,18),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,23),(25,-1),0.00926451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,22),(25,20),-0.0263013 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,19),-0.0191395 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,18),-0.0204776 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,22),(25,-1),-0.0565375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,20),(25,19),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,20),(25,18),-0.0216744 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,20),(25,-1),-0.0964112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,19),(25,18),-0.0252082 # DEPENDENCYPART_GRANDSIBL
(26,25),(25,19),(25,-1),-0.0261013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,25),(25,18),(25,-1),0.00926451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,33),-0.0473655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,35),-0.0230849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,36),0.0993032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,33),(27,35),-0.0195967 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,33),(27,36),-0.0244608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,35),(27,36),-0.0239415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,27),(27,26),0.113805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,24),-0.144884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,23),-0.144903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,27),(27,-1),-0.133556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,26),(27,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,27),(27,26),(27,-1),-0.16044 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,27),(27,24),(27,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,27),(27,24),(27,-1),-0.140289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,27),(27,23),(27,-1),-0.143281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,28),(28,29),0.00500722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,30),0.198356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,31),0.202114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,32),-0.113763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,33),0.104995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,34),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,35),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,36),-0.177144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,29),(28,30),-0.0194701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,29),(28,31),-0.0194701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,29),(28,32),-0.0161896 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,29),(28,33),-0.0206312 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,29),(28,34),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,29),(28,35),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,29),(28,36),0.00587894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,30),(28,31),-0.0629943 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,30),(28,32),0.0101922 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,30),(28,33),-0.0242983 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,30),(28,34),-0.0102647 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,30),(28,35),-0.0214604 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,30),(28,36),0.0748966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,31),(28,32),0.0101922 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,31),(28,33),-0.0242983 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,31),(28,34),-0.0102647 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,31),(28,35),-0.0214604 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,31),(28,36),0.0778519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,32),(28,33),-0.0198593 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,32),(28,34),-0.0195108 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,32),(28,35),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,32),(28,36),-0.0016219 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,33),(28,34),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,33),(28,35),-0.0194483 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,33),(28,36),0.0715439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,34),(28,35),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,34),(28,36),-0.0203499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,35),(28,36),-0.0221444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,28),(28,27),0.161419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,26),0.103711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,25),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,24),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,23),-0.145444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,22),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,21),-0.15006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,20),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,19),-0.145434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,18),-0.145444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,17),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,15),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,14),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,13),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,12),-0.15006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,11),-0.15006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,10),-0.144862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,8),-0.145059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,7),-0.144741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,2),-0.144724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,28),(28,-1),-0.235917 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,27),(28,26),0.107386 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,25),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,20),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,16),-0.144942 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,14),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,10),-0.144967 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,4),-0.144942 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,27),(28,-1),-0.0405886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,26),(28,25),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,24),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,23),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,21),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,20),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,16),-0.145291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,15),-0.14474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,14),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,13),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,12),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,11),-0.14481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,8),-0.144714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,4),-0.145291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,28),(28,26),(28,-1),-0.207203 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,28),(28,25),(28,24),-0.147932 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,23),-0.147421 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,22),-0.145015 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,21),-0.145772 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,20),-0.147932 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,19),-0.145795 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,18),-0.147421 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,17),-0.145015 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,16),-0.145342 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,15),-0.145074 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,14),-0.147932 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,13),-0.144803 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,12),-0.145772 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,11),-0.145772 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,10),-0.144711 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,8),-0.147932 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,7),-0.144703 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,4),-0.145342 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,2),-0.145015 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,25),(28,-1),-0.138746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,24),(28,23),-0.147421 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,22),-0.145015 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,21),-0.145772 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,20),-0.147932 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,19),-0.145795 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,18),-0.147421 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,17),-0.145015 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,16),-0.145342 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,15),-0.145074 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,14),-0.147932 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,13),-0.144803 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,12),-0.145772 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,11),-0.145772 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,10),-0.144711 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,8),-0.147932 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,7),-0.144703 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,4),-0.145342 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,2),-0.145015 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,24),(28,-1),-0.138443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,23),(28,22),-0.144702 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,20),-0.144743 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,14),-0.144743 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,8),-0.144743 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,7),-0.144707 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,23),(28,-1),-0.18488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,22),(28,21),-0.14481 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,20),-0.144714 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,16),-0.145291 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,15),-0.14474 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,14),-0.144714 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,12),-0.14481 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,11),-0.14481 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,8),-0.144714 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,4),-0.145291 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,22),(28,-1),-0.20488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,21),(28,20),-0.144765 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,19),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,17),-0.144712 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,14),-0.144765 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,8),-0.144765 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,2),-0.144712 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,21),(28,-1),-0.0615206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,20),(28,19),-0.145795 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,18),-0.147421 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,17),-0.145015 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,16),-0.145342 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,15),-0.145074 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,14),-0.147932 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,13),-0.144803 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,12),-0.145772 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,11),-0.145772 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,10),-0.144711 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,8),-0.147932 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,7),-0.144703 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,4),-0.145342 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,2),-0.145015 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,20),(28,-1),-0.138445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,19),(28,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,17),-0.144706 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,16),-0.144721 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,15),-0.144728 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,14),-0.145532 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,13),-0.144789 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,8),-0.145532 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,4),-0.144721 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,19),(28,-1),-0.184794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,18),(28,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,14),-0.144743 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,8),-0.144743 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,7),-0.144707 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,18),(28,-1),-0.18488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,17),(28,16),-0.145291 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,15),-0.14474 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,14),-0.144714 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,12),-0.14481 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,11),-0.14481 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,8),-0.144714 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,4),-0.145291 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,17),(28,-1),-0.20488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,16),(28,15),-0.144758 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,14),-0.14739 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,13),-0.144814 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,12),-0.154336 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,11),-0.154336 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,10),-0.145579 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,8),-0.14739 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,7),-0.145461 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,2),-0.149374 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,16),(28,-1),-0.176965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,28),(28,15),(28,14),-0.14642 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,15),(28,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,15),(28,12),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,15),(28,11),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,15),(28,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(26,28),(28,15),(28,8),-0.14642 # DEPENDENCYPART_GRANDSIBL
