# _root_ Gains in advertising revenue , however , resulted in operating profit of $ 78.4 million -- up 20 % from $ 65.6 million .
#goldHeads=8,1,4,2,8,8,8,0,8,11,9,11,12,13,13,13,13,19,17,17,20,21,21,8,
#predictedHeads=8,1,4,2,8,8,8,0,8,11,9,11,12,13,13,13,13,19,17,17,20,21,21,8,
(14,12),(12,15),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,25),-0.138638 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,16),(12,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,25),-0.125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,17),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,25),-0.122927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,18),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,25),-0.13863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,19),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,25),-0.105301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,20),(12,25),-0.125836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),0.049556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),-0.121272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,-1),0.0299723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,14),-0.128082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,15),-0.128864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,17),-0.125166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,18),-0.128082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,19),-0.127214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,20),-0.125925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,21),-0.125364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,22),-0.128082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,23),-0.128864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,25),0.0379371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,14),(13,15),-0.13682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,18),-0.134523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,20),-0.125398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,22),-0.134523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,23),-0.13682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,14),(13,25),-0.149184 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,15),(13,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,18),-0.134523 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,20),-0.125655 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,22),-0.134523 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,23),-0.13682 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,25),-0.152289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,16),(13,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,25),-0.124891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,17),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,17),(13,25),-0.127207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,18),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,20),-0.125398 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,22),-0.134523 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,23),-0.13682 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,18),(13,25),-0.149184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,19),(13,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,19),(13,25),-0.127833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,20),(13,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,20),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,20),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,20),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,20),(13,25),-0.12716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,21),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,21),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,21),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,21),(13,25),-0.125364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,22),(13,23),-0.13682 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,22),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,22),(13,25),-0.149184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,23),(13,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,23),(13,25),-0.152289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,24),(13,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.0680404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,11),-0.0420567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,10),-0.0420567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,9),-0.0675017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.181516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,11),-0.0421081 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,10),-0.0421081 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,9),-0.0420876 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,12),(13,-1),-0.0659084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,11),(13,10),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,11),(13,-1),-0.0436404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,10),(13,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,10),(13,-1),-0.0436404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,9),(13,-1),-0.0646995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,16),-0.0420294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,17),-0.0459545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,18),-0.0504028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,25),-0.0217574 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,16),(15,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,25),-0.042026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,17),(15,18),-0.0420644 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,25),-0.026851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,18),(15,25),-0.0544601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.114717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,13),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,11),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,10),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,-1),-0.193953 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,14),(15,-1),-0.128699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,13),(15,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,13),(15,-1),-0.0766854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,11),(15,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,11),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,11),(15,-1),-0.110011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,10),(15,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,10),(15,-1),-0.110011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,2),(15,-1),-0.130371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,19),-0.0440927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,25),-0.0490803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,19),(16,25),-0.0440854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,12),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,-1),-0.134649 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,12),(16,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,12),(16,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,9),(16,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,9),(16,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,7),(16,5),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,7),(16,-1),-0.125014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,5),(16,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,5),(16,-1),-0.125014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,2),(16,-1),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,18),-0.0196308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,19),-0.0353358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,20),-0.0394469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,21),-0.0530913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,22),-0.0196308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,23),-0.0196308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,25),-0.0998031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,18),(17,19),-0.0432299 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,20),-0.0499497 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,22),-0.0420581 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,23),-0.042115 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,18),(17,25),-0.00649909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,19),(17,20),-0.0369964 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,22),-0.042111 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,23),-0.042111 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,19),(17,25),-0.0442947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,20),(17,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,20),(17,25),-0.0383868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,21),(17,22),-0.0422946 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,23),-0.0422946 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,21),(17,25),-0.0571361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,22),(17,23),-0.042115 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,22),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,22),(17,25),-0.00649909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,23),(17,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,23),(17,25),-0.00649909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,24),(17,25),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,17),(17,16),0.119128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,13),-0.124889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,12),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,11),-0.125265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,9),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,4),-0.125265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,1),-0.125265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,17),(17,17),(17,-1),-0.166933 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,16),(17,13),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,16),(17,-1),-0.124929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,13),(17,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,13),(17,-1),-0.125173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,12),(17,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,12),(17,-1),-0.125706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,11),(17,9),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,11),(17,-1),-0.120871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,9),(17,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,9),(17,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,9),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,9),(17,-1),-0.125715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,7),(17,4),-0.124888 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,7),(17,1),-0.124888 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,7),(17,-1),-0.126388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,4),(17,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(14,17),(17,4),(17,-1),-0.120871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,17),(17,1),(17,-1),-0.120871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,19),-0.047345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,21),-0.0795234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,25),-0.0114234 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,21),-0.042035 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,25),-0.0490658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,21),(18,25),-0.0787852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,15),0.114886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,14),0.115065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,18),(18,-1),-0.183911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,15),(18,14),0.11916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,15),(18,-1),-0.128881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,14),(18,-1),-0.128702 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,19),(19,20),-0.0785755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,21),-0.0477217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,22),-0.0340806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),-0.0357962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,24),-0.0423445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,25),0.0329281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,21),-0.0419996 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,22),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,25),-0.0785817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,21),(19,22),-0.0420969 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,23),-0.0420969 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,25),-0.0467355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,22),(19,23),-0.0420405 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,25),-0.039644 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,23),(19,24),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,25),-0.0410565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,24),(19,25),-0.0423187 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,18),0.172129 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,17),0.121733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,16),0.117179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,15),0.167378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,14),0.169789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,19),(19,13),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,12),-0.125901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,10),-0.127492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,9),-0.125775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,-1),-0.260579 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,18),(19,17),0.118227 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,16),0.119096 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,18),(19,15),0.119159 # DEPENDENCYPART_GRANDSIBL
