# _root_ Great Northern surged 20 1\/8 to 62 7\/8 , well above Georgia-Pacific 's offering price of $ 58 a share , amid speculation that other suitors for the company would surface or that the bid would be raised .
#goldHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,32,30,23,36,35,36,32,36,37,3,
#predictedHeads=2,3,0,5,3,3,8,6,3,11,3,15,12,15,11,15,18,16,20,18,3,3,22,30,26,30,26,29,27,23,30,31,36,35,36,32,36,37,3,
(26,32),(32,26),(32,17),-0.124897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,32),(32,26),(32,16),-0.126695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,32),(32,26),(32,11),-0.12654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,32),(32,26),(32,8),-0.125241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,32),(32,26),(32,7),-0.125241 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,32),(32,26),(32,6),-0.125118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,32),(32,26),(32,3),-0.126004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,32),(32,26),(32,-1),-0.235381 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,32),(32,25),(32,24),-0.125216 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,23),-0.125709 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,22),-0.125216 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,21),-0.124886 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,18),-0.124908 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,16),-0.125216 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,11),-0.125216 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,8),-0.124908 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,7),-0.124908 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,6),-0.124888 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,3),-0.125927 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,25),(32,-1),-0.0242502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,24),(32,23),-0.124921 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,21),-0.124913 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,18),-0.124914 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,8),-0.124914 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,7),-0.124914 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,3),-0.124889 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,24),(32,-1),-0.0453268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,23),(32,22),-0.12654 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,21),-0.126217 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,19),-0.124921 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,18),-0.125241 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,17),-0.124897 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,16),-0.126695 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,11),-0.12654 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,8),-0.125241 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,7),-0.125241 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,6),-0.125118 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,3),-0.126004 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,23),(32,-1),-0.235381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,22),(32,21),-0.124913 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,18),-0.124914 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,8),-0.124914 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,7),-0.124914 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,22),(32,-1),-0.0541408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,21),(32,19),-0.124902 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,21),(32,18),-0.125806 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,21),(32,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,21),(32,16),-0.126037 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,21),(32,11),-0.126001 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,21),(32,8),-0.125806 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,21),(32,7),-0.125806 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,21),(32,6),-0.128911 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,21),(32,3),-0.127288 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,21),(32,-1),-0.116384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,19),(32,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,19),(32,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,19),(32,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,19),(32,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,19),(32,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,19),(32,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,19),(32,6),-0.124908 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,19),(32,3),-0.124892 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,19),(32,-1),-0.0708163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,18),(32,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,18),(32,16),-0.12678 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,18),(32,11),-0.126776 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,18),(32,8),-0.124894 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,18),(32,7),-0.124894 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,18),(32,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,18),(32,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,18),(32,-1),-0.14993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,17),(32,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,17),(32,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,17),(32,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,17),(32,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,17),(32,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,17),(32,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,17),(32,-1),-0.170485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,16),(32,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,16),(32,8),-0.124943 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,16),(32,7),-0.124943 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,16),(32,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,16),(32,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,16),(32,-1),-0.0472648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,11),(32,8),-0.124914 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,11),(32,7),-0.124914 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,11),(32,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,11),(32,3),-0.124887 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,11),(32,-1),-0.0582811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,8),(32,7),-0.124894 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,8),(32,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,8),(32,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,8),(32,-1),-0.149917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,7),(32,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,7),(32,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,7),(32,-1),-0.149917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,6),(32,3),-0.124921 # DEPENDENCYPART_GRANDSIBL
(26,32),(32,6),(32,-1),-0.0826458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,3),(32,-1),-0.0940488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,35),(35,35),(35,36),-0.0522561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,35),(35,35),(35,37),0.051105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,35),(35,35),(35,38),0.0430507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,35),(35,35),(35,40),0.0979815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,35),(35,36),(35,37),-0.0435988 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,36),(35,38),-0.0431324 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,36),(35,40),-0.0756472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,35),(35,37),(35,38),-0.0450603 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,37),(35,40),-0.00820024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,35),(35,38),(35,40),-0.0160836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,35),(35,35),(35,34),0.111628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,35),(35,35),(35,33),0.190306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,35),(35,35),(35,-1),0.0257462 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,35),(35,34),(35,33),0.114221 # DEPENDENCYPART_GRANDSIBL
(26,35),(35,34),(35,-1),-0.163576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,35),(35,33),(35,-1),-0.101276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,36),(36,37),-0.0504955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,38),-0.0364875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,39),-0.0427516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,40),-0.102352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,36),(36,37),(36,38),-0.0478092 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,37),(36,39),-0.0548228 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,37),(36,40),0.0202268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,38),(36,39),-0.0537878 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,38),(36,40),0.0260247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,39),(36,40),-0.063027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,36),(36,35),0.183832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,34),0.13483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,33),0.123575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,32),0.16255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,31),0.10586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,30),0.117889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,29),0.178044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,27),0.116296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,26),0.182618 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,36),(36,36),(36,25),-0.125307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,24),-0.125164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,23),-0.128812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,22),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,20),-0.128812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,15),-0.128812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,14),-0.128812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,11),-0.124941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,36),(36,-1),-0.352811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,36),(36,35),(36,34),0.123773 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,33),0.125743 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,32),0.115307 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,31),0.120682 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,30),0.119082 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,29),0.111497 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,27),0.102907 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,26),0.111637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,35),(36,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,24),-0.125251 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,22),-0.125247 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,21),-0.124972 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,11),-0.125247 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,35),(36,-1),-0.0186894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,34),(36,33),0.122805 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,32),0.119151 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,31),0.119148 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,30),0.119164 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,29),0.11914 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,27),0.122841 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,26),0.11914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,34),(36,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,24),-0.124902 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,22),-0.124896 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,11),-0.124896 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,34),(36,-1),-0.109274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,33),(36,32),0.117021 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,31),0.118942 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,30),0.119059 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,29),0.118621 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,27),0.110506 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,26),0.118621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,33),(36,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,33),(36,-1),-0.119946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,32),(36,31),0.244006 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,30),0.172004 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,29),0.136584 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,27),0.300006 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,26),0.142478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,32),(36,25),0.0435237 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,24),-0.00966692 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,23),0.0520978 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,22),-0.0275915 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,21),0.0610418 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,20),0.0254099 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,17),-0.0433427 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,15),0.0296327 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,14),0.0555348 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,11),-0.0643064 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,10),-0.0654388 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,32),(36,-1),-0.12322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,31),(36,30),0.119002 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,29),0.115374 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,27),0.119138 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,26),0.115633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,31),(36,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,24),-0.124897 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,22),-0.124891 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,11),-0.124891 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,31),(36,-1),-0.120171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,30),(36,29),0.114535 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,27),0.11909 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,26),0.114535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,30),(36,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,30),(36,-1),-0.125845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,29),(36,27),0.0976345 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,26),0.111632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,29),(36,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,24),-0.125251 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,22),-0.125247 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,21),-0.124972 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,11),-0.125247 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,29),(36,-1),-0.0191867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,27),(36,26),0.118392 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,27),(36,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,15),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,14),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,27),(36,-1),-0.158881 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,36),(36,26),(36,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,24),-0.125251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,22),-0.125247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,21),-0.124972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,15),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,14),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,11),-0.125247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,36),(36,26),(36,-1),-0.0184328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,36),(36,25),(36,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,25),(36,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,25),(36,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(26,36),(36,25),(36,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
