# _root_ Aaron Ment , Connecticut 's chief court administrator , declined to comment on the suit and the EEOC 's intervention .
#goldHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,15,16,13,18,20,18,16,10,
#predictedHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,15,16,13,18,20,18,16,10,
(10,2),(2,8),(2,9),0.157088 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,10),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,8),(2,12),-0.125993 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,13),-0.12362 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,15),-0.10657 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,16),-0.125988 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,20),-0.10657 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,8),(2,22),-0.111048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,9),(2,10),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,9),(2,12),-0.141133 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,13),-0.132431 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,15),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,16),-0.157686 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,20),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,21),-0.125335 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,9),(2,22),-0.132698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,10),(2,12),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,13),-0.128965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,15),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,16),-0.126764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,20),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,21),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,10),(2,22),-0.0780019 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,12),(2,13),-0.128922 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,15),-0.12541 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,16),-0.126764 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,20),-0.12541 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,21),-0.124894 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,12),(2,22),-0.0759912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,13),(2,15),-0.127237 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,16),-0.112987 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,20),-0.127235 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,13),(2,22),0.0274293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,15),(2,16),-0.125988 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,20),-0.10657 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,15),(2,22),-0.111046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,16),(2,20),-0.108512 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,16),(2,21),0.0195197 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,16),(2,22),-0.0933077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,20),(2,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,2),(2,20),(2,22),-0.110975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,21),(2,22),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,2),(2,2),(2,1),0.00369201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,2),(2,2),(2,-1),0.0562541 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,2),(2,1),(2,-1),-0.019627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,3),(3,3),(3,22),-0.0728594 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,3),(3,3),(3,-1),0.0150228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,4),(4,5),0.102987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,6),0.131448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,7),0.0356301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,8),0.037984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,9),0.031704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,10),-0.0935854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,4),(4,13),-0.0148202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,22),-0.168975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,5),(4,6),0.113899 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,7),0.117819 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,8),0.117819 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,9),0.130774 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,10),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,5),(4,13),-0.124916 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,22),-0.1564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,7),0.0637822 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,8),0.0637822 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,9),0.155322 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,10),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,13),-0.126251 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,22),-0.0673864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,8),0.118908 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,9),0.155087 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,10),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,13),-0.12362 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,22),-0.113296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,9),0.157088 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,10),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,13),-0.12362 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,22),-0.111048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,9),(4,10),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,9),(4,13),-0.132431 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,9),(4,22),-0.132698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,10),(4,13),-0.128965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,22),-0.0780019 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,13),(4,22),0.0274293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,3),0.0400281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,2),0.003692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,1),0.003692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,-1),0.0562046 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,3),(4,2),-0.0900233 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,1),-0.0900233 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,-1),-0.0312897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,2),(4,1),-0.0427627 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,2),(4,-1),-0.019627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,1),(4,-1),-0.019627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.14823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.14823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.0719746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,22),-0.209199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.11159 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.128803 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,22),-0.0152174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.128803 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,22),-0.0152146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,22),-0.120352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0391221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,4),-0.0291127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,3),-0.065756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,2),-0.0291127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),-0.0772316 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.0420812 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,3),-0.0420022 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,2),-0.0420812 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),-0.0414396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,3),-0.0555339 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,2),-0.0446838 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,-1),-0.0737447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,3),(6,2),-0.0650183 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,3),(6,-1),-0.0653354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,2),(6,-1),-0.0737447 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.0347653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.0296356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.0935871 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,22),-0.156601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.156738 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.125993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,8),(7,22),-0.112361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.141136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,22),-0.134345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,22),-0.0813639 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,7),(7,6),-0.0598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),-0.135398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),0.00730219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,3),0.0400262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,2),0.00730976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,1),0.00730976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),0.052314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,5),-0.0392437 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,4),-0.0272932 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,3),-0.059552 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,2),-0.0272932 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,1),-0.0272932 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,-1),-0.0509103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,5),(7,4),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,3),-0.0343018 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,2),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,1),-0.0395718 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),-0.127283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,4),(7,3),-0.0582131 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,2),-0.0513517 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,1),-0.0513517 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,-1),-0.0247131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,3),(7,2),-0.0900249 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,1),-0.0900249 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,3),(7,-1),-0.0312897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,2),(7,1),-0.0513517 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,2),(7,-1),-0.0247054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,1),(7,-1),-0.0247054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,9),0.031179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,10),-0.0935854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,8),(8,12),-0.0934837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,13),-0.0148202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,15),-0.00690183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,16),-0.104853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,20),-0.0069011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,22),-0.169038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,9),(8,10),-0.141133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,9),(8,12),-0.141133 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,13),-0.132431 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,15),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,16),-0.157686 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,20),-0.14225 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,21),-0.125335 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,9),(8,22),-0.133223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,10),(8,12),-0.122561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,13),-0.128965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,15),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,16),-0.126764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,20),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,21),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,10),(8,22),-0.0781916 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,12),(8,13),-0.128922 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,15),-0.12541 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,16),-0.126764 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,20),-0.12541 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,21),-0.124894 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,12),(8,22),-0.0761809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,13),(8,15),-0.127237 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,16),-0.112987 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,20),-0.127235 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,13),(8,22),0.0274293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,15),(8,16),-0.125988 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,20),-0.10657 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,15),(8,22),-0.111988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,16),(8,20),-0.108512 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,21),0.0195197 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,16),(8,22),-0.0933078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,20),(8,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,20),(8,22),-0.111916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,21),(8,22),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,7),0.00772115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,6),-0.0595809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,4),0.00285117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,3),0.0400281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,2),0.00285873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,1),0.00285873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,8),(8,8),(8,-1),0.0551517 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,7),(8,6),-0.0496269 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,4),-0.0416456 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,3),-0.0582742 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,2),-0.0416456 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,1),-0.0416456 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,7),(8,-1),-0.0182774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,6),(8,4),-0.0266428 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,3),-0.059552 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,2),-0.0266428 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,1),-0.0266428 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,6),(8,-1),-0.0500878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,4),(8,3),-0.0582069 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,2),-0.0427648 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,1),-0.0427648 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,4),(8,-1),-0.0196374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,3),(8,2),-0.0900239 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,1),-0.0900239 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,3),(8,-1),-0.0312897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,2),(8,1),-0.0427648 # DEPENDENCYPART_GRANDSIBL
(10,8),(8,2),(8,-1),-0.0196297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,1),(8,-1),-0.0196297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,9),(9,9),(9,22),-0.0728594 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,-1),0.0150228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,12),-0.0622529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),-0.0665985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,15),0.0602346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),-0.0118271 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,20),0.0600521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,22),-0.146369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),-0.0433979 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,15),-0.0486673 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,20),-0.0486673 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,22),-0.0805736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,15),-0.03974 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,16),-0.0429793 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,20),-0.03974 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,22),-0.0758976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,15),(11,16),-0.0548067 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,20),-0.0679622 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,15),(11,22),0.0177463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,20),-0.0257958 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,22),-0.010156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,20),(11,22),0.0171437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,9),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),0.156048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,-1),-0.132008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,13),-0.0512775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,14),-0.0181554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,15),0.0284475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,16),-0.0385039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,17),-0.0181554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,18),0.0176005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,20),0.0162927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,21),-0.0719069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,22),0.071181 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,14),-0.0381921 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,15),-0.0253048 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,16),-0.0518022 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,17),-0.0381921 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,18),-0.0253048 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,20),-0.0253048 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,21),-0.0507103 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,22),-0.0233379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,15),-0.045973 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,16),-0.0448771 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,17),-0.0429442 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,18),-0.045973 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,20),-0.045973 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,21),-0.0425819 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,22),-0.0377313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,15),(12,16),-0.0140593 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,17),-0.0485175 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,18),-0.00587359 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,20),-0.00587359 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,21),-0.0372999 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,22),-0.0668657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,16),(12,17),0.189908 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,18),0.0132246 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,20),-0.0331593 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,21),0.101953 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,22),-0.0554288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,17),(12,18),-0.045973 # DEPENDENCYPART_GRANDSIBL
