# _root_ Investors have complained for some time about program trading , particularly index arbitrage , to little avail .
#goldHeads=2,0,2,3,6,4,3,9,7,9,9,13,9,9,3,17,15,2,
#predictedHeads=2,0,2,3,6,4,6,9,7,9,13,13,9,13,13,17,15,2,
(7,6),(6,11),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,17),-0.144811 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,11),(6,19),-0.166613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,12),(6,13),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,12),(6,14),-0.144852 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,12),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,12),(6,16),-0.144706 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,12),(6,17),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,12),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,12),(6,19),-0.133929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,13),(6,14),-0.144852 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,13),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,13),(6,16),-0.144706 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,13),(6,17),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,13),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,13),(6,19),-0.134462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,14),(6,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,14),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,14),(6,17),-0.144999 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,14),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,14),(6,19),-0.152804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,15),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,15),(6,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,15),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,15),(6,19),-0.15423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,16),(6,17),-0.145812 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,16),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,16),(6,19),-0.0972388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,17),(6,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,17),(6,19),-0.134463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,18),(6,19),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,6),(6,5),-0.00319093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,4),-0.0315919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,2),0.00503165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,1),-0.13072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,6),(6,6),(6,-1),0.114329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,6),(6,5),(6,4),-0.0225048 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,2),-0.0205149 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,1),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,5),(6,-1),0.005793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,4),(6,2),-0.0104271 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,1),-0.0193442 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,4),(6,-1),-0.0271495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,2),(6,1),-0.0208101 # DEPENDENCYPART_GRANDSIBL
(7,6),(6,2),(6,-1),-0.0239256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,6),(6,1),(6,-1),-0.0923078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,13),-0.128873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,15),0.0616911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,17),-0.128873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,19),0.102113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,13),(8,15),-0.0252377 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,13),(8,17),-0.0310479 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,13),(8,19),-0.0897454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,15),(8,17),-0.017705 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,15),(8,19),0.0453548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,17),(8,19),-0.0897454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,7),0.132908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,6),-0.150281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,-1),-0.159939 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,7),(8,6),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,7),(8,-1),-0.129776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,6),(8,-1),-0.132902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,10),-0.0485385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,11),0.045226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,12),-0.129437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,13),-0.128084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,14),-0.0485385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,15),0.0616911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,16),-0.00861963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,17),-0.128084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,18),-0.0435225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,19),0.120515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,10),(9,11),0.0085606 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,12),-0.0690932 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,13),-0.0685974 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,14),-0.0449042 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,15),-0.0443201 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,16),-0.01018 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,17),-0.0685974 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,18),-0.021676 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,10),(9,19),-0.0229064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,11),(9,12),-0.0129733 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,13),-0.0127678 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,14),-0.025877 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,15),-0.0221593 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,16),-0.0208352 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,17),-0.0127678 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,11),(9,19),0.0901797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,12),(9,13),-0.0310479 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,14),-0.0510747 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,15),-0.0252377 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,16),-0.0218938 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,17),-0.0310479 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,18),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,12),(9,19),-0.0916827 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,13),(9,14),-0.0510747 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,15),-0.0252377 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,16),-0.0218938 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,17),-0.0310479 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,18),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,13),(9,19),-0.0894673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,14),(9,15),-0.0443201 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,16),-0.01018 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,17),-0.0685974 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,18),-0.021676 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,14),(9,19),-0.0229064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,15),(9,16),-0.0221181 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,17),-0.017705 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,15),(9,19),0.0453548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,16),(9,17),-0.0161973 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,16),(9,19),-0.0273237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,17),(9,18),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,17),(9,19),-0.0894673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,18),(9,19),-0.041296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,9),(9,8),0.147707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,7),0.131176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,6),-0.150283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,5),-0.148472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,4),-0.152251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,2),-0.149836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,9),(9,-1),-0.157798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,8),(9,7),0.114287 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,6),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,5),-0.147064 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,4),-0.144938 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,2),-0.144715 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,8),(9,-1),-0.121596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,7),(9,6),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,5),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,4),-0.145166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,2),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,9),(9,7),(9,-1),-0.132465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,9),(9,6),(9,5),-0.147064 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,6),(9,4),-0.144938 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,6),(9,2),-0.144715 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,6),(9,-1),-0.121352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,5),(9,4),-0.144713 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,5),(9,2),-0.144719 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,5),(9,-1),-0.114497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,4),(9,2),-0.144702 # DEPENDENCYPART_GRANDSIBL
(7,9),(9,4),(9,-1),-0.139516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,9),(9,2),(9,-1),-0.0993426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,10),(10,19),-0.0415907 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,10),(10,10),(10,-1),-0.16768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,11),(11,12),-0.0188517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,13),-0.0188517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,14),-0.0181336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,15),-0.0237832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,16),-0.0134753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,17),-0.0188517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,19),0.00180196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,12),(11,13),-0.0195211 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,14),-0.0229656 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,15),-0.019441 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,17),-0.0195211 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,12),(11,19),0.0264598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,13),(11,14),-0.0229656 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,15),-0.019441 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,17),-0.0195211 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,19),0.0264598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,14),(11,15),-0.020378 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,17),-0.0214041 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,19),-0.0309805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,15),(11,16),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,15),(11,17),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,15),(11,19),-0.0256165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,16),(11,17),-0.0198162 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,19),-0.0115157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,17),(11,19),0.0264598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,10),0.173404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,9),0.129758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,6),-0.151192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,4),-0.144725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,1),-0.151192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,-1),-0.181175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,10),(11,9),0.145121 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,6),-0.14477 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,4),-0.144761 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,1),-0.14477 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,-1),-0.154061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,9),(11,6),-0.145198 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,4),-0.144743 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,1),-0.145198 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,9),(11,-1),-0.0742023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,6),(11,4),-0.144743 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,6),(11,1),-0.145198 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,6),(11,-1),-0.0743154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,4),(11,1),-0.144705 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,4),(11,-1),-0.157218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,1),(11,-1),-0.0742162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,13),-0.128572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,15),0.0616911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,17),-0.128572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,19),0.111632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,13),(12,15),-0.0252377 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,17),-0.0310479 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,19),-0.089728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,15),(12,17),-0.017705 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,19),0.0453548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,17),(12,19),-0.089728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,11),0.135609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,10),-0.0131643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,9),0.142819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,-1),-0.156236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,11),(12,10),0.114923 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,9),0.105023 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,-1),-0.167499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,10),(12,9),0.0288243 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,-1),-0.152804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,9),(12,-1),-0.136146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,14),-0.0471483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,15),0.0616911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,16),-0.00636741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,17),-0.128743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,18),-0.0435225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,19),0.108502 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,14),(13,15),-0.0443201 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,16),-0.00942425 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,17),-0.0658407 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,18),-0.021676 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,19),-0.0227103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,15),(13,16),-0.0221181 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,17),-0.017705 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,19),0.0453548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,16),(13,17),-0.0161964 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,19),-0.0247733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,17),(13,18),-0.0207797 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,19),-0.0869364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,18),(13,19),-0.041296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,12),0.147805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,11),0.135609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,10),-0.0131643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,9),0.145927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,8),0.14909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,7),0.133003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,6),-0.150281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,5),-0.148472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,-1),-0.155886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,12),(13,11),0.111269 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,10),0.0741462 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,9),0.117589 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,8),0.119341 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,7),0.117505 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,6),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,5),-0.147064 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,-1),-0.1354 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,11),(13,10),0.114923 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,9),0.105023 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,8),0.105023 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,7),0.108332 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,6),-0.144811 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,-1),-0.167499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,9),0.0288243 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,8),0.0288243 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,7),0.116071 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,6),-0.144999 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,-1),-0.152804 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,9),(13,8),0.114595 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,7),0.117505 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,6),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,5),-0.147064 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,9),(13,-1),-0.1369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,8),(13,7),0.116123 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,6),-0.147983 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,5),-0.147064 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,-1),-0.133803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,7),(13,6),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,5),-0.144707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,-1),-0.129681 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,6),(13,5),-0.147064 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,-1),-0.13356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,5),(13,-1),-0.113013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,15),(15,16),-0.0371622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,17),-0.0183962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,19),0.020962 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,16),(15,17),-0.0200976 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,19),-0.0361767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,17),(15,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,19),-0.0125398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,18),(15,19),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,15),(15,14),0.108248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,-1),-0.124647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,14),(15,-1),-0.14549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
