# _root_ Company officials said the new company , Sin Kean Boon-Sanwa ( J.V . ) is capitalized at the equivalent of 54 million yen ( $ 381,000 ) .
#goldHeads=2,3,0,6,6,15,6,10,10,6,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
#predictedHeads=2,3,0,6,6,15,15,10,10,15,12,10,12,12,3,15,16,19,17,19,22,23,20,26,26,23,26,3,
(12,20),(20,20),(20,22),0.0934566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,23),0.123083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,25),0.0455973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,26),0.0899403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,27),-0.0213144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,29),-0.376972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,21),(20,22),-0.0382241 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,23),-0.0275604 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,25),-0.0210759 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,26),-0.0332329 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,27),-0.0221899 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,21),(20,29),0.0437322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,22),(20,23),-0.0284594 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,25),-0.0211924 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,26),-0.0332531 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,27),-0.0222658 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,22),(20,29),0.0407338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,23),(20,25),-0.0217719 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,26),-0.015129 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,27),-0.0169533 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,23),(20,29),0.0399435 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,25),(20,26),-0.0234063 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,25),(20,27),-0.0218799 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,25),(20,29),0.0646514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,26),(20,27),-0.0221899 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,26),(20,29),0.0401366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,27),(20,29),-0.0247807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,20),(20,19),0.0389248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,18),0.119157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,20),(20,20),(20,-1),-0.0521678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,20),(20,19),(20,18),0.109378 # DEPENDENCYPART_GRANDSIBL
(12,20),(20,19),(20,-1),-0.195162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,20),(20,18),(20,-1),-0.169261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,28),(28,28),(28,29),0.00397982 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,28),(28,28),(28,-1),-0.112602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,2),(2,3),0.128225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,6),0.00465722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,7),0.0440105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,9),0.00761317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,10),0.00769787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,13),0.0964493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,14),0.0640198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,15),-0.136376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,16),-0.133324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,29),-0.19807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,3),(2,6),0.109149 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,7),0.148437 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,9),0.111462 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,10),0.111462 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,13),0.109527 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,14),0.108907 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,15),-0.142054 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,16),-0.142054 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,3),(2,29),-0.145634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,6),(2,7),0.159808 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,9),0.0958334 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,10),0.0957118 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,13),0.108272 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,14),0.104508 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,15),-0.145111 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,16),-0.145109 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,6),(2,29),-0.110133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,7),(2,9),0.206795 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,7),(2,10),0.206795 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,7),(2,13),0.109539 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,7),(2,14),0.108256 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,7),(2,15),-0.159747 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,7),(2,16),-0.159683 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,7),(2,29),-0.142526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,9),(2,10),0.0957421 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,13),0.108272 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,14),0.104508 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,15),-0.145111 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,16),-0.145109 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,9),(2,29),-0.110208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,10),(2,13),0.108272 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,10),(2,14),0.104508 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,10),(2,15),-0.145111 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,10),(2,16),-0.145109 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,10),(2,29),-0.110208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,13),(2,14),0.107197 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,13),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,13),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,13),(2,29),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,14),(2,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,14),(2,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,2),(2,14),(2,29),-0.18776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,15),(2,16),-0.142054 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,15),(2,29),-0.137369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,16),(2,29),-0.135324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,2),(2,2),(2,1),0.0166754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,2),(2,2),(2,-1),0.00330873 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,2),(2,1),(2,-1),-0.0248706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,3),(3,4),0.0687711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,5),0.128126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,6),0.156742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,7),0.141679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,8),0.157035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,9),0.157085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,10),0.157085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,12),0.157085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,13),0.103132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,14),0.122307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,15),-0.133758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,16),-0.132843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,17),0.0189352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,29),-0.226186 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,4),(3,5),0.108839 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,6),0.107484 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,7),0.107148 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,8),0.107484 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,9),0.107484 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,10),0.107484 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,12),0.107484 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,13),0.109527 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,17),-0.144781 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,4),(3,29),-0.144523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,5),(3,6),0.11121 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,7),0.109511 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,8),0.111216 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,9),0.111216 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,10),0.111216 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,12),0.111216 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,13),0.109356 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,14),0.107918 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,15),-0.145643 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,16),-0.145643 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,17),-0.147039 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,5),(3,29),-0.136844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,6),(3,7),0.101166 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,8),0.109785 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,9),0.109785 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,10),0.109785 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,12),0.109785 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,13),0.10692 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,14),0.10847 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,15),-0.144528 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,16),-0.144325 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,17),-0.200374 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,6),(3,29),-0.17618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,7),(3,8),0.129716 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,9),0.129716 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,10),0.129716 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,12),0.129716 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,13),0.10954 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,14),0.109527 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,15),-0.1623 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,16),-0.160876 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,17),-0.171944 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,7),(3,29),-0.0727723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,8),(3,9),0.107655 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,10),0.107655 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,12),0.107655 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,13),0.10692 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,14),0.10847 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,15),-0.144528 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,16),-0.144325 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,17),-0.199115 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,8),(3,29),-0.177422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,9),(3,10),0.107655 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,12),0.107655 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,13),0.10692 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,14),0.10847 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,15),-0.144528 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,16),-0.144325 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,17),-0.199115 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,9),(3,29),-0.177372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,10),(3,12),0.107655 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,13),0.10692 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,14),0.10847 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,15),-0.144528 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,16),-0.144325 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,17),-0.199115 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,29),-0.177372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,12),(3,13),0.10692 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,14),0.10847 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,15),-0.144528 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,16),-0.144325 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,17),-0.199115 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,29),-0.177372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,13),(3,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,17),-0.144702 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,13),(3,29),-0.143021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,14),(3,15),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,17),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,29),-0.149658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,15),(3,16),-0.145093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,17),-0.155235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,28),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,29),-0.126728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,16),(3,17),-0.154854 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,28),-0.144704 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,29),-0.126496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,17),(3,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,17),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,17),(3,29),-0.105779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,27),(3,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,27),(3,29),-0.149658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,28),(3,29),-0.143021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,3),(3,2),0.0493386 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,1),0.0434004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,-1),0.113854 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,2),(3,1),-0.00461441 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,2),(3,-1),-0.0781494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,1),(3,-1),-0.0846895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,5),(5,6),0.143613 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,10),0.146747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,29),-0.227963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,5),(5,6),(5,10),0.107518 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,29),-0.0610825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,10),(5,29),-0.0578061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,5),(5,4),-0.00954332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,2),-0.0248654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,-1),-0.0414008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,5),(5,4),(5,2),-0.0194409 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,4),(5,-1),0.011248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,2),(5,-1),-0.0829746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,6),(6,7),0.0476008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,8),0.00707815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,9),0.00703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,10),0.0071147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,12),0.0071147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,13),0.0964493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,14),0.0640198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,15),-0.136155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,16),-0.133103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,17),-0.0605229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,19),-0.0423147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,23),-0.0423232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,28),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,29),-0.177349 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,7),(6,8),0.208186 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,9),0.208186 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,10),0.208186 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,12),0.208186 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,13),0.109539 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,14),0.108256 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,15),-0.159746 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,16),-0.159683 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,17),-0.15031 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,19),-0.162442 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,23),-0.162442 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,28),-0.144938 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,29),-0.142006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,8),(6,9),0.0959939 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,10),0.0958723 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,12),0.0958723 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,13),0.108272 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,14),0.104508 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,15),-0.145111 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,16),-0.145109 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,17),-0.142258 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,19),-0.139044 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,23),-0.139044 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,28),-0.144958 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,29),-0.105277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,9),(6,10),0.0959093 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,12),0.0959093 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,13),0.108272 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,14),0.104508 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,15),-0.145111 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,16),-0.145109 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,17),-0.142258 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,19),-0.139044 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,23),-0.139044 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,28),-0.144958 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,29),-0.105278 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,10),(6,12),0.0958723 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,13),0.108272 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,14),0.104508 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,15),-0.145111 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,16),-0.145109 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,17),-0.142258 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,19),-0.139044 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,23),-0.139044 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,28),-0.144958 # DEPENDENCYPART_GRANDSIBL
