# _root_ `` Psyllium 's not a good crop , '' complains Sooraji Jath , a 26-year-old farmer from the village of Lakshmipura . ``
#goldHeads=10,3,10,3,7,7,3,10,10,0,12,10,12,16,16,12,16,19,17,19,20,10,10,
#predictedHeads=10,3,10,3,7,7,3,10,10,0,12,10,12,16,16,12,16,19,17,19,20,10,10,
(10,4),(4,5),(4,7),0.109124 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,8),0.109244 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,5),(4,24),-0.179677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,6),(4,7),0.109437 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,8),0.116285 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,10),-0.144751 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,6),(4,24),-0.146094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,7),(4,8),0.134702 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,13),-0.144805 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,7),(4,24),-0.147226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,8),(4,10),-0.144719 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,13),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,8),(4,24),-0.197637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,10),(4,13),-0.144905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,10),(4,24),-0.158551 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,13),(4,24),-0.197637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,4),(4,3),-0.042789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,2),0.00595542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,4),(4,4),(4,-1),0.10404 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,4),(4,3),(4,2),-0.00845806 # DEPENDENCYPART_GRANDSIBL
(10,4),(4,3),(4,-1),-0.0617755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,4),(4,2),(4,-1),0.0692474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,6),0.115912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,8),0.0823478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,24),-0.33005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,6),(5,8),0.10951 # DEPENDENCYPART_GRANDSIBL
(10,5),(5,6),(5,24),-0.137468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,8),(5,24),-0.159933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,5),(5,5),(5,4),-0.0314596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,5),(5,5),(5,-1),-0.0579339 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,5),(5,4),(5,-1),-0.0313501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,7),0.155641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,8),0.077836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,9),0.0978504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,10),-0.126713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,16),-0.147599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,24),-0.251992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,7),(6,8),0.104764 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,9),0.108546 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,10),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,7),(6,24),-0.0474476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,8),(6,9),0.107014 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,10),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,16),-0.144713 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,8),(6,24),-0.164777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,9),(6,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,16),-0.144703 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,9),(6,24),-0.154708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,10),(6,16),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,10),(6,24),-0.107239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,16),(6,24),-0.0474476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,6),(6,5),-0.0128379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,4),-0.00184568 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,2),-0.02229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,6),(6,6),(6,-1),-0.0590528 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,6),(6,5),(6,4),-0.0231313 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,2),-0.0194408 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,5),(6,-1),-0.00152428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,4),(6,2),-0.0232927 # DEPENDENCYPART_GRANDSIBL
(10,6),(6,4),(6,-1),-0.0145907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,6),(6,2),(6,-1),-0.0763339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,8),0.0494523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,9),0.103557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,10),-0.125783 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,11),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,12),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,13),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,16),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,17),-0.0770857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,19),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,22),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,24),-0.184732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,8),(7,9),0.0867909 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,10),-0.159637 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,11),-0.16103 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,12),-0.16103 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,13),-0.144812 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,16),-0.16103 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,17),-0.150044 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,19),-0.16103 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,22),-0.144938 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,8),(7,24),-0.137702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,9),(7,10),-0.145369 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,11),-0.145569 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,12),-0.145569 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,13),-0.145047 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,16),-0.145569 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,17),-0.145946 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,19),-0.145569 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,22),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,9),(7,24),-0.181422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,10),(7,11),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,12),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,13),-0.161397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,16),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,17),-0.147067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,19),-0.142064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,22),-0.144708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,10),(7,24),-0.137752 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,11),(7,12),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,13),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,16),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,17),-0.141991 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,19),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,22),-0.144958 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,11),(7,24),-0.112834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,12),(7,13),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,16),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,17),-0.141991 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,19),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,22),-0.144958 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,12),(7,24),-0.112834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,13),(7,16),-0.16103 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,17),-0.150044 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,19),-0.16103 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,22),-0.144938 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,13),(7,24),-0.137702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,16),(7,17),-0.141991 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,19),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,22),-0.144958 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,16),(7,24),-0.112871 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,17),(7,19),-0.145619 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,17),(7,22),-0.144742 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,17),(7,24),-0.0513663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,19),(7,22),-0.144958 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,19),(7,24),-0.112834 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,22),(7,24),-0.14799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,7),(7,6),-0.00727137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,5),-0.119756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,4),-0.0267954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,2),0.0367573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,1),-0.0658234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,7),(7,7),(7,-1),0.0624022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,7),(7,6),(7,5),0.0284544 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,4),-0.0313075 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,2),-0.00365183 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,1),-0.00790908 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,6),(7,-1),-0.0204136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,5),(7,4),-0.0110135 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,2),-0.0387951 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,1),-0.0159626 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,5),(7,-1),-0.00949272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,4),(7,2),-0.0337514 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,1),-0.0195288 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,4),(7,-1),-0.0291254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,2),(7,1),-0.0130284 # DEPENDENCYPART_GRANDSIBL
(10,7),(7,2),(7,-1),-0.00181739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,7),(7,1),(7,-1),-0.0512006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,8),(8,8),(8,24),-0.11682 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,8),(8,8),(8,-1),0.0255773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,24),-0.182929 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,9),(9,9),(9,-1),-0.0588229 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,11),(11,12),0.0343795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,13),0.06262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,16),0.0343782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,17),-0.0952562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,19),0.0343795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,23),-0.0658234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,24),0.0619117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,12),(11,13),-0.0593805 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,16),-0.0149027 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,17),-0.033832 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,19),-0.0149027 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,23),-0.0130284 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,12),(11,24),-0.00424779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,13),(11,16),-0.0494493 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,17),-0.0268417 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,19),-0.0494491 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,23),-0.0277874 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,13),(11,24),-0.0668748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,16),(11,17),-0.033832 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,19),-0.0149029 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,23),-0.0130284 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,16),(11,24),-0.00424779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,17),(11,19),-0.0349615 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,23),-0.0186893 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,17),(11,24),-0.0746709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,19),(11,23),-0.0130284 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,19),(11,24),-0.00424779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,23),(11,24),-0.0512006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,11),(11,9),-0.1449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,8),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,11),(11,11),(11,-1),-0.184531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,11),(11,9),(11,8),-0.145047 # DEPENDENCYPART_GRANDSIBL
(10,11),(11,9),(11,-1),-0.181422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,11),(11,8),(11,-1),-0.137243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,13),0.06262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,15),-0.00927546 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,16),0.0343782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,17),-0.0952562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,19),0.0343795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,20),-0.0853732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,21),0.0343795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,22),0.00656601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,23),-0.0658234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,24),0.0619117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,13),(12,15),0.00305272 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,16),-0.0494493 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,17),-0.0268417 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,19),-0.0494491 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,20),-0.017271 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,21),-0.0494491 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,22),-0.0194519 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,23),-0.0277874 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,24),-0.0668748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,15),(12,16),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,17),-0.0224684 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,19),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,20),-0.0219908 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,21),-0.0017588 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,22),-0.0194731 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,23),-0.00790908 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,24),-0.0183696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,16),(12,17),-0.033832 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,19),-0.0149029 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,20),-0.0356332 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,21),-0.0149029 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,23),-0.0130284 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,24),-0.00424779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,17),(12,19),-0.0349615 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,20),0.0115493 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,21),-0.0349615 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,22),-0.0213922 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,23),-0.0186893 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,24),-0.0746709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,19),(12,20),-0.0356332 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,21),-0.0149027 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,23),-0.0130284 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,24),-0.00424779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,20),(12,21),-0.0368337 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,20),(12,22),-0.0214351 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,20),(12,23),-0.0193366 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,20),(12,24),-0.0404967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,21),(12,22),-0.0209326 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,21),(12,23),-0.0130284 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,21),(12,24),-0.00424779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,22),(12,23),-0.0196439 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,22),(12,24),-0.0121011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,23),(12,24),-0.0512006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.0242184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,9),-0.1449 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,8),-0.144869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,7),-0.0538671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,6),-0.155977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,5),-0.149664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.184531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,9),-0.144702 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,8),-0.158908 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,7),-0.139044 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,6),-0.145686 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,5),-0.141238 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.113832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,9),(12,8),-0.145047 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,7),-0.145569 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,5),-0.144761 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,9),(12,-1),-0.181422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,8),(12,7),-0.16103 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,6),-0.146717 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,5),-0.14517 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,8),(12,-1),-0.137243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,7),(12,6),-0.145686 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,7),(12,5),-0.141238 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,7),(12,-1),-0.11384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,6),(12,5),-0.149808 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,6),(12,-1),-0.0916068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,5),(12,-1),-0.173222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,24),0.0255773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,-1),-0.11682 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,17),-0.0913587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,19),-0.0236548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,20),-0.112503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,24),-0.0690912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,17),(15,19),-0.0245546 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,20),-0.018537 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,24),-0.0181886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,19),(15,20),-0.0080401 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,24),-0.0783577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,20),(15,24),-0.025946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.0666469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.0781882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,12),0.155777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,7),-0.147599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.246004 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.109534 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,12),0.108263 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.224848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
