# _root_ In fact , without Wall Street firms trading for their own accounts , the stock-index arbitrage trading opportunities for the big funds may be all the more abundant .
#goldHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,27,27,24,27,23,
#predictedHeads=23,1,23,23,7,7,8,4,8,12,12,9,23,18,18,18,18,23,18,22,22,19,0,23,26,28,28,24,23,
(9,23),(23,19),(23,17),0.119061 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,16),0.119061 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,15),0.119061 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,14),0.119099 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,13),0.119147 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,12),0.119061 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,11),0.119105 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,9),0.118741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,19),(23,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,19),(23,-1),-0.152898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,18),(23,17),0.113758 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,16),0.113758 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,15),0.113758 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,14),0.115125 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,13),0.118898 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,12),0.113758 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,11),0.118152 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,9),0.117534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,18),(23,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,18),(23,-1),-0.14126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,17),(23,16),0.113757 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,15),0.113757 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,14),0.115125 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,13),0.118898 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,12),0.113757 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,11),0.118152 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,9),0.117534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,17),(23,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,17),(23,-1),-0.140083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,16),(23,15),0.113758 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,14),0.115125 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,13),0.118898 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,12),0.113758 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,11),0.118152 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,9),0.117534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,16),(23,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,16),(23,-1),-0.14126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,15),(23,14),0.115125 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,13),0.118898 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,12),0.113758 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,11),0.118152 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,9),0.117534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,15),(23,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,15),(23,-1),-0.14126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,14),(23,13),0.119158 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,14),(23,12),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,14),(23,11),0.119164 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,14),(23,9),0.117724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,14),(23,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,14),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,14),(23,4),-0.124955 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,14),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,14),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,14),(23,1),-0.124955 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,14),(23,-1),-0.125684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,13),(23,12),0.116304 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,11),0.11913 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,9),0.122578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,13),(23,8),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,4),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,13),(23,-1),-0.116008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,12),(23,11),0.118152 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,12),(23,9),0.117534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,12),(23,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,12),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,12),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,12),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,12),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,12),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,12),(23,-1),-0.14126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,11),(23,9),0.118726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,11),(23,8),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,11),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,11),(23,4),-0.124891 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,11),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,11),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,11),(23,1),-0.124891 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,11),(23,-1),-0.123504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,9),(23,8),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,9),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,9),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,9),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,9),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,9),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,23),(23,9),(23,-1),-0.152898 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,23),(23,8),(23,7),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,8),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,8),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,8),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,8),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,8),(23,-1),-0.125913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,7),(23,4),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,7),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,7),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,7),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,7),(23,-1),-0.14126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,4),(23,3),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,4),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,4),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,4),(23,-1),-0.152896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,3),(23,2),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,3),(23,1),-0.124886 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,3),(23,-1),-0.116008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,2),(23,1),-0.124885 # DEPENDENCYPART_GRANDSIBL
(9,23),(23,2),(23,-1),-0.14126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,23),(23,1),(23,-1),-0.153306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,8),0.104332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,9),0.108745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,11),-0.125033 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,7),(7,12),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,13),-0.125135 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,17),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,18),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,22),-0.125903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,23),-0.125983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,29),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,30),-0.0693242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,8),(7,9),0.118951 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,8),(7,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,13),-0.124953 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,26),-0.124893 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,30),-0.140897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,11),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,12),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,13),-0.125221 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,17),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,18),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,22),-0.124888 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,30),-0.141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,11),(7,12),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,13),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,17),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,18),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,22),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,26),-0.124892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,29),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,30),-0.152656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,12),(7,13),-0.124921 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,29),-0.124966 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,30),-0.152182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,13),(7,17),-0.125994 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,18),-0.125994 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,22),-0.125994 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,29),-0.125117 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,30),-0.130109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,17),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,17),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,17),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,17),(7,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,17),(7,29),-0.124966 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,17),(7,30),-0.152189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,18),(7,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,18),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,18),(7,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,18),(7,29),-0.124966 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,18),(7,30),-0.152182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,22),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,22),(7,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,22),(7,29),-0.124966 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,22),(7,30),-0.152182 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,23),(7,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,23),(7,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,23),(7,30),-0.126256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,26),(7,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,26),(7,30),-0.140449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,29),(7,30),-0.125244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,6),-0.0278778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,5),-0.027882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,4),-0.0327067 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,3),-0.0681965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,2),-0.0278778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,1),-0.0396842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,-1),-0.0812422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,6),(7,5),-0.0408903 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,4),-0.0394477 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,3),-0.0432312 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,2),-0.0408903 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,1),-0.0394538 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,-1),-0.0481417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,5),(7,4),-0.0394477 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,3),-0.0432312 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,2),-0.0408903 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,1),-0.0394538 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,-1),-0.0481449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,4),(7,3),-0.0464344 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,2),-0.0428153 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,1),-0.0409556 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,-1),-0.03946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,3),(7,2),-0.0451095 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,3),(7,1),-0.0447186 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,3),(7,-1),-0.0675641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,2),(7,1),-0.0394538 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,2),(7,-1),-0.0481417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,1),(7,-1),-0.0442296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,30),-0.123016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,-1),-0.0405398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,12),(12,13),-0.0681906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,14),-0.0362921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,15),-0.0287979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,16),-0.0287921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,17),-0.0288012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,18),-0.0287921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,19),-0.03879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,21),-0.0454198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,22),-0.0288212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,23),-0.0360119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,24),-0.0614205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,26),-0.0362921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,29),-0.0431687 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,30),-0.0821915 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,13),(12,14),-0.0424048 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,15),-0.0451317 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,16),-0.0451317 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,17),-0.0451317 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,18),-0.0451317 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,19),-0.0447944 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,21),-0.0459165 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,22),-0.0451317 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,23),-0.042024 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,24),-0.0540883 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,26),-0.0424048 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,30),-0.0675487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,14),(12,15),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,16),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,17),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,18),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,19),-0.0427631 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,21),-0.0429382 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,22),-0.0425794 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,23),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,24),-0.0420105 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,26),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,14),(12,30),-0.0220765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,15),(12,16),-0.0418021 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,17),-0.0418021 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,18),-0.0418021 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,19),-0.0394573 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,21),-0.0453213 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,22),-0.0418021 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,23),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,24),-0.0359629 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,26),-0.051977 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,30),-0.0490873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,16),(12,17),-0.0418021 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,18),-0.0418021 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,19),-0.0394573 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,21),-0.0453213 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,22),-0.0418021 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,23),-0.0419992 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,24),-0.0359629 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,26),-0.051977 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,29),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,30),-0.0490816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,17),(12,18),-0.0418023 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,19),-0.0394577 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,21),-0.0453213 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,22),-0.0418023 # DEPENDENCYPART_GRANDSIBL
