# _root_ The marriage of news and theater , if not exactly inevitable , has been consummated nonetheless .
#goldHeads=2,13,2,5,3,5,13,11,11,11,13,13,0,13,14,15,13,
#predictedHeads=2,13,2,5,3,5,2,11,11,11,2,2,0,13,14,15,13,
(11,13),(13,13),(13,15),-0.0474258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),-0.0562735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,17),-0.0217878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,18),0.114288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,15),-0.0196617 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,16),-0.0195377 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,17),-0.0197872 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,18),-0.0384738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,15),(13,16),-0.0195377 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,17),-0.0197872 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,15),(13,18),-0.034934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,16),(13,18),-0.0309517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,17),(13,18),-0.0262895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.103824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,11),0.113336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,8),-0.14498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,6),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,5),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,4),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,3),-0.145074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,2),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),-0.196927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,11),0.108024 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,10),-0.144718 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,9),-0.144718 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,8),-0.145504 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,6),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,5),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,4),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,3),-0.145504 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,2),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,12),(13,-1),-0.154344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,11),(13,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,11),(13,-1),-0.136723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,10),(13,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,6),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,4),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,2),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,10),(13,-1),-0.149636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,9),(13,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,6),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,4),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,2),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,9),(13,-1),-0.149695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,8),(13,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,8),(13,-1),-0.108353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,7),(13,6),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,5),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,4),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,3),-0.145504 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,2),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,7),(13,-1),-0.154344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,6),(13,5),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,3),-0.144759 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,6),(13,-1),-0.141862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,5),(13,4),-0.0199485 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,3),0.00564378 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,2),-0.0166522 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,1),-0.0246789 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,5),(13,-1),-0.149686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,4),(13,3),-0.144759 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,4),(13,-1),-0.143906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,3),(13,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,3),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,3),(13,-1),-0.109423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,2),(13,1),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,2),(13,-1),-0.143904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,1),(13,-1),-0.149833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,15),-0.0459329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0550007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,17),-0.0217878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,18),0.114371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.0195377 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,17),-0.0197872 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,18),-0.0321728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,16),(14,18),-0.0309546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,17),(14,18),-0.0262895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.1082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,12),0.103824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,11),0.113336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,8),-0.14498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,6),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,2),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),-0.196929 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,12),0.109222 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,11),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,8),-0.144711 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,13),(14,-1),-0.149067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,12),(14,11),0.108024 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,10),-0.144718 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,9),-0.144718 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,8),-0.145504 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,6),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,2),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,12),(14,-1),-0.154269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,11),(14,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,11),(14,-1),-0.136723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,10),(14,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,6),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,2),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,10),(14,-1),-0.149661 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,9),(14,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,6),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,2),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,9),(14,-1),-0.149721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,8),(14,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,8),(14,-1),-0.102825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,6),(14,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,6),(14,-1),-0.143787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,2),(14,-1),-0.145828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,16),-0.0549974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,17),-0.0217878 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,18),0.114399 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,18),-0.0309514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,17),(15,18),-0.0262895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,12),0.103824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,11),0.113336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,8),-0.14498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,6),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,5),-0.144717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,4),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,3),-0.145074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,2),-0.145877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.196927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,12),(15,11),0.108024 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,10),-0.144718 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,9),-0.144718 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,8),-0.145504 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,6),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,5),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,4),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,3),-0.145504 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,2),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,-1),-0.154268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,11),(15,10),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,6),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,4),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,3),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,-1),-0.136723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,10),(15,9),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,6),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,4),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,2),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,-1),-0.149636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,9),(15,8),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,6),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,4),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,2),-0.144874 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,-1),-0.149695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,8),(15,7),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,6),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,4),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,3),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,8),(15,-1),-0.102825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,7),(15,6),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,5),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,4),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,3),-0.145504 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,2),-0.144721 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,-1),-0.154268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,6),(15,5),-0.144702 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,6),(15,4),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,6),(15,3),-0.144759 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,6),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,6),(15,-1),-0.143786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,5),(15,4),-0.0199485 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,5),(15,3),0.00564378 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,5),(15,2),-0.0166522 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,5),(15,-1),-0.149686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,4),(15,3),-0.144759 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,4),(15,2),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,4),(15,-1),-0.14583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,3),(15,2),-0.144706 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,3),(15,-1),-0.103895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,2),(15,-1),-0.145828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),0.0306302 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,11),0.109304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,8),-0.145122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,5),-0.144704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,2),-0.145122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,-1),-0.0797992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,11),(16,8),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,2),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,11),(16,-1),-0.145096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,8),(16,5),-0.144701 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,2),-0.144911 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,8),(16,-1),-0.151146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,5),(16,2),-0.0166522 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,5),(16,-1),-0.149252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,2),(16,-1),-0.140561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,17),(17,18),-0.0497272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,17),(17,15),0.109539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,14),0.109539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,17),(17,17),(17,-1),-0.174246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,17),(17,15),(17,14),0.10954 # DEPENDENCYPART_GRANDSIBL
(11,17),(17,15),(17,-1),-0.144703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,17),(17,14),(17,-1),-0.144703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,3),0.148825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,18),-0.321551 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,3),(1,18),-0.0979905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),-0.0524065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,3),0.126951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,4),0.0282631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,5),0.119207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,6),0.0269524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,7),0.0527998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,8),0.152163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,9),0.132416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,10),0.135908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,11),0.130505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,12),0.0527998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,13),-0.128383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,14),-0.126298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,15),-0.126195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,16),-0.145925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,17),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,18),-0.214157 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,3),(2,4),0.119687 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,5),0.127431 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,6),0.119687 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,7),0.080488 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,8),0.0602508 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,9),0.122354 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,10),0.12296 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,11),0.0836964 # DEPENDENCYPART_GRANDSIBL
