# _root_ The Pentagon 's recently issued `` Soviet Military Power , '' though in general adopting a softer line , repeated the Sverdlovsk assessment .
#goldHeads=2,9,2,5,9,9,9,9,20,20,20,15,15,13,20,18,18,15,20,0,23,23,20,20,
#predictedHeads=2,9,2,5,20,9,9,9,5,9,9,15,15,13,9,18,18,15,20,0,23,23,20,20,
(18,7),(7,12),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,12),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,12),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,12),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,12),(7,25),-0.159923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,13),(7,14),0.132869 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,13),(7,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,13),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,13),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,13),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,13),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,13),(7,25),-0.168679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,14),(7,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,14),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,14),(7,20),-0.125144 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,14),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,14),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,14),(7,25),-0.116565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,15),(7,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,15),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,15),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,15),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,15),(7,25),-0.144904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,18),(7,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,18),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,18),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,18),(7,25),-0.121693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,7),(7,20),(7,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,20),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,20),(7,25),-0.144904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,23),(7,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,23),(7,25),-0.121693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,24),(7,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,7),(7,6),-0.0434976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,7),(7,4),-0.0569288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,7),(7,7),(7,-1),0.040329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,7),(7,6),(7,4),-0.0351144 # DEPENDENCYPART_GRANDSIBL
(18,7),(7,6),(7,-1),-0.0511209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,7),(7,4),(7,-1),-0.0194854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,10),(10,10),(10,25),-0.0929678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,10),(10,10),(10,-1),-0.00810248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,11),(11,25),-0.117327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,11),(11,-1),-0.0359009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,12),(12,13),0.0988138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,14),0.139183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,15),0.119346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,17),0.139399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,18),-0.144299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,12),(12,19),-0.127012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,20),-0.126093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,25),-0.0797244 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,13),(12,14),0.119146 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,13),(12,15),0.119164 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,13),(12,17),0.119146 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,13),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,13),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,13),(12,20),-0.12489 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,13),(12,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,13),(12,25),-0.151178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,14),(12,15),0.118563 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,14),(12,17),0.118994 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,14),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,14),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,14),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,14),(12,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,14),(12,25),-0.161199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,15),(12,17),0.119156 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,15),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,15),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,15),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,15),(12,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,15),(12,25),-0.122961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,17),(12,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,17),(12,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,17),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,17),(12,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,17),(12,25),-0.160983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,18),(12,19),-0.124921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,18),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,18),(12,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,18),(12,25),-0.143444 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,19),(12,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,19),(12,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,19),(12,25),-0.1125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,20),(12,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,20),(12,25),-0.122961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,24),(12,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,12),(12,11),-0.0559373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,10),-0.0783676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,9),0.0708671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,-1),-0.358408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,11),(12,10),-0.0470133 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,11),(12,9),-0.049205 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,11),(12,-1),0.00728602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,10),(12,9),-0.0597033 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,10),(12,-1),-0.0302155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,9),(12,-1),0.0310109 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,13),(13,14),0.135625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,15),0.118703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,17),0.13584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,18),-0.144665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,13),(13,19),-0.127581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,23),-0.144665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,25),-0.0726888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,14),(13,15),0.118563 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,14),(13,17),0.118994 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,14),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,14),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,14),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,14),(13,25),-0.162456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,15),(13,17),0.119156 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,15),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,15),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,15),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,15),(13,25),-0.123889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,17),(13,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,17),(13,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,17),(13,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,17),(13,25),-0.16224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,18),(13,19),-0.124921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,18),(13,23),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,18),(13,25),-0.141663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,19),(13,23),-0.124899 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,19),(13,25),-0.11174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,23),(13,25),-0.141663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,13),(13,12),-0.0699675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,11),-0.0566452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,9),0.0913791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,-1),-0.362313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,12),(13,11),-0.0298261 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,12),(13,9),-0.0484313 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,12),(13,-1),-0.101184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,11),(13,9),-0.0492268 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,11),(13,-1),0.00685643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,9),(13,-1),0.0432311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,14),(14,15),0.117179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,17),0.102392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,18),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,14),(14,20),-0.136003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,23),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,25),0.0293848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,15),(14,17),0.119107 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,15),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,25),-0.145006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,17),(14,18),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,17),(14,20),-0.125144 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,17),(14,25),-0.116621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,18),(14,20),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,25),-0.118464 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,20),(14,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,20),(14,25),-0.145006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,23),(14,25),-0.118464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,14),(14,13),0.0702334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,12),0.0461258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,10),0.0334161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,9),-0.0443636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,-1),0.0535199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,13),(14,12),-0.0441272 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,10),-0.0452082 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,9),-0.0442857 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,-1),0.0587311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,12),(14,10),-0.0436676 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,9),-0.0442691 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,12),(14,-1),0.0358814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,10),(14,9),0.0393318 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,10),(14,-1),-0.0815393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,9),(14,-1),0.00104185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,16),0.110191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,17),0.0475249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,18),-0.175297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,15),(15,19),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,20),-0.169968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,23),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,25),0.0399125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,16),(15,17),0.119128 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,18),-0.124888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,16),(15,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,23),-0.124888 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,16),(15,25),-0.133998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,17),(15,18),-0.124907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,17),(15,19),-0.12494 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,20),-0.125064 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,23),-0.124907 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,17),(15,25),-0.20362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,18),(15,19),-0.125057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,20),-0.125224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,23),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,24),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,18),(15,25),-0.0284026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,19),(15,20),-0.127098 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,23),-0.125259 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,19),(15,25),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,20),(15,23),-0.124893 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,20),(15,25),-0.146235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,23),(15,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,23),(15,25),-0.0281215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,24),(15,25),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,15),(15,14),-0.00820599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,13),-0.00410192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,12),-0.034174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,9),-0.0308257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,15),(15,15),(15,-1),0.0669589 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,15),(15,14),(15,13),-0.053274 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,12),-0.0501859 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,9),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,14),(15,-1),0.0335081 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,13),(15,12),-0.05832 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,9),-0.0362079 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,13),(15,-1),0.00830151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,12),(15,9),-0.0398882 # DEPENDENCYPART_GRANDSIBL
(18,15),(15,12),(15,-1),-0.0193141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,15),(15,9),(15,-1),-0.0510673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,17),0.102142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,16),(16,16),(16,25),0.139006 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,16),(16,17),(16,25),-0.141645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,16),(16,16),(16,-1),0.188638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,19),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,20),-0.135911 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,25),0.0156038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,19),(17,20),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,25),-0.111979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,20),(17,25),-0.144888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,16),-0.0401268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,-1),0.0396859 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,16),(17,-1),-0.086737 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,25),-0.00810248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,-1),-0.0929678 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,21),-0.0388569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,22),-0.0269873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),-0.0269423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,24),-0.048883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,25),0.0741025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,21),(20,22),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,23),-0.0440846 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,24),-0.0430447 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,25),-0.0355693 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,22),(20,23),-0.0341321 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,24),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,25),-0.0531241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,23),(20,24),-0.0550567 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,25),-0.0531272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,24),(20,25),-0.0871039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,19),0.139982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,18),0.166901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,17),-0.130851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,16),-0.126643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,15),-0.170011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,14),-0.130851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,13),-0.160534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,12),-0.154432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,11),-0.124933 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,10),-0.12509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,9),-0.175733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,8),-0.130851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,7),-0.130852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,5),-0.170019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,4),-0.135796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,2),-0.175297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),0.0468138 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,18),0.117568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,19),(20,17),-0.124971 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,15),-0.127098 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,14),-0.124971 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,13),-0.125601 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,12),-0.125601 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,11),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,10),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,9),-0.125259 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,8),-0.124971 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,7),-0.124971 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,6),-0.124885 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,5),-0.127098 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,4),-0.12495 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,2),-0.125259 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,-1),-0.188082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,18),(20,17),-0.12492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,16),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
